BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2020;170784086;ETAP (ETAB. THERAP. P ADO. A PONS);330785072;INF;;;;;15;;;;;;3750;15;;;64;3689;;;;;;;355;;;;;;;;;;;;;;33;;22;14;;3;0.7;;;;0;0;18;2;19;6;2;1.5;;;9.5;;2;0.45;;;;16;;16;5;2;1;;;8
PSY;2020;170784086;;330785072;TOT;0;;;0;15;;;;;;3750;15;;;64;3689;;;;;;;355;;;;;;;;;;;;;;33;;22;14;;3;0.7;;;;;;18;2;19;6;2;1.5;;;9.5;;2;0.45;;;;16;;16;5;2;1;;;8
PSY;2020;180000176;CH GEORGE SAND BEAUREGARD BOURGES;180001158;GEN;;5;;;217;228;0;0;14;0;79422;120;2;0;1314;72742;78238;;;4707;;72;6293;12;;1;8;5;1;62556;26040;7591;10043;968;3636;21;11050;9321;843;63;20;3;20.31;4;3;4.06;1;0;542;109;617.56;263.85;110.77;32.05;;2.84;18.09;9;1;7.65;4;3;3.26;294;48;335.51;163.53;95.41;12.12;;1.21;11.06
PSY;2020;180000176;CH GEORGE SAND BEAUREGARD BOURGES;180001158;INF;;1;;;8;0;;;0;;2928;52;0;0;120;2113;;;;;;6;1722;;;2;1;1;3;12794;1625;8575;51;0;72;91;1843;1664;92;1;5;1;4.91;;;;0;0;88;26;107.18;41.25;8.88;8.75;;8.39;25.19;;1;0.42;;;;21;1;20.97;10.71;5.9;0.48;;;1.38
PSY;2020;180000176;CH GEORGE SAND BEAUREGARD BOURGES;180001158;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;8;1906;;;;320;320;;;1;;0.3;;;;;;5;3;3.86;1.39;;1.92;;0.55;;;;;;;;;;;;;;;;
PSY;2020;180000176;;180001158;TOT;1;;5;1;225;228;0;0;14;0;82350;172;2;0;1434;74855;78238;;;4707;;78;8015;12;;3;9;6;5;75350;27665;16174;12000;968;3708;112;13090;11185;932;64;26;4;25.52;4;3;4.06;;;633;138;728.6;306.49;119.65;42.72;;11.78;43.28;9;2;8.07;4;3;3.26;315;49;356.48;174.24;101.31;12.6;;1.21;12.44
PSY;2020;180000382;CLINIQUE LA GAILLARDIERE;180008518;GEN;;;;;38;0;0;0;0;0;13908;12;0;0;330;10627;0;0;0;0;0;0;2637;0;0;;;;;;;;;;;;339;;339;;0;2;2;0;0;0;;;19;9;21;11.5;6;0.41;;0;1.1;0;2;2;0;0;0;18;1;;8.9;6;0.21;;0;0.5
PSY;2020;180000382;;180008518;TOT;0;;;0;38;0;0;0;0;0;13908;12;0;0;330;10627;0;0;0;0;0;0;2637;0;0;;;;;;;;;;;;339;;339;;;2;2;;;0;;;19;9;21;11.5;6;0.41;;0;1.1;0;2;2;0;0;0;18;1;0;8.9;6;0.21;;0;0.5
PSY;2020;180004533;CHS CTRE READAP.SOCIO-PROFESSIONNEL;580780971;GEN;;1;;;;;;;;;;5;;;;;;;;;;;1058;;;;;;;;;;;;;;13;;;;1;;0.1;;;;;;4;;4.05;2.05;;;;;1;;;;;;;;;;;;;;;
PSY;2020;180004533;;580780971;TOT;1;;0;0;;;;;;;;5;;;;;;;;;;;1058;;;;;;;;;;;;;;13;;;;1;;0.1;;;;;;4;;4.05;2.05;;;;;1;;;;;;;;;;;;;;;
PSY;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;GEN;;1;;;31;;;;;;10660;30;;;484;9345;;;;;;;3239;;;;1;5;;10798;2020;;3058;1570;732;;2744;2336;340;;2;2;3.77;2;;0.75;0;0;53;20;68.13;45.51;0.07;3.99;;1.42;;2;2;3.77;2;;0.75;26;22;40.01;27.31;0.06;0.82;;0.58;
PSY;2020;190000026;;190000059;TOT;1;;;1;31;;;;;;10660;30;;;484;9345;;;;;;;3239;;;;1;5;;10798;2020;;3058;1570;732;;2744;2336;340;;2;2;3.77;2;;0.75;;;53;20;68.13;45.51;0.07;3.99;;1.42;;2;2;3.77;2;;0.75;26;22;40.01;27.31;0.06;0.82;;0.58;
PSY;2020;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;GEN;;1;;;156;;13;;;;56940;39;5;;906;45187;;3803;;;;;5912;0;;4;;1;3;9311;3688;4348;4956;831;22;;1643;1386;532;58;6;3;7.33;4;3;6.2;0;0;353;38;371.85;167.79;;9.48;;3.9;21.57;6;3;6.03;;;;336;35;359.31;156.03;98.38;9.48;;3.9;21.57
PSY;2020;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3280;;;;641;641;;;1;;0.37;;;;;;4;1;4.86;3;;1.86;;;;;;;;;;;;;;;;;;
PSY;2020;190000117;;190000117;TOT;1;;0;1;156;;13;;;;56940;39;5;;906;45187;;3803;;;;;5912;0;;4;;1;3;9311;3688;4348;8236;831;22;;2269;2019;532;58;7;3;7.7;4;3;6.2;;;357;39;376.71;170.79;;11.34;;3.9;21.57;6;3;6.03;;;;336;35;359.31;156.03;98.38;9.48;;3.9;21.57
PSY;2020;190011601;SITE SPECIALISE HENRI LABORIT;190000042;GEN;;1;;;42;;;;;;15226;20;;0;678;12078;;;;;;;2321;0;0;;1;0;;13410;;;3457;98;2829;;2908;2386;473;58;4;2;3.11;4;;1.76;0;1;83;13;91.53;51.61;16.08;5.09;;1;6.47;;;;;;;;;;;;;;;
PSY;2020;190011601;SITE SPECIALISE HENRI LABORIT;190000042;INF;;1;;;;6;;;;;;12;;;;;642;;;;;;712;;;1;;3;0;549;10568;;;9;1451;25;1159;1114;;;2;2;1.41;2;;1.5;0;1;34;14;39;4.72;;8.92;;5.02;12.01;;;;;;;;;;;;;;;
PSY;2020;190011601;;190000042;TOT;1;;2;0;42;6;;;;;15226;32;;0;678;12078;642;;;;;;3033;0;0;1;1;3;0;13959;10568;;3457;107;4280;25;4029;3464;473;58;6;4;4.52;6;;3.26;;;117;27;130.53;56.33;16.08;14.01;;6.02;18.48;;;;;;;;;;;;;;;
PSY;2020;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;GEN;;1;;;31;;;;;;11346;25;;;455;8853;;;;;;;1154;;;;1;;1;6856;;109;1185;;298;;1520;1147;325;1;1;3;3.96;2;0;1.26;0;1;46;18;56.67;35.36;5.77;3.19;;0.37;1.84;1;2;1.99;2;0;0.37;32;14;38.75;22.89;5.7;0.94;;0.09;0.39
PSY;2020;210013157;POLE PSYCHIATRIE SANTE MENTALE;210780706;INF;;1;;;;;;;;;;25;4;;;;;;;;;28;2841;209;;;1;;1;6610;;676;28;;9;8;450;356;;;2;0;2;0;0;0;0;1;28;10;34.38;9.61;8.48;3.15;;2.9;8.23;2;0;0.35;0;0;0;8;3;9.77;3.91;1.88;0;;0;2.97
PSY;2020;210013157;;210780706;TOT;1;;;0;31;;;;;;11346;50;4;;455;8853;;;;;;28;3995;209;;;2;;2;13466;;785;1213;;307;8;1939;1488;325;1;3;3;5.96;2;;1.26;;;74;28;91.05;44.97;14.25;6.34;;3.27;10.07;3;2;2.34;2;;0.37;40;17;48.52;26.8;7.58;0.94;;0.09;3.36
PSY;2020;210780425;HÔPITAL DE JOUR LES CIGOGNES PEP21;210781282;INF;;;;;;;;;;;;23;;;2;16;;;;;;;1898;;;;1;;1;340;;11;;;;;110;23;2;;;2;0.89;;1;0.02;0;0;11;12;16.01;6.69;2.69;1;;0.65;4.98;;;;;;;;;;;;;;;
PSY;2020;210780425;;210781282;TOT;0;;;0;;;;;;;;23;;;2;16;;;;;;;1898;;;;1;;1;340;;11;;;;;110;23;2;;;2;0.89;;1;0.02;;;11;12;16.01;6.69;2.69;1;;0.65;4.98;;;;;;;;;;;;;;;
PSY;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;GEN;;1;;;43;;;;;;14568;15;;;440;12965;;;;;;;321;;;1;;1;1;5473;4214;1844;1538;3;2575;;3186;2878;261;3;6;3;8.5;;;;1;1;53;36;72.45;39.33;15.8;4.9;;;3;3;4;4.68;;;;42;20;53.61;26.57;15.8;2;;;0.8
PSY;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;INF;;1;;;10;;;;3;;3388;12;;;145;3391;;;;;;;361;;;1;;1;1;1610;507;2422;1;;3921;525;791;649;73;;2;2;2.83;;;;1;1;39;45;53.84;29.61;2;4.96;;0.9;4.97;0;1;0.2;;;;28;11;29;18.95;2;0.16;;;
PSY;2020;210987558;;210780581;TOT;1;;2;0;53;;;;3;;17956;27;;;585;16356;;;;;;;682;;;2;;2;2;7083;4721;4266;1539;3;6496;525;3977;3527;334;3;8;5;11.33;;;;;;92;81;126.29;68.94;17.8;9.86;;0.9;7.97;3;5;4.88;;;;70;31;82.61;45.52;17.8;2.16;;;0.8
PSY;2020;210987632;CH LA CHARTREUSE DIJON;210780607;GEN;;5;;;262;;;;;;95892;100;5;;2642;81798;;;;;;0;3183;0;;0;16;31;15;54757;15934;19621;6404;997;702;20;8591;6476;1872;65;30;3;27.59;;;;1;1;427;58;471.55;267.16;58.48;21.81;;7.85;3.86;;;;;;;263;29;287.93;167.35;49.56;4.27;;0.81;0.25
PSY;2020;210987632;CH LA CHARTREUSE DIJON;210780607;INF;;1;;;5;;;;;;1830;68;;;54;1259;;;;;;64;2380;;;0;10;11;8;12953;794;9261;169;24;243;31;1773;1419;42;;11;1;8.69;;;;1;1;85;39;111.73;41.51;2.02;11.61;;2.69;3.7;;;;;;;;;;;;;;;
PSY;2020;210987632;CH LA CHARTREUSE DIJON;210780607;PEN;;;;;;;;;;;0;20;;;0;0;;;;;;;5252;;;0;;;;;;;9523;;;;628;536;;;3;0;2.46;;;;;;9;1;9.86;6.44;0;1;;0.5;0;;;;;;;;;;;;;;;
PSY;2020;210987632;;210780607;TOT;1;;1;0;267;;;;;;97722;188;5;;2696;83057;;;;;;64;10815;0;;0;26;42;23;67710;16728;28882;16096;1021;945;51;10847;8364;1933;65;44;4;38.74;;;;;;521;98;593.14;315.11;60.5;34.42;;11.04;7.56;;;;;;;263;29;287.93;167.35;49.56;4.27;;0.81;0.25
PSY;2020;220000210;FONDATION BON SAUVEUR;220000210;GEN;;2;;;146;8;;;;;53436;67;;;1871;45783;1615;;;;;;8145;;;3;4;14;8;50848;2533;6959;6726;1533;8374;;8888;7494;1265;11;12;10;13.79;9;4;9.03;0;1;453;87;442.24;207.25;49.43;15.37;;2.2;17.66;5;4;5.9;5;2;5.48;154;36;149.03;76.18;24.38;3.74;;0.29;6.22
PSY;2020;220000210;FONDATION BON SAUVEUR;220000210;INF;;1;;;;;;;;;;30;;;;;;;;;;;4396;;;0;3;;3;16340;;2069;74;22;261;109;2667;2529;;;4;3;4.2;1;;0.95;0;0;58;28;66.2;29.03;1;9.41;;9.77;9.11;;;;;;;;;;;;;;;
PSY;2020;220000210;;220000210;TOT;1;;1;0;146;8;;;;;53436;97;;;1871;45783;1615;;;;;;12541;;;3;7;14;11;67188;2533;9028;6800;1555;8635;109;11435;9922;1265;11;13;12;17.99;10;4;9.98;;;507;113;508.44;236.28;50.43;24.78;;11.97;26.77;5;4;5.9;5;2;5.48;154;36;149.03;76.18;24.38;3.74;;0.29;6.22
PSY;2020;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;GEN;;2;;;145;16;;;;;53070;;7;;1058;45236;5072;;;;;;;21;;;;3;;;5682;;145;2365;224;;2141;1265;769;25;10;3;9.11;2;12;8.02;;;178;98;233.84;146.18;23.25;3.82;;4.73;2.45;10;3;9.11;2;7;3.93;168;71;205.09;141;23.25;0.38;;4.13;2.28
PSY;2020;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1332;;164;12;1;115;107;22;;;;;;;;;;;1;;0.99;1.98;;;;;;;;;;;;;;;;;;;;
PSY;2020;220000236;;220017974;TOT;1;;2;0;145;16;;;;;53070;;7;;1058;45236;5072;;;;;;;21;;;;4;;;7014;;309;2377;225;115;2246;1287;769;25;10;3;9.11;2;12;8.02;;;179;98;234.83;148.16;23.25;3.82;;4.73;2.45;10;3;9.11;2;7;3.93;168;71;205.09;141;23.25;0.38;;4.13;2.28
PSY;2020;220000319;CLINIQUE LA CERISAIE;220000681;GEN;;;;;61;;;;;;22135;12;;;564;22135;;;;;;;2605;;;;;;;;;;;;;;404;;404;0;;3;;;2;1;0;1;24;15;34.08;15.9;15.45;1.3;;0.89;0.54;;3;;;;;;;;;;;;;
PSY;2020;220000319;;220000681;TOT;0;;;0;61;;;;;;22135;12;;;564;22135;;;;;;;2605;;;;;;;;;;;;;;404;;404;0;;3;;;2;1;;;24;15;34.08;15.9;15.45;1.3;;0.89;0.54;;3;;;;;;;;;;;;;
PSY;2020;220000327;CLINIQUE DU VAL JOSSELIN;220024384;GEN;;;;;97;;;;;;34685;36;;;1053;33218;;;;;;;9387;;;;;;;;;;;;;;882;;746;;8;;8;1;1;1.5;0;1;66;12;;29.73;26.68;1.65;;3;0.6;8;;8;1;1;1.5;;;;;;;;;
PSY;2020;220000327;;220024384;TOT;0;;;0;97;;;;;;34685;36;;;1053;33218;;;;;;;9387;;;;;;;;;;;;;;882;;746;;8;;8;1;1;1.5;;;66;12;;29.73;26.68;1.65;;3;0.6;8;;8;1;1;1.5;;;;;;;;;
PSY;2020;220012751;HOP DE JOUR ENFANTS ROSTRENEN;220017974;GEN;;1;;;;;;;;;;35;;;;;;;;;;;5050;;;;4;2;4;27828;83;411;1859;91;8;;2644;2094;;;5;0;2.5;;;;;;22;28;34.54;1.82;;2.82;;1.39;;;;;;;;;;;;;;;;
PSY;2020;220012751;HOP DE JOUR ENFANTS ROSTRENEN;220017974;INF;;1;;;;;;;;;;12;;;;;;;;;;;1513;;;;2;1;2;6434;109;143;358;5;28;298;857;814;;;1;0;1.91;;;;;;12;19;21.6;1.5;;3.79;;4.64;;;;;;;;;;;;;;;;
PSY;2020;220012751;;220017974;TOT;1;;1;0;;;;;;;;47;;;;;;;;;;;6563;;;;6;3;6;34262;192;554;2217;96;36;298;3496;2904;;;6;0;4.41;;;;;;34;47;56.14;3.32;;6.61;;6.03;;;;;;;;;;;;;;;;
PSY;2020;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;GEN;;2;;;105;3;;;;;34114;94;2;;840;30167;0;;;;;;6106;31;;;8;;11;24912;;4032;4179;2645;1633;;4425;3557;593;;4;3;5.41;3;3;3.7;;;236;30;248.91;137;53;12;;7;15;2;2;2.44;2;1;2.5;166;18;180.17;82;46;5;;5;9
PSY;2020;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;INF;;1;;;;7;;;;;;27;;;;;0;;;;;;733;;;;4;;;8789;;;19;8;62;37;646;569;;;1;0;1.55;;;;;;38;6;39.5;18;0;5;;2;8;;;;;;;;;;;;;;;
PSY;2020;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164;;;;45;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;230000853;;230780074;TOT;1;;1;1;105;10;;;;;34114;121;2;;840;30167;0;;;;;;6839;31;;;12;;11;33701;;4032;4362;2653;1695;37;5116;4168;593;;5;3;6.96;3;3;3.7;;;274;36;288.41;155;53;17;;9;23;2;2;2.44;2;1;2.5;166;18;180.17;82;46;5;;5;9
PSY;2020;230780181;CLINIQUE CHATELGUYON VIERSAT;230000879;GEN;;;;;48;;;;;;15709;;;;497;15709;;;;;;;;;;;;;;;;;;;;;467;;467;;2;;2;;2;0.4;0;0;21;4;20.91;11.97;7.94;;;0.2;;;;;;;;;;;;;;;;
PSY;2020;230780181;;230000879;TOT;0;;;0;48;;;;;;15709;;;;497;15709;;;;;;;;;;;;;;;;;;;;;467;;467;;2;;2;;2;0.4;;;21;4;20.91;11.97;7.94;;;0.2;;;;;;;;;;;;;;;;
PSY;2020;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;GEN;;2;;;192;0;8;0;0;0;70080;87;0;;1495;52059;;2264;;;;;10999;;;3;9;3;5;45769;12023;17934;10449;3183;2066;;7926;6612;1067;26;12;1;12.83;8;1;9.41;;;347;54;379.82;192.84;80.15;14.28;;6.35;18.93;7;1;5.3;8;1;7.56;250;38;268.54;124.36;75.34;4.2;;3.55;8.59
PSY;2020;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;INF;;1;;;6;;;;;;2190;39;0;;81;1843;;;;;;;4526;;;;7;1;3;16735;1613;687;56;3;138;9;1762;1594;58;0;3;1;3;;;;;;82;10;86.87;24.16;4;17.03;;9.95;15.52;1;;0.5;;;;20;1;18.22;8.59;4;;;0.03;2.71
PSY;2020;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15835;;;;942;933;6;0;1;;0.4;;;;;;10;1;8.16;5.03;;2.93;;;;;;;;;;;;;;;;;;
PSY;2020;240000463;;240000083;TOT;1;;2;1;198;0;8;0;0;0;72270;126;0;;1576;53902;;2264;;;;;15525;;;3;16;4;8;62504;13636;18621;26340;3186;2204;9;9663;8193;1123;26;16;2;16.23;8;1;9.41;;;434;65;474.85;222.03;84.15;34.24;;16.3;34.45;8;1;5.8;8;1;7.56;270;39;286.76;132.95;79.34;4.2;;3.58;11.3
PSY;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;GEN;;2;;;75;;;;;;27450;20;;1;1169;20238;;;;;;;677;;1055;0;3;1;1;19138;148;4421;3582;859;4699;0;3716;2986;627;0;8;4;8.57;;;;0;1;157;16;166.89;84.29;45.04;6.5;;2.75;1;3;;2.6;;;;91;9;93.18;35.09;36.91;0.86;;1;0.8
PSY;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;INF;;1;;;;;;;;;;12;;2;;;;;;;;;855;;1483;1;7;1;2;15404;351;1855;60;180;643;129;1357;1321;;;2;3;3.56;;;;0;1;44;16;52.85;9.11;1.67;14.92;;8.87;5.01;;;;;;;11;1;10.21;4.15;1.67;1;;0;1.15
PSY;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;6;13.2;11.45;0;0.4;;0;0;;;;;;;0;0;0;0;0;0;;0;0
PSY;2020;240000489;;240000117;TOT;1;;1;1;75;;;;;;27450;32;;3;1169;20238;;;;;;;1532;;2538;1;10;2;3;34542;499;6276;3642;1039;5342;129;5002;4211;627;;10;4;12.13;;;;;;211;38;232.94;104.85;46.71;21.82;;11.62;6.01;3;;2.6;;;;102;10;103.39;39.24;38.58;1.86;;1;1.95
PSY;2020;240000646;FONDATION JOHN BOST;240000265;GEN;;;;;327;;;;;;119682;17;;;692;78245;;;;;;;250;;;;;;;;;;;;;;309;;275;219;;4;1.9;;;;;;;;371.75;72.81;195.83;;;9;28.02;;;;;;;;;;;;;;;
PSY;2020;240000646;;240000265;TOT;0;;;0;327;;;;;;119682;17;;;692;78245;;;;;;;250;;;;;;;;;;;;;;309;;275;219;;4;1.9;;;;;;;;371.75;72.81;195.83;;;9;28.02;;;;;;;;;;;;;;;
PSY;2020;240000687;CENTRE HOSPITALIER SARLAT;240000448;GEN;;1;;;39;;;;;;14274;10;4;;309;9138;;;;;;;1533;0;;;1;1;1;8474;16;31;1534;264;14;2;1128;880;248;29;2;1;2.95;;;;0;1;55;10;62.45;32.92;15.63;2;;0;0.5;2;1;2.9;;;;39;8;44.1;20.77;15.63;0.68;;;0.5
PSY;2020;240000687;CENTRE HOSPITALIER SARLAT;240000448;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;240000687;;240000448;TOT;1;;0;1;39;;;;;;14274;10;4;;309;9138;;;;;;;1533;0;;;1;1;1;8474;16;31;1540;264;14;2;1128;880;248;29;2;1;2.95;;;;;;55;10;62.45;32.92;15.63;2;;0;0.5;2;1;2.9;;;;39;8;44.1;20.77;15.63;0.68;;;0.5
PSY;2020;250000023;CHRU SAINT-JACQUES;250000015;GEN;;1;;;44;;;;;;14767;;;;560;11679;;;;;;;;;;;;;1;;;1717;;;;;512;81;431;;;9;4.13;;;;0;1;29;35;44.62;22.04;13.35;1.39;;0.44;0.89;;8;3.01;;;;28;35;43.55;21.04;13.35;1.39;;0.44;0.82
PSY;2020;250000023;CHRU SAINT-JACQUES;250000015;INF;;0;;;15;;;;;;4538;;;;187;2371;;;;;;;;;;;;;1;;;1743;;;;;228;29;199;;;9;2.17;;;;0;1;17;29;30.63;17.22;6.32;1.5;;0.75;0.83;;6;2.17;;;;9;22;19.35;7.68;6.32;0.5;;;0.83
PSY;2020;250000023;;250000015;TOT;1;;1;1;59;;;;;;19305;;;;747;14050;;;;;;;;;;;;;2;;;3460;;;;;691;91;600;;;17;6.3;;;;;;46;64;75.25;39.26;19.67;2.89;;1.19;1.72;;14;5.18;;;;37;57;62.9;28.72;19.67;1.89;;0.44;1.65
PSY;2020;250000619;UNITE PSY ADULTE LE GRANDVALLIER CHIHC;250000452;GEN;;1;;;37;;;;;;13505;20;1;;419;11069;;;;;;;2388;61;;;2;;1;12087;;1626;;;;;1454;1122;332;7;2;6;5.22;;;;0;1;48;24;70.04;42;14.31;3.08;;;1.78;2;6;5.22;;;;48;24;70.04;42;14.31;3.08;;;1.78
PSY;2020;250000619;;250000452;TOT;1;;1;0;37;;;;;;13505;20;1;;419;11069;;;;;;;2388;61;;;2;;1;12087;;1626;;;;;1454;1122;332;7;2;6;5.22;;;;;;48;24;70.04;42;14.31;3.08;;;1.78;2;6;5.22;;;;48;24;70.04;42;14.31;3.08;;;1.78
PSY;2020;250000718;CHS NOVILLARS;250000460;GEN;;3;;;217;;6;16;;;79153;37;7;;1655;69156;;821;4120;;;70;4570;37;;5;4;13;7;31682;8530;2988;5642;4022;104;1;5286;4018;994;70;13;9;18.16;3;3;4.49;0;0;311;126;378.75;235.19;72.74;10.89;;;5.71;;19;9.02;3;3;4.19;227;89;300.4;168.7;72.74;3.79;;;4.02
PSY;2020;250000718;CHS NOVILLARS;250000460;INF;;1;;;7;;;;;;2555;38;;;139;1739;;;;;;;1851;;;1;5;11;11;15753;7178;2287;76;72;169;154;2980;2766;72;0;8;2;9.73;;2;1;0;0;45;57;86.16;43.49;1.62;19.22;;4.32;9.84;;3;1.52;;;;14;7;18.97;13.94;0.91;0.65;;0.15;0.6
PSY;2020;250000718;;250000460;TOT;1;;1;0;224;;6;16;;;81708;75;7;;1794;70895;;821;4120;;;70;6421;37;;6;9;24;18;47435;15708;5275;5718;4094;273;155;8223;6748;1064;70;21;11;27.89;3;5;5.49;;;356;183;464.91;278.68;74.36;30.11;;4.32;15.55;;21;10.54;3;3;4.19;241;96;319.37;182.64;73.65;4.44;;0.15;4.62
PSY;2020;250005196;HOPITAL DE JOUR VELOTTE;250001013;GEN;;;;;;;;;;;;12;;;;;;;;;;;3152;;;;;;;;;;;;;;25;;;;;3;;;;;0;0;5;2;5.75;3;;2;;;0.75;;;;;;;;;;;;;;;
PSY;2020;250005196;;250001013;TOT;0;;;0;;;;;;;;12;;;;;;;;;;;3152;;;;;;;;;;;;;;25;;;;;3;;;;;;;5;2;5.75;3;;2;;;0.75;;;;;;;;;;;;;;;
PSY;2020;250006954;CHRU JEAN MINJOZ;250000015;GEN;;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;6982;;;;;;1638;1521;;;1;18;4.02;;;;0;1;1;10;5.9;1.5;0;1.4;;0;0.25;;;;;;;;;;;;;;;
PSY;2020;250006954;CHRU JEAN MINJOZ;250000015;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;6294;;;;;;773;701;;;;13;4.55;;;;0;1;1;4;3.05;1;;;;;;;;;;;;;;;;;;;;
PSY;2020;250006954;CHRU JEAN MINJOZ;250000015;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;114;;;;;13;13;;;1;1;1.6;;;;;;0;0;0.12;0.12;;;;;;;;;;;;;;;;;;;;
PSY;2020;250006954;;250000015;TOT;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;5;1;;13276;114;;;;;2245;2072;;;2;31;10.17;;;;;;2;14;9.07;2.62;0;1.4;;0;0.25;;;;;;;;;;;;;;;
PSY;2020;250014008;CHS ST REMY ET NFC CTRE JEAN MESSAGIER;700004096;GEN;;1;;;75;1;;;;;27450;10;;;685;23505;0;;;;;;1280;;;;2;1;;8049;715;;1379;4;4;1;1451;905;509;23;4;4;5.87;0;5;1.36;1;1;99;33;123.14;55.79;35.6;4.78;;;3;4;1;4.05;0;5;1.36;82;28;104.05;42.51;35.6;2.97;;;2
PSY;2020;250014008;CHS ST REMY ET NFC CTRE JEAN MESSAGIER;700004096;INF;;1;;;7;;;;;;2562;5;;;38;1700;;;;;;;216;;;;2;1;;4426;65;;7;4;341;2;478;437;26;;3;0;3;0;0;0;1;1;30;11;40.23;13.99;6.82;6.24;;1.93;2;3;0;1.8;0;0;0;25;5;27.71;10.51;6.82;1.13;;;
PSY;2020;250014008;CHS ST REMY ET NFC CTRE JEAN MESSAGIER;700004096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;;;;38;37;1;;0;0;0.04;0;0;0;;;;;;;;;;;;;;0;;;0;;;;;;;;;
PSY;2020;250014008;;700004096;TOT;1;;;1;82;1;;;;;30012;15;;;723;25205;0;;;;;;1496;;;;4;2;;12475;780;;1616;8;345;3;1955;1374;531;23;7;4;8.91;;5;1.36;;;129;44;163.37;69.78;42.42;11.02;;1.93;5;7;1;5.85;;5;1.36;107;33;131.76;53.02;42.42;4.1;;;2
PSY;2020;260000302;ETABLISSEMENT MEDICAL LA TEPPE;260000161;GEN;;;;;165;;;;;;51457;;;;984;37471;;;;;;;;;;;;4;;;2902;;;;;;1277;780;497;76;5;1;5.39;7;6;7.72;;;;;;63.88;14.98;4.79;;7.25;45.35;5;1;5.39;7;6;7.72;;;;;;;;;
PSY;2020;260000302;;260000161;TOT;0;;;0;165;;;;;;51457;;;;984;37471;;;;;;;;;;;;4;;;2902;;;;;;1277;780;497;76;5;1;5.39;7;6;7.72;;;;;;63.88;14.98;4.79;;7.25;45.35;5;1;5.39;7;6;7.72;;;;;;;;;
