BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;1.7;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.75;0;;;;0;;;;;0;;;;
PN;2020;130785975;KORIAN LES OLIVIERS;310021340;0.04;0.02;21;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130785983;CLINIQUE SAINT CHRISTOPHE;130002306;0.4;0.25;153;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786015;CLINIQUE VALFLEUR;130002322;0.4;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786023;CLINIQUE KORIAN CAP FERRIERES;130002330;0.3;0.2;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786296;CLIN SOINS DE SUITE READAPT LA PAGERIE;130002421;0.05;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;1;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;1.5;0.4;112;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;54;41;8;0.2;0;;;;
PN;2020;130786742;HIA LAVERAN;750821092;1.5;0.15;1167;0;;;;;;0;;;;;;;;;;0;;;0;;;1;1;0;;;;1;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786890;HJ LE RELAIS SERENA;130001688;0.4;0.07;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;0.2;0.1;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;0.2;0.3;105;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;71;20;8;0.1;0;;;;
PN;2020;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;0.02;0.26;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;0.3;0.15;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;0.31;0.3;57;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;;;;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130798002;CLINIQUE LA LAURANNE;130004807;0.02;0.78;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130802143;HAD SOINS ASSISTANCE;130804396;0.3;0.02;13;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;0.01;0.02;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;;;4417;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;1;5682;;12.62;2.9
PN;2020;130806011;MS SAINT PAUL DE MAUSOLE;750720534;0.2;0.2;43;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;0.25;0.25;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;1.4;0.2;20;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;03/06/2012;658;351;0;20;;;;;;5;2;2;5;3;1.2;0.2;0.9;1.96;0.96;1;11;150;2913;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130809809;CHP AUBAGNE;130007156;0.04;0.04;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130809981;KORIAN MASSILIA LES PINS;750056335;0.23;0.11;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;130810740;CLINIQUE AXIUM;130007362;0.5;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.25;0;;;;0;;;;;0;;;;
PN;2020;130811102;LA MAISON;130007487;0.4;0.1;14;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1.2;1;;1;1.1;45;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/12/2005;508;175;0;90;2;1;1;0;0;1;1;0;4;4;0.79;0.63;0.16;3.35;2;1;12;57;3637;0;;;;0;;;;0;;;0;;1;3.1;841;132;1;1757;638;7;0.6;0;;;;
PN;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;0.33;0.2;38;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;4;1;0;;;0;;0;;;;1;32;10;8;;0;;;;
PN;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;7.75;3.21;8667;1;0.07;285;1;0;0;1;140025115;485;5631;1180;0;;1660;1404;2;0;;;1;650;298;1;2;1;01/05/2005;993;399;1;105;3;;3;2;2;;;;5;2;0.8;;0.8;3.87;3.1;0;;;;0;;;;0;;;;0;;;1;3.93;0;;;;1;1793;512;10;3.2;0;;;;
PN;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1.2;1.03;493;1;1.32;15;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;0;;86;42;0;65;;;;;;2;2;;1;1;0.2;0.2;;0.4;0.4;0;;;;0;;;;0;;;;0;;;0;;1;0;77;12;1;1750;267;8;2.82;0;;;;
PN;2020;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;13;28;10393;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;0.5;0.12;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000308;CENTRE HOSPITALIER DE PONT L'EVEQUE;140000134;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;0.25;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;1.8;0.2;90;1;1.15;59;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;18/12/2012;179;106;0;180;1;1;;3;1;;;;1;1;0.5;0.5;;1.98;1.13;0;;;;0;;;;0;;;;0;;;0;;1;0.85;295;122;1;2349;477;9;1.7;0;;;;
PN;2020;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;0.8;0.2;846;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;1.3;0.7;2822;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2.4;0;;;;1;128;59;;0.6;1;2525;161;5.4;1.6
PN;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;0.25;0.2;;1;5.6;707;1;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;;3060;0;;0;;;;0;;;;;0;;;;
PN;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;0.1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;;;183;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.2;119;4;1;2296;708;60;2.1;1;3328;88;5.21;1.94
PN;2020;140012196;UNITE SOINS LONGUE DUREE - CHU CAEN;140000100;;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;8;4837;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140015975;CENTRE SSR THALATTA - LES VILLANDIERES;310021092;0.1;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;0;0.3;4431;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.2;0;;;;0;;;;;0;;;;
PN;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;0.8;0.6;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;0.1;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140018730;POLYCLINIQUE DE LISIEUX;140000423;0.2;0.1;209;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;0.01;0.01;163;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;1;0.8;729;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;18/12/2012;336;192;1;15;;;;;;2;2;;2;1;0.8;0.8;;0.72;0.42;0;;;;0;;;;0;;;;0;;;0;;1;1.48;89;35;1;4339;765;32;5.42;0;;;;
PN;2020;140025123;CRF DE CAEN;310021126;0.4;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140025255;KORIAN COTE NORMANDE - IFS;310020383;0.2;0.15;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140025362;SSR SITE HENRY DUNANT - CH BAYEUX;140000092;;;16;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;1;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;0.25;0.1;197;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;284;112;5;0.2;0;;;;
PN;2020;140027731;CENTRE MAURICE TUBIANA;720020171;0.01;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;140030891;UNITE RADIOTHERAPIE EXTERNE CFB;140000639;;;164;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150000024;CH DE CONDAT EN FENIERS;150780047;0.2;0.1;10;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150000032;CH DE SAINT-FLOUR;150780088;1.4;0.5;171;1;0.5;37;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;0;;94;71;0;10;1;1;;;;0;0;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;1;55;45;0;;0;;;;0;;;;;0;;;;
PN;2020;150000040;CH HENRI MONDOR;150780096;1.2;1;921;1;1.79;187;0;0;1;1;;72;406;266;86;;150;51;1;0;;;0;;;1;1;0;;167;115;0;90;;;;;;;;;1;1;;;;0.9;0.9;1;10;0;0;1;14;14;2781;0;;;;1;16;847;1;4.72;1;1.53;1009;45;1;1167;385;30;0.5;0;;;;
PN;2020;150000164;CH DE MAURIAC;150780468;0.5;0.1;110;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;0;0;;20;20;0;;;;;;;1;1;;;;0.01;0.01;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150000180;CH DE MURAT;150780500;;;41;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;0.2;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150780120;CLINIQUE DU HAUT CANTAL;150000065;0.85;0.15;11;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150780708;CENTRE MEDICAL M. DELORT;870015336;0.26;0;10;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;0.46;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;150782944;CENTRE DE READAPTATION DE MAURS;150002566;0.1;0.03;5;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160000170;CLINIQUE SAINT-JOSEPH;160000204;0.5;0.4;629;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160000188;CH DE LA ROCHEFOUCAULD;160000121;2;0;30;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;6;1;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;2.68;0.85;3202;1;4.2;391;0;0;0;1;;236;985;23;217;;276;505;2;0;;;0;;;1;1;1;01/02/2015;177;116;0;;;;;;;;;;3;2;;;;1.63;1.3;1;9;59;3100;0;;;;0;;;;1;50;3887;1;2;1;2.55;476;112;1;1746;454;50;1.89;0;;;;
PN;2020;160000279;CLINIQUE DE COGNAC;160000212;0.8;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;1;;;1;2.9;1341;1;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;193;69;0;180;;;;;;1;1;;2;1;0.6;0.6;;1;0.5;0;;;;1;17;6;6206;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;1.02;0.1;193;1;2.46;559;1;1;0;0;;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;29;24;0;10;;;;2;1;1;1;;1;;0.09;0.09;;0.34;0.1;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;0.45;0.1;176;1;1.75;338;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;778;194;30;0.95;0;;;;
PN;2020;160000345;CH CAMILLE CLAUDEL - LA COURONNE;160000501;1;0.1;;1;5.75;604;0;1;1;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;950;503;30;;0;;;;
PN;2020;160000360;CH DE CHATEAUNEUF;160014411;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;4;4752;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;0.5;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160006110;AURA POITOU-CH - LA COURONNE;860000348;0.07;0.05;6;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160008231;KORIAN VILLA BLEUE - JARNAC;160001038;0.1;0.08;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160009080;C.S.S.R. LES GLAMOTS - ROULLET ST E.;160001574;0.45;0.03;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;5;2;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160012159;AURA POITOU-CH - CHATEAUBERNARD;860000348;0.07;0.05;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160012209;KORIAN LE MAS BLANC - JARNAC;160012191;0.1;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160013207;CENTRE CLINICAL SA;160001632;1.2;0.4;1498;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;160015368;CHI DU PAYS DE COGNAC;160014411;;;563;1;1;346;1;1;0;0;;;;;;;;;;0;;;0;;;1;1;0;;130;71;1;120;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;10;389;0;;0;;;;1;324;113;3;0.7;0;;;;
PN;2020;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;0.01;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;1.6;0.3;669;1;3.36;170;1;1;1;0;;;;;;;;;1;0;;;0;;;1;1;1;28/12/2012;103;18;1;120;2;2;;2;1;;;;;;0.2;0.2;;1;0.5;1;15;85;2910;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;0.19;0.08;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;0.45;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2.66;1.12;2698;1;3.32;755;1;0;1;1;;460;2491;291;909;990;531;360;2;0;;;0;;;1;1;1;28/12/2012;849;408;0;131;;;;3;2;3;1;2;;;0.6;0.1;0.5;2.94;2;0;;;;1;14;10;4977;0;;;;1;23;2601;1;2.9;0;;;;1;235;87;30;2.57;1;269;;0.2;0.2
PN;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;1.1;0.53;279;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;28/12/2012;220;78;0;50;5;4;;2;1;;;;1;;0.45;0.4;;0.9;0.36;0;;;;0;;;;1;5;3;1;1;3;25;0;;1;1.05;420;110;1;2766;918;40;1.23;0;;;;
PN;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;3.2;0.9;1841;1;1.8;282;0;0;0;1;;83;976;96;86;;182;280;1;0;;;0;;;1;1;1;;364;171;0;60;7;2;4;1;1;1;1;;;;0.26;0.19;0.07;0.04;0.04;0;;;;0;;;;0;;;;1;10;632;1;1.8;0;;;;1;1092;186;6;1.3;0;;;;
PN;2020;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;0.1;0.04;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
