BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2020;590000774;CH HAZEBROUCK;590782652;1;0;1;1199;0;1146;218;0;1;;;;1147;0;0;1144;0;135;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1143;0;0;0;0;0;0;0;0;0;0;1;2;7;2;0.55;1.6;2;;;;1;3;1;1;;1;2.3;0.1;0.5;;0.6
CANCERO;2020;590001004;CH DOUAI DECHY;590783239;1;0;0;1188;0;1029;1311;0;1;;;;1025;0;1;998;0;152;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590006607;HOP JEANNE DE FLANDRE CHR LILLE;590780193;1;0;0;2090;0;1499;3623;0;1;;;;1465;0;167;1163;0;4;0;145;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590006896;POLYCLINIQUE DE LA THIÉRACHE;590000519;0;0;0;342;0;213;562;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590008041;POLYCLINIQUE VAUBAN;590008033;1;0;0;607;0;220;2997;0;0;590782256;;;150;0;0;136;0;31;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590008298;CTRE RADIOTHERAPIE BOURGOGNE;590008249;0;1;0;23007;0;21809;0;0;;;;;;;;;;;;;;2;0;1;1198;21702;249;107;179;849;0;72;3;3;12;2;10;1;0;1;0;3;3.9;3;10.58;1.96;9.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590025458;HAD DU CH D'HAZEBROUCK;590782652;1;0;0;0;94;0;0;98;0;590000774;;;0;94;0;0;98;0;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590035838;HAD SAMBRE AVESNOIS;590000485;1;0;0;0;7;0;0;12;0;590000618;;;0;7;0;0;12;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590045407;HAD CHRU LILLE;590780193;1;0;0;0;1145;0;0;1148;1;;;;0;1145;0;0;1148;0;162;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE;590008629;0;1;0;17711;;16834;;;;;;;;;;;;;;;;2;0;0;877;16834;;0;;807;;;3;3;9;1;1;;;;;;3;1.75;7.2;1;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590048476;HAD SYNERGIE RÉÉDUC-RÉADAPTATION;590051801;1;0;1;0;257;0;0;257;0;590797353;;;0;257;0;0;257;0;44;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590052049;GROUPE MEDICAL DES DENTELLIERES;590006268;0;1;0;31684;;29327;;;;;;;;;;;;;;;;3;0;0;2357;29327;0;;;;;;6;4;14;2;13;;;3;;9;6;4.72;16.94;2;23.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;1;0;1;2873;0;2503;2818;0;1;;;;2434;0;22;2360;0;275;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2532;0;0;0;0;0;0;0;0;0;0;1;;1;;1.52;;4;;;;;1;;;;;4.71;0.29;;;
CANCERO;2020;590055570;SCM DES DOCTEURS CHOSSIERE ET WAGNER;590055562;0;1;0;18549;;17737;0;;;;;;;;;;;;;;;2;0;0;812;17737;0;0;0;743;0;0;5;2;10;1;10;0;0;0;0;1;5;2;10;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590060851;CENTRE LEONARD DE VINCI;590008629;0;1;0;28387;;26657;;;;;;;;;;;;;;;;5;;0;1730;26657;;;;1779;;;3;6;16;4;3;4;1;2;;;4.5;5.34;17.5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590780060;INSTITUT OPHTALMIQUE;590000022;0;0;0;49;0;49;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590780094;CENTRE LEONARD DE VINCI;590000055;1;0;1;8607;0;8060;1316;0;1;;;;8607;0;543;8052;0;962;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;15;;;786;8995;0;0;0;0;0;0;1863;0;0;0;2;2;2;;3;2;;3;;;;;;1;1;1;;3;0.5;0.25;0.5
CANCERO;2020;590780268;HOPITAL PRIVÉ LE BOIS;590053955;1;1;1;6321;0;5415;5384;0;1;;;;5158;0;37;5081;0;698;0;0;0;2;;3;0;0;2;0;66;2;0;64;3;3;12;2;10;1;;1;;3;3.9;3;10.58;1.96;9.01;11;9;;;411;5007;0;0;0;0;0;0;2951;0;0;0;2;;7;;;;10;5;;;;1;1;1;1;;10.8;5.8;0.5;0.6;
CANCERO;2020;590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;590051801;0;0;0;403;0;3;4072;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590780383;HOPITAL PRIVE LA LOUVIERE;590000204;1;0;1;4853;0;3980;4533;0;1;;;;3990;0;70;3904;0;605;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3729;0;0;0;0;0;0;0;0;0;0;;;5;1;;0.3;10;7;;;;7;;2;1;;14.6;7;1.7;0.1;
CANCERO;2020;590782256;NOUVELLE CLINIQUE DES DENTELLIERES;590000659;1;0;1;7772;0;7772;7772;0;1;;;;7772;0;0;7772;0;876;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;8268;0;0;0;0;0;0;0;0;0;0;3;;;;3.13;;6;3;;;11;2;;2;1;4;6.05;2.36;0.73;0.11;14.6
CANCERO;2020;590782298;POLYCLINIQUE DU PARC;590000675;0;0;0;386;0;111;2082;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;1;0;1;2411;0;1984;2532;0;1;;;;1772;0;0;1772;0;248;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1785;0;0;0;0;0;0;0;0;0;0;;;2;3;;;3;;;;;1;;1;1;;3.7;;0.7;0.2;
CANCERO;2020;590784864;HOP CALMETTE CHR LILLE;590780193;1;0;0;3563;0;3110;3609;0;1;;;;3168;0;0;3092;0;419;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590785374;CLINIQUE TEISSIER;620001834;1;0;0;2267;0;2218;596;0;1;;;;2263;0;5;2218;0;290;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590787586;HOP CARDIOLOGIQUE CHR LILLE;590780193;1;0;0;41;0;3;211;0;1;;;;4;0;0;0;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590788964;SARL CLINIQUE DU PARC;590001756;1;0;1;4080;0;4003;555;0;1;;;;3839;0;0;3993;0;449;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3741;0;0;0;0;0;0;0;0;0;0;;;2;;1;;;;;;;;;;;;;;;;
CANCERO;2020;590796975;HOP SALENGRO - HOPITAL B CHR LILLE;590780193;1;1;0;2717;0;1122;8318;0;1;;;;1053;0;2;1078;0;204;0;2;0;;;;2;5;424;0;515;406;10;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;590051801;1;0;1;6168;0;5619;4285;0;1;;;;5687;0;125;5231;0;784;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;20;;;138;7387;0;0;0;1;0;0;1099;0;0;0;5;;4;;8.82;;18;3;;;;12;20;;;1;20.76;7.33;;;0.64
CANCERO;2020;590801106;HOPITAL VICTOR PROVO;590782421;1;0;1;6506;0;5426;7048;0;1;;;;5986;0;505;5263;0;738;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;10;;;559;2995;0;0;0;0;0;0;2559;0;0;0;3;;2;;4.25;;5;4;0;;0;1;1;1;;1;5.95;4.76;0.8;;0.8
CANCERO;2020;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;590781902;1;0;1;1559;0;1368;1599;0;1;;;;1414;0;29;1357;0;190;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;5;11;;;30;1425;0;0;0;0;0;0;42;0;0;0;;;2;;0.48;;3;1;;;2;2;;1;;3;4.6;1;0.5;;2.66
CANCERO;2020;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY;590003281;0;1;0;14231;;13205;0;;;;;;;;;;;;;;;2;0;;1026;13205;;0;;650;;;1;2;8;2;9;1;;1;;2;1.5;2;8.8;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590811279;HOP CLAUDE HURIEZ CHR LILLE;590780193;1;1;1;18427;0;14613;32602;0;1;;;;15460;0;1072;13646;0;2092;0;0;0;1;0;8;;;;;;;;;;;;;;;;;;;;;;;;10;14;;;439;4947;341;337;0;0;0;2;2925;555;0;0;4;2;;1;2.13;1.64;10;11;0;0;1;6;5;0;0;3;14.85;12.93;0;0;3.98
CANCERO;2020;590813176;CLINIQUE DES HETRES;590005278;0;0;0;55;0;19;497;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;0;0;0;187;0;40;690;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;0;0;0;248;0;124;486;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590815056;CLINIQUE DE FLANDRE;590005492;1;0;1;4841;0;4558;1749;0;1;;;;4593;0;0;4521;0;472;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;13;;;300;4537;0;0;0;0;0;0;2869;0;0;0;4;1;4;;4;1;11;6;;;;6;1;;;;8.31;3.9;;;
CANCERO;2020;590816310;CLINIQUE SAINT AME;590000048;0;0;0;664;0;248;2025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;590817458;CLINIQUE DE LA VICTOIRE;590053955;1;0;1;2411;0;2090;1222;0;1;;;;1945;0;0;1944;0;246;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1806;0;0;0;0;0;0;0;0;0;0;1;;6;;;;2;;;;;;;;;;2;;;;
CANCERO;2020;600000053;CH GHPSO SENLIS;600101984;1;0;1;410;0;288;400;0;1;;;;191;0;0;189;0;57;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;251;0;0;0;0;0;0;0;0;0;0;;;3;;0.9;;;;;;1;4;1;;;1;3.16;0.8;;;1.08
CANCERO;2020;600000194;CH BEAUVAIS;600100713;1;1;1;17685;44;16997;7335;47;1;;;;6529;44;125;6296;47;759;16;0;0;2;;;486;10101;83;0;0;453;0;0;1;1;9;0;4;1;2;2;0;1;2.16;2.7;8.21;0;3.69;20;20;;;678;7310;0;0;0;9;0;0;5629;0;0;0;1;2;3;2;2.26;2.79;14;16;1;0;7;11;2;1;0;2;21.27;15.31;1.3;0;8.76
CANCERO;2020;600000467;CH GHPSO CREIL;600101984;1;0;1;5373;0;5092;2958;0;1;;;;5187;0;22;5083;0;609;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;13;;;557;7740;0;0;0;20;0;0;5375;0;0;0;2;;13;;7.35;;9;11;;;7;16;11;1;3;5;18.43;15.4;0.8;0.35;8.66
CANCERO;2020;600002158;SNC CROM DE CREIL;600014005;0;1;0;11679;;10882;0;;;;;;;;;;;;;;;2;0;0;797;10882;0;0;0;620;0;0;0;3;9;0;5;2;0;0;0;2;1.6;2.95;8.95;0;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;600010102;HAD CHICN COMPIÈGNE;600100721;1;0;0;0;5;0;0;6;1;;;;0;5;0;0;6;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;600012330;SNC CROME DE COMPIEGNE;600014005;0;1;0;15965;0;15193;0;0;;;;;;;;;;;;;;2;0;0;772;15193;0;0;0;666;0;0;0;2;8;1;7;5;0;1;0;0;2.2;2;8.8;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;1;0;0;1637;0;1409;1541;0;1;;;;1403;0;4;1384;0;184;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;600100754;POLYCLINIQUE SAINT CÔME;600000228;1;0;1;6008;0;5294;6053;0;1;;;;5150;0;60;4969;0;533;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;4969;0;0;0;0;0;0;0;0;0;0;2;1;;;2;1.5;27;30;;;3;1;2;1;;;27.7;20.43;0.3;;2.01
CANCERO;2020;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;0;0;0;278;0;97;870;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;600113476;CH CHICN COMPIÈGNE;600100721;1;0;1;5790;0;4899;7210;0;1;;;;5342;0;375;4784;0;627;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;16;;;694;5259;0;0;0;0;0;0;5078;0;0;0;2;3;1;0;2.67;3.13;12;16;0;0;5;8;8;1;0;0;17.57;17.76;0.5;0;3.8
CANCERO;2020;610000051;CHICAM - SITE ALENCON;610780082;1;0;1;1972;0;1648;2562;0;1;;;;1972;0;69;1586;0;163;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;12;;;103;1867;0;0;0;2;0;0;177;0;0;0;;3;;;;1;9;4;;;2;3;;;;17;8.57;3.86;;;4.3
CANCERO;2020;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;0;0;1587;0;1450;1642;0;0;140000639;140000100;;1491;0;28;1433;0;164;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;610000119;CH -JACQUES MONOD- - FLERS;610780165;1;0;0;2641;0;2448;1912;0;1;;;;2399;0;12;2355;0;272;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;610006421;CLINIQUE D'ALENCON;610006413;0;0;0;168;0;98;195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620000034;CH ARRAS;620100057;1;0;1;6357;0;5910;3305;0;1;;;;6026;0;118;5854;0;557;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;15;;;17;3186;0;0;0;0;0;0;40;0;0;0;1;;;;0.9;;10;9;;;;1;1;;;;12.2;12.92;0.89;;0.67
CANCERO;2020;620000224;CH BETHUNE;620100651;1;0;1;2760;0;2620;1740;0;1;;;;2634;0;0;2600;0;349;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;2600;;;;;;;;;;;;;9;;2.6;;3;1;;;;2;;2;1;2;4.68;1;0.29;0.6;1
CANCERO;2020;620000257;CH LENS;620100685;1;0;0;3727;0;2999;5778;0;1;;;;3160;0;137;2825;0;365;0;15;0;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620000323;CH CALAIS;620101337;1;0;1;3282;0;3082;1392;0;1;;;;2948;0;3;2927;0;314;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2795;0;0;0;0;0;0;0;0;0;0;1;;6;;2.09;;2;;;;1;2;;;;;3.21;;;;0.45
CANCERO;2020;620000349;CH REGION DE ST OMER;620101360;1;0;1;2534;0;2416;1468;0;1;;;;2358;0;1;2336;0;298;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;310;173;0;0;0;0;0;0;2463;0;0;0;3;1;2;;2.37;1.11;9;8;1;;4;3;;;;1;12.67;7.56;0.5;;2.91
CANCERO;2020;620000653;CH BOULOGNE-SUR-MER;620103440;1;0;1;10008;0;8749;7822;0;1;;;;9054;0;463;8446;0;919;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;760;0;0;0;0;0;0;0;5417;0;0;0;1;2;3;5;2.39;4.17;;;;;;;;;;;;;;;
CANCERO;2020;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;0;1;2317;0;2147;1473;0;1;;;;2092;0;0;2084;0;240;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;2065;0;0;0;0;0;0;0;0;0;0;;;1;;0.27;;1;2;;;1;7;;;;1;4.94;2;;;1.7
CANCERO;2020;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;0;0;0;808;0;245;3609;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;1;0;0;655;0;414;1134;0;0;620006049;;;164;0;0;164;0;27;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620009738;CENTRE PIERRE CURIE ARTHERAD BEUVRY;620004515;0;1;0;18473;;18473;;;;;;;;;;;;;;;;2;0;;;18473;;;;900;;;4;2;10;3;8;;;3;;3;4;2;11.8;3;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620010348;HAD CALAIS - SAINT OMER;590024469;1;0;0;0;9;0;0;10;0;;;;0;9;0;0;10;0;9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620013649;HAD DU LITTORAL BOULOGNE MONTREUIL;620013599;1;0;0;0;70;0;0;95;1;;;;0;70;0;0;95;0;23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620025346;POLYCLINIQUE DE LA -CLARENCE-;620001834;0;0;0;241;0;56;1278;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620026690;GCS CENTRE JOLIOT CURIE;620027839;0;1;0;33559;0;31933;0;0;;;;;;;;;;;;;;4;0;0;1626;31933;0;0;0;1611;0;0;3;2;13;2;10;2;1;2;0;3;4;2.8;14.65;2;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620033779;CTRE CANCÉROLOGIE ARTOIS SITE CH LENS;620026898;1;1;1;7888;;8021;4;;1;;;;4416;;3;4443;;511;;;;1;;;471;10470;;;;471;;;;1;2;;2;3;1;3;1;2;2;1.5;4.5;0.7;2.55;;12;;;;4706;;;;;;;;;;;0;;3;;1.4;;5;1;;;;1;1;1;;;5.75;1.5;0.45;;
CANCERO;2020;620033860;ESPACE ARTOIS SANTE - ARRAS;620004515;0;1;0;20238;;20238;;;;;;;;;;;;;;;;3;0;;;20238;;;;922;;;3;3;11;1;8;2;;3;1;5;4.25;3;13.4;1.8;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;1;0;1;8971;0;7896;12317;0;1;;;;7777;0;196;7501;0;921;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;32;;;1570;8015;0;0;0;0;0;0;6908;0;32;0;5;;;4;5;1.5;12;7;;;;;;1;1;1;12;7;0.6;0.25;0.75
CANCERO;2020;620100487;CLINIQUE DES ACACIAS;620000125;0;0;0;94;0;33;600;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620100735;CLINIQUE ANNE ARTOIS;620000265;1;0;1;3566;0;3290;1564;0;1;;;;3152;0;0;3156;0;342;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;16;0;0;0;3152;0;0;0;0;0;0;0;0;0;0;;;2;;;;2;;;;;;;1;1;;1.1;;0.1;0.1;
CANCERO;2020;620100750;CLINIQUE AMBROISE PARE;620000273;1;0;1;3692;0;3453;2227;0;1;;;;2694;0;0;3412;0;412;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2210;0;0;0;0;0;0;0;0;0;0;;1;5;;0.6;0.33;3;;;;;1;;;;;2.86;;;;
CANCERO;2020;620101311;CLINIQUE DES 2 CAPS;620027763;1;0;1;2733;0;2375;1734;0;1;;;;2445;0;0;2308;0;253;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;0;0;2205;0;0;0;0;0;0;0;0;0;0;;2;6;;0.92;2;2;;;;;1;;1;1;1;2;;0.25;0.2;0.1
CANCERO;2020;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;1;0;0;424;0;120;2318;0;0;620100099;;;76;0;0;75;0;13;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620105981;HOPITAL A DOMICILE REGION DE LENS;620000968;1;0;0;0;53;0;0;59;0;620000257;;;0;53;0;0;59;0;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;620118513;CENTRE MCO COTE D'OPALE;620002915;1;0;1;5013;0;4484;4272;0;1;;;;4569;0;0;4449;0;527;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;0;4439;0;0;0;0;0;0;0;0;0;0;;1;7;;;;3;;;;;2;;;1;1;3.38;;;0.15;0.25
CANCERO;2020;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;1;0;1;6882;0;5957;8244;0;1;;;;6147;0;17;5895;0;670;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;15;;;593;6339;0;0;0;0;0;0;5874;0;0;0;;10;;1;;6.59;19;18;;;4;11;4;;;4;28.53;20.58;;0.42;6.9
CANCERO;2020;630000412;CH D'AMBERT;630780997;1;0;1;643;0;629;243;0;0;630000404;630000479;;643;0;2;629;0;57;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;886;0;0;0;0;0;0;0;0;0;0;;;1;;0.6;;1;;;;;3;1;;;1;2.7;0.6;;;0.8
CANCERO;2020;630000438;CH DE RIOM;630781011;1;0;0;752;0;718;439;0;0;630000404;630781268;;739;0;0;715;0;74;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;630000446;CH DE THIERS;630781029;1;0;0;697;0;636;590;0;0;630000404;;;645;0;4;635;0;71;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;1;1;1;51563;0;48911;17394;0;1;;;;16226;0;495;14566;0;1876;0;0;0;4;0;7;2306;30499;444;195;244;1986;5;303;9;11;28;;12;3;0;5;;2;10.02;10.62;31.93;;13.11;45;36;47;7;1535;15352;2822;1676;0;0;13;1;14429;11789;0;55;7;6;5;9;10.14;5.4;89;36;0;2;57;22;9;5;0;16;93.12;40.94;2.94;2;63.13
CANCERO;2020;630009546;UNITE DE RADIOTHERAPIE;630011831;0;1;0;18420;;17443;0;;;;;;;;;;;;;;;2;0;0;977;17443;0;0;0;918;0;0;2;1;8;1;6;1;2;2;0;0;2.5;2.55;9.49;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
