BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;0;;;;;;111;;56;50;70;0;;;;;;;;;;;3163923;1;111;111;18;1;0;0;1;1;1;0;;;0;0;0;;3;;1;1;6;1;1;0;;;;;1;;2.2;;0.8;1;5.91;1.7;1;0;1
PHARMA;2020;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;1;4;0;4;0;0;;;25;;212;0;;;;;;;;;;;155743;1;237;237;120;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;;;;0.5;;;;;;;0;0
PHARMA;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;0;;;;;;229;;60;50;96;0;;;;;;;;;;;3923834;1;435;435;251;1;0;0;1;1;1;0;;;1;0;0;0;3;1;1;1;9;10;2;4;;;;4;;;6;0.3;0.5;0.33;11.84;9.99;2;0;1
PHARMA;2020;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;1;4;0;;1;;10;;70;;119;1;1;1;1;1;1;0;0;0;0;0;217941;1;199;199;119;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;2;;;;;;;2;;;0.8;;;;2.25;;;0;0
PHARMA;2020;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;0;;;;1;0;;;93;;;0;;;;;;;;;;;300525;1;93;93;;0;0;0;0;1;0;0;;;0;0;0;1;;;;;3;;;2;;;;;;;1.09;;;;1.67;;;0;0
PHARMA;2020;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;0;;;;;;;;64;;;0;;;;;;;;;;;29000;1;64;64;64;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.25;;;0;0
PHARMA;2020;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;170000186;0;;;;0;0;;65;;;;0;;;;;;;;;;;100460;1;65;65;65;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2020;170780290;VILLA DU PARC - SAUJON;170000194;0;;;;0;0;;90;;;;0;;;;;;;;;;;162797;1;90;90;90;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.63;;;;0.63;;;0;0
PHARMA;2020;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;0;;;;;;87;;;;;0;;;;;;;;;;;318748;1;127;87;87;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;2;1;1;;;;;;;;1;;;;2;1;1;0;1
PHARMA;2020;170780613;CLINIQUE DU MAIL;170024053;0;;;;0;0;60;;;;;0;;;;;;;;;;;170661;1;60;60;0;0;0;0;1;1;0;0;;;1;1;1;0;;;;;;;;;;;;;;;0.75;;;;1.52;;0.58;0;1
PHARMA;2020;170780621;POLYCLINIQUE SAINT GEORGES;170000285;0;;;;;;;;;;;0;;;;;;;;;;;125536;1;121;95;95;0;0;0;1;1;0;0;;;1;0;0;0;;;;;1;2;;1;1;;;;2;;0.87;0.06;;;1;2.63;;0;0
PHARMA;2020;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;0;;;;0;0;17;;;;;0;;;;;;;;;;;89432;1;48;17;17;0;0;0;1;1;0;0;;;1;1;0;2;;;;;1;;;1;;;;1;;;0.8;;;;1;;;0;0
PHARMA;2020;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;0;;;;0;0;78;;;;;0;;;;;;;;;;;295380;1;78;78;0;0;0;0;1;1;0;0;;;1;1;1;0;2;;;;6;1;2;;;;;1;1;;1.74;;;;2.92;1.34;0.71;0;1
PHARMA;2020;170780803;CENTRE DE READAPTATION D'OLERON;170017321;0;;;;;;;;40;;122;0;;;;;;;;;;;141663;1;162;162;40;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;2;;;;2;;;0.66;;;;0.89;;;0;0
PHARMA;2020;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;0;;;;;;;;50;;;0;;;;;;;;;;;36867;1;50;50;50;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2020;170785059;ADA 17 - LA ROCHELLE;170000988;0;;;;1;0;;;;;;0;;;;;;;;;;;280607;1;;;62;0;0;0;0;1;0;0;;6;0;0;0;1;3;;;;1;1;;2;;;;;1;;1.2;;;;0.84;1.45;;0;0
PHARMA;2020;170803431;CARDIOCEAN - PUILBOREAU;920030269;0;;;;;;;;;;;0;;;;;;;;;;;73047;1;77;77;77;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.64;;;;0.48;;;0;0
PHARMA;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;0;;;;1;;486;0;125;60;129;0;;;;;;;;;;;10395500;1;770;770;770;1;0;1;1;1;1;1;30;;1;1;0;1;5;;;2;14;14;1;2;1;1;;5;1;2;6.61;0.4;0.5;2;17.4;14.76;2.4;0;1
PHARMA;2020;180000176;CH GEORGE SAND BEAUREGARD BOURGES;180001158;1;4;0;;1;;;467;;100;235;0;;;;;;;;;;;736100;1;802;802;802;0;0;0;0;1;0;0;;;0;0;0;;1;;;;10;2;2;2;;;1;;;;2.6;;;0.18;9.88;1.75;2;0;1
PHARMA;2020;180000200;CH DE VIERZON;180000051;1;3;0;;0;1;121;;92;46;193;0;;;;;;;;;;;1413927;1;450;450;2;1;;0;1;1;1;0;;;1;0;0;0;2;1;0;0;6;5;0;1;0;0;2;0;1;0;3.33;0.1;0;0.53;5.16;5.18;0;0;1
PHARMA;2020;180000283;CH SAINT AMAND-MONTROND;180000069;0;;;;1;;95;;84;41;299;0;;;;;;;;;;;298400;1;509;509;340;0;0;0;0;1;1;1;5;;0;0;0;2;4;;;;3;1;1;;;;;2;;1;2.21;;;;4.79;1;1.4;0;1
PHARMA;2020;180000333;CH SANCERRE;180000093;0;;;;;;;;30;30;210;0;;;;;;;;;;;114050;1;270;270;270;0;0;0;0;1;0;0;;;0;0;0;2;1;;;;3;;;1;;;;;;;1.5;;;;3.03;;;0;0
PHARMA;2020;180000358;CLINIQUE DES GRAINETIERES;180000739;0;;;;;;;;;;;0;;;;;;;;;;;110914;1;29;19;19;0;0;0;1;1;0;0;;;1;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;1;0;1.63;0.2;0.13;2;2;0.1;0;0;0
PHARMA;2020;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;0;;;;1;;;;64;;;0;;;;;;;;;;;;1;64;64;64;;;;0;0;0;0;;;1;1;1;;1;;;;;;;;;;;2;;;0.25;;;;1;;;0;0
PHARMA;2020;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;0;;;;1;0;156;;;;;0;;;;;;;;;;;159283;1;144;;;1;0;0;1;1;0;0;;;1;1;1;1;1;;;;;;;1;;;;;;;1.8;;;;;;;0;1
PHARMA;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;0;;;;0;1;437;42;102;22;;0;;;;;;;;;;;18293637;1;616;580;174;1;0;1;1;1;1;1;99;0;1;1;0;1;9;1;3;2;13;13;5;;;;;3;2;;8.16;0.5;2.08;1.37;14.73;14.23;4.62;0;1
PHARMA;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;1;4;0;;1;;220;31;60;53;127;0;;;;;;;;;;;2237945;1;410;410;10;0;0;0;1;1;1;1;80;;1;1;0;2;3;;;1;6;9;2;2;1;;;2;1;;4.23;0.4;;0.42;7.66;9.44;2;0;1
PHARMA;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1;3;;;1;;102;0;40;30;116;0;;;;;;;;;;;605846;1;325;288;146;1;0;0;1;1;1;0;0;;1;0;0;2;1;0;0;0;6;0;0;2;1;0;1;3;1;1;2.48;0.2;0;0.25;7.5;0.7;0.8;0;1
PHARMA;2020;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;0;;;;1;;;169;5;;;0;;;;;;;;;;;170030;1;182;174;153;0;0;0;0;1;1;0;;;0;0;0;;1;;;;2;;;1;;;;0;;;1.57;;;;2;;;0;0
PHARMA;2020;190000224;CLINIQUE LES CEDRES BRIVE;190000901;0;;;;;;119;;;;;0;;;;;;;;;;;371284;1;170;;;0;0;0;1;1;0;0;;;1;1;0;0;2;1;;;4;9;;;;;;1;1;;2;1;;;4.9;9.74;;0;0
PHARMA;2020;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;0;;;;;;;;;;;0;;;;;;;;;;;;1;37;37;37;0;0;0;1;1;0;0;;;;1;0;0;;;;;;;;;;;;;;;1.4;0.35;;;1;1;;0;0
PHARMA;2020;190005140;USLD UZERCHE;190002485;0;;;;;;;;;30;;0;;;;;;;;;;;72564;1;138;30;30;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.3;;;;0.4;;;0;0
PHARMA;2020;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;750056335;0;;;;;;;;81;;;0;;;;;;;;;;;139000;1;81;81;81;0;0;0;0;0;0;0;;;0;0;0;;;;;1;;;;1;;;;1;;;0.8;;;1;0.8;;;0;0
PHARMA;2020;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;0;;;;0;0;;;15;71;200;0;;;;;;;;;;;48615;1;286;286;286;0;0;0;0;1;0;0;;;0;0;0;;;;;;3;;1;2;;;;;;;1.1;;;;2.66;;0.92;0;0
PHARMA;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;0;;;;0;0;;;;;;0;;;;;;;;;;;578909;0;;;;0;0;0;0;0;0;0;;;0;0;0;;;;;;1;;;1;;;;;;;0.4;;;;1;;;0;0
PHARMA;2020;210007399;INICEA JOUVENCE NUTRITION;210013231;0;;;;0;0;;;41;;;0;;;;;;;;;;;12500;1;41;41;41;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.56;;;;;;;0;0
PHARMA;2020;210010484;SANTELYS BFC ETABLISSEMENT SIEGE;210012290;0;;;;1;;;;;;;0;;;;;;;;;;;3711800;1;262;262;38;0;0;0;0;1;0;1;0;223;0;0;0;2;;;;;2;6;2;2;;;;;;;1.4;;;;2;6;2;0;0
PHARMA;2020;210011847;POLYCLINIQUE DU PARC DREVON;210011839;0;;;;;;79;;;;;0;;;;;;;;;;;3378282;1;79;79;79;1;0;0;1;1;1;0;;;1;1;0;2;2;1;1;;5;;;;;;;;;;1.87;0.1;0.8;;4.48;;;0;0
PHARMA;2020;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;0;;;;;;288;;;;;0;;;;;;;;;;;1078438;1;288;260;0;0;0;0;1;1;0;0;;;0;0;0;2;1;;;;6;1;1;1;;;;1;1;;2;;;;6.7;1.65;1;0;0
PHARMA;2020;210780144;CRF DIVIO DIJON;750721235;0;;;;;;;;97;;;0;;;;;;;;;;;260201;1;97;97;97;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;0
PHARMA;2020;210780276;SERVICE SOINS DE SUITE ET READAPTATION;210003208;0;;;;0;0;;;102;;;0;;;;;;;;;;;205753;1;102;102;102;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.8;;;;1;;;0;0
PHARMA;2020;210780292;CLINIQUE MEDECINE PHYSIQUE LES ROSIERS;210000105;0;;;;;;;;83;;;0;;;;;;;;;;;96762;1;83;83;83;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.8;;;;1;;;0;0
PHARMA;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;0;;;;;;130;;;;;0;;;;;;;;;;;4378722;1;188;130;50;1;0;0;1;1;1;1;30;20;0;0;0;0;2;;;;6;1;;1;;1;;1;;;2.2;;0.5;;6.2;1;;0;1
PHARMA;2020;210986741;SSR JOUVENCE READAPTATION;210986733;0;;;;;;;;60;;;0;;;;;;;;;;;150061;1;60;60;;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2020;210987046;CTRE CONVALESCENCE GERIATRIQUE;210987038;0;;;;0;0;;;90;;;0;;;;;;;;;;;234164;1;90;90;90;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.6;;;;0.6;;;0;0
PHARMA;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;4;0;0;1;0;1004;56;159;38;210;1;1;0;0;0;0;0;0;0;0;0;56101122;1;1467;1467;;1;0;1;1;1;1;0;;;0;0;1;0;26;;3;2;34;46;8;5;1;;;13;6;2;23.25;0.2;3;1.95;45.3;46.54;10.29;1;1
PHARMA;2020;210987574;CH ARNAY LE DUC;210012175;0;;;;0;0;8;;;30;80;0;;;;;;;;;;;114411;1;118;118;118;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;1
PHARMA;2020;210987582;CENTRE HOSPITALIER D'IS-SUR-TILLE;210780631;1;4;0;;1;0;8;;12;;;0;;;;;;;;;;;53439;1;20;20;20;0;0;0;0;0;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;0.91;;;;0.8;;;0;0
PHARMA;2020;210987616;CH SEURRE;210012175;0;;;;0;0;12;;;30;90;0;;;;;;;;;;;47600;1;132;132;132;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.31;;;;0.74;;;0;1
PHARMA;2020;210987632;CH LA CHARTREUSE DIJON;210780607;1;3;1;;0;;18;249;0;42;53;0;;;;;;;;;;;474932;1;362;362;160;0;0;0;0;1;1;0;;;0;0;0;0;3;3;;1;5;1;;0;;;;1;;;3;3;;0.3;5.44;0.12;0.47;0;0
PHARMA;2020;210987640;CENTRE HOSPITALIER D'AUXONNE;210780672;1;4;0;;0;0;;;30;;148;0;;;;;;;;;;;159805;1;30;178;178;0;0;0;0;1;1;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.8;;;;1.8;;;0;0
PHARMA;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;0;;;;0;1;205;;50;;380;0;;;;;;;;;;;1839224;1;600;301;177;1;0;0;1;1;1;1;35;0;1;0;0;0;4;;;;8;4;1;1;1;;;1;1;;3.3;0.46;;;7.17;3.92;1;0;1
PHARMA;2020;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;0;;;;0;1;93;;82;30;384;1;1;1;1;1;0;0;0;0;0;0;440220;1;588;588;588;0;0;0;0;1;1;0;;;0;0;0;0;3;;;1;7;1;1;;;;;1;;;2.5;;;0.22;8;1;1;0;1
PHARMA;2020;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;0;;;;1;;168;31;42;;500;1;0;0;0;0;0;1;1;1;1;1;1252370;1;741;741;542;1;0;0;1;1;1;0;;;1;1;0;1;3;1;2;2;5;5;0;0;0;0;0;3;0;0;3;0.78;0.54;0.29;7.31;4.5;0;0;1
PHARMA;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;0;;;;;;181;;;;;0;;;;;;;;;;;18990724;1;181;181;0;1;0;0;1;1;1;1;12;0;0;1;0;0;7;;;;10;;1;;;;;;;;6.5;;;;9;;1;0;0
PHARMA;2020;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;1;4;0;;1;;610;0;30;0;472;1;1;1;1;1;0;1;1;1;1;0;23359657;1;622;236;0;1;0;1;1;1;1;0;;;1;1;0;1;8;1;3;3;19;26;8;3;;;0;13;1;2;9.77;0.5;1.5;1.3;28.62;23.98;8.1;0;1
PHARMA;2020;220000095;CTRE HOSPITALIER DINAN;220000046;0;;;;1;0;223;0;62;60;300;0;;;;;;;;;;;3406000;1;645;400;422;1;0;0;1;1;1;0;;;0;0;1;1;2;;2;;6;2;;4;;1;;5;1;;4.37;;0.6;;9.6;2.86;;0;1
PHARMA;2020;220000111;POLYCLINIQUE DU TREGOR;220000376;0;;;;;;33;;;;;0;;;;;;;;;;;2446000;1;33;33;33;1;0;1;1;1;0;0;;;1;0;0;1;1;;;;;;;;;;;3;;;1;;;;2.48;;;0;1
PHARMA;2020;220000210;FONDATION BON SAUVEUR;220000210;0;;;;;;;154;;;;0;;;;;;;;;;;163584;1;146;154;23;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;3;;1;2;;;;1;1;;2.13;;;;3.59;0.5;0.75;0;0
PHARMA;2020;220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;220017974;1;4;1;;1;;10;161;27;;;0;;;;;;;;;;;192555;1;198;198;16;0;0;0;0;1;0;0;;;0;0;0;1;0;;;;;;;2;;;;3;;2;1.15;;;;4.15;;1.08;0;0
PHARMA;2020;220000327;CLINIQUE DU VAL JOSSELIN;220024384;0;;;;1;0;;97;;;;0;;;;;;;;;;;92699;1;97;97;97;0;0;0;0;1;0;0;;;0;0;0;0;1;0;0;1;0;;1;2;;;0;1;;;1.15;;;0.05;0.9;;0.05;0;0
PHARMA;2020;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;4;0;5;;;163;0;94;30;258;1;0;1;0;0;0;0;0;0;0;1;;1;;;60;0;0;0;1;1;1;0;;;1;1;0;1;6;1;;;7;5;1;;;;2;4;2;2;5;0.3;;1;9.8;6.3;2.3;0;1
PHARMA;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;0;;;;1;1;204;;125;30;190;1;1;1;0;0;0;0;0;0;0;1;6035000;1;549;549;345;1;0;0;1;1;1;1;25;;1;1;0;1;2;;;;9;5;1;5;2;1;1;3;3;1;6.1;0.25;0.6;0.5;10.65;7.29;1.5;0;1
PHARMA;2020;220000467;LA MAISON DE VELLEDA;920030269;0;;;;;;;;116;;;0;;;;;;;;;;;96696;1;116;116;116;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;2;;;;1;;;1.37;;;;0.28;;;0;0
PHARMA;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;0;;;;;;85;;60;30;258;0;;;;;;;;;;;525820;1;447;433;343;0;0;0;0;1;1;1;10;0;0;0;0;0;;;;;5;1;1;2;;;1;2;1;;1.66;;;0.2;4.82;1.29;1;0;1
PHARMA;2020;220000566;CHPP SITE LAMBALLE;220021968;0;;;;0;0;22;;20;30;425;0;;;;;;;;;;;254600;1;385;497;497;0;0;0;0;1;0;0;;;0;0;0;0;;;;;3;;;2;;;;4;;;1.7;;;;6;;;0;0
PHARMA;2020;220000574;CHPP SITE QUINTIN;220021968;0;;;;0;0;10;;20;;258;0;;;;;;;;;;;133011;1;288;288;288;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;;;2;;;;2;;;1.5;;;;3.4;;;0;0
PHARMA;2020;220001259;CENTRE HOSPITALIER TREGUIER;220005045;1;4;;;;;30;0;50;60;420;1;1;0;1;0;0;0;0;0;0;0;310000;1;560;560;100;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;4;;1;2;;;;5;1;;2.93;;;;7.73;0.73;0.92;0;1
PHARMA;2020;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;0;;;;;;85;;;;;0;;;;;;;;;;;136012;1;85;85;85;0;0;0;1;1;0;0;;;1;1;0;0;1;1;0;1;2;0;0;;;;;2;;;1.19;0.15;;0.5;2;;;0;0
PHARMA;2020;220012751;HOP DE JOUR ENFANTS ROSTRENEN;220017974;1;4;1;;1;0;;;;;;0;;;;;;;;;;;2654;1;0;0;0;0;0;0;0;1;0;0;;;0;0;0;1;0;;;;;;;1;;;;1;;1;0.01;;;;0.01;;0.01;0;0
PHARMA;2020;220014138;CENTRE LONG SEJOUR ROSTRENEN;220017974;1;4;1;;1;0;;;;30;;0;;;;;;;;;;;22994;1;30;30;0;0;0;0;0;1;0;0;;;0;0;0;1;0;;;;;;;1;;;;1;;1;0.07;;;;0.26;;0.06;0;0
PHARMA;2020;220014708;CTRE SSRAA L'AVANCÉE;220017974;1;4;1;;;;;;30;;;0;;;;;;;;;;;11343;1;30;30;;0;0;0;0;1;0;0;;;0;0;0;;0;;;;;;;1;;;;1;;1;0.05;;;;0.17;;0.04;0;0
PHARMA;2020;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;0;;;;;;173;0;0;0;0;0;;;;;;;;;;;8117561;1;296;173;34;1;0;0;0;1;0;0;;;1;1;1;0;3;1;1;0;9;15;0;0;0;0;0;0;1;0;2.48;1;1;0;10.63;16.61;0;0;1
PHARMA;2020;230000820;CENTRE HOSPITALIER GUERET;230780041;0;;;;1;0;196;0;24;50;160;0;;;;;;;;;;;1585700;1;430;430;216;1;0;0;1;1;1;0;;;1;1;0;2;5;2;1;;4;;;0;0;0;2;1;;1;5;0.5;0.6;0.6;5.3;;1.52;0;0
PHARMA;2020;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;1;4;0;;1;0;24;0;29;30;168;0;;;;;;;;;;;;1;253;251;251;0;0;0;1;1;1;0;;;1;0;0;0;2;;;;4;;;;;;;;1;;2;;;;3.71;0.5;;0;1
PHARMA;2020;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;1;4;0;;0;0;26;;33;30;180;0;;;;;;;;;;;160440;1;269;269;269;0;0;0;0;1;1;0;;;0;0;0;2;;;;;3;1;;;;;;;;;0.5;;;;3;1;;0;1
PHARMA;2020;230000853;CENTRE HOSPITALIER SAINT VAURY;230780074;0;;;;1;0;;105;10;;64;0;;;;;;;;;;;133268;1;105;105;88;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;3;;;;;;;;;;1.33;;;;3.08;;;0;1
PHARMA;2020;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;1;4;0;;;;;;25;30;90;0;;;;;;;;;;;88771;1;145;145;145;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;2;;;;;;;;;;0.75;;;;1.24;;;0;0
PHARMA;2020;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;0;;;;1;;;;27;30;105;0;;;;;;;;;;;110295;1;162;162;162;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;1;;;1;;;;1.86;;;0;0
PHARMA;2020;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;0;;;;1;0;33;0;131;0;45;0;;;;;;;;;;;2836677;1;209;209;178;1;0;0;0;1;1;0;;;0;0;0;0;1;;;;4;;;1;;;;2;;;1.5;;;;4.9;;;0;1
PHARMA;2020;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;0;;;;0;0;30;;;;;0;;;;;;;;;;;74190;1;30;30;30;0;0;0;1;1;0;0;;;0;0;0;0;;;;;1;;;3;;;;;;;0.9;;;;1;;;0;0
PHARMA;2020;230780181;CLINIQUE CHATELGUYON VIERSAT;230000879;0;;;;0;0;;48;;;;0;;;;;;;;;;;51087;1;48;48;48;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.72;;;;;;;0;0
PHARMA;2020;230782617;CRRF ANDRE LALANDE;920028560;0;;;;;;;;;;;0;;;;;;;;;;;670226;1;57;57;57;0;0;0;0;1;0;1;35;;0;0;0;1;1;;;;2;;;1;;;;2;;;1.21;;;;3.03;;;0;0
PHARMA;2020;240000091;C.H DE LANMARY;240000034;0;;;;;;;;120;;;0;;;;;;;;;;;189095;1;120;120;;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;;;2;;;;;;;0.51;;;;1.49;;;0;0
PHARMA;2020;240000174;CENTRE HOSPITALIER DE BELVES;240000042;0;;;;;;10;0;25;0;59;0;;;;;;;;;;;73806;1;90;90;94;0;0;0;0;1;0;0;;;0;0;0;0;0;;;;1;;;7;;;;2;;;0.47;;;;0.72;;;0;0
PHARMA;2020;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;0;;;;1;0;132;;;;;0;;;;;;;;;;;6236842;1;132;132;132;1;0;0;1;1;0;0;;;1;1;0;0;3;1;1;;9;10;;;;;;1;;;3;0.3;0.5;;9.8;10;;0;1
PHARMA;2020;240000216;CLINIQUE DU PARC;240000620;0;;;;;;30;;;;;0;;;;;;;;;;;120841;1;30;30;;0;0;0;1;1;0;0;;;1;0;0;0;;;;0;1;;;1;1;;;;;;0.2;0.2;;;1;;;0;0
PHARMA;2020;240000307;CENTRE MEDICAL CHATEAU DE BASSY;330056540;0;;;;;;;;80;;;0;;;;;;;;;;;66500;1;80;80;80;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.84;;;;1;;;0;0
PHARMA;2020;240000372;C.H DE BERGERAC;240000059;0;;;;;;159;;;50;110;0;;;;;;;;;;;2501044;1;302;302;110;0;0;0;1;1;1;0;;;1;1;1;1;3;1;0;1;5;3;1;1;0;0;1;2;2;0;3.55;0.5;0;0.94;5.81;4.46;0.2;0;0
PHARMA;2020;240000414;CENTRE HOSPITALIER DE DOMME;240000067;0;;;;;;10;;21;;88;0;;;;;;;;;;;148695;1;121;119;119;0;0;0;0;1;0;0;;;0;0;0;;;;;;2;;;1;;;;;;;0.86;;;;1;;;1;1
PHARMA;2020;240000455;CENTRE HOSPITALIER D'EXCIDEUIL;240000075;1;4;0;9;0;0;10;;40;;150;1;1;1;1;1;1;0;0;0;0;0;145274;1;200;200;170;0;0;0;0;1;0;0;;;0;0;0;0;;;;;2;;;1;;;;;;;0.47;;;;0.84;;;0;0
PHARMA;2020;240000463;CENTRE HOSPITALIER VAUCLAIRE;240000083;1;4;1;;1;;5;198;20;;52;1;1;1;1;1;1;0;0;0;0;0;491544;1;275;275;275;0;0;0;0;1;1;0;;;0;0;0;1;1;;;;4;;;;;;1;;1;1;1.21;;;0.1;3.96;0.5;0.72;0;0
PHARMA;2020;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;0;;;;1;;4;;28;30;187;0;;;;;;;;;;;141947;1;249;249;249;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;3;;;0.6;;;;1.2;;;0;0
PHARMA;2020;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;0;;;;1;0;448;75;51;60;487;0;;;;;;;;;;;10724133;1;571;143;20;1;0;0;1;1;1;1;49;0;1;1;1;2;7;1;2;1;21;7;3;1;1;;0;0;0;1;8.8;0.2;1;1;20.8;6.99;4;0;1
PHARMA;2020;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;1;4;0;10;1;;25;;60;60;329;0;;;;;;;;;;;219000;1;474;474;474;0;0;0;0;1;0;0;;;0;0;0;;1;;;;5;;;1;;;;;;;1.7;;;;0.95;;;0;0
