BOR;AN;FI;RS;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A24;ORG_B24;ORG_C24;ORG_A25;ORG_A26;ORG_A27;FI_EJ;vide
ORG;2023;310780283;CL DE L'UNION SAINT JEAN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;310000112;0
ORG;2023;310780358;MAISON DE SANTE DE MAILHOL LABASTIDE;6;C;;;;;;;;;;;;;;;;;2;C;B;;;;0;;;;;;;;;;0;0;;310000146;0
ORG;2023;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;;;;2;D;E;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;2;310000153;0
ORG;2023;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;;;;1;D;;2;E;C;;;;;;;;;;20;C;E;2;A;E;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;;;;0;1;1;310000161;0
ORG;2023;310780382;CL AMBROISE PARE TOULOUSE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;310000179;0
ORG;2023;310781000;CL DES CEDRES CORNEBARRIEU;;;;2;C;;;;;;;;1;A;;;;;7;C;C;;;;0;;;;;;;;;;0;0;;310788880;0
ORG;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;;;;;;;;;;;;;2;D;;;;;;;;;;;0;;;;;;;;;;0;1;2;310788898;0
ORG;2023;310781125;CL ST ROCH FRONTON;;;;;;;;;;;;;;;;;;;31;D;C;;;;0;;;;;;;;;;0;1;2;310000419;0
ORG;2023;310781141;CL DU VIEUX CHATEAU D'OC CASTELMAUROU;;;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;;;;;0;1;2;310000435;0
ORG;2023;310781174;CL BLAGNAC;;;;;;;;;;;;;;;;;;;;;;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;;;;1;1;2;310025010;0
ORG;2023;310781422;CENTRE PAUL DOTTIN RAMONVILLE ST AGNE;;;;2;A;D;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;310781562;0
ORG;2023;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;;;;;;;;;;;;;;;;;;;11;;;;;;0;;;;;;;;;;1;0;;310788906;0
ORG;2023;310781505;CL D'OCCITANIE MURET;;;;;;;;;;;;;2;B;A;;;;;;;;;;0;;;;;;;;;;1;1;1;310000492;0
ORG;2023;310781695;POLYCL MEDICALE DE LA LEZE;;;;;;;;;;;;;;;;;;;66;C;A;;;;0;;;;;;;;;;1;1;2;920030269;0
ORG;2023;310781984;CL DE VERDAICH GAILLAC TOULZA;;;;1;E;;;;;;;;;;;;;;29;D;C;;;;0;;;;;;;;;;1;1;2;310014378;0
ORG;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;1;C;;2;E;C;;;;1;B;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;310000617;0
ORG;2023;310782065;AAIR UDM TOULOUSE LE GOFF;;;;1;B;;;;;;;;;;;;;;2;C;;;;;1;4;HAUTES-PYRÉNÉES;GERS;LOT;ROUERGUE;;;;;0;0;;310000633;0
ORG;2023;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE;;;;;;;;;;7;B;A;1;D;E;;;;;;;;;;;;;;;;;8;A;D;;0;;310781406;0
ORG;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;;;;5;C;A;;;;4;E;B;;;;;;;5;A;C;;;;0;;;;;;;;;;0;1;1;310789136;0
ORG;2023;310782396;CL SSR KORIAN ESTELA TOULOUSE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;1;1;310025010;0
ORG;2023;310782446;ARSEAA;;;;;;;;;;;;;;;;;;;5;C;C;;;;0;;;;;;;;;;1;0;;310782446;0
ORG;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;;;;8;A;D;;;;7;B;A;1;D;E;;;;;;;;;;;;;;;;;;;;;0;;310781406;0
ORG;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;;;;8;A;D;;;;7;B;A;2;D;E;;;;;;;;;;;;;;;;;;;;;0;;310781406;0
ORG;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;;;;;;;;;;7;B;A;1;D;E;;;;;;;;;;;;;;;;;8;A;D;;0;;310781406;0
ORG;2023;310783097;CENTRE DE SANTE MENTALE MGEN TOULOUSE;;;;1;E;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;;;;0;0;;750005068;0
ORG;2023;310784558;CRF LES HOPITAUX DE LUCHON;;;;1;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;310180013;0
ORG;2023;310784830;CRF LES GRANDS CEDRES CORNEBARRIEU;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;310788880;0
ORG;2023;310786389;CL DES PYRENEES COLOMIERS;;;;1;A;C;;;;1;B;;;;;;;;11;C;;;;;0;;;;;;;;;;1;1;2;310001433;0
ORG;2023;310786702;SSR DOMAINE DE LA CADENE TOULOUSE;0;;;1;A;;0;;;1;B;;0;;;0;;;24;C;D;;;;0;;;;;;;0;;;1;1;2;750043713;0
ORG;2023;310790472;CL ST ORENS SAINT ORENS DE GAMEVILLE;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0;;;0;1;2;310790464;0
ORG;2023;310792635;ETAB DE SOINS DE SUITE LE MARQUISAT;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;310002191;0
ORG;2023;310792874;POUPONNIERE A BOUSQUAIROL VILLENEUVE T;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;;;;1;0;;310788997;0
ORG;2023;310794417;NEPHROCARE OC CENTRE UAD UDM DD MURET;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;;;;1;0;;310002712;0
ORG;2023;310795463;CENTRE DE POST CURE APRES TOULOUSE;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;0;;;1;0;;310785068;0
ORG;2023;320000086;CH AUCH EN GASCOGNE;0;;;5;B;C;0;;;3;B;E;1;D;;0;;;65;C;A;1;C;;;;;;;;;0;;;0;1;2;320780117;0
ORG;2023;320000094;CHS DU GERS;;;;1;A;;;;;2;B;;;;;;;;9;A;;;;;;;;;;;;;;;0;0;;320780125;0
ORG;2023;320000110;EPS LOMAGNE SITE DE FLEURANCE;;;;;;;;;;;;;;;;;;;3;A;;;;;;;;;;;;;;;;;;320004310;0
ORG;2023;320000128;CH GIMONT;;;;;;;2;A;;1;A;;;;;;;;;;;;;;;;;;;;;;;;1;0;;320780158;0
ORG;2023;320000151;CH DE MAUVEZIN;8;B;C;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;320780182;0
ORG;2023;320000169;CH MIRANDE;;;;;;;;;;;;;;;;;;;5;D;C;;;;1;1;GERS;;;;;;;;0;1;2;320780190;0
ORG;2023;320000177;CH NOGARO;;;;;;;;;;1;B;A;;;;;;;20;C;D;;;;;;;;;;;2;B;A;1;1;1;320780208;0
ORG;2023;320000185;CH DE VIC FEZENSAC;;;;;;;;;;;;;;;;;;;20;A;D;;;;;;;;;;;;;;0;0;;320780216;0
ORG;2023;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;;;;;;;;;;;;;;;;;;;19;C;;;;;1;2;HAUTE-GARONNE ET TARN OUEST;GERS;;;;;;;1;1;2;320000565;0
ORG;2023;320780109;CL PSY D'EMBATS AUCH;;;;;;;;;;;;;;;;;;;;;;;;;1;1;GERS;;;;;;;;0;1;2;320000078;0
ORG;2023;320780323;CTRE PEDIA ST JACQUES MPR MONTEGUT;3;C;D;;;;;;;;;;;;;;;;6;C;D;;;;1;1;GERS;;;;;;;;1;1;1;750810590;0
ORG;2023;320784515;AAIR UAD UDM DD PAVIE;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;0;0;;310000633;0
ORG;2023;330000217;MAISON DE SANTE MARIE GALENE;;;;1;A;;;;;1;B;;1;A;;;;;15;C;;;;;0;;;;;;;;;;0;1;1;330780347;0
ORG;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;;;;1;A;;;;;;;;2;A;;;;;97;C;;;;;0;;;;;;;;;;1;0;;330780545;0
ORG;2023;330000340;MSP BORDEAUX BAGATELLE;;;;2;C;D;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;330780552;0
ORG;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;;;;;;;3;F;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330781204;0
ORG;2023;330000571;CH DE LA HAUTE GIRONDE;;;;2;A;D;;;;;;;1;D;;;;;87;C;A;;;;;;;;;;;;;;;;;330781220;0
ORG;2023;330000589;CH SUD GIRONDE - SITE LANGON;;;;;;;;;;1;A;;;;;;;;369;C;A;;;;;;;;;;;1;D;;0;1;1;330027509;0
ORG;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;1;C;;5;A;G;;;;3;B;A;1;D;;;;;180;C;E;;;;;;;;;;;;;;0;1;1;330781253;0
ORG;2023;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;0;;;1;B;;1;C;;0;;;0;;;0;;;1;B;C;0;;;;;;;;;;0;;;0;0;;330781261;0
ORG;2023;330000639;CH CHARLES PERRENS;;;;;;;;;;1;;;;;;;;;955;;;;;;;;;;;;;3;;;;;;330781287;0
ORG;2023;330000647;CH DE CADILLAC;;;;3;C;A;;;;1;A;;;;;1;C;;;;;;;;1;1;ALLIANCE DE GIRONDE;;;;;;;;1;1;2;330781295;0
ORG;2023;330000662;INSTITUT BERGONIE;;;;1;A;;;;;;;;1;D;;;;;63;C;;;;;0;;;;;;;;;;0;1;1;330781329;0
ORG;2023;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;;;;2;A;;;;;;;;;;;;;;21;C;B;;;;0;;;;;;;;;;0;0;;330000779;0
ORG;2023;330005182;USLD DU CENTRE DE SOINS PODENSAC;1;G;;;;;1;A;;1;G;;;;;;;;1;C;;;;;;;;;;;;;;;0;1;2;330792862;0
ORG;2023;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;1;1;2;330007386;0
ORG;2023;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000134;0
ORG;2023;330024928;CENTRE DE REEDUCATION AVICENNE;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;;;;0;1;1;330050899;0
ORG;2023;330025958;HAD DES VIGNES ET DES RIVIERES;;;;1;C;;;;;;;;;;;;;;30;D;;;;;1;1;ALLIANCE DE GIRONDE;;;;;;;;1;0;;330025859;0
ORG;2023;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330054453;ANTENNE AUTODIALYSE CTMR;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;0;0;;330000258;0
ORG;2023;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330056227;ANTENNE AUTODIALYSE CADDD;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;330007386;0
ORG;2023;330056516;ANTENNE/UNITE DE DIALYSE CTMR;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;0;0;;330000258;0
ORG;2023;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330057654;KORIAN LES FLOTS;;;;;;;;;;;;;;;;;;;3;G;D;;;;0;;;;;;;;;;1;1;2;310024732;0
ORG;2023;330058504;CENTRE AMBULATOIRE DE CENON;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;330059825;0
ORG;2023;330058603;ESAP LA RENCONTRE;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;240000265;0
ORG;2023;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330059106;SSR LE HILLOT;;;;;;;;;;;;;;;;;;;2;D;C;;;;0;;;;;;;;;;0;0;;330781386;0
ORG;2023;330060351;TIVOLI ONCOLOGIE;1;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330059619;0
ORG;2023;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;;;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;;;;;0;0;;330060641;0
ORG;2023;330780040;NOUVELLE CLINIQUE BEL AIR;1;E;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000027;0
ORG;2023;330780081;CLINIQUE SAINT- AUGUSTIN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000043;0
ORG;2023;330780115;CLINIQUE TIVOLI-DUCOS;;;;1;D;;;;;;;;2;D;;;;;5;D;A;1;A;;0;;;;;;;;;;0;1;1;330000076;0
ORG;2023;330780206;CLINIQUE D'ARCACHON;;;;2;A;D;;;;;;;2;A;A;;;;35;C;A;;;;0;;;;;;;;;;1;1;2;330000126;0
ORG;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;330000134;0
ORG;2023;330780289;HOPITAL DE JOUR L'OISEAU LYRE;;;;1;E;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;330790809;0
ORG;2023;330780297;CLINIQUE ANOUSTE;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0;;;0;1;2;330000175;0
ORG;2023;330780313;MAISON DE SANTE LES PINS;;;;;;;;;;;;;;;;;;;11;;;;;;0;;;;;;;;;;1;1;1;330000191;0
ORG;2023;330780321;CLINIQUE BETHANIE;;;;;;;;;;;;;;;;;;;8;C;D;2;C;;0;;;;;;;;;;0;0;;330000209;0
ORG;2023;330780370;LES FONTAINES DE MONJOUS - SSR;;;;1;A;;;;;;;;;;;;;;26;E;;;;;0;;;;;;;;;;0;1;2;750034589;0
ORG;2023;330780446;C.T.M.R. SAINT-AUGUSTIN;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;;;;0;0;;330000258;0
ORG;2023;330780453;CENTRE HEMODYALISE SAINT MARTIN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000308;0
ORG;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;;;;;;;1;;;;;;4;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;;;;;;;;;;;;;2;B;A;;;;;;;;;;0;;;;;;;;;;;;;330000282;0
ORG;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;;;;;;;;;;;;;1;B;;;;;6;C;;1;D;;0;;;;;;;;;;0;1;1;330796392;0
ORG;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000308;0
ORG;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;;;;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;;;;;0;1;1;330796392;0
ORG;2023;330780537;HOPITAL PRIVE WALLERSTEIN;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0;;;1;1;1;330000324;0
ORG;2023;330780560;CENTRE DE SSR LA PIGNADA;;;;;;;;;;;;;;;;;;;3;D;C;;;;0;;;;;;;;;;0;0;;330781386;0
ORG;2023;330780750;CSSR LES LAURIERS;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;0;;330056540;0
ORG;2023;330780776;CLINIQUE LES HORIZONS;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;1;1;2;330056839;0
ORG;2023;330781121;CHATEAU RAUZE - LADAPT;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;930019484;0
ORG;2023;330781139;CRF LA TOUR DE GASSIES;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;;;;;1;1;1;330056540;0
ORG;2023;330781154;CLINIQUE LES GRANDS CHENES;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330055542;0
ORG;2023;330781170;CENTRE READAPT PASTEUR - RENOVATION;;;;;;;;;;1;B;;;;;;;;2;C;C;;;;0;;;;;;;;;;0;0;;330785072;0
ORG;2023;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;1;0;;330056540;0
ORG;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;;;;7;C;;;;;3;A;;;;;1;C;;4046;E;A;997;E;;;;;;;;;;;;0;1;2;330781196;0
ORG;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;330000670;0
ORG;2023;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;;;;;;;0;;;;;;;;;;;;4;;;0;;;0;;;;;;;;;;0;0;;330000480;0
ORG;2023;330782582;POLYCLINIQUE JEAN VILLAR;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000928;0
ORG;2023;330783374;CENTRE D'HEMODIALYSE PBNA;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;330000274;0
ORG;2023;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;;;;1;G;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;0;;330785072;0
ORG;2023;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;;;;2;C;;;;;;;;;;;;;;6;C;;;;;0;;;;;;;;;;;;;750005068;0
ORG;2023;330795295;ANTENNE AUTODIALYSE CADDD;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;330007386;0
ORG;2023;330795303;ANTENNE AUTODIALYSE CADDD;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;330007386;0
ORG;2023;330802364;ANTENNE AUTODIALYSE CADDD;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;2;330007386;0
ORG;2023;330802778;CLINIQUE LES HAUTS DE CENON;;;;;;;;;;;;;;;;;;;8;;;;;;0;;;;;;;;;;0;1;1;310020383;0
ORG;2023;330804501;CENTRE HOSPITALIER DE BAZAS;;;;1;A;D;;;;1;A;;;;;;;;5;C;D;;;;;;;;;;;;;;;;;330781212;0
ORG;2023;340000033;CH BEZIERS;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;340780055;0
ORG;2023;340000173;CH PEZENAS;;;;2;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;340780451;0
ORG;2023;340000181;CH ST PONS DE THOMIERES;;;;2;;;;;;;;;;;;;;;95;;;;;;1;1;TARN REVELOIS ET SAINT-PONAIS - COEUR D'OCCITANIE;;;;;;;;0;1;2;340780469;0
ORG;2023;340000207;ICM MONTPELLIER;;;;1;D;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;0;1;2;340780493;0
ORG;2023;340000215;CH LODEVE;;;;2;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;340780519;0
ORG;2023;340000223;HOPITAL ST CLAIR HBT SETE;3;A;;0;;;1;C;;5;B;;1;D;;1;C;;342;A;C;0;;;;;;;;;;0;;;1;1;2;340011295;0
ORG;2023;340000231;CH POLE DE SANTE DE LUNEL;;;;;;;;;;;;;;;;;;;32;;;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;;;;1;1;1;340780535;0
ORG;2023;340000249;CH CLERMONT L'HERAULT;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;340780543;0
ORG;2023;340000439;CTRE ORTHOPEDIQUE MAGUELONE CASTELNAU;13;C;A;;;;;;;;;;;;;;;;3;D;A;5;E;A;0;;;;;;;;;;0;1;2;340780881;0
ORG;2023;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;;;;;;;;;;;;;;;;;;;13;C;E;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;;;;0;1;1;340013028;0
ORG;2023;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS;;;;2;;;;;;;;;;;;;;;95;;;;;;1;1;TARN REVELOIS ET SAINT-PONAIS - COEUR D'OCCITANIE;;;;;;;;0;1;2;340780469;0
ORG;2023;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;;;;;;;;;;;;;;;;;;;4;C;;;;;;;;;;;;;;;;;;340780477;0
ORG;2023;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;;;;;;;;;;;;;;;;;;;73;C;D;;;;0;;;;;;;;;;0;;;340008978;0
ORG;2023;340009539;NEPHROLOGIE DIALYSE ST GUILHEM SETE;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;1;0;;340009489;0
ORG;2023;340009885;POLYCL CHAMPEAU BEZIERS;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;1;1;340009877;0
ORG;2023;340010149;CL ST CLEMENT;;;;;;;;;;;;;;;;;;;68;C;C;;;;0;;;;;;;;;;0;0;;340010099;0
ORG;2023;340013119;AIDER SANTE UAD GRABELS CORDIER 1;1;C;;1;F;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340013168;AIDER SANTE UDM CL MIROUZE MTP;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340013218;AIDER SANTE UAD UDM CL ST LOUIS GANGES;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340013259;AIDER SANTE UAD BEDARIEUX;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340013358;AIDER SANTE UAD BOUZIGUES;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340015502;CL DU MILLENAIRE MONTPELLIER;;;;2;E;G;;;;0;;;4;D;B;0;;;99;C;A;;;;0;;;;;;;;;;1;1;2;340000512;0
ORG;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;;;;;;;;;;;;;;;;;;;;;;2;D;D;0;;;;;;;1;E;;1;1;1;340000074;0
ORG;2023;340015999;NEPHROCARE CH BEZIERS NEWCO 2;0;;;0;;;0;;;0;;;1;A;;0;;;7;C;D;0;;;0;;;;;;;0;;;0;0;;940023831;0
ORG;2023;340016005;NEPHROCARE UAD POL SANTE LUNEL NEWCO 4;;;;;;;;;;;;;1;A;;;;;3;;;;;;0;;;;;;;;;;0;1;1;940023856;0
ORG;2023;340016476;HAD BEZIERS HAD;;;;;;;;;;;;;;;;;;;5;C;D;;;;1;1;OUEST HÉRAULT;;;;;;;;1;1;2;340016468;0
ORG;2023;340017839;ADENE HAD MONTPELLIER;;;;;;;;;;;;;;;;;;;8;C;E;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;;;;0;0;;340027937;0
ORG;2023;340017847;HAD HOME SANTE 34;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OUEST HÉRAULT;;;;;;;;0;1;2;340018175;0
ORG;2023;340019090;CRF BOURGES CASTELNAU LE LEZ;;;;;;;;;;;;;;;;;;;26;C;D;;;;0;;;;;;;;;;1;1;2;340019082;0
ORG;2023;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;;;;;;;;;;;;;;;;;;;7;C;;;;;0;;;;;;;;;;;;;340019587;0
ORG;2023;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340022979;POLYCL ST ROCH MONTPELLIER;;;;;;;;;;;;;1;A;;;;;60;C;D;;;;0;;;;;;;;;;1;1;2;340000306;0
ORG;2023;340023142;NEPHROCARE CL MILLLENAIRE MPL NEWCO 4;;;;;;;;;;;;;1;A;D;;;;4;C;;;;;0;;;;;;;;;;0;1;1;940023856;0
ORG;2023;340023258;GCS CENTRE SMR AMBRUSSUM LUNEL;;;;1;D;;;;;;;;;;;;;;15;C;D;;;;0;;;;;;;;;;0;1;1;340023241;0
ORG;2023;340024314;CL ST JEAN SUD DE FRANCE;;;;1;C;;;;;;;;2;A;;;;;107;;;;;;0;;;;;;;;;;0;1;2;340000272;0
ORG;2023;340024512;SSR JARDINS DE SOPHIA CASTELNAU LE LEZ;;;;;;;;;;;;;;;;;;;24;C;;;;;0;;;;;;;;;;0;0;;340001825;0
ORG;2023;340024546;CL PLEIN SOLEIL MONTPELLIER;0;;;0;;;0;;;0;;;0;;;0;;;23;C;D;0;;;0;;;;;;;0;;;0;1;2;340000405;0
ORG;2023;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0;0;;340000264;0
ORG;2023;340027887;GCS POLE READAPT AURORES MEDITERRANEE;;;;;;;;;;;;;;;;;;;7;C;D;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;;;;0;1;2;340027879;0
ORG;2023;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;;;;;;;;;;;;;;;;;;;16;C;D;;;;0;;;;;;;;;;0;1;2;340000090;0
ORG;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;;;;;;;;;;;;;2;A;;;;;48;C;;;;;1;1;OUEST HÉRAULT;;;;;;;;1;1;2;340000108;0
ORG;2023;340780154;POLYCL PASTEUR PEZENAS;;;;;;;;;;1;B;;;;;;;;40;C;;;;;1;1;OUEST HÉRAULT;;;;;;;;1;1;2;340000116;0
ORG;2023;340780212;CRF STER LAMALOU LES BAINS;1;C;D;;;;;;;;;;;;;;;;80;C;D;;;;0;;;;;;;;;;1;1;2;340796069;0
