BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2023;290000371;CLINIQUE LES GLENAN;920030269;0.31;0.06;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;12;112;5293;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000389;CENTRE HOSPITALIER LANMEUR;290000116;0.5;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000553;CENTRE MEDICAL  LE GUERVENAN;290021542;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;76;3436;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;0.1;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;1.4;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;180;85;16;;0;;;;
PN;2023;290000736;CLINIQUE DE L'IROISE;290000991;;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000744;CLINIQUE PEN AN DALAR;290001007;0.1;0.09;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1.1;0.3;1;;;0;0;0;0;;;;;;;;;0;;;0;;;1;1;0;;;;0;;;;;;;1;1;0;1;1;0.2;0.2;0;0.2;0.2;0;;;;0;;;;0;;;;0;;;0;;1;0.5;452;45;0;;;;;0;;;;
PN;2023;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;0.1;0.06;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;0.02;14;;0;;;;;0;;;;
PN;2023;290000850;STE BRESTOISE REIN ARTIFICIEL;920033578;0.25;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;0.5;0.15;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;2462;721;;1.8;0;;;;
PN;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1.86;0.25;1;0.5;481;1;0;0;0;;;;;;;;;0;;;0;;;1;1;1;27/11/2023;509;233;1;60;;;;;;4;4;;4;3;0.62;0.62;;0.95;0.4;0;;;;0;;;;0;;;;0;;;0;;1;2.12;1023;318;0;;;;;0;;;;
PN;2023;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;0.8;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;2;1;1;0;;;0;;1;0.02;24;;0;;;;;0;;;;
PN;2023;290000983;FONDATION ILDYS SITE ST LUC;290000546;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;;;;0;;;;;0;;;;
PN;2023;290001015;CENTRE HOSPITALIER ST RENAN;290000751;0.2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;3;0;1;0;;;0;;0;;;;1;271;84;15;0.2;0;;;;
PN;2023;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290003953;CRF DE TREBOUL;920030269;0.4;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290004142;CLINIQUE DU GRAND LARGE;290022508;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;;;1;3.55;619;0;1;1;1;;16941;1028;1079;5534;450;989;2;0;;;1;980;140;1;1;1;25/04/2013;980;413;0;160;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;20;948;0;;1;5.05;1074;530;1;987;417;40;0;0;;;;
PN;2023;290004365;CHU BREST SITE GUILERS;290000017;;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;89;2855;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;0.3;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;0.8;0.2;1;0.9;183;0;0;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290023431;SAS CLINIQUE DE LA BAIE;290001049;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;0.5;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;12;3;4281;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;60;;;;0;;;;
PN;2023;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290036540;CLIN MUTUALISTE BRETAGNE OCCIDENTALE;290029974;1.4;0.4;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290036706;INSTITUT DE RÉADAPTATION DU CAP HORN;440055911;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;290037548;MAISON SAINT JOSEPH;220020739;0.18;0.04;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;0.3;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2A0000139;CLINISUD;2A0000063;0.5;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.1;0;;;;0;;;;;0;;;;
PN;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;0.5;0.15;1;1;;0;0;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;1;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;173;57;15;;0;;;;
PN;2023;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;0.4;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;2;0.1;0;;;;;1;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2;1;2.81;350;0;1;;;;;0;;;;
PN;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2A0002051;CRF LES MOLINI;2A0000303;0.25;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;2;0.5;1;0.4;29;0;0;0;1;130047145;304;78;470;700;325;;1;0;;;1;810;387;1;1;1;01/01/2009;113;50;1;;;;;1;;3;1;2;4;2;0.9;0.5;0.4;2.9;1.3;0;;;;0;;;;1;2;2;0;1;20;723;0;;0;;;;1;66;28;10;0.2;1;66;0;0.05;0.05
PN;2023;2A0022554;MAIS CONVAL ET REGIME VALICELLI;2A0000311;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;2;0;1;1.7;233;0;0;1;1;;3589;7;977;;631;714;2;0;;;1;878;539;1;1;1;27/08/2007;292;125;1;44;;;;5;1;6;5;1;1;1;1.5;1.4;0.1;5.9;1.9;0;;;;0;;;;0;;;;1;35;1840;0;;0;;;;1;1268;361;60;1.4;1;376;82;0.2;0.2
PN;2023;2B0000038;CH CORTE;2B0004246;0.5;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0000079;CLINIQUE DR FILIPPI;2B0000046;0.32;0.02;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;0.3;0.6;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;0.1;0.2;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2023;2B0000400;MAISON DE CONVALES LA PALMOLA;2B0000137;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;6;14;1261;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0001739;HAD DE CORSE;2B0001689;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0003016;CLINIQUE DU CAP;2B0003990;0.1;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;0.1;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;0.1;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0004584;UNITE D'AUTODIALYSE DE CATERAGGIO;130016058;0.03;0.03;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;2B0005359;CH CALVI;2B0005342;0.25;0.25;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;66;32;;1;0;;;;
PN;2023;2B0005664;CLINIQUE DE TOGA;2B0005656;;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300000023;CH ALES CEVENNES;300780046;2.9;0.5;1;1.4;210;1;1;1;0;;;;;;;;;0;;;0;;;1;1;1;27/06/2007;350;0;0;;1;1;;0;0;;;;4;4;0.5;0.5;;0.8;0.8;0;;;;0;;;;0;;;;1;25;1350;1;1;1;4.51;319;120;1;3371;651;;0.5;0;;;;
PN;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;0.5;0.5;1;2;252;0;0;0;0;;;;;;;;;0;;;0;;;1;1;1;27/06/2007;481;159;1;220;1;1;;4;2;;;;2;1;0.3;0.3;;1.79;0.87;0;;;;0;;;;0;;;;1;15;672;0;;1;3.42;255;35;1;3568;678;40;1.77;0;;;;
PN;2023;300000056;CH PONT ST ESPRIT;300780079;0.5;0.15;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300000064;CH UZES;300780087;1;0.1;1;0.5;70;0;1;0;0;;;;;;;;;0;;;0;;;1;1;1;20/11/2015;258;117;0;44;1;;;5;1;;;;4;;0.4;;;3.19;0.8;0;;;;0;;;;1;14;2;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300000072;CH LE VIGAN;300780095;13.58;0.13;1;0.55;22;0;0;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;65;52;7;0.1;0;;;;
PN;2023;300000080;CHS LE MAS CAREIRON UZES;300780103;0.6;;0;;;;;0;1;;0;0;1206;1206;;254;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;0.13;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300002128;CHATEAU DE COULORGUES BAGNOLS SUR CEZE;300000247;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300002169;SSR LES CADIERES ST PRIVAT DES VIEUX;780020715;0.1;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;80;3209;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300002508;CL DU GRAND AVIGNON LES ANGLES;300000213;0.08;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;0.13;0.03;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300008588;NEPHROCARE NIMES NEWCO 3;940023849;0.17;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE NEWCO3;940023849;0.03;0.01;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300012309;ADENE HAD NIMES;340027937;0.05;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300012358;CTRE MED L'EGREGORE CAVEIRAC UGECAM;340015171;0.75;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;0.1;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300013745;ADENE HAD ALES;340027937;0.05;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300013778;HAD 3G SANTE NIMES;300013760;0.06;0.03;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300014040;GCS CTRE REEDUC GARD RHODANIEN BAGNOLS;300014024;0.17;0;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300017209;KENVAL ICG NIMES;300000726;0.2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2.5;0;;;;0;;;;;0;;;;
PN;2023;300017423;CTRE MED L'EGREGORE CAVEIRAC AUDAVIE;380804542;0.15;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;0.16;0.03;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780111;SSR LA POMAREDE FILIERIS SALLES DU GA;750050759;0.2;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;0.2;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.7;0;;;;0;;;;;0;;;;
PN;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;1;0.2;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.8;0;;;;0;;;;;0;;;;
PN;2023;300780210;CL BELLE RIVE VILLENEUVE LES AVIGNON;300000148;0.2;0.1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780244;CL DU PONT DU GARD REMOULINS;920030269;0.1;0.19;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780251;CL NEURO PSYCHIATRIQUE QUISSAC;300000189;0.5;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780269;CL LES SOPHORAS NIMES;300000197;0.05;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780285;CL VALDEGOUR NIMES;300000726;0.5;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780384;CTRE PROTECTION INFANTILE MONTAURY CRF;750721334;0.01;;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780442;CTRE SSR LES CHATAIGNIERS MOLIERES CAV;300017464;0.3;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300780491;CL LES OLIVIERS GALLARGUES;340016963;0.23;0.12;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300781424;CL LA CAMARGUE BOUILLARGUES;300000692;0.3;0.12;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300781440;CTRE SSR DOMAINE DU CROS QUISSAC;300000700;0.5;0.5;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300782117;CHU NIMES CAREMEAU;300780038;8.48;4.6;1;3.23;;1;1;1;1;;5953;114;0;0;972;1078;2;0;;;0;;;1;1;1;01/01/2008;1545;562;1;;2;1;1;2;1;;;;4;2;0.9;0.3;0.6;4.77;1.54;0;;;;0;;;;0;;;;0;;;1;6.34;1;2.74;83;;1;1869;895;;5.53;1;;;22.5;1
PN;2023;300782125;CTRE SOINS PA SERRE CAVALIER CHU NIMES;300780038;;;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;109;3490;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;;;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;389;282;;15.37;0;;;;
PN;2023;300786274;INSTITUT REINS AVEUGLES ARAMAV NIMES;300786266;0.05;0.05;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;0.22;0.04;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;1;1;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.54;0;;;;0;;;;;0;;;;
PN;2023;310000013;CTRE CONVAL GERONTO HOPITAUX DE LUCHON;310180013;0.5;0.05;0;;;;;;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2023;310000187;SA CL DE BEAUPUY;310000187;0.5;0.11;0;;;;;0;0;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
