BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM;GDE
URGENCES2;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;GEN;168;252;1;IAO;16224;2914;2475;3076;1311;28;0;0;0;0;0;0;0;0;0;;3;1095;1321;558;813;0;0;
URGENCES2;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;GEN;842;1016;1;IAO;63233;6501;19690;15968;4216;1926;40;31;0;;;;273;43;4;;16;5840;10388;3352;8878;1;1;
URGENCES2;2023;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;GEN;192;420;1;IAO;20415;855;4880;1127;233;25;0;0;0;0;0;0;0;0;0;;8;2920;1017;144;935;1;1;
URGENCES2;2023;290000025;CHIC QUIMPER;290020700;GEN;605;1250;1;IAOMAO;49888;5644;13901;20160;4320;3089;8;;;;;;90;5;;;31;11315;14946;5335;12476;1;1;
URGENCES2;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;GEN;354;779;1;IAO;33845;4993;6987;9718;3092;983;1301;41;124;;;;0;0;0;;10;3650;3184;633;2846;;;
URGENCES2;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;PED;292;888;1;IAOMAO;23911;;;;;;;;;;;;;;;5031;8;2920;2465;453;2149;;;
URGENCES2;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;GEN;70;147;1;IAO;7996;1081;1418;1134;371;25;;;;;;;;;;;0;0;837;813;27;1;1;
URGENCES2;2023;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;GEN;296;427;1;IAO;16511;2782;2675;3635;1042;17;222;8;6;;;;236;4;123;;5;1825;1802;320;1693;;;
URGENCES2;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;GEN;221;420;1;IAO;14415;2641;1773;4183;1556;41;;;;;;;207;41;31;;2;730;3364;1776;1948;0;0;
URGENCES2;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;GEN;111;203;1;IAO;10032;2183;1070;1939;975;26;0;0;0;;;;169;28;11;;4;1460;1233;155;1409;1;1;
URGENCES2;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;GEN;420;672;1;IAOMAO;18261;1554;786;2749;779;40;28;;;;;;563;;15;;6;2190;1590;234;1792;1;1;
URGENCES2;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;GEN;346;512;1;IAO;15897;2875;2444;2812;;;4;;;0;;;;;;;2;730;2426;1824;605;0;0;
URGENCES2;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;GEN;410;483;1;IAOMAO;20590;3196;3628;3255;1445;85;280;99;5;;;;1037;206;58;;5;1825;2806;1386;1636;0;1;
URGENCES2;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;GEN;701;1583;1;IAO;47623;10652;221;14702;6128;1;2023;63;1;;;;400;75;0;;16;5840;3546;244;5418;1;1;
URGENCES2;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;GEN;298;672;1;IAO;37105;2727;6387;2860;;;;;;;;;563;;;;6;2190;1156;659;523;1;0;
URGENCES2;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;GEN;186;186;1;IAO;17910;1135;3915;1600;424;37;;;;;;;456;121;74;;4;1460;3299;2772;527;1;0;
URGENCES2;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;GEN;504;1260;1;MAO;37845;4826;6676;11638;2321;661;21;19;;0;0;0;709;145;19;;4;;891;614;358;1;1;
URGENCES2;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;GEN;574;1092;1;IAO;35260;6170;7536;;;;;;;;;;;;;;6;2190;4084;1816;2951;1;1;
URGENCES2;2023;2B0005359;CH CALVI;2B0005342;GEN;336;336;1;IAO;15130;1386;3222;1886;486;70;;;;;;;;;;;3;1095;2059;1054;1137;1;1;
URGENCES2;2023;300000023;CH ALES CEVENNES;300780046;GEN;336;752;1;IAO;47869;6428;10392;10461;3292;981;485;4;11;0;0;0;633;64;99;;8;2920;5287;1599;3920;1;1;
URGENCES2;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;GEN;460;574;1;IAO;26909;3214;6291;5451;1571;673;0;0;0;0;0;0;537;51;40;;6;2190;1925;621;1493;1;1;
URGENCES2;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;GEN;98;196;1;IAO;7681;630;1108;513;121;11;0;0;0;0;0;;;;;;1;365;43;43;0;0;1;
URGENCES2;2023;300782117;CHU NIMES CAREMEAU;300780038;GEN;714;1518;1;IAO;94711;10032;6869;;;;;;;;;;;;;;10;3650;7734;2184;6445;;;
URGENCES2;2023;300782117;CHU NIMES CAREMEAU;300780038;PED;260;0;1;IAO;22185;;;;;;;;;;;;;;;2762;1;365;169;144;34;;;
URGENCES2;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;GEN;252;420;1;IAO;21375;1573;4881;2263;;;;;;;;;;;;;6;;9;6;3;1;1;
URGENCES2;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;GEN;336;420;1;IAO;19682;3790;3345;5151;2103;120;23;13;2;2;1;;360;55;60;;8;2920;3396;1087;2750;1;1;
URGENCES2;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;PED;851;3072;1;IAO;61565;;;;;;;;;;;;;;;13645;14;5110;;;;;;
URGENCES2;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;GEN;218;660;1;IAO;25247;3332;1454;3402;1067;43;36;22;0;;;;145;36;9;;6;2190;778;331;479;1;1;
URGENCES2;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;GEN;312;631;1;IAO;31700;3720;2920;;;;;;;;;;;;;;10;3650;2405;236;2702;;;
URGENCES2;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;GEN;168;168;1;IAO;11881;1677;105;;;;;;;;;;;;;;2;;606;293;321;1;1;
URGENCES2;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;GEN;298;724;1;IAO;26075;2283;1044;7173;;;;;;;;;;;;;6;2190;3619;1987;1798;1;1;
URGENCES2;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;GEN;273;455;1;IAO;15177;467;317;970;64;18;;;;;;;40;2;1;;5;1825;643;219;520;1;0;
URGENCES2;2023;310781505;CL D'OCCITANIE MURET;310000492;GEN;210;517;1;IAO;30394;4550;5287;2538;;;;;;;;;;;;;6;2190;2890;2476;418;1;1;
URGENCES2;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;GEN;956;2520;1;IAO;87970;7878;4933;8872;2593;209;518;24;117;0;0;0;2410;463;38;;26;9490;3478;528;5818;1;1;
URGENCES2;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;GEN;826;1848;1;IAOMAO;45678;6928;1238;8860;2224;100;25;6;5;0;0;0;1089;477;0;;14;5110;2879;1173;2145;1;1;
URGENCES2;2023;320000086;CH AUCH EN GASCOGNE;320780117;GEN;336;588;1;IAO;21385;4558;3335;8103;2945;614;1;1;0;0;0;0;2517;1120;64;;4;1460;5065;2588;2901;1;1;
URGENCES2;2023;320000102;CH CONDOM;320780133;GEN;168;168;0;;9998;1567;1453;632;388;0;18;14;;0;0;;702;170;;;2;730;1305;707;609;1;1;
URGENCES2;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;GEN;336;672;1;IAO;16972;3008;485;5080;;;0;;;6;;;847;155;16;;4;1460;4427;1101;3963;1;0;
URGENCES2;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;GEN;380;708;1;IAOMAO;35941;5013;7573;9086;2786;827;1;;;;;;;;;;6;2190;4674;1963;3174;;1;
URGENCES2;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;GEN;168;280;1;IAO;18016;2958;4006;5063;1892;198;;;;;;;398;84;58;;3;1095;2695;1782;919;1;1;
URGENCES2;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;GEN;252;672;1;IAO;17769;3093;2629;;;;;;;;;;;;;;5;1825;4903;2640;2789;1;1;
URGENCES2;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;GEN;415;1092;1;IAO;45137;5661;13206;15121;3828;1993;415;10;38;;;;;;;;8;2920;9126;3206;7237;1;1;
URGENCES2;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;GEN;118;71;1;IAO;6171;820;1211;1490;440;65;4;;;;;;;;;;2;;1316;880;482;0;1;
URGENCES2;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;GEN;207;791;1;IAO;17462;2047;1621;2717;829;58;;;;;;;578;95;23;;8;2920;7591;3964;3820;1;1;
URGENCES2;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;GEN;386;840;1;IAO;31454;4236;2956;2713;;;;;;;;;;;;;8;2920;9937;6642;3709;1;1;
URGENCES2;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;GEN;168;168;1;IAO;16748;2081;3190;5244;1331;237;0;0;0;0;0;0;865;141;65;;4;1460;5244;3353;1949;1;1;
URGENCES2;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;GEN;420;383;1;IAO;26592;2754;1688;5864;1755;102;0;0;0;0;0;0;768;184;13;;8;2920;5430;3410;2432;1;1;
URGENCES2;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;GEN;168;625;1;IAO;16872;2831;2751;2594;987;55;0;0;0;0;0;0;332;143;3;;4;;3106;2108;999;1;1;
URGENCES2;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;GEN;228;837;1;IAO;20652;2135;482;6809;1687;103;;;;;;;;;;;8;2920;2423;1039;1384;1;1;
URGENCES2;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;GEN;420;2053;1;IAO;42502;4441;1969;21724;3755;665;;;;;;;;;;;9;3285;9924;6224;3703;1;1;
URGENCES2;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;PED;624;672;1;IAO;42069;;;;;;;;;;;;;;;8474;8;2832;998;692;308;;;
URGENCES2;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;GEN;168;420;1;IAO;7701;833;1140;1471;360;51;0;0;0;0;0;0;0;0;0;;6;2124;1814;518;1451;0;1;
URGENCES2;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;GEN;168;504;0;;4984;707;34;3360;607;11;;;;;;;;;;;4;1460;446;310;137;0;1;
URGENCES2;2023;340000033;CH BEZIERS;340780055;GEN;605;1405;1;MAO;60855;7987;18184;10379;2851;1746;959;14;53;;;;985;161;214;;6;2190;5859;2831;3215;1;1;
URGENCES2;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;GEN;336;756;1;IAOMAO;32255;4353;5904;7979;2329;593;;;;;;;;;;;9;3285;4735;1648;3356;;;
URGENCES2;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;GEN;273;504;1;IAOMAO;27192;3791;1638;5673;1776;48;0;0;0;0;0;0;0;0;0;;7;2555;4617;3464;1191;1;1;
URGENCES2;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;GEN;252;370;1;IAO;24927;2020;3359;3729;529;92;;;;;;;379;110;11;;2;730;129;115;14;1;1;
URGENCES2;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;GEN;252;597;1;IAO;50207;1653;18362;2144;510;99;;;;;;;635;40;245;;6;2190;2208;1611;616;1;1;
URGENCES2;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;GEN;336;672;1;IAO;35835;1909;12658;3147;614;723;;;;;;;;;;;8;2920;545;316;231;1;1;
URGENCES2;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;GEN;168;217;1;IAO;11365;1136;2453;1229;476;18;;;;;;;98;16;11;;2;730;521;504;17;1;1;
URGENCES2;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;GEN;168;217;1;IAO;10614;982;1928;1080;389;11;0;;;0;;;0;;;;2;732;311;286;25;1;1;
URGENCES2;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;GEN;175;252;1;IAO;11927;1622;655;1448;471;8;;;;;;;18;2;0;;2;730;200;66;136;0;0;
URGENCES2;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;GEN;252;420;1;IAO;15554;2343;1130;2931;729;17;0;0;0;0;0;0;589;265;13;;9;3285;1742;236;1890;1;1;
URGENCES2;2023;340780717;CL ST LOUIS GANGES;340023225;GEN;168;168;1;IAO;12428;1718;2145;1183;473;17;0;0;0;0;0;0;248;55;24;;5;1825;544;334;211;1;1;
URGENCES2;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;GEN;211;420;1;IAO;25254;1779;5214;;73;7;0;0;0;0;0;0;;299;53;;6;2190;1144;191;1074;1;1;
URGENCES2;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;GEN;1148;2352;1;IAO;88918;8923;5514;19662;4077;685;386;5;29;2;5;;1369;;;;23;8395;7823;1378;7725;0;1;
URGENCES2;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;PED;310;504;1;IAO;29040;;;;;;;;;;;;;;;4587;6;2190;1530;322;1304;;;
URGENCES2;2023;350000121;CHP SAINT GREGOIRE;350000303;GEN;351;739;1;IAO;41858;3418;6310;5782;1191;220;;;;;;;;;;;6;2190;695;200;546;;;
URGENCES2;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;GEN;588;509;1;IAO;42073;6135;7775;17975;4788;1662;548;13;75;;;;1409;651;60;;12;4380;2686;105;4145;1;1;
URGENCES2;2023;350000154;C.H FOUGERES;350000030;GEN;453;469;1;IAO;26882;3587;6611;7136;2379;643;3;3;0;0;0;0;678;147;28;;8;2920;2953;1125;2167;1;1;
URGENCES2;2023;350000162;CHIRC SITE REDON;350000048;GEN;336;420;1;IAO;19040;2396;3926;5389;1603;372;225;145;0;;;;813;45;196;;6;2190;5433;3219;2578;1;1;
URGENCES2;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;GEN;252;304;1;IAO;15979;2330;3584;3474;1360;287;;;;;;;;;;;4;1460;917;255;708;1;1;
URGENCES2;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;GEN;714;1844;1;IAOMAO;86976;9658;4093;18097;4696;252;;;;;;;4193;1296;126;;19;6935;12646;7026;5747;1;1;
URGENCES2;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;GEN;259;560;1;IAO;27576;3717;2924;3059;733;51;;;;;;;297;92;17;;4;1460;369;89;297;1;1;
URGENCES2;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;PED;;1380;1;IAO;35037;;;;;;;;;;;;;;;5448;12;3500;2852;883;2575;;;
URGENCES2;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;GEN;141;141;1;IAO;11695;;;;;;;;;;;;;;;;6;2190;1156;974;194;0;0;
URGENCES2;2023;360000137;CH CHATEAUROUX;360000053;GEN;619;756;1;IAOMAO;37970;5201;7854;6463;2202;696;;;;1;0;0;731;233;45;;10;;2342;346;3185;1;1;
URGENCES2;2023;360000160;CH DU BLANC;360000053;GEN;168;336;1;IAO;8583;1386;1552;842;450;8;;;;0;0;0;91;10;29;;2;914;358;88;375;0;0;
URGENCES2;2023;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;GEN;252;812;1;IAO;21317;4092;1134;6435;2133;80;;;;;;;;;;;14;5110;5278;1770;4766;1;1;
URGENCES2;2023;370000499;CHRU CLOCHEVILLE - TOURS;370000481;PED;317;773;1;IAO;32104;;;;;;;;;;;;;;;4683;8;2920;1812;203;1872;;;
URGENCES2;2023;370000531;CH DU CHINONAIS;370000606;GEN;218;333;1;IAO;16163;2617;2097;;;;;;;;;;;;;;6;2190;2297;443;2040;1;1;
URGENCES2;2023;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;GEN;235;369;1;IAO;17346;2575;2933;2964;1104;61;67;8;1;0;0;0;631;174;32;;4;1460;1383;557;865;0;1;
URGENCES2;2023;370000903;CH PAUL MARTINAIS - LOCHES;370000614;GEN;168;274;0;;13203;2260;2084;1777;844;13;3;1;0;0;0;0;819;132;61;;4;1460;1281;92;1569;1;0;
URGENCES2;2023;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;GEN;168;1557;1;MAO;46200;7142;1443;;;;;;;;;;;;;;18;6570;10144;2883;7554;;;
URGENCES2;2023;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;GEN;228;522;1;IAO;20786;2985;1454;2692;958;30;;;;;;;;;;;5;1825;3539;2631;911;1;1;
URGENCES2;2023;380000026;CH FABRICE MARCHIOL LA MURE;380780031;GEN;168;172;0;;5962;1078;1175;565;;;3;;;0;;;21;;;;0;0;0;0;0;0;0;
URGENCES2;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;GEN;664;1204;1;IAO;47790;4640;13225;13949;3325;1190;1;;0;;;;1050;120;108;;15;5475;7961;3156;6387;1;1;
URGENCES2;2023;380000042;CH YVES TOURAINE;380780056;GEN;238;476;1;IAO;18239;2400;3420;4170;917;5;5;2;;;;;572;133;37;;2;730;2642;1577;1189;;;
URGENCES2;2023;380000067;HOPITAL NORD - CHU38;380780080;GEN;535;2109;1;IAO;72109;8625;300;15815;4051;69;;;;;;;;;;;20;7030;21776;7358;19510;1;1;
URGENCES2;2023;380000067;HOPITAL NORD - CHU38;380780080;PED;727;0;1;IAO;36072;;;;;;;;;;;;;;;4624;12;4380;4592;1439;3475;;;
URGENCES2;2023;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;GEN;587;824;1;IAO;45555;4745;15982;6528;2358;1329;0;;;0;;;;;;;8;2920;2973;543;2674;1;1;
URGENCES2;2023;380000406;HOPITAL DE VOIRON - CHU38;380780080;GEN;925;964;1;IAO;36075;3899;13531;5365;1963;1040;;;;;;;;;;;15;5475;4082;372;5878;;;
URGENCES2;2023;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;GEN;329;756;1;IAO;19645;3795;428;3743;1709;0;0;0;0;0;0;0;61;0;1;;10;3650;6287;3612;3149;1;1;
URGENCES2;2023;380020123;CLINIQUE DES COTES DU RHONE;380021139;GEN;198;336;1;IAO;24717;1361;6188;589;216;10;0;0;0;0;0;0;130;56;0;;4;1460;1438;1112;337;1;1;
URGENCES2;2023;380782722;HOPITAL SUD - CHU38;380780080;GEN;163;311;1;IAO;22215;1221;4138;1198;325;23;;;;;;;;;;;;;;;;1;0;
URGENCES2;2023;380785956;CLINIQUE DES CEDRES;380795211;GEN;217;504;1;IAO;23298;2209;1330;2926;628;31;;;;;;;;;;;10;3650;1311;564;748;1;1;
URGENCES2;2023;390000040;CH LONS;390780146;GEN;336;758;1;IAO;27343;4305;4776;;;;;;;;;;;;;;12;4380;5996;2966;4618;0;1;
URGENCES2;2023;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;GEN;168;168;0;;10877;1289;2052;1582;658;4;;;;;;;;;;;4;1460;1769;559;1376;1;1;
URGENCES2;2023;390000222;CH LOUIS PASTEUR DOLE;390780609;GEN;378;1008;1;IAO;32526;4102;4570;5947;2221;528;14;11;;;;;1187;219;63;;5;1825;2357;1052;1626;1;1;
URGENCES2;2023;400000105;CENTRE HOSPITALIER DAX;400780193;GEN;500;756;1;IAO;40457;6188;8771;9712;3055;1156;115;0;0;0;0;0;583;85;16;;10;3650;9366;3344;7860;1;1;
URGENCES2;2023;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;GEN;500;1260;1;IAO;37835;6888;9488;9776;2886;1047;463;18;19;;;;;;;;10;3650;2999;1053;2226;1;0;
URGENCES2;2023;400015103;GCS PAYS DE L'ADOUR;400015095;GEN;168;252;1;IAO;10764;2175;1808;;;;;;;;;;;;;;4;1460;2547;1847;732;1;1;
URGENCES2;2023;410000020;CH BLOIS SIMONE VEIL;410000087;GEN;640;840;1;IAO;52527;5203;16638;9731;2922;1753;253;16;2;;;;548;90;59;;11;4015;2144;68;3781;1;0;
URGENCES2;2023;410000038;CH VENDOME - MONTOIRE;410000095;GEN;298;483;1;IAO;20449;3446;3327;3177;1377;12;102;4;0;;;;461;114;44;;6;2190;2097;817;1635;1;1;
URGENCES2;2023;410000046;CH ROMORANTIN-LANTHENAY;410000103;GEN;406;525;1;IAO;24246;3516;6163;5964;2019;587;377;16;3;0;0;0;892;218;32;;4;1460;3441;536;3409;1;1;
URGENCES2;2023;420000010;CH DE ROANNE;420780033;GEN;449;1428;1;IAO;47361;5047;15929;8049;2363;1424;609;247;13;85;34;;1252;453;56;;8;2920;4268;1221;3104;1;1;
URGENCES2;2023;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;GEN;252;588;1;IAO;25862;3251;6527;6688;2080;676;542;256;0;0;0;0;1375;668;43;;10;3650;5445;1905;6648;1;1;
URGENCES2;2023;420000234;CH DE FIRMINY;420780652;GEN;411;861;1;IAO;34648;3994;7589;;2862;303;;;;;;;;;;;10;3650;7024;2693;4826;0;1;
URGENCES2;2023;420000267;CH DU FOREZ SITE DE FEURS;420013831;GEN;168;252;1;IAO;3184;538;546;652;298;5;51;30;0;0;0;0;157;65;3;;0;552;662;151;950;1;1;
URGENCES2;2023;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;GEN;252;684;1;IAO;27207;3066;2855;3332;984;47;;;;;;;;;;;6;2190;1589;750;981;1;;
URGENCES2;2023;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420000135;GEN;299;355;1;IAO;22230;1892;4908;1583;174;113;;;;;;;;;;;7;2555;3742;3080;684;1;1;
URGENCES2;2023;420780637;CH DU GIER - MCO;420002495;GEN;369;840;1;IAO;23579;3039;4129;4789;1741;167;;;;;;;8;1;4;;6;2190;2078;810;1412;1;0;
URGENCES2;2023;420782310;CLINIQUE DU RENAISON;420000853;GEN;252;504;1;IAO;25672;4271;2115;5516;1320;32;;;;;;;51;;;;6;2190;4026;3243;844;1;1;
URGENCES2;2023;420785354;HOPITAL NORD - CHU42;420784878;GEN;519;1528;1;IAO;68103;6599;3140;19348;4418;353;;;;;;;;;;;17;6205;16037;6192;10684;1;1;
URGENCES2;2023;420785354;HOPITAL NORD - CHU42;420784878;PED;413;961;1;IAO;34564;;;;;;;;;;;;;;;4684;2;730;4831;3466;1371;;;
URGENCES2;2023;430000117;CH EMILE ROUX LE PUY;430000018;GEN;543;756;1;IAO;40547;5521;7596;12596;3693;1115;2;1;0;0;0;0;600;130;43;;8;2168;2813;2371;449;0;0;
URGENCES2;2023;430000190;CH DE BRIOUDE;430000034;GEN;168;168;1;IAO;11435;1674;2026;3503;;;;;;;;;;;;;4;1460;2638;1512;1222;1;1;
URGENCES2;2023;440000016;CH DE SAINT NAZAIRE;440000057;GEN;962;1536;1;IAO;77822;7532;17349;23893;5192;2958;3;;;;;;;;;;10;3650;9627;3792;7267;1;1;
URGENCES2;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;GEN;1066;2783;1;IAOMAO;81862;9132;3994;14585;4243;304;2464;96;130;0;;0;1803;235;130;;20;7300;3247;572;5839;1;1;
URGENCES2;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;PED;342;645;1;IAOMAO;33810;;;;;;;;;;;;;;;5646;9;3294;983;233;1185;;;
URGENCES2;2023;440000396;CH ERDRE ET LOIRE;440053643;GEN;173;357;1;IAO;11040;1516;1992;1884;783;26;7;4;;;;;;;;;4;1460;1227;157;1413;;;
URGENCES2;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;GEN;168;389;1;IAO;22830;2869;5568;;;;;;;;;;;;;;4;1460;4549;2124;2610;;;
URGENCES2;2023;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;GEN;490;1030;1;IAO;30838;4862;1003;6812;2051;56;;;;;;;1750;750;8;;8;2920;4130;894;3903;1;1;
URGENCES2;2023;450000047;CH DEZARNAULDS - GIEN;450000096;GEN;245;672;1;IAO;24688;2376;8284;5787;1491;940;1;1;0;0;0;0;33;2;6;;10;3650;3190;557;2687;0;1;
URGENCES2;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;GEN;722;1078;1;IAOMAO;62670;5149;22229;6858;4621;960;124;5;2;;;;315;70;11;;6;2190;2426;893;1772;1;1;
URGENCES2;2023;450000070;CH PITHIVIERS;450000112;GEN;168;168;1;IAO;12887;1753;2014;1484;640;4;;;;;;;255;34;27;;4;;1178;170;1086;0;0;
URGENCES2;2023;450000294;ORELIANCE - REINE BLANCHE;450000591;GEN;252;981;1;IAO;36805;2905;3218;3993;1062;26;;;;;;;4043;239;246;;8;2920;1443;115;1782;0;0;
URGENCES2;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;GEN;517;1542;1;IAO;51660;6391;2482;11846;3183;146;;;;;;;;;;;10;3560;1463;187;1368;1;1;
URGENCES2;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;PED;590;560;1;IAO;37132;;;;;;;;;;;;;;;4257;7;2121;1366;972;442;;;
URGENCES2;2023;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;GEN;39;35;1;IAO;16072;2115;2920;2616;972;62;0;0;0;0;0;0;174;19;32;;2;730;712;341;381;1;1;
URGENCES2;2023;460000052;CH ST JACQUES ST CERE;460780091;GEN;195;195;0;;12273;1624;2516;1430;564;17;17;10;;;;;218;55;36;;4;1456;1195;483;786;0;0;
URGENCES2;2023;460000102;CH JEAN COULON GOURDON;460780208;GEN;168;336;0;;8997;1655;1350;2325;918;49;0;0;0;0;0;0;179;0;0;;3;1095;1656;817;1040;0;1;
URGENCES2;2023;460000110;CH JEAN ROUGIER CAHORS;460780216;GEN;336;525;1;IAO;25666;3171;5187;6777;1814;657;;;;;;;;;;;6;2190;2672;1217;1560;1;1;
URGENCES2;2023;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;GEN;336;455;1;IAO;17436;2240;1630;;793;62;;;;;;;;;;;10;3650;1427;758;785;1;1;
URGENCES2;2023;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;GEN;314;672;1;IAO;34978;4802;7755;7300;2553;986;;;;;;;;;;;6;2190;2933;1108;1912;1;1;
URGENCES2;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;GEN;476;588;1;IAO;30024;6418;5962;6765;;167;;;;;;;1145;;33;;5;365;5910;3018;3429;1;1;
URGENCES2;2023;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;GEN;252;504;1;IAO;21328;2775;4033;6346;1524;763;;;;;;;;;55;;6;2190;3644;1246;2888;1;1;
URGENCES2;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;GEN;169;336;0;;21307;2366;4771;4130;1124;403;;12;0;;;;;;;;4;1460;1953;732;1288;0;1;
URGENCES2;2023;490000049;CHR ANGERS SITE LARREY;490000031;GEN;603;1322;1;IAOMAO;57002;8900;2191;12166;4321;157;10;3;0;0;0;0;2114;372;130;;13;4745;6211;894;6307;0;1;
