BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;IVG1516;CONV;IMG;AMP;PAT_AMP
PERINAT;2023;180000283;CH SAINT AMAND-MONTROND;180000069;TYPE1;;0;15;;;;2;355;46;0;0;0;0;0;0;260;6;1483;0;0;0;1239;260;1379;57;366;0;259;1;6;0;261;1002;1588;;3;0;1;56;62;43;0;0;;0;0;0
PERINAT;2023;180000358;CLINIQUE DES GRAINETIERES;180000739;;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;11;;0;0;0;;0;0;0
PERINAT;2023;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;TYPE1;;;18;;;;3;789;169;0;0;0;0;0;0;573;7;2263;0;0;0;1968;579;2176;131;555;0;579;0;7;;579;;;;17;0;1;16;19;8;0;0;;0;0;0
PERINAT;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;TYPE2;;0;25;6;;;5;1479;119;101;4;0;0;0;0;1078;0;5544;917;0;0;4030;1148;5102;263;1331;0;1134;14;3;0;1164;10222;12460;850;26;0;1;464;446;347;7;4;;8;0;0
PERINAT;2023;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;TYPE1;;;12;;;;4;989;182;0;0;0;0;0;0;623;30;3258;0;0;0;2204;615;2838;160;912;2;607;8;29;;623;;;;24;0;1;151;174;79;9;1;;2;0;0
PERINAT;2023;190000091;CENTRE HOSPITALIER D'USSEL;190000075;TYPE1;;0;6;;;;2;210;24;0;0;0;0;0;0;137;2;758;0;0;0;554;138;649;29;161;0;138;0;2;;138;72;782;81;1;0;1;69;83;56;0;0;;0;0;0
PERINAT;2023;190000224;CLINIQUE LES CEDRES BRIVE;190000901;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;18;21;0;0;0;;1;0;0
PERINAT;2023;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;TYPE2;EXT;0;;4;;;;0;0;107;9;0;0;0;0;0;0;0;919;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2023;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;TYPE2;;0;25;8;4;;5;1283;44;164;1;151;4;0;0;946;0;4670;902;763;0;2816;1093;4270;244;1218;0;1083;10;3;;1103;;;;116;0;0;0;;0;0;0;0;1;0;0
PERINAT;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;TYPE3;EXT;1;64;12;18;12;8;4971;782;902;196;254;1;353;20;2142;5;19635;3812;5922;4024;7237;2969;15603;537;4040;0;2894;75;8;;3049;22733;7533;522;155;2;1;680;699;466;141;60;11;83;0;0
PERINAT;2023;210987657;HOSPICES CIVILS DE BEAUNE;210012175;TYPE2;;0;23;6;;;2;857;71;97;6;0;0;0;0;606;2;2941;884;0;0;1951;664;2665;108;547;0;656;8;5;0;672;8254;1118;159;33;0;1;94;83;38;14;4;;0;0;0
PERINAT;2023;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;CPPR;;;0;;;;;9;8;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;;1;486;4126;0;0;0;1;26;16;26;0;0;;0;0;0
PERINAT;2023;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;TYPE1;;0;12;;;;2;620;99;0;0;0;0;0;0;414;5;2058;0;0;0;1497;409;1810;65;369;0;409;0;2;0;415;3084;4171;170;14;0;1;70;75;58;1;0;0;1;0;0
PERINAT;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;TYPE3;EXT;1;34;13;3;9;5;3656;1141;392;22;90;10;205;9;1709;1;10580;4241;512;2287;6223;1951;8909;387;2367;6;1902;49;1;0;2012;11194;14252;691;121;0;1;642;620;475;51;10;1;48;0;0
PERINAT;2023;220000095;CTRE HOSPITALIER DINAN;220000046;CPPR;;0;5;;;;;216;62;0;0;0;0;0;0;131;0;520;0;0;0;369;0;0;0;0;0;0;0;0;;0;2046;6509;134;0;0;1;132;152;113;4;1;;0;0;0
PERINAT;2023;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;TYPE1;EXT;0;10;;;;3;201;41;0;0;0;0;0;0;136;6;625;0;0;0;486;135;583;29;148;0;135;0;6;;136;;;;4;0;1;196;177;153;5;1;;1;0;0
PERINAT;2023;220000368;CENTRE HOSPITALIER LANNION;220000103;TYPE1;;;13;;;;2;730;87;0;0;0;0;0;0;525;7;2528;0;0;0;1963;527;2279;129;629;0;525;2;6;;530;3165;4798;;19;0;1;213;205;177;7;1;;2;0;0
PERINAT;2023;220000483;CHCB SITE LOUDEAC;560014748;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;725;1558;173;;;0;;;;;;;;0;
PERINAT;2023;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;222;1176;65;0;0;1;41;43;41;0;0;;0;0;0
PERINAT;2023;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;TYPE2;;1;26;6;0;0;5;1086;55;265;15;0;0;0;0;651;1;4711;1148;0;0;2550;897;4397;200;1185;3;890;7;10;;905;;;;12;0;1;29;48;18;2;0;;7;0;0
PERINAT;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;TYPE2;;0;17;4;0;0;2;676;87;202;7;0;0;0;0;311;2;2415;862;0;0;1269;445;2154;118;721;0;443;2;3;0;456;4485;1537;1062;6;0;1;187;187;110;7;3;;0;0;0
PERINAT;2023;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;;;;0;;;;;14;12;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;7;5;0;0;;7;1;151
PERINAT;2023;240000372;C.H DE BERGERAC;240000059;TYPE1;;0;15;0;0;0;3;799;74;0;0;0;0;0;0;548;3;2742;0;0;0;1815;612;2538;117;580;2;606;6;4;;621;9382;8762;295;36;4;1;282;172;232;7;1;0;0;0;0
PERINAT;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;TYPE2;;;34;9;3;0;6;1946;278;332;76;146;16;0;0;1198;0;7372;1113;1442;0;4285;1398;6705;313;1850;9;1367;31;12;;1436;10787;4588;637;50;4;1;658;638;438;34;16;1;3;0;0
PERINAT;2023;240000687;CENTRE HOSPITALIER SARLAT;240000448;TYPE1;;;15;;;;3;230;49;0;0;0;0;0;0;159;6;734;0;0;0;567;160;686;37;202;0;160;0;4;;161;2179;2662;;17;0;1;120;120;109;2;0;;1;0;0
PERINAT;2023;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;TYPE2;;;22;6;;;4;1258;88;184;11;0;0;0;0;945;5;4201;1430;0;0;2988;1025;3934;132;696;0;1015;10;6;;1041;11799;14825;;88;0;1;283;247;189;24;11;;7;0;0
PERINAT;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;TYPE3;;1;55;18;9;10;7;3799;517;711;8;134;10;207;14;2016;1;15042;6213;1428;2074;7421;2636;12968;343;2533;54;2560;76;2;0;2740;3626;9003;1;75;0;1;384;365;158;56;24;16;37;1;0
PERINAT;2023;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;TYPE1;;0;24;0;0;0;6;1116;232;0;0;0;0;0;0;826;15;3072;0;0;0;2604;816;2926;132;566;0;812;4;15;;828;;;;51;0;0;0;1;0;0;0;0;0;1;307
PERINAT;2023;260000013;CH DE VALENCE;260000021;TYPE2;INT;1;41;12;6;0;5;3299;239;424;7;111;15;0;0;2155;52;11846;3072;843;0;6728;2509;10433;585;3159;1;2473;36;58;0;2562;8171;5405;121;111;121;1;515;489;342;40;14;;30;0;0
PERINAT;2023;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;TYPE2;;0;25;6;0;0;4;1963;299;179;15;0;0;0;0;1263;49;6212;1305;0;0;4181;1384;5523;296;1458;0;1361;23;11;;1417;6724;9123;759;94;0;1;244;243;154;15;1;1;1;0;0
PERINAT;2023;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;TYPE2;;1;32;6;0;0;6;2398;205;191;39;0;0;0;0;1703;6;9547;1634;0;0;6474;1825;8636;386;2435;0;1797;28;16;0;1862;9047;14902;403;57;0;1;419;347;244;37;11;15;15;0;0
PERINAT;2023;260000146;CH DE CREST;260000054;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1096;1945;51;0;0;1;41;46;40;0;0;;0;0;0
PERINAT;2023;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;CPPR;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;18;1454;;0;0;1;25;13;25;0;0;;0;0;0
PERINAT;2023;260000286;CH DE DIE;260000104;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;1629;18;0;0;1;19;28;19;0;0;0;0;0;0
PERINAT;2023;270000045;CH BERNAY;270000060;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2383;4000;118;0;0;1;86;97;78;0;0;0;0;0;0
PERINAT;2023;270000359;CH EVREUX CH EURE-SEINE;270023724;TYPE2;;1;34;0;10;0;5;3145;760;0;0;462;27;0;0;1662;0;10010;0;2701;0;6146;1971;9043;407;2306;4;1938;33;11;25;2017;2540;5761;35;24;0;1;538;585;502;21;9;19;15;0;0
PERINAT;2023;270000367;CH GISORS;270000086;TYPE1;;0;11;;;;2;571;111;0;0;0;0;0;0;394;5;1681;0;0;0;1384;390;1516;94;415;0;389;1;5;;396;3529;3233;375;12;0;1;138;165;109;0;0;;0;0;0
PERINAT;2023;270000391;CH LOUVIERS CHI ELBEUF;760024042;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;246;1224;319;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2023;270000425;CH PONT-AUDEMER;270000102;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;608;955;23;0;0;1;12;0;12;0;0;;0;0;0
PERINAT;2023;270000441;CH VERNEUIL-SUR-AVRE;270000110;CPPR;;;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;728;1681;25;;;0;0;;0;0;0;;0;0;0
PERINAT;2023;270000458;CH VERNON CH EURE-SEINE;270023724;TYPE1;;0;12;;;;4;1109;336;0;0;0;0;0;0;672;15;2815;0;0;0;2243;667;2602;118;554;0;663;4;12;35;674;1019;2864;2;15;0;1;222;191;208;11;5;19;1;0;0
PERINAT;2023;280000084;CH DREUX;280000183;TYPE2;;;22;8;;;4;1950;414;295;12;0;0;0;0;1006;3;6668;1569;0;0;3604;1178;5650;251;1545;0;1160;18;10;;1202;6399;3228;327;49;0;1;286;258;213;16;4;4;0;1;359
PERINAT;2023;280000662;CH CHATEAUDUN;280500075;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;377;2724;171;0;0;1;60;46;60;0;0;;0;0;0
PERINAT;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;631;4834;328;0;0;1;61;45;61;0;0;0;0;0;0
PERINAT;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TYPE2;;;40;12;6;;6;2649;109;411;13;191;23;0;0;1942;2;10421;2577;1616;0;6182;2285;9602;462;2664;0;2250;35;17;;2345;13470;1644;150;256;2;1;532;496;393;54;12;;20;0;0
PERINAT;2023;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;16;27;11;1;0;;10;0;0
PERINAT;2023;290000025;CHIC QUIMPER;290020700;TYPE2;;;40;12;3;;7;2772;178;434;22;109;13;0;0;1923;5;10549;3118;643;0;6821;2126;9291;418;2278;4;2102;24;10;;2168;8134;8301;34;94;0;1;653;680;353;33;19;7;26;0;0
PERINAT;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;TYPE2;;;15;4;;;3;655;63;137;15;0;0;0;0;475;2;2490;744;0;0;1815;514;2354;121;624;0;508;6;2;;520;5894;6739;318;10;0;1;240;212;213;10;1;;1;0;0
PERINAT;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TYPE3;EXT;1;45;18;6;6;9;3030;179;599;32;149;7;244;18;1648;6;13933;4544;2231;2070;5836;2065;11076;461;3674;12;2006;59;2;;2155;9738;11314;243;63;0;1;512;452;242;58;27;;39;1;0
PERINAT;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;CPPR;;;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;987;1515;42;;;0;0;;0;0;0;;0;0;0
PERINAT;2023;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;TYPE1;;;14;;;;4;489;69;0;0;0;0;0;0;364;8;1653;0;0;0;1274;360;1521;55;271;0;360;0;8;;364;3053;2374;372;12;0;1;76;103;45;0;0;;0;0;0
PERINAT;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;CPPR;;;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;2;;1143;1296;51;;;0;0;0;0;0;0;;1;0;0
PERINAT;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;TYPE1;;0;8;;;;2;308;47;0;0;0;0;0;0;211;5;935;0;0;0;710;211;841;42;210;0;211;0;5;;212;;;;12;0;1;78;81;65;0;1;0;0;0;0
PERINAT;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;CPPR;;;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;1130;1116;39;;;0;0;0;0;0;0;;0;0;0
PERINAT;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;CPPR;;;;;;;;;;0;0;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;3396;2349;80;;;0;0;0;0;0;0;;0;0;0
PERINAT;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;TYPE2;;;34;6;;;9;2273;376;304;9;0;0;0;0;1422;2;7738;1194;0;0;4827;1712;7315;347;1856;1;1698;14;4;;1726;;;;38;1;1;201;254;162;7;2;15;12;1;284
PERINAT;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;TYPE1;;;8;;;;2;303;60;0;0;0;0;0;0;209;6;914;0;0;0;720;208;846;50;243;0;208;0;6;;209;;;;0;0;1;100;103;73;5;1;0;0;0;0
PERINAT;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;TYPE2;;;20;0;7;;3;1293;163;0;0;175;4;0;0;789;0;5117;0;1082;0;2987;926;4638;192;1181;6;916;10;3;;941;;;;12;0;1;365;;223;23;13;;17;0;0
PERINAT;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;TYPE2;;0;24;0;7;0;3;1463;63;0;0;175;26;0;0;1045;1;5452;0;897;0;3580;1166;5003;343;1805;0;1140;26;6;;1199;7855;4014;;63;0;1;281;334;170;10;3;;11;0;0
PERINAT;2023;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;TYPE1;;;16;;;;2;186;28;0;0;0;0;0;0;136;0;629;0;0;0;502;135;591;40;192;0;134;1;0;;136;;;;3;0;1;41;175;29;0;1;;4;0;0
PERINAT;2023;300000023;CH ALES CEVENNES;300780046;TYPE2;;;24;6;0;0;3;1880;548;191;3;0;0;0;0;1003;0;5374;1309;0;0;3490;1064;4749;211;1218;6;1053;11;0;;1088;4996;5789;273;30;0;1;478;450;348;17;2;;0;0;0
PERINAT;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;TYPE2;;1;27;6;;;3;1035;177;171;8;0;0;0;0;553;0;3554;772;0;0;1783;678;3171;124;889;4;670;8;6;;688;5667;2801;73;29;0;0;108;155;71;7;0;2;2;0;0
PERINAT;2023;300782117;CHU NIMES CAREMEAU;300780038;TYPE3;;;50;15;9;6;7;5505;2321;430;8;31;1;229;5;2062;13;17254;4661;202;2772;7080;2489;13489;647;4954;3;2426;63;15;;2552;15434;6029;127;77;0;1;650;722;314;63;38;2;69;1;384
PERINAT;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;TYPE2;;0;40;6;0;0;6;1888;103;212;9;0;0;0;0;1422;3;7082;977;0;0;4904;1604;6699;360;1826;18;1594;10;7;;1621;;;;41;0;1;72;65;45;0;0;;1;0;0
PERINAT;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;TYPE1;;0;14;;;;2;713;74;0;0;0;0;0;0;450;6;2414;0;0;0;1662;450;1933;98;580;0;450;0;2;;453;3638;1223;;12;0;1;47;53;30;2;0;;3;0;0
PERINAT;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;TYPE3;;1;103;15;18;20;9;8933;2115;635;24;447;27;346;8;4249;26;32667;5899;5727;5184;15701;4844;25381;1132;8650;118;4675;169;21;;5087;18174;11143;1532;163;0;1;1062;1064;270;128;110;;164;1;0
PERINAT;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;TYPE2;;;51;9;;;12;3969;301;611;102;0;0;0;0;2803;21;15563;2567;0;0;9457;3278;14375;583;3336;13;3240;38;23;;3334;;;;132;0;1;120;113;34;6;2;32;24;0;0
PERINAT;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;TYPE2;;1;29;6;;;10;2083;192;104;0;0;0;0;0;1607;33;7442;886;0;0;5273;1669;6756;387;2013;9;1654;15;18;;1684;;;;101;0;1;72;131;30;2;0;;13;1;354
PERINAT;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;TYPE2;;0;21;6;;;4;831;25;124;2;0;0;0;0;610;4;3507;1307;0;0;1990;667;2819;124;706;17;657;10;6;0;677;;;;31;0;1;10;9;4;0;0;0;4;0;0
PERINAT;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;TYPE2;;1;44;12;6;;8;1898;143;324;6;201;4;0;0;1311;5;8127;3298;1213;0;4677;1453;6975;333;2201;25;1430;23;5;;1481;;;;21;0;1;195;146;105;7;2;;5;0;0
PERINAT;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;TYPE1;;;37;;;;6;3290;810;0;0;0;0;0;0;2312;37;9910;0;0;0;8249;2285;9498;369;1829;4;2277;8;36;;2317;17658;5137;;101;0;1;761;816;261;65;7;;4;0;0
PERINAT;2023;310781505;CL D'OCCITANIE MURET;310000492;TYPE1;;0;12;;;;3;666;107;0;0;0;0;0;0;453;4;2224;0;0;0;1715;454;2021;130;685;0;453;1;4;;457;;;;5;0;1;97;110;89;2;1;;1;0;0
PERINAT;2023;320000086;CH AUCH EN GASCOGNE;320780117;TYPE2;;0;20;4;0;0;5;1056;111;81;13;0;0;0;0;715;1;3977;716;0;0;2489;762;3493;134;839;1;753;9;7;13;776;8066;5731;123;46;0;1;198;148;98;14;6;20;13;0;0
PERINAT;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;TYPE1;;0;41;;;;6;2465;144;0;0;0;0;0;0;2063;10;9711;0;0;0;7877;2068;9094;363;2082;2;2056;12;10;;2086;11557;9857;1339;100;1;1;253;232;46;21;2;;49;0;0
PERINAT;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;TYPE2;;;18;;;;3;1281;137;76;14;0;0;0;0;905;1;4454;256;0;0;3272;974;4131;175;861;0;968;6;13;;983;7071;4069;;49;0;1;337;286;207;24;9;4;3;0;0
PERINAT;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;TYPE1;;;11;;;;2;444;75;0;0;0;0;0;0;306;5;1259;0;0;0;1007;303;1147;48;229;0;301;2;5;;307;6206;1671;508;35;0;1;93;110;52;3;1;;0;0;0
PERINAT;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;TYPE1;;0;15;;;;4;1128;179;0;0;0;0;0;0;677;7;3647;0;0;0;2536;671;3067;142;792;2;665;6;7;;678;5651;4713;286;24;0;1;247;264;134;19;5;;1;0;0
PERINAT;2023;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1487;803;59;0;0;1;18;9;18;0;0;;0;0;0
PERINAT;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TYPE2;EXT;1;30;9;3;;5;2261;288;68;7;203;15;0;0;1531;0;8332;623;2425;0;5244;1661;7482;392;2401;11;1639;22;8;;1695;21356;7517;348;87;0;1;474;455;253;27;15;9;9;0;0
PERINAT;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;TYPE1;;;30;;;;6;1749;292;0;0;0;0;0;0;1287;9;5622;0;0;0;4658;1278;5305;178;908;0;1270;8;9;;1292;;;;51;0;0;0;0;0;0;0;;0;0;0
PERINAT;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;TYPE2;;1;46;6;0;0;7;3085;206;368;14;0;0;0;0;2268;0;12363;2137;0;0;7798;2541;11236;536;3050;20;2506;35;9;29;2584;;;;83;0;1;22;31;18;0;0;;25;0;0
PERINAT;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;TYPE1;;0;9;;;;2;261;32;0;0;0;0;0;0;197;4;868;0;0;0;677;196;804;55;272;0;196;0;4;;198;3817;2246;;8;0;1;77;96;76;1;0;;0;0;0
PERINAT;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;TYPE1;;;13;;;;2;441;50;0;0;0;0;0;0;328;0;1403;0;0;0;1122;332;1317;79;392;0;332;0;1;0;334;459;738;;26;0;1;61;68;0;1;0;0;0;0;0
PERINAT;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;TYPE3;EXT;1;81;15;34;21;13;9563;2267;355;13;457;3;1013;247;4595;1;35986;2515;10593;6207;18401;5407;30336;1202;9389;16;5278;129;53;;5576;8986;7227;35;163;0;1;1613;1507;465;214;78;48;191;1;514
PERINAT;2023;330782582;POLYCLINIQUE JEAN VILLAR;330000928;TYPE1;;;25;;;;4;1730;600;0;0;0;0;0;0;988;10;4288;0;0;0;3435;985;3958;246;1175;3;978;7;11;;997;;;;49;0;1;89;55;0;10;1;;24;1;0
PERINAT;2023;340000033;CH BEZIERS;340780055;TYPE2;;;25;6;3;;3;2527;754;402;27;152;11;0;0;1231;4;7444;2485;964;0;4035;1426;6566;225;1525;18;1400;26;7;;1467;13227;7072;;73;0;1;694;744;439;57;21;19;5;0;0
PERINAT;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TYPE2;;1;17;6;;;3;729;107;148;8;0;0;0;0;396;1;2247;763;0;0;1287;478;1920;105;526;0;474;4;1;;492;;;;31;0;1;291;312;222;11;1;0;4;0;0
PERINAT;2023;340009885;POLYCL CHAMPEAU BEZIERS;340009877;TYPE1;;;32;;;;4;1755;228;0;0;0;0;0;0;1203;2;5544;0;0;0;3946;1252;4806;266;1303;0;1250;2;3;;1261;;;;52;0;1;35;43;5;2;0;;12;0;0
PERINAT;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;TYPE2;;1;62;6;0;0;8;3844;536;419;42;0;0;0;0;2587;0;14228;2135;0;0;9005;2932;13334;721;4055;15;2896;36;15;;2970;;;;74;0;1;334;361;207;18;5;;15;1;1014
PERINAT;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;TYPE2;;0;38;6;;;8;2006;192;247;14;0;0;0;0;1466;2;8088;1126;0;0;5338;1678;7772;376;2153;13;1658;20;11;;1702;;;;65;0;1;252;297;161;8;3;;8;0;0
PERINAT;2023;340780717;CL ST LOUIS GANGES;340023225;CPPR;;;10;;;;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1;76;0;0;0;;0;0;0
PERINAT;2023;340780741;POLYCL STE THERESE SETE;340000348;TYPE1;;0;23;;;;2;750;143;0;0;0;0;0;0;493;10;2191;0;0;0;1630;495;1992;95;500;0;495;0;10;;495;;;;40;0;1;168;161;104;10;2;;3;0;0
PERINAT;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TYPE3;INT;1;74;20;18;14;9;6409;1979;659;3;603;28;299;16;3035;12;23903;6885;6196;3761;11135;3710;21012;919;7364;43;3581;129;11;10;3868;6530;9022;637;120;2;1;1057;1031;526;49;25;70;106;1;959
PERINAT;2023;350000121;CHP SAINT GREGOIRE;350000303;TYPE2;;;43;9;;;5;2189;194;454;68;0;0;0;0;1373;13;8846;2097;0;0;4714;1753;8108;344;1931;6;1736;17;15;;1789;;;;60;0;1;41;48;0;0;0;;15;0;0
PERINAT;2023;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;TYPE2;;1;59;9;;;10;4159;295;569;41;0;0;0;0;3052;12;17216;3539;0;0;11165;3533;16250;606;3823;1;3501;32;35;;3582;2604;24721;813;214;6;1;1;18;1;0;0;;47;1;912
PERINAT;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TYPE2;;0;26;6;;;4;2029;243;163;19;0;0;0;0;1435;44;7125;1253;0;0;4875;1497;6419;270;1461;4;1483;14;53;;1519;7560;3657;179;46;0;1;318;312;219;17;2;;9;0;0
PERINAT;2023;350000154;C.H FOUGERES;350000030;TYPE2;;1;14;4;;;4;848;95;296;8;0;0;0;0;377;5;3287;1336;0;0;1419;615;2903;90;554;0;611;4;6;2;622;3494;5931;153;8;0;1;92;88;66;2;1;;0;0;0
PERINAT;2023;350000162;CHIRC SITE REDON;350000048;TYPE1;;0;15;;;;3;528;61;0;0;0;0;0;0;412;12;1933;0;0;0;1582;404;1792;76;415;1;401;3;9;0;415;8480;3711;106;15;1;1;157;156;129;4;1;0;3;0;0
PERINAT;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;TYPE2;;0;16;4;;;2;864;63;204;8;0;0;0;0;518;4;3603;1354;0;0;2017;673;3365;140;881;0;667;6;10;;680;6981;5616;175;4;0;1;32;36;12;2;0;;1;0;0
PERINAT;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TYPE3;EXT;1;73;18;21;14;15;5280;625;460;11;511;21;240;12;3207;8;24235;5854;6858;3827;13385;3694;20920;709;5701;52;3589;105;10;;3821;8090;15153;703;76;6;1;1555;1624;739;98;71;89;71;1;0
