BOR;AN;FI;RS;FI_EJ;SPED;UPED;LIT_CHI_PED;LIT_MED_PED;PLA_CHI_PED;PLA_MED_PED;SEJHP_MED_PED;SEJHP_CHI_PED;SEJHC_MED_PED;SEJHC_CHI_PED;JOU_CHI_PED;JOU_MED_PED;EFFLIB_PM;EFFLIB_PED;EFFLIB_CHIPED;ETPSAL_PM;ETPSAL_PED;ETPSAL_CHIPED;GAR_PM;GAR_PED;GAR_CHIPED;AST_CHIPED;AST_PM;AST_PED;EFFLIB_INFNS;EFFLIB_PUE;EFFLIB_AUX;EFFLIB_KINE;EFFLIB_PSY;EFFLIB_APNM;ETPSAL_INFNS;ETPSAL_PUE;ETPSAL_AUX;ETPSAL_KINE;ETPSAL_PSY;ETPSAL_APNM
MCOPED;2023;420785354;HOPITAL NORD - CHU42;420784878;1;1;19;59;4;3;1509;1260;4929;1267;3582;11575;1;;;14.04;8.67;1.72;1;0;0;0;1;1;84;21;59;5;3;47;68.54;16.69;46.07;2.12;0.87;32.46
MCOPED;2023;430000117;CH EMILE ROUX LE PUY;430000018;1;1;;13;;2;714;0;1354;0;0;2467;0;0;0;3.03;3.03;0;0;0;0;0;1;1;0;0;0;0;0;0;3.61;7.62;5.94;0.18;0.72;8.11
MCOPED;2023;430000190;CH DE BRIOUDE;430000034;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2023;440000016;CH DE SAINT NAZAIRE;440000057;1;1;0;24;;2;1926;0;2252;0;0;6854;;;;6;5.98;;1;1;;;0;0;;;;;;;8.75;8.7;18.08;0.4;1.3;7.6
MCOPED;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;1;30;81;12;17;6554;1911;7746;2152;7523;27157;;;;26.7;20.39;2.05;1;1;1;1;1;1;;;;;;;105.04;83.71;81.29;0.34;1.36;42.35
MCOPED;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;1;0;15;0;0;0;0;483;0;0;1394;0;0;0;1.6;1.6;0;;;;;1;1;0;0;0;0;0;0;5.07;2.24;2.05;0.2;0.25;4.06
MCOPED;2023;440029379;CLINIQUE JULES VERNE;440000974;1;0;0;0;0;0;0;52;0;0;0;0;1;;1;;;;0;0;0;0;0;0;;;;;;;;;;;;
MCOPED;2023;440033819;SANTE ATLANTIQUE;440006344;1;0;0;0;0;0;0;0;12;0;0;35;;;;0;;;;;;;;;;;;;;;;;;;;
MCOPED;2023;450000047;CH DEZARNAULDS - GIEN;450000096;1;1;;20;;;0;0;1109;0;0;2527;;;;3.17;3.17;;;;;;;;;;;;;;6.59;2.7;12.23;0.5;;4.88
MCOPED;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;1;;13;;;0;0;1252;0;0;2225;1;1;;6.1;6.1;;1;1;1;0;0;0;;;;;;;17.18;4.89;3.95;;;13.36
MCOPED;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;1;15;40;2;12;1294;1205;3858;1094;2317;9545;;;;2.3;1.9;0.4;1;1;0;0;1;1;;;;;;;5.6;0.1;4.9;;;0.1
MCOPED;2023;460000110;CH JEAN ROUGIER CAHORS;460780216;1;0;;10;;0;265;0;480;0;0;970;0;0;;4.52;2.52;;0;0;;;1;1;0;0;0;0;0;0;2;8.82;3.39;0;0.2;3.35
MCOPED;2023;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;1;0;;13;;2;701;0;976;0;0;3688;0;0;0;6.04;6.04;0;1;1;;;;;0;0;0;0;0;0;6.09;6.36;10.68;0.1;1.64;7.9
MCOPED;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;0;;7;;;0;0;686;0;0;1316;;;;4.68;4.68;;;;;;;;;;;;;;;3.2;15.14;0;0;1.81
MCOPED;2023;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;0;;14;;2;24;0;743;0;0;2110;;;;3.03;2;;0;0;0;0;1;1;;;;;;;0.67;5.38;5.13;;;5.66
MCOPED;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;0;0;6;0;0;121;0;394;0;0;824;;;;1.4;1.4;;0;0;0;0;1;1;;;;;;;1.25;10.78;4.83;0;0.2;3.15
MCOPED;2023;490000049;CHR ANGERS SITE LARREY;490000031;1;1;18;36;5;7;3532;1565;4403;1038;3268;14332;;;;46.84;29.55;5;1;1;0;1;1;1;;;;;;;18.52;21.05;20.27;0;1.43;50.26
MCOPED;2023;490000635;CH DE CHOLET;490000676;1;0;2;18;;2;402;0;1530;300;720;4288;;;;8.2;7.2;;1;1;;;0;0;;;;;;;8.6;9.31;11.01;;;5
MCOPED;2023;490001765;CH DE SAUMUR;490528452;1;1;;4;;1;103;0;513;0;0;1033;;;;1.13;1.13;;0;0;0;;1;1;;;;;;;1.29;4;4.62;;;4.79
MCOPED;2023;500000021;CHAG - SITE AVRANCHES;500000054;1;1;;15;;;0;0;1387;0;0;3078;;;;4.12;4.04;0.04;0;0;0;0;0;0;;;;;;;11.58;8.9;9.8;;1.2;11.65
MCOPED;2023;500000187;CHPC - SITE CHERBOURG;500000013;1;0;;27;;2;648;0;2018;0;0;6266;;;;8.9;8.9;;;;;;;;;;;;;;8.94;15.69;7.08;;0.66;4.65
MCOPED;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;1;1;;12;;0;90;0;1130;0;0;2869;;;;4.99;4.99;;1;1;0;0;0;0;;;;;;;9.87;6.88;7.08;;0.32;6.97
MCOPED;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;1;0;4;8;0;0;108;1;874;77;134;2079;;;;5.24;4.74;0.5;0;0;0;0;1;1;;;;;;;8.35;1.87;6.71;;0.59;5.29
MCOPED;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;0;;8;;;52;0;650;0;0;2235;;;;2.31;2.1;0.02;0;0;0;0;1;1;;;;;;;3.61;3;6.1;;;3.86
MCOPED;2023;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;1;1;18;50;5;17;3331;2237;4026;904;2377;13706;;;;11.95;4.27;7.44;1;1;1;1;1;1;0;0;0;0;0;0;40.7;30.88;35.57;0;0;27.52
MCOPED;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;0;0;17;0;0;0;0;613;0;0;1724;;;;1.89;1.89;;0;0;;;1;1;;;;;;;9.67;5.12;11.31;;;6.02
MCOPED;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;0;0;10;0;2;291;0;1030;0;0;2728;;;;4.79;4.59;;1;1;0;0;0;0;;;;;;;9.27;1;11.23;0;0.5;5.48
MCOPED;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;0;;18;;4;534;0;1784;0;0;4558;0;0;0;4.27;4.27;0;1;1;0;0;0;0;;;;;;;7.15;11.96;9.32;0;0.25;10.16
MCOPED;2023;540000015;CHRU NANCY - MATERNITE;540023264;1;1;;;;2;242;0;61;0;0;68;;;;0.18;0.18;;1;1;0;0;1;1;;;;;;;2;1;;;;
MCOPED;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;0;0;5;0;0;0;0;531;0;0;1066;;;;3.47;3.47;0;0;0;0;0;1;1;;;;;;;4.74;1.55;4.5;0;0;1.2
MCOPED;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;1;0;8;0;0;0;0;374;0;0;1555;;;;1.44;1.19;;0;0;;;1;1;;;;;;;4.7;2.3;6.18;;0.5;2.7
MCOPED;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;1;33;71;7;25;7130;2242;7735;1919;5760;21564;3;;;43.04;26.18;2.79;1;1;0;1;1;0;;;;;;;115.12;62.78;97.93;;5;78.17
MCOPED;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;0;;12;;2;218;0;666;0;0;1592;;;;2.5;2.5;;;;;;1;;;;;;;;4.61;3;8.29;;;2.25
MCOPED;2023;560000127;CHBA SITE DE VANNES;560023210;1;1;;21;;5;1063;0;2683;0;0;7389;;;;16.75;16.75;;1;1;;;0;0;;;;;;;10.07;18.79;19.47;0.04;0.75;7.79
MCOPED;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;1;0;24;0;4;1379;0;1810;0;0;5583;;;;5.22;5.22;;1;1;;;0;0;;;;;;;5.31;8.72;10.76;;0.82;3.62
MCOPED;2023;560000143;CHCB- SITE KÉRIO;560014748;1;1;;10;;;31;0;457;0;0;1375;;;;2;2;0;0;0;;;1;1;;;;;;;3.33;9.23;5.7;;;2.92
MCOPED;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;1;0;22;;4;629;0;2124;0;0;4475;;;;4.77;4.77;;0;0;0;;1;1;;;;;;;12.76;12.75;6.16;0.15;0.02;21.88
MCOPED;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;0;1;7;0;0;0;0;667;44;76;1872;;;;2.78;2.78;;;;;;;;;;;;;;3.13;4.96;9.12;;;3.01
MCOPED;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;1;0;15;0;2;209;0;1315;0;0;4203;;;;4.01;3.76;0;0;0;0;0;0;0;;;;;;;3.61;22.6;13.97;0;0;2.03
MCOPED;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;0;;16;;4;10;0;792;0;0;2163;;;;2.71;2.71;;0;0;0;0;1;1;;;;;;;2.98;6.68;5.69;;;3.77
MCOPED;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;1;7;30;0;3;1099;0;2000;654;1578;7686;;;;5.26;2.91;0;0;0;0;0;0;0;;;;;;;9.24;18.44;19.39;;;7.29
MCOPED;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;1;;;21;;;0;0;1301;0;0;3804;;;;3.51;3.51;;1;1;;;0;0;;;;;;;5.29;3.01;10.09;;;0.9
MCOPED;2023;590000121;CH SECLIN;590780227;1;1;;11;;;68;0;953;0;0;2273;;;;3.88;3.2;;1;1;;;0;0;;;;;;;0.98;7.17;4.43;;0.27;3.91
MCOPED;2023;590000337;CH DUNKERQUE;590781415;1;1;;36;;4;1332;0;3203;0;0;6729;;;;8.42;7.52;;0;;;;1;;;;;;;;9.21;13.84;17.91;;0.77;15.41
MCOPED;2023;590000428;CH CAMBRAI;590781605;1;;3;19;0;1;96;0;1398;87;226;3006;0;0;0;2.9;2.9;0;0;0;;;1;1;;;;;;;8.08;6.34;19.82;;;7.34
MCOPED;2023;590000535;CH DE MAUBEUGE MCO;590781803;1;;0;16;0;3;730;0;1649;0;0;3620;;;;9.65;6.75;0.9;1;1;0;0;1;1;;;;;;;9.73;12.06;22.64;;;10.48
MCOPED;2023;590000618;CH VALENCIENNES;590782215;1;1;14;38;6;4;1076;863;5488;1045;3007;10076;;;;16.72;4.88;11.84;1;1;;;0;0;;;;;;;8.86;20.29;9.53;;0.42;26.33
MCOPED;2023;590000758;CH ARMENTIERES;590782637;1;0;;13;;2;629;0;1502;0;0;2870;;;;4.91;3.94;0.2;1;1;;;0;0;;;;;;;7.35;12.46;17.53;0.1;0.64;5.6
MCOPED;2023;590001004;CH DOUAI DECHY;590783239;1;1;0;19;0;0;0;0;1952;0;0;4402;;;;7.45;3.4;;1;1;;;0;0;;;;;;;3.52;4.64;5.54;;0.5;6.75
MCOPED;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;590780193;1;;28;107;18;22;6917;2987;5667;1140;4543;23027;;;;22.98;16.44;1.62;0;0;0;1;1;1;;;;;;;71.46;118.25;105.4;0;4.02;123.45
MCOPED;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;1;;;10;;2;412;0;848;0;0;2478;;;;3.88;2.8;;0;0;;;1;1;;;;;;;4.05;14.37;6.58;0;0;10.49
MCOPED;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;1;;;15;;8;1132;0;5753;0;0;5879;;;;5.09;4.83;;0;0;;;1;1;;;;;;;18.59;4.18;10.05;0;1;31.65
MCOPED;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;1;7;19;11;27;5823;1609;3627;438;929;7663;;;;20.64;15.42;5.22;;;;;;;;;;;;;10.86;14.77;24.11;;;1.11
MCOPED;2023;590801106;HOPITAL VICTOR PROVO;590782421;1;1;10;40;0;5;1070;470;3521;877;2238;7524;;;;24.19;21.33;2.86;1;1;0;1;1;1;;;;;;;16.48;58.58;17.23;0.99;5.35;35.57
MCOPED;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;1;1;;15;;1;96;0;1368;0;0;2864;;;;5.81;5.81;;0;0;;;1;1;;;;;;;0.08;8.65;8.32;;0.25;4.99
MCOPED;2023;600000194;CH BEAUVAIS;600100713;1;1;;28;;3;146;0;2392;0;0;5930;;;;7.2;7.2;;;;;;;;;;;;;;8.88;2.42;9.63;;1;7.71
MCOPED;2023;600000467;CH GHPSO CREIL;600101984;1;1;;34;;5;716;0;3632;0;0;10675;;;;5.54;5.54;;1;1;;;1;1;;;;;;;41.6;1.99;26.2;;1.04;23.69
MCOPED;2023;600113476;CH CHICN COMPIÈGNE;600100721;1;1;;20;;2;475;0;1570;0;0;4086;;;;7.15;6.15;;;;;;;;;;;;;;15.46;0.6;9.23;;1.06;6.94
MCOPED;2023;610000051;CHICAM - SITE ALENCON;610780082;1;1;0;15;0;0;366;0;1113;0;0;2618;;;;5.33;4.2;0;1;;;;0;;;;;;;;7.02;3.91;7.45;;;5.67
MCOPED;2023;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;1;1;0;16;0;0;121;0;1493;62;104;2677;;;;3.58;3.53;0.05;0;0;0;0;1;1;;;;;;;10.59;2.89;1;;0.23;15.65
MCOPED;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;1;;;17;;;0;0;1745;0;0;5934;;;;6.91;6.38;;;;;;;;;;;;;;14.36;11.46;14.27;;1.93;22.04
MCOPED;2023;610780116;CHIC DES ANDAINES - LA FERTE MACE;610790594;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2023;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;1;0;0;1;0;1;194;0;40;0;0;115;;;;0.1;0.05;;0;0;0;0;1;1;;;;;;;1;;0.25;0.25;;1
MCOPED;2023;620000034;CH ARRAS;620100057;1;1;0;33;0;6;744;0;2231;0;0;5465;;;;9.97;9.97;;1;1;;;0;0;;;;;;;14.97;16.53;15.69;0;1;15.51
MCOPED;2023;620000224;CH BETHUNE;620100651;1;;;20;;2;400;0;1615;0;0;4001;;;;5;5;;0;0;;;1;1;;;;;;;3.39;10.14;10.59;;;8.6
MCOPED;2023;620000257;CH LENS;620100685;1;1;10;15;5;5;856;883;2636;684;1723;6781;;;;9.22;5.45;1.77;1;1;0;1;0;0;;;;;;;26.47;12.19;21.41;0;0.92;23.36
MCOPED;2023;620000323;CH CALAIS;620101337;1;1;;15;;4;577;0;1880;0;0;4579;;;;11.13;9.13;;1;1;;;0;0;;;;;;;6.03;8.09;8.77;;0.6;5.37
MCOPED;2023;620000349;CH REGION DE ST OMER;620101360;1;0;0;10;0;2;48;0;832;0;0;1789;;;;2.42;2.42;;0;0;0;0;1;1;;;;;;;0;8.68;7.34;;;2.36
MCOPED;2023;620000653;CH BOULOGNE-SUR-MER;620103440;1;1;4;25;;2;343;0;1850;290;572;4641;;;;6.2;3.53;;1;1;;0;0;0;;;;;;;11.03;4.7;12.89;;1.17;13.87
MCOPED;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;1;1;;12;;2;226;0;1368;0;0;2157;;;;4.89;3.89;;0;0;;;1;1;;;;;;;4.09;5.41;3;;0.25;3.26
MCOPED;2023;630781268;HOPITAL ESTAING - CHU63;630780989;1;1;14;46;4;12;726;716;3697;1308;3753;15314;0;;;25.45;18.24;5.94;1;1;0;1;0;0;;;;;;;40.51;36.28;46.51;0;1.73;35.16
MCOPED;2023;640000162;CH COTE BASQUE;640780417;1;;3;19;0;2;778;0;4156;255;539;6374;;;;10.24;10.24;;1;1;0;1;0;0;;;;;;;2.7;8.79;5.49;;0.89;9.27
MCOPED;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;1;1;0;24;0;4;1589;0;2080;0;0;5692;;;;21.5;18.3;2;;1;0;1;;1;;;;;;;;17.13;9.79;;0.5;12.56
MCOPED;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;1;1;0;18;0;6;565;0;1357;0;0;2879;;;;8.05;8.05;;0;0;0;0;0;0;;;;;;;4.03;19.59;1.31;;0.4;19.08
MCOPED;2023;660000084;CH PERPIGNAN;660780180;1;;;25;;6;1543;0;3462;0;0;8026;0;0;0;12.71;12.71;0;;;;;;;0;0;0;0;0;0;21.6;9.18;11.77;0;1;17.19
MCOPED;2023;660780776;CL ST MICHEL PRADES;660000399;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2023;670000157;CENTRE HOSPITALIER DE HAGUENAU;670780337;1;1;;18;;2;822;0;1115;0;0;3126;;;;7.54;5.77;0;1;1;0;0;0;0;;;;;;;2.57;19.1;;0.07;2.1;19.78
MCOPED;2023;670000165;CH SAINTE-CATHERINE DE SAVERNE;670780345;1;1;1;4;0;5;159;0;758;20;20;1642;;;;7.8;7.8;;1;1;;;0;0;;;;;;;12.43;11.71;1.5;;0.38;9.18
MCOPED;2023;670000397;CENTRE HOSPITALIER DE SELESTAT;670017755;1;0;;14;;;0;0;568;0;0;1751;1;1;;4.88;3.49;0.03;0;0;0;0;1;1;;;;;;;8.04;2.11;3.53;0;0;9.08
MCOPED;2023;670780212;CLINIQUE SAINTE-ANNE;670014604;1;0;;6;;;0;0;176;0;0;245;13;;;;;;;;;;;;;;;;;;;6.45;15.05;;;0.6
MCOPED;2023;670783273;HOPITAL DE HAUTEPIERRE;670780055;1;1;23;64;10;26;3124;2020;5661;1376;4450;20714;1;1;;37.99;32.35;5.64;1;1;1;1;1;1;;;;;;;89.56;77.63;37.65;3.5;7.1;76.07
MCOPED;2023;680000684;HOPITAL LOUIS PASTEUR;680000973;1;1;6;23;11;6;1215;1713;1917;495;1203;5839;;;;5.12;3.7;1.42;1;1;0;1;0;0;;;;;;;11.99;15.97;22.44;0;0;12.9
MCOPED;2023;680004546;HOPITAL EMILE MULLER;680020336;1;1;0;48;5;5;1803;3;2667;57;172;11901;;;;12.99;8.66;;1;;;;1;1;;;;;;;36.06;25.54;28.05;0.2;2.08;22.2
MCOPED;2023;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;1;0;;;;2;659;0;0;0;0;0;;;;1.29;0.39;;0;0;0;0;1;1;;;;;;;1.02;;0.79;2.62;0.09;7.32
MCOPED;2023;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;1;0;;45;5;5;1195;1286;2659;0;0;9695;5;5;;8.74;7.54;0.58;1;1;1;0;0;0;;;;;;;32.48;14.27;22.93;0.02;0.69;8
MCOPED;2023;690000880;CENTRE LEON BERARD;690783220;1;0;;17;;;0;0;2373;0;0;2697;;;;9.12;9.12;;0;0;0;0;1;1;;;;;;;16.81;6.58;10.53;;1.5;11.1
MCOPED;2023;690007539;HOPITAL FEMME MERE ENFANT - HCL;690781810;1;1;72;142;21;43;18993;3171;9720;3417;8915;36249;;;;62.84;41.52;5.77;1;1;1;1;1;1;;;;;;;198.89;73.62;197.38;3.6;14.34;96.34
MCOPED;2023;690019849;IHOP - HCL;690781810;1;0;;35;;16;2064;0;534;0;0;2302;;;;5.65;5.57;;;;;;;;;;;;;;25;16.11;25.86;0.25;1.32;16.56
MCOPED;2023;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;1;0;;13;;1;96;0;526;0;0;2866;;;;2.38;;;;;;;1;0;;;;;;;4.07;5.88;7.66;;0.65;1.12
MCOPED;2023;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;1;0;0;42;0;1;706;0;1016;0;0;9167;;;;8.65;3.18;;1;0;;;1;0;;;;;;;26.5;12.3;23.86;;0.68;16.19
MCOPED;2023;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;0;;14;;4;636;0;1410;0;0;3034;2;2;;5.1;5.1;;1;1;;;1;1;;;;;;;;20.24;11.66;;;4.46
MCOPED;2023;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;;;10;;;0;0;1079;0;0;1705;;;;3.46;;;;;;;;;;;;;;;3.88;4.96;11.77;;;1.02
MCOPED;2023;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;1;0;18;0;0;0;0;3607;0;0;5583;;;;9.2;9.2;;;1;;;;0;;;;;;;8.49;6.99;10.49;;1.88;2.99
MCOPED;2023;710978289;CH LES CHANAUX MACON;710780263;1;1;1;14;0;;144;0;1439;98;221;3674;;;;6.19;6.19;;1;1;;;0;0;;;;;;;6.66;14.87;16.52;;0.5;6.27
MCOPED;2023;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;1;12;53;6;8;1677;1390;4941;787;2307;13360;0;0;0;9.11;7.22;1.89;1;1;1;0;0;0;;;;;;;29.92;11.64;38.88;;0.5;6.73
MCOPED;2023;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;0;0;0;0;7;116;0;59;0;0;164;;;;1.66;1.66;0;0;;0;0;0;0;;;;;;;0.13;0;0.05;0;0.2;0
MCOPED;2023;730000031;CHMS CHAMBERY NH;730000015;1;1;9;36;;6;1951;0;2308;118;180;9812;;;;11.74;11.74;;;;;;;;;;;;;;10.74;8.68;;0.6;2.15;21.87
MCOPED;2023;730000262;CH D'ALBERTVILLE;730002839;1;0;2;12;;;0;0;1110;0;0;2943;;;;2.72;2.72;;0;0;;;1;1;;;;;;;7.02;5.69;7.17;;0.2;4.9
MCOPED;2023;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;1;;46;;4;957;0;2986;0;0;9502;;;;10.7;10.7;;1;1;;;0;0;;;;;;;20.34;10.23;28.55;;;6.51
MCOPED;2023;740000328;HOPITAUX DU LEMAN;740790381;1;0;;16;;4;624;0;1539;0;0;4061;;;;4.33;3.64;0.2;0;0;0;0;1;1;;;;;;;4.9;;4.32;;;4.1
MCOPED;2023;740781141;CH ALPES LEMAN;740790258;1;0;2;17;0;3;422;0;1642;214;387;4392;;;;8.25;7.85;;1;1;;;0;;;;;;;;15.64;6.86;16.19;0;0.2;4.7
MCOPED;2023;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;0;1;21;1;2;596;247;1183;204;516;4412;1;1;;2.5;2.5;;0;0;;;1;1;;;;;;;10.42;7.27;9.09;;0.75;8.09
MCOPED;2023;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;1;0;17;;;;0;935;269;161;599;1626;;;;10.8;4;6.8;0;0;0;1;1;1;;;;;;;15.01;2.17;3.44;0.8;1;2.41
MCOPED;2023;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;1;1;60;179;15;47;8448;2497;8123;2469;9556;30477;;;;160.82;;;1;1;;;1;1;;;;;;;299.89;63.53;139.52;10.02;21.49;215.3
MCOPED;2023;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;1;;;10;;6;2026;0;191;0;0;3480;;;;10.19;10.19;;0;0;;;0;0;;;;;;;9.35;1.1;1.65;0;4.87;14.85
MCOPED;2023;750100208;HU NECKER ENFANTS MALADES APHP;750712184;1;1;138;278;17;51;12496;2834;11464;6786;22518;55338;;;;285.29;169.52;66.95;1;1;;;1;1;;;;;;;468.15;139.18;256.53;26.21;30.83;541.81
MCOPED;2023;750803454;HU ROBERT DEBRE APHP;750712184;1;1;35;155;15;45;10230;3071;11632;2224;7197;43055;0;0;0;133.42;70.01;36.14;1;1;1;1;1;1;0;0;0;0;0;0;347.25;80.63;210.16;14.66;21.45;202.77
MCOPED;2023;760000018;CH DIEPPE;760780023;1;0;0;13;0;3;397;0;1435;0;0;2961;;;;7.52;7.52;;1;1;;;0;0;;;;;;;14.71;7.19;;;0.71;24.52
MCOPED;2023;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;760780239;1;1;43;78;14;20;4837;2575;6513;1934;5964;22405;;;;46.88;35.94;3.28;1;1;;1;;;;;;;;;139.63;67.64;108.68;;5.64;71.24
MCOPED;2023;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;760780734;1;0;;10;;;0;0;663;0;0;1639;;;;1.06;1.06;;0;0;;;1;1;;;;;;;8.09;2.63;2;;;6.1
MCOPED;2023;760000463;CH LES FEUGRAIS CHI ELBEUF;760024042;1;0;0;12;0;0;0;0;1549;0;0;2835;;;;8.41;8.41;;1;1;;;0;0;;;;;;;5.83;4.41;9.97;0;0;4.97
MCOPED;2023;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;760780726;1;1;8;45;9;5;1156;815;4597;870;2093;9847;;;;6.96;4.98;1.96;1;1;0;1;0;0;;;;;;;40.25;15.65;15.48;;1.3;40.65
MCOPED;2023;770000131;CH DE COULOMMIERS;770021145;1;;0;10;0;0;0;0;724;0;0;2303;;;;4.55;3.5;;;;;;;;;;;;;;8.6;0.8;8.42;;0.17;5.21
MCOPED;2023;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;1;;2;;3;400;0;1602;0;0;3556;;;;11.15;;;1;;;;1;;;;;;;;;;;;;
MCOPED;2023;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;1;;28;;4;456;0;1941;0;0;5255;0;0;0;15.01;14.7;0;1;1;0;0;0;0;;;;;;;;;;;;
MCOPED;2023;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;0;0;1;0;0;0;0;6;0;0;4;;;;1.68;1.68;;1;1;1;1;1;1;;;;;;;;;;;;
MCOPED;2023;770000172;CH DE PROVINS LEON BINET;770110070;1;0;1;17;0;1;44;0;914;22;53;2038;;;;5.11;5.11;;1;1;;;0;0;;;;;;;11.59;3.9;8.09;0;0;2.8
MCOPED;2023;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;;0;30;0;3;962;0;2474;0;0;7414;;;;16.25;12.34;0.05;;;;;;;;;;;;;39.33;2.85;12.85;;2.17;
MCOPED;2023;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;;0;25;0;2;1484;0;1923;0;0;6839;;;;9.45;;;1;;;;0;;;;;;;;9.37;0.25;7.28;;;8.96
MCOPED;2023;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;1;3;29;2;3;392;360;3858;256;805;6122;;;;3.99;;;1;;;;0;;;;;;;;13.61;6.2;28.98;0.25;1.22;10.59
MCOPED;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;1;;40;;6;832;0;2530;0;0;8139;;;;5.81;5.44;;0;0;;;0;0;;;;;;;12.98;11.16;13.27;;2.98;14.76
MCOPED;2023;780000329;CH DE RAMBOUILLET;780110052;1;1;0;12;0;2;208;0;948;0;0;2427;;;;3.2;3.2;;1;1;;;0;0;;;;;;;4.58;1.31;3.93;;0.5;3.57
MCOPED;2023;780630026;CENTRE PEDIATRIQUE DES COTES;750803900;1;0;;1;;8;1388;0;26;0;0;175;;;;2.83;2.83;;1;1;0;;;;;;;;;;2.26;1.26;;;;0.88
MCOPED;2023;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;1;1;29;1;5;1568;171;3045;128;334;8441;;;;15.35;15.35;;1;1;;;0;0;;;;;;;24.63;8.44;21.11;;2.19;10.04
