BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2023;310780358;MAISON DE SANTE DE MAILHOL LABASTIDE;310000146;GEN;;;;;100;;;;;;36500;6;;1;1322;35875;;;;;;1225;;1031;;;;;;;;;;;839;;5;;3;1.2;;;2;43.84;29.58;11.12;2.14;0;1
PSY;2023;310780358;MAISON DE SANTE DE MAILHOL LABASTIDE;310000146;TOT;0;;;0;100;;;;;;36500;6;;1;1322;35875;;;;;;1225;;1031;;;;;;;;;;;839;;5;;3;1.2;;;2;43.84;29.58;11.12;2.14;0;1
PSY;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;GEN;;;;;125;;;;;;45625;5;;;1164;44879;;;;;;9254;;;;;;;;;;;;;1631;;8;;;;0;1;;68.31;48.62;15.9;0.9;;3
PSY;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;TOT;0;;;0;125;;;;;;45625;5;;;1164;44879;;;;;;9254;;;;;;;;;;;;;1631;;8;;;;;;;68.31;48.62;15.9;0.9;;3
PSY;2023;310781141;CL DU VIEUX CHATEAU D'OC CASTELMAUROU;310000435;GEN;;;;;188;;;;;;68620;5;;;1523;51623;;;;;;3353;;;;;;;;;;;;;1381;;6;1.64;;2.21;0;0;;79.09;43.58;9.67;3.54;3.37;1.25
PSY;2023;310781141;CL DU VIEUX CHATEAU D'OC CASTELMAUROU;310000435;TOT;0;;;0;188;;;;;;68620;5;;;1523;51623;;;;;;3353;;;;;;;;;;;;;1381;;6;1.64;;2.21;;;;79.09;43.58;9.67;3.54;3.37;1.25
PSY;2023;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;310788906;GEN;;;;;;;;;;;;55;0;;;;;;;;;12236;;;;;;;;;;;;;86;86;;0.6;;0;0;0;0;10;7;0;1;1;1
PSY;2023;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;310788906;TOT;0;;;0;;;;;;;;55;0;;;;;;;;;12236;;;;;;;;;;;;;86;86;;0.6;;0;;;0;10;7;0;1;1;1
PSY;2023;310782446;ARSEAA;310782446;INF;;1;;;;;;;;;;90;;;;;;;;;;7280;;;12;3;6;33892;1929;12998;153;27;1961;149;3912;3881;24;13.26;;;1;1;2;113.63;27.22;0;16.59;17.04;52.78
PSY;2023;310782446;ARSEAA;310782446;TOT;1;;1;0;;;;;;;;90;;;;;;;;;;7280;;;12;3;6;33892;1929;12998;153;27;1961;149;3912;3881;24;13.26;;;;;2;113.63;27.22;0;16.59;17.04;52.78
PSY;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;GEN;;1;;;88;;;;;;32102;25;;;1108;29184;;;;;;2956;;;1;3;;9145;16581;;204;;2481;;5926;5045;;36.07;;;1;;;;;;;;
PSY;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;INF;;1;;;11;;;;6;;4015;60;;;105;3932;;;;1922;;7558;;;5;5;1;17514;12272;4005;844;20;8328;56;5797;5175;;22.84;;;1;;;139.46;75;44.38;7.74;1;
PSY;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146.75;56.55;11.58;16.92;17.76;19
PSY;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;TOT;1;;;0;99;;;;6;;36117;85;;;1213;33116;;;;1922;;10514;;;6;8;1;26659;28853;4005;1048;20;10809;56;11723;10220;;58.91;;;;;;286.21;131.55;55.96;24.66;18.76;19
PSY;2023;310783097;CENTRE DE SANTE MENTALE MGEN TOULOUSE;750005068;GEN;;;;;;;;;;;;42;;;;;;;;;;12422;;;;;;;;;;;;;210;;;3.5;;;;;;16.2;11;0;2;1;2.2
PSY;2023;310783097;CENTRE DE SANTE MENTALE MGEN TOULOUSE;750005068;TOT;0;;;0;;;;;;;;42;;;;;;;;;;12422;;;;;;;;;;;;;210;;;3.5;;;;;;16.2;11;0;2;1;2.2
PSY;2023;310795463;CENTRE DE POST CURE APRES TOULOUSE;310785068;GEN;;8;;;;;;19;;;;31;;;;;;;4539;;;4378;;;;;;;;;;;;;74;0;0;0.24;0;0;0;0;0;14.29;5.27;2.83;0.2;0.2;5.79
PSY;2023;310795463;CENTRE DE POST CURE APRES TOULOUSE;310785068;TOT;1;;0;0;;;;19;;;;31;;;;;;;4539;;;4378;;;;;;;;;;;;;71;0;0;0.24;0;0;;;0;14.29;5.27;2.83;0.2;0.2;5.79
PSY;2023;320000094;CHS DU GERS;320780125;GEN;;3;;;117;0;0;0;0;0;42705;35;6;1;979;37555;0;0;0;0;0;4424;36;1198;8;4;8;24977;4617;4667;10100;953;1402;18;4359;3358;;9.65;;;1;1;;267.14;128.78;66.67;10.36;3;17.7
PSY;2023;320000094;CHS DU GERS;320780125;INF;;1;;;5;0;;;0;0;1825;9;2;0;214;1521;0;;;0;0;956;172;0;5;3;0;8195;2293;0;766;58;222;11;932;828;;1.6;;1;1;1;;56.48;30.55;;7.57;3.78;9.09
PSY;2023;320000094;CHS DU GERS;320780125;TOT;1;;0;0;122;0;0;0;0;0;44530;44;8;1;1193;39076;0;0;0;0;0;5380;208;1198;13;7;8;33172;6910;4667;10866;1011;1624;29;5192;3868;;11.25;;1;;;;323.62;159.33;66.67;17.93;6.78;26.79
PSY;2023;320780109;CL PSY D'EMBATS AUCH;320000078;GEN;;;;;68;;;;;;24820;20;;;397;20376;;;;;;7127;;;;;;;;;;;;;462;;3;0.23;3;0;1;0;;;22.1;4.6;2.5;0.5;1
PSY;2023;320780109;CL PSY D'EMBATS AUCH;320000078;TOT;0;;;0;68;;;;;;24820;20;;;397;20376;;;;;;7127;;;;;;;;;;;;;462;;3;0.23;3;0;;;;;22.1;4.6;2.5;0.5;1
PSY;2023;330000431;MONTALIER;330000431;GEN;;;;;77;;;;;;22641;5;2;;449;22641;;;;;;650;661;;;;;;;;;;;;143;;5;2.9;0;0.5;;;9;78.6;24.29;4;1.14;0;23.88
PSY;2023;330000431;MONTALIER;330000431;TOT;0;;;0;77;;;;;;22641;5;2;;449;22641;;;;;;650;661;;;;;;;;;;;;143;;5;2.9;0;0.5;;;9;78.6;24.29;4;1.14;0;23.88
PSY;2023;330000639;CH CHARLES PERRENS;330781287;GEN;;6;;;390;0;0;0;11;33;156344;169;0;0;3324;136118;;0;0;3401;9237;21765;0;0;11;23;0;65145;33162;0;26128;1918;15081;1298;21020;19530;0;85.97;0;20.44;1;0;0;918.69;513.3;120.27;51.45;16.09;34.8
PSY;2023;330000639;CH CHARLES PERRENS;330781287;INF;;2;;;19;18;;;11;12;6954;108;0;0;236;6296;608;;;3801;3438;7621;0;0;6;9;0;18163;11337;0;3182;34;5746;1228;6469;6269;0;22.55;0;0.4;0;1;0;252.36;117.26;13.28;26.84;20.89;17.75
PSY;2023;330000639;CH CHARLES PERRENS;330781287;PEN;;;;;0;;;;;;0;;;0;;;;;;;;;;;;;;;;;27874;;;;1446;1446;0;3.13;0;0;;;0;18.12;8.75;0;2.68;1.99;1.66
PSY;2023;330000639;CH CHARLES PERRENS;330781287;TOT;1;;;1;409;18;0;0;22;45;163298;277;0;0;3560;142414;608;0;0;7202;12675;29386;0;0;17;32;0;83308;44499;0;57184;1952;20827;2526;28354;26803;0;111.65;0;20.84;;;0;1189.17;639.31;133.55;80.97;38.97;54.21
PSY;2023;330000647;CH DE CADILLAC;330781295;GEN;;6;;;399;15;8;;;;130265;107;;;2534;119900;3573;2142;;;;12211;;;12;20;5;74682;6349;12772;8794;876;1260;5;10737;8712;;40.74;;5.98;1;0;0;749.33;443.6;137.4;20.33;10.71;40.85
PSY;2023;330000647;CH DE CADILLAC;330781295;INF;;2;;;0;10;;;;;0;72;;;0;0;1429;;;;;6179;;;17;1;3;46732;1109;2939;243;119;8;15;3926;3746;;12;;;0;0;0;120.98;41.59;3.96;28.23;17.45;13.88
PSY;2023;330000647;CH DE CADILLAC;330781295;PEN;;;;;40;;;;;;14600;;;;240;10564;;;;;;;;;;;;;;;12;;;;205;0;;1.2;;0.8;;;0;72.7;36.47;29.91;1;1.42;2
PSY;2023;330000647;CH DE CADILLAC;330781295;TOT;1;;9;0;439;25;8;;;;144865;179;;;2774;130464;5002;2142;;;;18390;;;29;21;8;121414;7458;15711;9049;995;1268;20;14782;12428;;53.94;;6.78;;;0;943.01;521.66;171.27;49.56;29.58;56.73
PSY;2023;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;GEN;;;;;;;;;;;;70;;;;;;;;;;12146;;;1;;1;3880;;2847;190;;;;389;246;;5;;1.18;0;0;;18.97;9;;4;1.47;4.5
PSY;2023;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;TOT;0;;;0;;;;;;;;70;;;;;;;;;;12146;;;1;;1;3880;;2847;190;;;;389;246;;5;;1.18;;;;18.97;9;;4;1.47;4.5
PSY;2023;330058504;CENTRE AMBULATOIRE DE CENON;330059825;GEN;;;;;;;;;;;;20;;1;;;;;;;;6523;;30;;;;;;;;;;;273;;2;;;;;;2;8.53;5.6;;1;;0.2
PSY;2023;330058504;CENTRE AMBULATOIRE DE CENON;330059825;TOT;0;;;0;;;;;;;;20;;1;;;;;;;;6523;;30;;;;;;;;;;;273;;2;;;;;;2;8.53;5.6;;1;;0.2
PSY;2023;330058603;ESAP LA RENCONTRE;240000265;GEN;;;;;40;;0;;;;14600;0;;;109;5654;;0;;;;0;;;;;;;;;;;;;33;;;1.78;;;0;0;;61.74;10.34;29.93;0.5;2.24;7.17
PSY;2023;330058603;ESAP LA RENCONTRE;240000265;TOT;0;;;0;40;;0;;;;14600;0;;;109;5654;;0;;;;0;;;;;;;;;;;;;33;;;1.78;;;;;;61.74;10.34;29.93;0.5;2.24;7.17
PSY;2023;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;INF;;1;;;;;;;;;;33;;14;;;;;;;;5135;;490;;;;;;;;;;;41;;;1.04;;;;;;23.13;1.83;;1.38;2.08;10.4
PSY;2023;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;TOT;1;;;0;;;;;;;;33;;14;;;;;;;;5135;;490;;;;;;;;;;;41;;;1.04;;;;;;23.13;1.83;;1.38;2.08;10.4
PSY;2023;330780297;CLINIQUE ANOUSTE;330000175;GEN;;;;;34;;;;;;12410;35;;;294;12822;;;;;;7006;;;;;;;;;;;;;469;;5;;6;0;0;1;1;18.8;10.22;7.5;0.8;;0.28
PSY;2023;330780297;CLINIQUE ANOUSTE;330000175;TOT;0;;;0;34;;;;;;12410;35;;;294;12822;;;;;;7006;;;;;;;;;;;;;469;;5;;6;0;;;1;18.8;10.22;7.5;0.8;;0.28
PSY;2023;330780313;MAISON DE SANTE LES PINS;330000191;GEN;;;;;92;;;;;;33580;20;;3;1214;32391;;;;;;209;;52;;;;;;;;;;;700;;9;1.4;2;3.3;1;1;;45.04;27.67;1;0.3;1;0.15
PSY;2023;330780313;MAISON DE SANTE LES PINS;330000191;TOT;0;;;0;92;;;;;;33580;20;;3;1214;32391;;;;;;209;;52;;;;;;;;;;;700;;9;1.4;2;3.3;;;;45.04;27.67;1;0.3;1;0.15
PSY;2023;330780321;CLINIQUE BETHANIE;330000209;GEN;;;;;84;;;;;;30660;15;;;806;30198;;;;;;14959;;;;;;;;;;;;;1288;;9;1.25;2;1.35;0;0;7;64.58;42.15;12.61;3.73;4.37;1.72
PSY;2023;330780321;CLINIQUE BETHANIE;330000209;INF;;;;;;;;;;;;20;;;;;;;;;;6041;;;;;;;;;;;;;319;;;1.6;;;0;0;2;5.55;2.67;1;1.88;;
PSY;2023;330780321;CLINIQUE BETHANIE;330000209;TOT;0;;;0;84;;;;;;30660;35;;;806;30198;;;;;;21000;;;;;;;;;;;;;1607;;9;2.85;2;1.35;;;9;70.13;44.82;13.61;5.61;4.37;1.72
PSY;2023;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;INF;;1;;;;;;;;;;;;;;;;;;;;;;;5;;1;20928;;3331;;;;;1802;1802;;3.5;;;0;0;;36.49;6;;13.67;12;4.82
PSY;2023;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;TOT;1;;0;0;;;;;;;;;;;;;;;;;;;;;5;;1;20928;;3331;;;;;1802;1802;;3.5;;;;;;36.49;6;;13.67;12;4.82
PSY;2023;330780776;CLINIQUE LES HORIZONS;330056839;GEN;;;;;84;0;0;0;0;0;25913;0;0;0;688;25913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483;0;4;0;0;0;0;0;4;49.4;17.34;10.5;1.12;0;1
PSY;2023;330780776;CLINIQUE LES HORIZONS;330056839;TOT;0;;;0;84;0;0;0;0;0;25913;0;0;0;688;25913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483;0;4;0;0;0;;;4;49.4;17.34;10.5;1.12;0;1
PSY;2023;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;GEN;;;;;42;;;;;;13330;4;2;;209;10705;;;;;;567;8;;;;;;;;;;;;95;;;1.5;;;0;0;;21;8.8;;1.7;1;9.5
PSY;2023;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;TOT;0;;;0;42;;;;;;13330;4;2;;209;10705;;;;;;567;8;;;;;;;;;;;;95;;;1.5;;;;;;21;8.8;;1.7;1;9.5
PSY;2023;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;GEN;;;;;25;;;;;;9125;25;;;545;4218;;;;;;3539;;;;;;;;;;;;;279;;;1.98;;0.56;0;1;;28.8;9.61;;1.11;7.22;9.92
PSY;2023;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;TOT;0;;;0;25;;;;;;9125;25;;;545;4218;;;;;;3539;;;;;;;;;;;;;279;;;1.98;;0.56;;;;28.8;9.61;;1.11;7.22;9.92
PSY;2023;330781303;HIA ROBERT PICQUE;750821092;GEN;;;;;16;0;0;0;0;0;5808;0;0;0;757;4243;0;0;0;0;0;0;0;0;1;0;0;3391;0;0;0;0;0;0;1590;1524;;4.05;;;0;0;0;27.56;11.54;11.47;1.34;2;0
PSY;2023;330781303;HIA ROBERT PICQUE;750821092;TOT;0;;;0;16;0;0;0;0;0;5808;0;0;0;757;4243;0;0;0;0;0;0;0;0;1;0;0;3391;0;0;0;0;0;0;1590;1524;;4.05;;;;;0;27.56;11.54;11.47;1.34;2;0
PSY;2023;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;GEN;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;32.11;2;;2.38;4.4;14
PSY;2023;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;INF;;1;;;0;0;;;0;0;0;35;0;0;;;;;;;;8898;;;;;;;;;;;;;85;;;2.1;;;0;0;;;;;;;
PSY;2023;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;TOT;1;;;0;0;0;0;0;0;0;0;35;0;0;;;;;;;;8898;;;;;;;;;;;;;85;;0;2.1;0;0;;;;32.11;2;;2.38;4.4;14
PSY;2023;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;INF;;;;;;;;;;;;35;12;;;;;;;;;8371;1067;;;;;;;;;;;;218;;;4.12;;;0;0;;;;;;;
PSY;2023;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;TOT;0;;;0;;;;;;;;35;12;;;;;;;;;8371;1067;;;;;;;;;;;;218;;;4.12;;;;;;;;;;;
PSY;2023;330783721;HOPITAL GARDEROSE;330781253;GEN;;2;;;95;8;;;;;34675;52;;;978;27248;72;;;;;7363;;;6;19;8;15428;6922;4425;5036;858;4262;1;4649;3908;0;10.57;0;1.2;1;0;;218.21;117.96;40.63;6.94;1;10.3
PSY;2023;330783721;HOPITAL GARDEROSE;330781253;INF;;1;;;8;5;;;;;2920;52;;;395;737;217;;;;;4305;;;3;10;4;11639;830;3465;101;2;1934;339;1634;1366;0;5.92;0;0;0;1;;81.92;41.31;;10.23;4.83;8.41
PSY;2023;330783721;HOPITAL GARDEROSE;330781253;TOT;1;;1;0;103;13;;;;;37595;104;;;1373;27985;289;;;;;11668;;;9;29;12;27067;7752;7890;5137;860;6196;340;6117;5176;0;16.49;0;1.2;;;;300.13;159.27;40.63;17.17;5.83;18.71
PSY;2023;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;GEN;;;;;;;;;;;;62;;;;;;;;;;9725;;;;1;;;2111;;;;;1106;826;547;;4.6;;;0;0;;14.06;9.82;;2.43;0.5;1.6
PSY;2023;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;TOT;0;;;0;;;;;;;;62;;;;;;;;;;9725;;;;1;;;2111;;;;;1106;826;547;;4.6;;;;;;14.06;9.82;;2.43;0.5;1.6
PSY;2023;330802752;CENTRE JEAN ABADIE - CHU;330781196;INF;;;;;10;;;;;;3152;5;;;82;2131;;;;;;275;;;;1;;;220;;;;;;101;28;;0.5;;;;;;24.25;13.31;3.64;0.86;1.25;1.86
PSY;2023;330802752;CENTRE JEAN ABADIE - CHU;330781196;TOT;0;;;0;10;;;;;;3152;5;;;82;2131;;;;;;275;;;;1;;;220;;;;;;101;28;;0.5;;;;;;24.25;13.31;3.64;0.86;1.25;1.86
PSY;2023;340000033;CH BEZIERS;340780055;GEN;;3;;;;;;;10;;3650;;;;;;;;;3063;;;;;;1;;;593;;;;6376;1;2686;2323;;2.33;;;1;;;23.67;17.21;1;0.84;0.02;0.49
PSY;2023;340000033;CH BEZIERS;340780055;INF;;1;;;0;;;;;;450;;;;23;320;;;;;;;;;;1;;;83;;;3;448;;201;190;;;;;1;;;2.14;1.84;;0.3;;
PSY;2023;340000033;CH BEZIERS;340780055;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5181;;;;1242;1242;;1.83;;;;;;3.06;;;3.06;;
PSY;2023;340000033;CH BEZIERS;340780055;TOT;1;;1;1;0;;;;10;;4100;;;;23;320;;;;3063;;;;;;2;;;676;;5181;3;6824;1;4032;3665;;4.16;;;;;;28.87;19.05;1;4.2;0.02;0.49
PSY;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;GEN;;1;;;13;;;;;12;8528;15;;;414;4879;;;;;2731;3024;;;1;1;1;6935;5808;2164;;384;7682;;895;655;;3.3;;;;;;46.93;26.88;6.41;3.46;0.2;3.46
PSY;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1322;1176;;;;;;;;;;;;;
PSY;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TOT;1;;;0;13;;;;;12;8528;15;;;414;4879;;;;;2731;3024;;;1;1;1;6935;5808;2164;;384;7682;;2217;1831;;3.3;;;;;;46.93;26.88;6.41;3.46;0.2;3.46
PSY;2023;340010149;CL ST CLEMENT;340010099;GEN;;;;;70;;;;;;25550;12;;;228;23846;;;;;;5259;;;;;;;;;;;;;341;;;3.6;;0.8;0;1;;32.51;14.3;6.3;3;5.91;3
PSY;2023;340010149;CL ST CLEMENT;340010099;TOT;0;;;0;70;;;;;;25550;12;;;228;23846;;;;;;5259;;;;;;;;;;;;;341;;;3.6;;0.8;;;;32.51;14.3;6.3;3;5.91;3
PSY;2023;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;GEN;;3;;;109;5;;;;;39785;44;1;;943;35941;830;;;;;23663;11;;5;1;;22618;942;;4657;68;37;;4421;3791;;14.1;;0.84;1;0;;193.69;115.54;28.54;8.92;6.64;7.27
PSY;2023;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;INF;;1;;;;2;;;;;;12;;;;;118;;;;;2776;;;4;1;;15881;51;;332;;323;3;1586;1497;;2.89;;;1;0;;39.69;13.64;;9.48;3.15;10.41
PSY;2023;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;TOT;1;;1;1;109;7;;;;;39785;56;1;;943;35941;948;;;;;26439;11;;9;2;;38499;993;;4989;68;360;3;5970;4933;;16.99;;0.84;;;;233.38;129.18;28.54;18.4;9.79;17.68
PSY;2023;340780121;CL LA PERGOLA BEZIERS;340000082;GEN;;;;;95;;;;;;40190;15;;;796;40190;;;;;;6616;;;;;;;;;;;;;748;;7;0.2;;1.2;0;0;;;32;13.3;1.8;1;3.9
PSY;2023;340780121;CL LA PERGOLA BEZIERS;340000082;TOT;0;;;0;95;;;;;;40190;15;;;796;40190;;;;;;6616;;;;;;;;;;;;;748;;7;0.2;;1.2;;;;;32;13.3;1.8;1;3.9
PSY;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;GEN;;7;;;198;23;7;;;;77961;118;;;2264;69532;515;1312;;;;25262;;;9;16;14;48512;62955;36262;12708;6430;4194;180;14750;12359;;37.21;;2.1;0;1;;510.04;360.41;72.65;28.97;2.01;21.68
PSY;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;INF;;1;;;;2;;;;;;32;;;;;80;;;;;4255;;;1;2;;2271;23472;;23;14;;38;4845;3751;;9.93;;0.48;0;1;;65.72;28.61;2.63;13;3.87;9.02
PSY;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13567;;;;2012;1937;;;;;;;;;;;;;
PSY;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;TOT;1;;9;0;198;25;7;;;;77961;150;;;2264;69532;595;1312;;;;29517;;;10;18;14;50783;86427;36262;26298;6444;4194;218;21041;17670;;47.14;;2.58;;;;575.76;389.02;75.28;41.97;5.88;30.7
PSY;2023;340780758;CL RECH MONTPELLIER;340000355;GEN;;;;;168;;;48;;;61320;14;;;1242;52452;;;14744;;;5071;;;;;;;;;;;;;840;;8;0.9;;3.17;0;1;;122.45;47.98;33.05;3.13;2.87;9.83
PSY;2023;340780758;CL RECH MONTPELLIER;340000355;TOT;0;;;0;168;;;48;;;61320;14;;;1242;52452;;;14744;;;5071;;;;;;;;;;;;;840;;8;0.9;;3.17;;;;122.45;47.98;33.05;3.13;2.87;9.83
PSY;2023;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;GEN;;;;;107;;;;;;39055;;;;940;37515;;;;;;;;;;;;;;;;;;;690;;7;0.9;1;1.22;0;0;1;63.55;30.62;10.64;2.54;3.68;2.55
PSY;2023;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;INF;;;;;14;;;;;;5110;;;;152;3751;;;;;;;;;;;;;;;;;;;66;;0;1.27;0;0.16;0;0;1;12.35;5.33;2.25;0.5;1.19;3.08
PSY;2023;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;TOT;0;;;0;121;;;;;;44165;;;;1092;41266;;;;;;;;;;;;;;;;;;;755;;7;2.17;1;1.38;;;2;75.9;35.95;12.89;3.04;4.87;5.63
PSY;2023;340780782;CL STELLA VERARGUES;340000371;GEN;;;;;164;;;;;;59860;;;;1107;55205;;;;;;;;;;;;;;;;;;;743;;7;;2;1;0;1;;77.57;53.3;20;2.5;1;1.77
PSY;2023;340780782;CL STELLA VERARGUES;340000371;INF;;;;;4;;;;;;1612;;;;29;1612;;;;;;;;;;;;;;;;;;;28;;;;;;0;0;;;;;;;
PSY;2023;340780782;CL STELLA VERARGUES;340000371;TOT;0;;;0;168;;;;;;61472;;;;1136;56817;;;;;;;;;;;;;;;;;;;743;;7;;2;1;;;;77.57;53.3;20;2.5;1;1.77
PSY;2023;340780790;CL ST ANTOINE;340000389;GEN;;1;;;75;0;0;0;8;0;27375;0;0;0;484;26546;0;0;0;6310;0;0;0;0;0;;;;;;;;;;451;0;4;;;3;;;6;36.96;14.71;19.56;1.69;0;0
PSY;2023;340780790;CL ST ANTOINE;340000389;TOT;1;;0;0;75;0;0;0;8;0;27375;0;0;0;484;26546;0;0;0;6310;0;0;0;0;0;;;;;;;;;;451;;4;;;3;;;6;36.96;14.71;19.56;1.69;0;0
PSY;2023;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;GEN;;;;;90;;;;;;32850;12;;;319;31255;;;;;;5830;;;;;;;;;;;;;382;;5;;5;4.09;0;1;;55.06;35.38;;6.91;;2.99
PSY;2023;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;TOT;0;;;0;90;;;;;;32850;12;;;319;31255;;;;;;5830;;;;;;;;;;;;;382;;5;;5;4.09;;;;55.06;35.38;;6.91;;2.99
PSY;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;INF;;1;;;10;1;;;;;3650;43;;;195;2740;58;;;;;6489;;;1;2;;2332;3051;;162;10;324;23;1922;947;;7.8;;1.4;0;1;;70.18;38.59;6.57;8.08;1.8;9.67
PSY;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;TOT;1;;;0;10;1;;;;;3650;43;;;195;2740;58;;;;;6489;;;1;2;;2332;3051;;162;10;324;23;1922;947;;7.8;;1.4;;;;70.18;38.59;6.57;8.08;1.8;9.67
PSY;2023;340787266;HJ PIJ SETE HBT;340011295;INF;;1;;;1;;;;;;365;16;0;1;18;36;;;;;;1641;0;1780;3;2;1;8840;323;25;45;348;649;976;1322;1176;0;4.6;0;0;0;0;0;22.48;6.35;0;5.94;4.73;5.46
PSY;2023;340787266;HJ PIJ SETE HBT;340011295;TOT;1;;0;0;1;;;;;;365;16;0;1;18;36;;;;;;1641;0;1780;3;2;1;8840;323;25;45;348;649;976;1322;1176;0;4.6;0;0;;;0;22.48;6.35;0;5.94;4.73;5.46
PSY;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;GEN;;2;;;80;;10;;;;29200;20;;;873;26196;;0;;;;4168;;;4;1;4;22513;1780;6657;5568;1853;4674;6;4922;4885;;7.8;;0.7;0;1;;169.15;106.32;34.36;8.62;2.29;5.05
PSY;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;INF;;1;;;7;;;;;;2555;28;;;169;2025;;;;;;2051;;;3;1;3;15941;1763;326;243;29;270;35;1970;1920;;4.03;;0.18;0;1;;63;26.98;4.46;10.55;6.43;8.85
PSY;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;PEN;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;187;187;;0.13;;0.65;;;;3.49;3.1;;0.23;;
PSY;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TOT;1;;;1;87;;10;;;;31755;48;;;1042;28221;;0;;;;6219;;;7;2;7;38454;3543;6983;5811;1882;4944;41;6877;6836;;11.96;;1.53;;;;235.64;136.4;38.82;19.4;8.72;13.9
