BOR;AN;FI;RS;FI_EJ;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;120;29867;58;58;;;;;;;;;;;;;;0;0;0;23;0;;;
USLD;2023;350013629;USLD LA BRIANTAIS CH ST MALO;350000022;83;26956;61;57;0;;23;;24;;0;;0;;3;;;;;;;;;;
USLD;2023;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;52;16564;14;22;;;;;;;34;;;;;;8;;;;;;5;;
USLD;2023;350032280;RESIDENCE DU TERTRE DE JOUE;350000246;80;28580;40;16;4;;;11;;;;;;48;;;28;;;;;;2;;2
USLD;2023;360000160;CH DU BLANC;360000053;30;9347;24;20;0;0;7;1;1;0;3;0;0;0;0;0;12;0;2;0;1;0;0;0;0
USLD;2023;360000202;CH CHATILLON SUR INDRE;360000103;30;8097;32;24;0;0;0;6;0;0;5;2;0;0;0;0;19;0;0;0;0;0;6;0;0
USLD;2023;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;81;22607;78;56;;;;;;;;;;;;;;;;8;;;23;;
USLD;2023;370000531;CH DU CHINONAIS;370000606;105;36666;59;47;;;;;;;45;;;;;;4;;;;;;7;;
USLD;2023;370102659;SERVICE USLD PSY BATIMENT LE CEDRE;370013054;80;29161;5;2;;;;;;;;;;2;;;3;;;;;;3;;
USLD;2023;380000026;CH FABRICE MARCHIOL LA MURE;380780031;30;10731;20;21;0;;8;;0;;2;1;0;;0;;9;0;0;0;0;0;1;0;0
USLD;2023;380000075;CH DE TULLINS SITE PERRET;380780098;45;16323;19;17;;;;8;;;2;;;;;;9;;;;;;2;;
USLD;2023;380000109;CH DE SAINT LAURENT DU PONT;380780213;76;20081;33;18;;2;;5;;;8;3;;;;;15;;;;;;1;1;
USLD;2023;380000356;CH DE LA TOUR DU PIN;380782698;70;25405;51;45;0;0;;18;;11;;9;0;0;;0;13;0;0;;;24;5;1;0
USLD;2023;380782722;HOPITAL SUD - CHU38;380780080;165;43799;113;;;;;;;;;;;;;;;;;;;;;;
USLD;2023;380785840;USLD JEAN MOULIN DU CH DE BOURGOIN;380780049;38;13274;34;30;;;19;3;;;;2;;;;;10;;;;;;;;
USLD;2023;380798520;USLD DELPHINE NEYRET CH BOURGOIN;380780049;47;16286;29;36;;;12;;;;;;;;;;17;;;;;;;;
USLD;2023;380802512;USLD M.PHILIBERT SAINT MARTIN D'HERES;380793265;45;14002;13;17;;;;2;;2;;2;;;;;5;;;;;;1;;
USLD;2023;380802728;USLD LES JARDINS DE COUBLEVIE - CHU38;380780080;30;10950;116;;;;;;;;;;;;;;;;;;;;;;
USLD;2023;390000040;CH LONS;390780146;81;25051;33;29;;;;;9;;51;;;;;;9;0;0;10;;0;3;0;0
USLD;2023;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;30;10055;24;12;0;;5;;0;;18;;1;;0;;2;;;;;;;;
USLD;2023;390784833;EHPAD USLD ARMAND TRUCHOT CH DOLE;390780609;32;11576;11;11;;;1;;;;8;1;;;;;1;;;;;;;;
USLD;2023;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;40;14377;51;22;0;;2;;0;;3;;0;;0;;30;0;0;2;1;1;1;0;2
USLD;2023;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;150;52881;79;65;;;;6;;;37;5;;;;;31;;;;62;1;2;;
USLD;2023;400006607;USLD DE MORCENX;400011177;30;9894;62;57;0;0;0;1;0;7;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0
USLD;2023;400780250;CENTRE NOUVIELLE;400011177;31;13024;11;14;0;0;0;0;1;0;6;0;0;0;0;0;4;0;0;0;0;0;6;2;0
USLD;2023;400781043;USLD LE LANOT CH DE DAX;400780193;85;26441;85;64;0;0;14;;3;;45;;0;;0;;18;0;0;3;1;0;17;0;0
USLD;2023;410000020;CH BLOIS SIMONE VEIL;410000087;100;35423;73;59;;;67;;;;0;;;;;;24;;;;;;;;
USLD;2023;410000046;CH ROMORANTIN-LANTHENAY;410000103;60;20938;24;11;13;;;;;;;;;;;;8;;;;;;0;0;0
USLD;2023;420000234;CH DE FIRMINY;420780652;90;30628;64;39;;;4;1;;;53;1;;;;;5;;;;;;11;;
USLD;2023;420000275;CH DE SAINT BONNET LE CHATEAU;420780694;30;10790;17;10;;;;;;2;;11;;;;;4;;;;;;;;
USLD;2023;420780546;USLD SAINTE ELISABETH;420000168;30;9520;12;19;0;0;0;0;0;5;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2023;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;160;57486;126;107;;;5;;62;;46;;0;;;0;11;;;;;;5;0;9
USLD;2023;420784845;ANNEXE BONVERT - CH DE ROANNE;420780033;90;29151;94;65;;;;;73;;;;;;;;8;;;;;;;2;5
USLD;2023;420789067;USLD CH MAURICE ANDRÉ;420780710;50;17988;21;23;;;;9;;;;6;;;;;6;;;;;;;;
USLD;2023;430000117;CH EMILE ROUX LE PUY;430000018;55;18928;26;15;;;7;;;;5;2;;;;;5;;;;;;;;
USLD;2023;430000190;CH DE BRIOUDE;430000034;20;6973;13;11;0;0;1;1;4;0;7;0;0;0;0;0;0;0;0;0;29;0;0;0;0
USLD;2023;430000307;CH PIERRE GALLICE DE LANGEAC;430000067;40;12667;27;21;;;5;;;3;;5;;;;;12;;;6;2;;;;
USLD;2023;430000356;CH D' YSSINGEAUX;430000091;30;10396;17;17;;;15;2;;;;;;;0;;;;;;;;;;
USLD;2023;430007419;SERVICE DE LONG SEJOUR;630786754;40;14273;8;4;;;;;11;;;;10;;;;18;;;15;;;2;;
USLD;2023;440000180;CHS EPSYLAN BLAIN;440000263;30;10665;7;5;;;;;;;;;5;1;;;1;;;;;;;;
USLD;2023;440000396;CH ERDRE ET LOIRE;440053643;30;9653;27;22;;;3;4;14;;3;;;;;;3;;;;;;5;;
USLD;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;15;5768;15;12;;;;;;;;;;;;;;;;;;;;;
USLD;2023;440000552;CH SEVRE ET LOIRE- LOROUX BOTTEREAU;440042141;28;6676;7;8;0;0;0;4;2;0;0;0;0;0;0;0;1;;;;;;;;
USLD;2023;440000644;CH BEL AIR;440000347;30;10606;12;12;;;;6;;;4;;;;;;;;;;;;;;
USLD;2023;440000883;CH SEVRE ET LOIRE - VERTOU;440042141;27;8347;16;8;0;0;5;0;0;0;7;1;0;0;0;0;3;;;;;;;;
USLD;2023;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;42;14406;28;21;0;;8;1;0;;9;;0;;;;10;;;;;;6;1;0
USLD;2023;440001295;CH DE SAVENAY;440000859;39;13555;23;21;;;;10;;;6;;;;6;;;;;;;;1;;
USLD;2023;440001964;CH PIERRE DELAROCHE;440003267;30;9992;10;6;;;;1;;1;21;7;;;;;7;;;;;;4;2;
USLD;2023;440002939;USLD CHEVEUX BLANCS;440018620;37;4857;1;7;;;;;;;;;;;;;;;;;;;;;
USLD;2023;440007607;CH ST NAZAIRE HEINLEX;440000057;74;26045;38;30;3;;10;2;;;10;8;;;;;5;;;;;;;;1
USLD;2023;440021202;USLD CH LVO MACHECOUL;850009010;30;9254;21;16;2;;2;;1;;15;;;;;;;1;2;2;2;;0;;0
USLD;2023;440032399;USLD HIC PAYS DE RETZ;440041531;28;10001;15;9;;;;;;;;;;;;;;;;;;;;;
USLD;2023;440050458;SSR BEAUSEJOUR CHU NANTES;440000289;10;723;4;1;;;;;1;;3;;;;;;;;;;;;;;
USLD;2023;440050466;SSR PIRMIL CHU NANTES;440000289;128;36824;214;39;;;;;;;157;4;;;;;6;;;;;;;;
USLD;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;35;11605;30;18;1;;6;;4;;;2;;;;;3;;;;4;;2;;
USLD;2023;450000070;CH PITHIVIERS;450000112;36;12985;21;13;;;;;;;1;;;;;;13;;;;;;;;
USLD;2023;450000336;CH SAINT JEAN DE BRIARE;450000179;40;11689;29;21;;;7;;;;8;;;2;;;12;;;;;;;;
USLD;2023;450010442;USLD LE BOIS FLEURI;450000088;160;57417;81;57;;;;10;;1;;26;;;;;8;;;;;;14;1;4
USLD;2023;450019799;CHAM - SITE LA CERISAIE;450000104;32;9769;30;14;3;;2;;1;;;;;;;;5;;;;6;;;;
USLD;2023;460000052;CH ST JACQUES ST CERE;460780091;50;17086;32;27;;;8;5;;;7;2;1;;;;9;;;;;;;;
USLD;2023;460785595;USLD CH CAHORS;460780216;60;16649;29;27;;;7;2;7;;5;;1;;;;6;;;25;10;;;;
USLD;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;41;14607;21;20;;;;;;;;;;;;;;;;;;;;;
USLD;2023;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;30;10504;14;10;;;1;;;;14;;;;;;1;;;;;;3;;
USLD;2023;470008780;USLD DE POMPEYRIE CH AGEN NERAC;470016171;36;12969;14;16;0;;2;;10;;1;;0;;0;;1;19;9;1;2;0;3;2;0
USLD;2023;470012931;USLD ALZHEIMER CHIC TONNEINS;470001660;27;9608;15;10;;;2;1;;;;;;;;;12;;;;;;;;
USLD;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;30;7090;26;13;0;0;0;4;0;0;0;1;0;2;0;0;4;2;2;1;13;0;0;0;0
USLD;2023;480000041;CH DE FLORAC TROIS RIVIERES;480780139;25;7854;7;7;0;;4;;;;;;;;3;;;0;0;0;3;0;0;0;0
USLD;2023;480000074;CH LANGOGNE;480780162;30;10248;29;14;0;;;;;;;;;;;;;;;;;;;;
USLD;2023;490000353;CH DE LONGUE JUMELLES;490000411;30;4975;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
USLD;2023;490000569;CH CNP SITE POUANCE;440000313;36;12479;25;17;2;;5;;;;37;;;;;;;;;3;8;;;;
USLD;2023;490000635;CH DE CHOLET;490000676;34;12300;15;9;;;4;;3;;6;1;;;;;;;;1;5;;2;2;
USLD;2023;490000650;CHI LYS HYROME-CHEMILLE;490007689;30;8390;26;7;;;1;;;;;;;;;;25;;;;;;;;
USLD;2023;490008604;USLD CHR ANGERS ST NICOLAS;490000031;90;31133;33;30;0;;17;;4;;21;;0;;0;;0;;;;;;;;
USLD;2023;490531910;SSR LES CAPUCINS;490535093;60;20664;33;16;;;;;;3;;8;;;;;24;;;;;;11;;
USLD;2023;500000021;CHAG - SITE AVRANCHES;500000054;70;22715;61;13;;;1;;1;;6;;;;;;32;;;;;;;;
USLD;2023;500000260;CHAG - SITE GRANVILLE;500000054;50;18131;82;18;2;;5;;2;;11;;;;;;43;;;2;16;;7;;
USLD;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;35;12775;27;28;;;13;2;;5;;1;;;;;7;;;;;;1;;
USLD;2023;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;60;21900;24;20;;;11;1;;;;1;;1;;;10;;;;;;;;
USLD;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;30;8932;34;22;;;19;1;;;3;35;;;;;20;;;;;;;;
USLD;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;30;8687;42;20;;;7;7;10;;;9;;1;;;8;1;0;2;29;0;1;0;0
USLD;2023;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;30;7805;18;14;0;0;8;3;0;0;4;1;0;0;0;0;2;0;15;0;2;0;0;0;0
USLD;2023;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;510000029;120;40438;42;42;;;7;;2;;18;6;;0;;;9;;;;6;;30;;
USLD;2023;510024466;CENTRE HOSPITALIER DE FISMES;510000128;30;8212;5;6;;;;3;;;1;;;;;;1;0;0;0;6;0;2;;
USLD;2023;520000019;C H DE BOURBONNE-LES-BAINS;520780024;32;11133;25;25;;;1;6;;;1;3;;;;;14;;10;;;;;;
USLD;2023;520000076;CH DE LA HAUTE MARNE-HOP ANDRE BRETON;520780081;35;12460;37;22;;;;;;;;;;;;;;;;;;;;;
USLD;2023;520782939;USLD DU CH DE CHAUMONT;520780032;40;13961;22;17;;;2;;1;;10;;;;;;9;;;;2;;;;
USLD;2023;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;30;7234;13;11;;;2;;;;6;;1;;;;4;;;;;;;1;
USLD;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;55;18812;52;41;;;9;;11;;10;;1;;1;;3;;;;23;;2;;
USLD;2023;530031384;USLD JARDIN D'ARCADIE;530000074;47;11054;14;16;0;0;2;0;0;0;6;0;0;0;0;0;6;0;4;0;2;0;1;0;0
USLD;2023;530032788;USLD CH HAUT ANJOU;530000025;56;19509;15;22;;;;;;;;;;;;;;;;;;;;;
USLD;2023;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;43;14084;45;30;;;23;6;;;;4;;;;;12;;;;;;3;;
USLD;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;30;9312;38;30;;;16;3;;;;3;;;;;16;;;;;;4;;
USLD;2023;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;30;8864;25;21;;1;;5;;3;9;4;;;;;3;;;;;;2;;
USLD;2023;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;60;16210;26;21;0;0;0;6;5;0;8;0;0;0;0;0;8;0;0;0;0;0;6;0;0
USLD;2023;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;540006707;56;12933;23;17;;;;6;;1;;13;;;;;5;;;;;;4;;
USLD;2023;540005410;USLD CIREY/VEZOUZE CH 3H SANTE;540019007;20;5886;17;12;;;;1;;4;;1;;;;;11;;;;;;1;;
USLD;2023;540006459;CHRU NANCY - USLD ST JULIEN;540023264;34;8593;24;14;7;;2;;3;;4;;;;;;;44;;2;;;6;;
USLD;2023;540008364;USLD CH TOUL;540000049;36;12285;24;18;0;0;0;0;16;0;0;0;0;1;0;0;7;0;0;0;17;0;0;0;0
USLD;2023;540009859;USLD CH HOTEL DIEU MSM SOS SANTE;570010181;30;7285;19;8;;;12;3;;;2;1;;;;;1;;;;;;;;
USLD;2023;540013232;CHRU NANCY - USLD ST STANISLAS;540023264;72;24546;30;30;4;;3;;10;;8;2;;;;;3;103;;4;;;5;4;
USLD;2023;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;32;7204;24;18;0;;14;1;0;;6;;0;;;;3;;;;;;;;
USLD;2023;550000251;CH BLD FV SITE FV;550003354;30;10907;11;11;;;;;;;;;9;;;;2;;;;;;1;;
USLD;2023;550000434;CH BLD FV SITE BLD;550003354;30;10136;19;18;0;0;2;1;4;0;8;0;0;0;0;0;3;0;0;4;3;0;3;0;0
USLD;2023;550003370;USLD DU CH VERDUN/ST MIHIEL;550006795;48;8501;23;19;1;0;4;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2023;560000127;CHBA SITE DE VANNES;560023210;60;18783;24;13;0;0;1;0;2;0;15;2;0;0;0;0;4;;;;;;;;
USLD;2023;560000200;CHBA SITE D'AURAY;560023210;30;10653;21;12;0;0;2;0;0;0;14;0;0;0;0;0;5;;;;;;;;
USLD;2023;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;45;15027;31;27;;;;;;;;;;;;;;;;;;;;;
USLD;2023;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;15;5151;8;6;0;0;2;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
USLD;2023;560003980;GHBS - HOPITAL DE KERBERNES;560005746;40;10936;30;28;;;;;;;;;;;;;;;;;;;;;
USLD;2023;560010092;USLD UHR EPSM MORBIHAN;560002032;58;20768;13;7;;;;;;;;;;;;;;;;;;;;;
USLD;2023;560012122;LONG SEJOUR - CHS CAUDAN;560002677;50;18071;8;6;;;;;;;;1;2;;;;5;;;16;;;1;;
USLD;2023;560014219;CHCB SITE SSR PONTIVY;560014748;30;9692;30;24;;;3;3;3;;7;;;1;;;13;;;;6;;2;;
USLD;2023;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;30;10413;20;16;;;;;;;;;;;;;;;;;;;;;
USLD;2023;560027641;USLD CH JOSSELIN;560000077;60;19741;49;37;0;0;0;19;0;0;0;10;0;1;0;0;7;;;;;;;;
USLD;2023;570000109;NIDERVILLER - CRS SAINT LUC;570000034;45;15242;27;20;0;;0;;0;;21;;0;;0;;1;0;0;5;3;0;0;0;0
USLD;2023;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;30;10331;43;34;;;3;;2;;34;;;;;;4;;;;;;;;
USLD;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;30;9577;11;12;;;4;1;4;;;;;;;;;0;0;0;23;0;2;;
USLD;2023;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;30;9800;10;7;;;;1;;;8;;;;;;1;;;;;;1;1;
USLD;2023;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;30;9945;32;26;;;6;7;;;15;;;;;;4;;;;;;;;
USLD;2023;570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;570030395;48;16486;51;56;;;20;4;;;19;3;;;;;5;;;;;;;;
USLD;2023;570000661;HOPITAL SAINT JOSEPH DE BITCHE;570000158;30;9145;33;23;;1;24;;;;5;;;;;;3;;;;;;2;1;
USLD;2023;570000893;CHS DE SARREGUEMINES;570000141;30;10607;20;21;;;;3;;;;;3;;;;14;;;;;;;;
USLD;2023;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;30;10581;8;10;;;;;2;;;;;;;;;;;;;;;;
USLD;2023;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;42;18720;45;49;;;;;1;4;21;6;;;;;17;;;;;;2;;
USLD;2023;570003947;USLD HOPITAL STE BLANDINE DE METZ;570023630;30;10122;34;33;;;4;6;9;0;5;4;;;4;2;;;;;;;;;
USLD;2023;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;30;8934;29;30;1;;5;2;;;18;;;;;;2;;;;1;;1;1;
USLD;2023;570012369;CMS DE GORZE;570011387;30;9488;33;23;;;;11;;1;5;3;;;;;10;;;;;;4;2;1
USLD;2023;570015776;USLD PHG FILIERIS DE CREUTZWALD;750050759;60;13234;33;33;;;;;;;;25;;;;;8;;;;;;;;
USLD;2023;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;72;24932;66;54;0;;6;;27;;32;;0;;0;;1;;;;;;8;2;0
USLD;2023;580972628;MOYEN SEJOUR PIGNELIN;580780039;12;3897;7;4;;;;;;;2;;;1;;;4;;;;;;4;;
USLD;2023;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580781136;30;9979;16;9;;;;3;1;2;;3;;;;;7;;;;;;4;;
USLD;2023;580972651;CH CHATEAU-CHINON;580780047;15;4987;14;9;;;5;6;;;;;0;;;;3;;;;;;;4;
USLD;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;30;5332;7;13;1;0;2;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;2;0;0
USLD;2023;580972685;CH DECIZE;580780096;30;10564;19;18;;;;;;;;;;;;;;;;;1;;;;
USLD;2023;590000014;CH SOMAIN;590780052;26;9490;12;12;;;;;1;1;6;;;;;;4;;;;;;1;;
USLD;2023;590000121;CH SECLIN;590780227;60;20711;39;39;;;;;11;;18;;;;10;;;;;5;23;;1;;
USLD;2023;590000428;CH CAMBRAI;590781605;58;16820;62;42;;;;;;;;;;;;;;;;;;;;;
USLD;2023;590000451;CH HAUTMONT;590781647;40;13982;34;31;;;;7;;1;16;6;;;;;4;;;;;;0;;
USLD;2023;590000469;CH FOURMIES;590781662;30;7270;24;17;0;0;3;0;0;0;17;3;0;0;0;0;1;0;0;0;0;0;1;0;0
USLD;2023;590000477;CH LE QUESNOY;590781670;40;14453;11;10;;;;;;;8;;;;;;3;;;;;;1;;
USLD;2023;590000527;CH AVESNES;590781795;30;8647;13;11;;;1;;;;7;3;;;2;;;;;;;;1;2;
USLD;2023;590000592;CH DENAIN;590782165;60;19132;33;30;0;;2;;3;;24;;0;;0;;5;;;;21;;2;2;0
USLD;2023;590001004;CH DOUAI DECHY;590783239;60;19638;39;30;;;4;1;;;12;6;;;;;5;;;;;;7;;2
USLD;2023;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;60;14105;21;19;;;;;;2;15;1;;;;;3;;;;3;;;;
USLD;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;90;30517;57;44;;;2;10;6;1;11;5;;;;;22;;;;;;1;2;
USLD;2023;590044632;USLD ISABEAU DE ROUBAIX CH ROUBAIX;590782421;60;21223;31;16;;;;;;;;;;;;;;;;;;;;;
USLD;2023;590791091;CSPA LES BATELIERS CHU LILLE;590780193;98;25943;33;28;;;36;3;1;;44;;1;;;;20;;;;10;;4;;
USLD;2023;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;60;11927;15;15;;;1;2;;;5;;;;;;5;49;;;;;1;;
USLD;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;60;18670;22;26;2;;1;1;4;;8;1;;;;;2;0;1;5;11;0;2;;
USLD;2023;590812186;HOP LA FRATERNITE CH ROUBAIX;590782421;60;21048;42;40;;;;;;;;;;;;;;;;;;;;;
USLD;2023;590812749;USLD CH VALENCIENNES;590782215;90;32850;47;29;;;8;;10;;6;2;2;;;;12;8;0;10;7;0;3;0;0
USLD;2023;600000020;HL CRÉPY-EN-VALOIS;600100085;30;10329;28;22;;;;;;;18;1;;;;;9;;;;;;2;;
USLD;2023;600000046;CH PONT-SAINTE-MAXENCE;600100127;30;10092;28;27;0;0;0;0;0;0;14;6;0;0;0;0;8;0;0;0;0;0;0;0;0
USLD;2023;600000053;CH GHPSO SENLIS;600101984;73;26447;32;40;1;;3;;;;13;7;;;;;8;;;;;;4;;
USLD;2023;600000152;CH CHAUMONT-EN-VEXIN;600100572;86;30681;35;22;0;0;3;3;0;0;14;7;0;0;0;0;8;0;0;2;2;0;3;0;0
USLD;2023;600000186;CH CLERMONT;600100648;90;29098;89;71;1;;4;3;;;14;26;;2;;;4;;;;;;1;3;
USLD;2023;600000285;CH CHICN NOYON;600100721;47;14697;31;21;;;;;1;;11;;;;;;19;;;;;;7;;
USLD;2023;600001184;USLD HL GRANDVILLIERS;600108948;31;10417;33;18;;;;7;;;;4;;;;;4;;;;5;;8;;
USLD;2023;600100101;CH AP-HP LIANCOURT;750712184;96;32321;53;24;;;8;;;;47;2;;;;;1;;;;;;20;4;
USLD;2023;600105381;USLD CONDÉ CHANTILLY;600106611;51;18448;39;32;;;;3;;;13;17;;;;;4;;;;;;4;;
USLD;2023;600107494;USLD CH BEAUVAIS;600100713;100;34958;51;49;;;1;;;;28;;1;;;;31;;;;;;4;;
USLD;2023;600107668;USLD CHICN COMPIÈGNE;600100721;73;25285;39;25;;;;;13;1;3;2;;;;;20;;;;;;4;;
USLD;2023;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;30;8845;18;9;0;0;0;1;5;0;5;0;0;0;0;0;7;30;0;0;5;0;2;0;0
USLD;2023;610784050;USLD  LES PASTELS  - CH ALENCON;610780082;109;36908;50;30;;;18;;;;15;;;;17;;;;;2;3;;13;2;
USLD;2023;620000067;CENTRE HOSPITALIER DU TERNOIS;620100081;30;10199;20;18;;;;6;;;2;;;;;;12;;;;;;;;
USLD;2023;620000224;CH BETHUNE;620100651;60;20157;43;33;1;;8;3;5;;9;5;;;;;7;;;;5;;;;
USLD;2023;620000240;CH HENIN BEAUMONT;620100677;60;20685;42;50;0;0;0;9;10;;10;1;0;0;0;0;12;;;;;;0;0;0
USLD;2023;620000323;CH CALAIS;620101337;30;10343;26;21;;;4;3;;;6;;;;13;;;;;;5;;3;;
USLD;2023;620000349;CH REGION DE ST OMER;620101360;80;26524;66;53;;;4;1;12;;31;2;;;;;16;;;;24;;5;3;
USLD;2023;620000653;CH BOULOGNE-SUR-MER;620103440;51;19929;19;22;;0;2;1;1;1;7;8;;0;;0;1;;0;;1;;3;0;0
USLD;2023;620003350;HOPITAL DE RIAUMONT;620001834;88;26662;43;34;0;0;2;12;2;0;18;6;0;0;0;0;3;0;0;0;0;0;2;3;0
USLD;2023;620106625;MAISON SLD LA MANAIE AUCHEL;750050759;40;7718;16;8;;;;;;2;6;4;;1;;;3;;;;1;;1;;1
USLD;2023;620108357;USLD LES OPALINES - CHAM;620103432;24;7398;17;13;;;;;;;;;;;;;;;;;;;;;
USLD;2023;620111195;USLD CH ARRAS;620100057;110;39120;112;96;;;13;3;12;;43;6;2;;;;3;;;40;56;;4;;
USLD;2023;630000016;CH DU MONT DORE;630180032;30;10763;22;20;0;0;11;3;0;0;4;1;0;1;0;0;1;0;0;0;0;0;1;0;0
USLD;2023;630000412;CH D'AMBERT;630780997;40;13869;24;13;;;;;;;;;;;;;;;;;208;743;;;
USLD;2023;630000420;CH PAUL ARDIER ISSOIRE;630781003;20;6983;17;13;0;0;4;;9;;;2;0;;0;;2;0;0;0;15;0;4;0;0
USLD;2023;630000446;CH DE THIERS;630781029;28;9224;23;24;0;0;4;1;2;0;16;0;0;;2;;2;;;;;;0;0;0
USLD;2023;630000560;CH BILLOM;630781367;66;23276;54;44;;;6;7;;;23;;;;;;18;;;;;;5;;
USLD;2023;630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;920030269;30;8388;12;6;;;6;;;1;;;2;;;;3;;;;1;;6;;
USLD;2023;630783538;HOPITAL LOUISE MICHEL - CHU63;630780989;110;32205;75;40;;;10;;;13;19;12;;;;;21;;;;4;;3;;
USLD;2023;630790384;CENTRE DE LONG SEJOUR;630786754;28;10791;16;2;0;0;0;1;0;0;0;0;15;0;0;0;0;0;0;6;3;0;1;0;0
USLD;2023;640000162;CH COTE BASQUE;640780417;96;27512;68;54;;;27;5;;;8;10;;;;;7;;;;;;9;;
USLD;2023;640000402;CENTRE HOSPITALIER D'ORTHEZ;640780813;55;16948;36;28;0;0;8;1;7;0;18;0;0;0;0;0;2;0;25;0;0;0;0;0;0
USLD;2023;640000410;CENTRE HOSPITALIER OLORON;640780821;37;11781;30;30;;;18;1;;;7;1;;;;;2;;4;;14;;1;;2
USLD;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;80;28226;66;65;;;18;2;;;31;3;;3;;;9;141;;8;15;;1;1;
USLD;2023;640780755;CH COTE BASQUE - ST JEAN DE LUZ;640780417;54;15078;11;12;;;5;1;1;;3;;1;;;;1;;;;;;;;
USLD;2023;640786281;USLD CLOS MONTREUIL;640791976;75;22326;30;23;;;;22;;;;9;;4;;;18;;;10;;;;;
USLD;2023;650000045;CH TARBES LOURDES SITE LOURDES;650783160;33;10702;31;27;;;2;;1;;23;2;;;;;3;;;;31;;1;;
USLD;2023;650000060;CH LANNEMEZAN;650780174;42;13908;32;28;0;;10;1;6;;3;5;1;;;;8;;;6;31;;5;;
USLD;2023;650780141;CH TARBES LOURDES SITE AYGUEROTE;650783160;40;13326;21;20;;;4;;1;;10;2;;1;;;3;;;;;;;;
USLD;2023;650780182;CH TARBES LOURDES FOURCADE SITE VIC;650783160;101;33532;35;18;;;;;;;8;;5;;;;;;;;;;;;
USLD;2023;650786668;USLD CH BAGNERES DE BIGORRE;650780166;36;12717;24;12;;;;;;;;;;;;;;;;;;;;;
