BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2023;270000458;CH VERNON CH EURE-SEINE;270023724;1;1;0;0;0;;0;0;176;176;176;0;2;0;0;750;57;;;;;807;274;91;3;;293;650;72;121;310;340;;;;;;;;;;;;;;;;
SMURSAMU;2023;280000084;CH DREUX;280000183;1;1;0;0;0;;0;1;304;289;;2;3;1;;1094;221;61;92;460;0;1928;612;246;24;64;440;503;47;61;349;154;243876;2543;179350;144038;120172;104848;37682;288;168;160;436;0;0;0;4784;0
SMURSAMU;2023;280000662;CH CHATEAUDUN;280500075;1;1;0;0;0;;0;0;40;40;40;;1;;;637;13;;;;;650;332;108;1;53;190;315;22;51;183;132;;;;;;;;;;;;;;;;
SMURSAMU;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;1;1;0;0;0;;0;0;168;252;168;0;1;0;0;559;17;0;1;0;0;577;308;93;9;27;198;246;17;40;119;127;;;;;;;;;;;;;;;;
SMURSAMU;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;1;0;0;0;;0;0;336;336;168;3;1;0;0;1404;261;0;0;0;0;1665;824;261;12;41;550;1117;84;158;1064;53;;;;;;;;;;;;;;;;
SMURSAMU;2023;290000025;CHIC QUIMPER;290020700;1;1;0;0;0;;0;0;168;252;252;1;1;0;0;1080;213;74;24;7;;1398;450;102;18;15;315;956;91;120;797;159;;;;;;;;;;;;;;;;
SMURSAMU;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;1;1;0;0;0;;;0;168;168;168;1;1;;;928;154;;2;1;;1085;517;105;4;31;365;413;32;56;271;142;;;;;;;;;;;;;;;;
SMURSAMU;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;1;1;0;0;0;;0;0;62;168;168;0;1;0;0;560;100;83;16;1;;760;246;54;19;19;154;478;47;57;365;113;;;;;;;;;;;;;;;;
SMURSAMU;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;1;1;0;0;0;290000017;0;0;168;168;168;1;1;0;0;555;72;0;0;0;0;627;382;55;4;38;200;184;11;26;87;97;;;;;;;;;;;;;;;;
SMURSAMU;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;1;1;0;0;0;;0;0;168;168;168;;;;;447;112;0;9;5;;573;62;37;1;22;;395;;;214;181;;;;;;;;;;;;;;;;
SMURSAMU;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;1;1;0;0;0;;0;0;170;168;168;;1;;;668;151;;15;6;;840;297;67;1;1;245;429;54;68;220;209;;;;;;;;;;;;;;;;
SMURSAMU;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;1;1;0;0;0;290000017;0;1;548;554;420;2;3;1;;2547;2087;954;453;213;58;6312;1360;256;14;118;895;1422;123;184;1040;382;448970;44410;393664;370917;238723;203832;97934;498;218;222;996;0;4;0;2718;0
SMURSAMU;2023;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;1;0;0;0;1;290020700;0;0;29;84;84;;;;;133;61;73;1;1;;269;60;15;2;;43;117;12;14;55;62;;;;;;;;;;;;;;;;
SMURSAMU;2023;2A0003125;ANTENNE DU SMUR SARTENE;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;;1;;;309;6;0;;;;315;40;9;1;27;3;245;31;54;230;15;;;;;;;;;;;;;;;;
SMURSAMU;2023;2A0003133;ANTENNE DU SMUR PORTO VECCHIO;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;1;1;;;564;266;0;;;;830;71;27;1;24;19;513;40;54;22;491;;;;;;;;;;;;;;;;
SMURSAMU;2023;2A0003141;ANTENNE DU SMUR BONIFACIO;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;;1;;;240;26;0;;;;266;32;17;0;10;5;214;18;37;51;163;;;;;;;;;;;;;;;;
SMURSAMU;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;1;1;0;0;0;;0;1;336;336;288;3;4;1;;1838;862;5;356;1858;;4919;198;117;7;54;20;2024;372;908;1960;64;79464;6786;60523;65597;72206;64828;17576;217;168;49;336;1;4;1;2800;0
SMURSAMU;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;1;1;0;0;0;2B0000020;0;1;386;336;588;2;2;2;0;1849;1405;0;504;559;0;4317;254;129;53;38;;;;;;;;;;;41222;29794;14428;259;168;91;420;1;2;0;2900;0
SMURSAMU;2023;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;423;46;0;0;0;0;469;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2023;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;241;94;0;0;0;0;335;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2023;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;1005;1;0;0;0;0;1006;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2023;300000023;CH ALES CEVENNES;300780046;1;1;0;0;0;;0;0;168;133;0;0;2;0;0;1499;43;0;0;0;0;1542;866;203;5;143;448;1148;61;183;930;218;;;;;;;;;;;;;;;;
SMURSAMU;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;1;0;0;0;;0;0;168;168;84;;1;;;791;0;0;0;0;0;791;200;112;20;56;12;628;42;117;497;131;;;;;;;;;;;;;;;;
SMURSAMU;2023;300782117;CHU NIMES CAREMEAU;300780038;1;1;0;0;0;;0;1;504;390;551;5;2;1;0;3722;1314;620;215;389;;6260;;;;;;;;;;;566161;;458269;332472;218855;218855;92985;488;218;270;1224;0;32;;;0
SMURSAMU;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;1;0;0;0;;0;0;336;336;336;1;1;;;803;236;;;;;1039;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;1;0;0;1;0;;0;0;168;183;0;1;1;;;579;538;199;29;162;0;1507;262;9;0;186;146;379;250;;287;92;;;;;;;;;;;;;;;;
SMURSAMU;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;1;0;0;0;;0;1;798;833;1085;3;4;2;0;9080;1337;990;951;401;0;12759;6120;891;34;2442;3086;3922;205;637;1230;2692;730698;62798;612288;504250;337174;324894;134588;822;666;156;1512;1;;0;5922;0
SMURSAMU;2023;320000086;CH AUCH EN GASCOGNE;320780117;1;1;0;0;0;;0;1;168;168;168;0;3;0;0;1112;129;0;0;0;0;1241;0;0;0;0;0;0;0;0;0;0;114258;0;114258;114258;64945;47821;17124;168;0;0;168;1;0;0;1508;1
SMURSAMU;2023;320004922;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM;320780117;1;0;0;0;1;320780117;0;0;168;168;168;;;;;567;107;;;;;674;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;1;0;0;0;;0;0;168;168;168;;1;;;738;;;;;;738;148;106;42;;;590;28;110;430;160;;;;;;;;;;;;;;;;
SMURSAMU;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;1;1;0;0;0;;0;0;168;168;168;;1;;;575;11;;;;;586;347;50;;112;239;458;43;94;270;188;;;;;;;;;;;;;;;;
SMURSAMU;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;1;0;0;0;330027509;0;0;168;168;168;;2;;;828;;;;;;828;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;0;0;0;;0;0;168;168;168;1;2;0;0;987;20;0;;;;1007;459;120;1;24;282;528;39;76;481;47;;;;;;;;;;;;;;;;
SMURSAMU;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;1;0;0;0;1;330781253;0;0;126;126;126;;1;;;285;40;0;;;;325;180;41;1;12;104;127;5;37;88;39;;;;;;;;;;;;;;;;
SMURSAMU;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;1;0;0;0;;0;0;168;168;168;;5;;;562;;;;;;562;;74;;;;443;;;264;179;;;;;;;;;;;;;;;;
SMURSAMU;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;1;0;0;0;;0;0;168;168;168;1;1;;;446;;;;;;446;243;61;1;52;129;203;6;40;131;72;;;;;;;;;;;;;;;;
SMURSAMU;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;1;0;1;0;;0;1;756;588;588;7;5;1;;5396;2386;319;384;375;;8860;3246;582;67;410;2114;4915;438;638;2955;1960;799901;98137;624607;362603;446949;369766;188926;982;420;562;2217;0;0;0;8923;0
SMURSAMU;2023;340000033;CH BEZIERS;340780055;1;1;0;0;0;;0;0;336;336;336;1;2;;;2290;91;237;;;;2618;470;268;23;145;1150;1798;134;368;1544;254;;;;;;;;;;;;;;;;
SMURSAMU;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;1;0;0;0;;0;0;168;168;168;;;;;1007;;;;;;1007;;;;;;;49;184;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;1424;;;;;;1424;1047;89;4;62;531;372;18;56;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;548;;;;;;548;420;32;2;24;125;114;7;21;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;548767;50699;457991;281789;299933;254524;89102;639;420;192;1032;0;5;0;3462;1
SMURSAMU;2023;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;1123;;;;;;1123;862;91;8;59;526;280;19;47;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;1;0;0;0;1;340011295;0;0;168;168;168;;;;;1203;;;;;;1203;;;;;;;94;174;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;1;0;1;0;;0;0;673;673;1010;6;3;1;;3607;1876;1506;359;787;;8135;2614;242;19;146;1022;1872;246;188;1121;751;;;;;;;;;;;;;;;;
SMURSAMU;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;1;0;0;0;;0;0;168;168;168;;1;;;1071;5;0;54;;;1130;399;120;;35;244;726;58;202;703;23;;;;;;;;;;;;;;;;
SMURSAMU;2023;350000154;C.H FOUGERES;350000030;1;1;0;0;0;;0;0;168;168;168;1;;;;669;8;0;21;4;0;702;308;71;1;27;209;582;27;66;417;165;;;;;;;;;;;;;;;;
SMURSAMU;2023;350000162;CHIRC SITE REDON;350000048;1;1;0;0;0;;0;0;168;168;168;;2;;;744;1;;;;;745;246;82;6;25;133;498;38;54;341;157;;;;;;;;;;;;;;;;
SMURSAMU;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;1;1;0;0;0;;0;0;168;168;168;;1;;;608;6;;;;;614;259;56;22;0;181;514;43;72;311;203;;;;;;;;;;;;;;;;
SMURSAMU;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;1;0;0;0;;0;1;504;504;628;4;6;1;0;4530;1618;495;275;425;0;7343;1489;372;17;262;838;4878;507;474;3685;1193;478538;5771;455681;414742;268219;253277;135496;774;360;414;1194;0;0;0;1298;0
SMURSAMU;2023;360000137;CH CHATEAUROUX;360000053;1;1;0;0;0;;0;1;336;336;336;3;3;1;0;1471;527;564;156;370;;3088;413;225;4;84;93;1000;88;188;899;101;242989;32165;204390;190238;150115;99997;20053;220;168;52;420;0;19;0;404;0
SMURSAMU;2023;360008056;CH CHATEAUROUX - ANTENNE DU BLANC;360000053;1;0;0;0;1;360000053;0;0;168;168;0;0;1;0;0;143;1;;;;;144;14;32;1;9;4;42;9;18;20;22;;;;;;;;;;;;;;;;
SMURSAMU;2023;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN;360000053;1;0;0;0;1;360000053;0;0;23;23;0;0;1;0;0;42;0;0;0;0;0;42;15;9;0;5;1;30;3;4;13;17;;;;;;;;;;;;;;;;
SMURSAMU;2023;370000531;CH DU CHINONAIS;370000606;1;1;0;0;0;;0;0;168;175;0;;1;;;421;12;;;;;433;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;1;0;0;0;;0;0;133;154;;;2;;;416;17;;;;;433;186;67;2;14;103;270;;;144;126;;;;;;;;;;;;;;;;
SMURSAMU;2023;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;1;0;0;0;;0;1;336;336;336;5;3;1;;1839;911;826;241;294;0;4111;807;271;12;62;462;1800;83;366;1030;321;310459;0;271860;219068;182088;151200;46798;276;228;48;1092;0;0;;1124;1
SMURSAMU;2023;370013393;CHRU DE TOURS - ANTENNE DE LOCHES;370000481;1;0;0;0;1;370000481;0;0;168;168;0;0;1;0;;269;29;;;;;298;73;21;2;8;42;270;9;33;111;117;;;;;;;;;;;;;;;;
SMURSAMU;2023;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE;370000481;1;0;0;0;1;370000481;0;0;168;168;168;0;1;0;;167;33;;;;;200;75;24;2;5;44;164;3;23;50;88;;;;;;;;;;;;;;;;
SMURSAMU;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;1;0;0;0;;0;0;218;268;281;3;;;;1419;81;;;;;1500;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;380000067;HOPITAL NORD - CHU38;380780080;1;1;0;0;0;;0;1;160;385;585;8;4;1;;4802;1948;487;338;358;;7933;;;;;;;;;;;571854;17156;554698;552479;336980;254201;164240;174;;;2287;1;40;;2621;0
SMURSAMU;2023;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;1;0;0;0;;0;0;143;143;143;1;1;;;967;37;;;;;1004;237;123;91;9;13;770;54;123;467;303;;;;;;;;;;;;;;;;
SMURSAMU;2023;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;1;0;0;0;;0;0;150;150;175;1;1;;;1620;143;;;;;1763;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;380019752;ANTENNE SMUR AERODROME VERSOUD - CHU38;380780080;1;0;0;0;1;380780080;0;0;74;;;;;1;;137;32;;579;20;;768;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;380019760;ANTENNE SMUR ALPES D'HUEZ - CHU38;380780080;1;0;0;0;1;380780080;1;0;;;;;;1;;48;;;389;1;;438;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;390000040;CH LONS;390780146;1;1;0;0;0;;0;0;168;168;168;2;2;0;0;1264;117;286;;;;1667;850;158;9;106;508;414;28;57;311;103;;;;;;;;;;;;;;;;
SMURSAMU;2023;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;336;112;;;0;0;448;154;31;6;19;56;112;22;22;58;54;;;;;;;;;;;;;;;;
SMURSAMU;2023;390000222;CH LOUIS PASTEUR DOLE;390780609;1;1;0;0;0;;0;0;378;336;252;1;2;0;0;1067;203;28;0;0;0;1298;;91;90;;430;415;102;247;239;176;;;;;;;;;;;;;;;;
SMURSAMU;2023;390005742;ANTENNE SMUR MOREZ - SIEGE CH JURA SUD;390780146;1;0;0;0;1;390780146;0;0;168;168;168;1;1;0;0;529;51;;;;;580;219;45;7;114;385;144;100;73;12;132;;;;;;;;;;;;;;;;
SMURSAMU;2023;400000105;CENTRE HOSPITALIER DAX;400780193;1;1;0;0;0;400780193;0;0;252;252;252;3;1;;;1480;185;;;46;;1711;760;184;59;151;460;588;44;89;403;185;;;;;;;;;;;;;;;;
SMURSAMU;2023;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;1;0;0;0;;0;1;168;168;168;3;1;0;0;848;11;29;0;1;0;889;627;144;11;117;355;221;21;31;202;19;365427;53937;296900;265592;147076;135739;60238;182;182;132;802;1;2;0;1441;0
SMURSAMU;2023;400011383;CH DAX - ANT. SAISON. SMUR - HOSSEGOR;400780193;1;0;0;0;1;400780193;1;0;168;168;168;;1;;;223;;;;;;223;100;10;0;88;60;26;1;1;13;13;;;;;;;;;;;;;;;;
SMURSAMU;2023;400011391;CH DAX - ANT. SAISON. SMUR - MIMIZAN;400780193;1;0;0;0;1;400780193;1;0;84;;;;;1;;;;;127;;;127;111;1;2;80;28;27;1;0;4;23;;;;;;;;;;;;;;;;
SMURSAMU;2023;400012506;CH MDM - ANT. SAISON. SMUR-BISCARROSSE;400011177;1;0;0;0;1;400011177;1;0;168;0;0;0;1;0;0;82;0;0;0;0;0;82;73;6;1;18;48;9;0;1;0;9;;;;;;;;;;;;;;;;
SMURSAMU;2023;400012514;CH MDM - ANTENNE SMUR - LABOUHEYRE;400011177;1;0;0;0;1;400011177;0;0;84;84;84;1;0;0;0;243;106;0;0;0;0;349;221;38;2;31;150;22;1;2;14;8;;;;;;;;;;;;;;;;
SMURSAMU;2023;400012522;CH MDM - ANTENNE SMUR - AIRE-SUR-ADOUR;400011177;1;0;0;0;1;400011177;0;0;168;168;168;1;0;0;0;425;174;0;0;0;0;599;385;57;3;69;256;40;2;5;28;12;;;;;;;;;;;;;;;;
SMURSAMU;2023;410000020;CH BLOIS SIMONE VEIL;410000087;1;1;0;0;0;;0;1;576;336;168;2;3;1;0;1350;998;213;168;256;0;2985;398;72;2;2;392;;;;;;172989;;;;142563;89398;28512;168;;;480;0;0;0;1131;0
SMURSAMU;2023;410000038;CH VENDOME - MONTOIRE;410000095;1;1;0;0;0;;0;0;168;168;168;;2;;;620;85;;;;;705;260;72;5;44;148;284;9;54;197;87;;;;;;;;;;;;;;;;
SMURSAMU;2023;410000046;CH ROMORANTIN-LANTHENAY;410000103;1;1;0;0;0;;0;0;168;168;168;;2;;;581;188;;;6;;775;;98;10;23;234;695;50;165;280;415;;;;;;;;;;;;;;;;
SMURSAMU;2023;420000010;CH DE ROANNE;420780033;1;1;0;0;0;420000010;0;1;336;336;336;1;2;0;0;926;162;21;17;109;0;1235;389;153;17;78;141;537;35;44;467;70;82618;4051;76523;73812;57017;45621;17728;153;84;69;200;0;0;;144;0
SMURSAMU;2023;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;481;1;0;0;0;0;482;86;64;7;11;4;396;22;63;199;197;;;;;;;;;;;;;;;;
SMURSAMU;2023;420000267;CH DU FOREZ SITE DE FEURS;420013831;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;89;5;0;0;0;0;94;24;15;2;4;3;66;8;15;47;19;;;;;;;;;;;;;;;;
SMURSAMU;2023;420785354;HOPITAL NORD - CHU42;420784878;1;1;0;0;0;;0;1;504;504;420;4;5;1;0;2773;1028;26;557;451;0;4835;754;395;3;17;349;2336;290;320;1708;620;360987;35237;327851;311497;236407;224507;106422;392;168;224;1310;0;35;0;548;0
SMURSAMU;2023;430000117;CH EMILE ROUX LE PUY;430000018;1;1;0;0;0;;0;1;336;336;336;1;4;0;0;1176;129;0;1;1;0;1307;252;146;0;6;29;871;72;146;792;79;170484;1062;169422;169422;139868;124021;57838;230;168;62;360;1;5;0;25;0
SMURSAMU;2023;430000190;CH DE BRIOUDE;430000034;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;302;141;7;0;0;0;450;83;66;0;17;0;219;23;41;129;90;;;;;;;;;;;;;;;;
SMURSAMU;2023;440000016;CH DE SAINT NAZAIRE;440000057;1;1;0;0;0;;0;0;336;336;336;;2;;;1207;51;;;;;1258;335;151;3;51;130;1081;100;145;917;164;;;;;;;;;;;;;;;;
SMURSAMU;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;1;0;1;0;;0;1;406;504;504;3;6;1;;2427;1106;419;188;314;;4454;459;267;6;147;16;2873;316;234;2177;696;665129;47785;598594;544965;408174;297305;134936;1039;382;657;1534;0;0;;1083;0
SMURSAMU;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;1;0;0;0;;0;0;168;168;168;;2;;;345;13;;;;;358;192;48;10;11;123;371;36;69;214;157;;;;;;;;;;;;;;;;
SMURSAMU;2023;440053007;SMUR CHU NANTES SITE CH ANCENIS;440000289;1;0;0;0;1;440000289;0;0;45;45;45;;1;;;69;10;;;;;79;10;7;;3;;74;5;9;44;30;;;;;;;;;;;;;;;;
SMURSAMU;2023;450000047;CH DEZARNAULDS - GIEN;450000096;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;727;;;;;;727;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;1;0;0;0;;0;0;168;168;168;;2;;;986;11;;;;;997;369;123;3;52;191;878;57;204;796;82;;;;;;;;;;;;;;;;
SMURSAMU;2023;450000070;CH PITHIVIERS;450000112;1;1;0;0;0;;0;0;168;168;168;;;;;582;1;;;;;583;406;28;14;90;274;189;0;0;38;151;;;;;;;;;;;;;;;;
SMURSAMU;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;1;0;1;0;;0;1;504;504;504;4;6;1;0;3048;656;94;165;468;0;4431;1720;252;15;291;1162;1493;93;216;1246;247;351068;25380;298999;220365;199657;164442;29858;411;336;52;612;0;0;0;1121;0
SMURSAMU;2023;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;1;0;0;0;;0;0;39;35;35;;2;;;272;42;;;0;;314;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2023;460000052;CH ST JACQUES ST CERE;460780091;1;1;0;0;0;;0;0;141;141;70;1;2;;;472;164;116;0;4;0;756;281;87;0;54;137;191;16;19;80;111;;;;;;;;;;;;;;;;
SMURSAMU;2023;460000102;CH JEAN COULON GOURDON;460780208;1;1;0;0;0;;0;0;28;29;29;0;1;0;0;300;19;0;0;0;0;319;144;50;0;8;89;125;5;21;;125;;;;;;;;;;;;;;;;
SMURSAMU;2023;460000110;CH JEAN ROUGIER CAHORS;460780216;1;1;0;0;0;;0;1;168;203;168;2;3;;;632;80;330;;;;1042;311;127;2;39;104;360;30;25;326;34;95118;157;94961;94961;60201;54306;17042;168;168;52;168;1;14;;1124;0
SMURSAMU;2023;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;1;1;0;0;0;;0;1;336;168;228;2;2;;;872;636;93;;;;1601;355;123;4;36;193;517;69;145;276;241;214947;19555;185310;163813;166256;108686;57570;316;168;148;588;0;5;;550;1
SMURSAMU;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;1;0;0;0;;0;0;168;168;168;;1;;;634;16;;;;;650;257;140;101;1;15;496;20;89;402;94;;;;;;;;;;;;;;;;
SMURSAMU;2023;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;552;34;0;0;0;0;586;171;115;1;27;21;377;20;72;295;82;;;;;;;;;;;;;;;;
SMURSAMU;2023;470016205;CH AGEN NERAC - ANTENNE SMUR DE NERAC;470016171;1;0;0;0;1;470016171;0;0;168;168;0;;1;;;437;;;;;;437;249;36;2;30;181;188;28;92;1;187;;;;;;;;;;;;;;;;
SMURSAMU;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;1;0;0;0;;0;1;168;168;168;2;1;0;0;858;130;0;178;139;0;1305;;16;;;546;1036;101;163;950;86;57720;5039;52588;44155;44034;25520;0;168;168;0;152;1;30;0;531;0
SMURSAMU;2023;490000049;CHR ANGERS SITE LARREY;490000031;1;1;0;0;0;;0;1;336;420;420;3;3;1;0;2357;601;558;291;255;0;4062;993;288;8;123;574;2314;205;311;1852;462;391127;32452;323531;283248;180056;180056;99556;542;317;225;850;1;0;0;2270;0
SMURSAMU;2023;490000635;CH DE CHOLET;490000676;1;1;0;0;0;;0;0;168;168;0;0;2;;;1145;72;0;0;0;0;1217;597;146;2;54;395;548;44;90;365;183;;;;;;;;;;;;;;;;
SMURSAMU;2023;490001765;CH DE SAUMUR;490528452;1;1;0;0;0;;0;0;168;168;168;;1;;;719;31;;;;;750;316;99;1;40;176;571;41;125;348;223;;;;;;;;;;;;;;;;
SMURSAMU;2023;500000021;CHAG - SITE AVRANCHES;500000054;1;1;0;0;0;;0;0;168;168;168;1;1;1;;358;120;;0;2;;480;183;55;;24;92;212;20;29;177;35;;;;;;;;;;;;;;;;
SMURSAMU;2023;500000187;CHPC - SITE CHERBOURG;500000013;1;1;0;0;0;;0;0;168;168;168;;2;;;897;45;1;8;2;0;953;333;163;3;24;143;691;63;155;665;26;;;;;;;;;;;;;;;;
SMURSAMU;2023;500000260;CHAG - SITE GRANVILLE;500000054;1;1;0;0;0;;0;0;168;168;168;;1;1;1;530;162;;7;0;2;701;212;95;1;20;96;313;19;64;114;199;;;;;;;;;;;;;;;;
SMURSAMU;2023;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;1;1;0;0;0;;0;0;84;158;0;;1;;;380;67;;;;;447;88;54;2;6;127;343;29;43;47;296;;;;;;;;;;;;;;;;
SMURSAMU;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;1;1;0;0;0;;0;1;168;462;168;0;3;0;0;657;266;160;15;4;0;1102;335;116;10;27;182;510;59;71;404;106;406429;0;375814;356446;230871;194103;129236;435;238;197;756;0;0;0;3724;0
SMURSAMU;2023;500000468;CHPC - SITE VALOGNES;500000013;1;1;0;0;0;;0;0;136;136;136;;2;;;647;78;0;6;1;0;732;294;104;4;23;163;504;57;134;449;55;;;;;;;;;;;;;;;;
SMURSAMU;2023;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;625;156;9;36;5;0;831;370;120;5;31;214;490;40;72;126;364;;;;;;;;;;;;;;;;
SMURSAMU;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;783;47;1;;;;831;111;93;3;48;111;636;57;99;519;117;;;;;;;;;;;;;;;;
SMURSAMU;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;1;0;0;0;;0;0;168;168;168;1;1;;;615;64;;;;;679;231;97;4;32;85;463;39;140;297;166;;;;;;;;;;;;;;;;
