BOR;AN;FI;RS;FI_EJ;PERSO;ETPSAL;EFFLIB;MOD;COMSMUR
URGENCES_P;2023;320000102;CH CONDOM;320780133;M9999;8.24;;;1
URGENCES_P;2023;320000102;CH CONDOM;320780133;N1220;0.2;;;1
URGENCES_P;2023;320000102;CH CONDOM;320780133;N2120;0.98;;;1
URGENCES_P;2023;320000102;CH CONDOM;320780133;N2500;6.13;;;
URGENCES_P;2023;320000102;CH CONDOM;320780133;N3120;0.1;;;
URGENCES_P;2023;320000102;CH CONDOM;320780133;N9999;19.28;;;
URGENCES_P;2023;320000102;CH CONDOM;320780133;NINF;11.87;;;1
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;20.8;;;0
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N1220;7.91;;;0
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;0.8;;;0
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2500;14.83;;;
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2620;5.2;;;0
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;55.12;;;
URGENCES_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;NINF;26.38;;;0
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M9999;13.49;6;1;1
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N1220;1.97;;1;1
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2120;0.96;;;1
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2500;14.84;;;
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2620;5.11;;1;1
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N3120;0.14;;;
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N9999;55.67;;;
URGENCES_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NINF;32.61;;1;1
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;M9999;5.52;0;2;1
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N1220;3.89;0;;
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N2120;0.68;0;2;1
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N2500;4.84;0;;
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N2620;6.09;0;;
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N3120;0.3;0;;
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N9999;36.31;0;;
URGENCES_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;NINF;17.14;0;2;1
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;12.22;0;3;1
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N1220;1.2;;;
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;0.5;;;
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2500;15.91;;;
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N3120;0.33;;;
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;41.12;;;
URGENCES_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NINF;23.18;;;
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1140;2.06;0;;0
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M9999;19.49;0;3;1
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N1220;3.14;;;0
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2120;1.8;;3;1
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2500;21.96;;;
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N9999;66.67;;;
URGENCES_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NINF;33.54;;1;1
URGENCES_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;M9999;0.54;0;3;1
URGENCES_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2120;0.2;;3;1
URGENCES_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2500;3;;;
URGENCES_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N9999;7.52;;;
URGENCES_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;NINF;4.32;;1;1
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;M9999;;7;;
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N1220;7.37;;;0
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2120;1;;;0
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2500;18.23;;;
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N2620;3.2;;;0
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N3120;0.2;;;
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;N9999;55.81;;;
URGENCES_P;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;NINF;25.81;;;0
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N1220;7.56;;;
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2120;1;;;
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2500;12;;;
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N2620;1;;;
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N3120;0.5;;;
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N9999;47.29;;;
URGENCES_P;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NINF;25.23;;;
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M9999;12.43;;2;1
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N1220;2.25;;2;1
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2120;0.5;;2;1
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2500;7.34;;;
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2620;0.55;;2;1
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N3120;1;;;
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N9999;33.81;;;
URGENCES_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NINF;17.25;;2;1
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;M9999;13.82;;;0
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N1220;6.15;;;0
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2120;2;;;0
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2500;10.71;;;
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N2620;1;;;0
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N3120;0.5;;;
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;N9999;42.85;;;
URGENCES_P;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;NINF;22.49;;;0
URGENCES_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M9999;8.74;;;
URGENCES_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N1220;5;;;
URGENCES_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2120;1;;;
URGENCES_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2620;6;;;
URGENCES_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N9999;29.71;;;
URGENCES_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;NINF;17.71;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;M9999;12;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N1220;2.91;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N2120;2.08;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N2500;31.08;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N2620;6.15;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N9999;89.12;;;
URGENCES_P;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;NINF;45.64;;;
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1140;14.83;;;1
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M9999;41.58;;;1
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N1220;6.95;;;
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2120;3.76;;;
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2500;105.66;;;
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N9999;281.74;;;
URGENCES_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NINF;138.32;;;
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;M9999;4.8;0;;0
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N1220;2;0;;0
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N2120;0.5;0;;0
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N2500;4.8;0;;
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N3120;0.5;0;;
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N9999;19.8;0;;
URGENCES_P;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;NINF;12;0;;0
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1140;0.5;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M9999;1.14;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N1220;0.57;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N2120;1;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N2500;17.86;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N3120;0.14;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N9999;43.78;;;
URGENCES_P;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;NINF;20.27;;;
URGENCES_P;2023;340000033;CH BEZIERS;340780055;M1140;1.12;;;0
URGENCES_P;2023;340000033;CH BEZIERS;340780055;M3020;0.61;;;
URGENCES_P;2023;340000033;CH BEZIERS;340780055;M9999;19.62;;2;1
URGENCES_P;2023;340000033;CH BEZIERS;340780055;N1220;2.65;;2;1
URGENCES_P;2023;340000033;CH BEZIERS;340780055;N2120;2.28;;2;1
URGENCES_P;2023;340000033;CH BEZIERS;340780055;N2500;32.1;;;
URGENCES_P;2023;340000033;CH BEZIERS;340780055;N3120;0.58;;;
URGENCES_P;2023;340000033;CH BEZIERS;340780055;N9999;110.35;;;
URGENCES_P;2023;340000033;CH BEZIERS;340780055;NINF;60.98;;2;1
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;19.16;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N1220;3.11;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2120;1.28;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2500;11.7;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2620;7.37;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N3120;0.06;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;60.18;0;;
URGENCES_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NINF;29.8;0;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;M9999;0;12;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N1220;6.33;;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N2120;1;;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N2500;5.64;;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N2620;1;;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N3120;0.1;;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;N9999;33.09;;;
URGENCES_P;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;NINF;19.02;;;
URGENCES_P;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;M9999;;8;;
URGENCES_P;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;N1220;4.45;;;
URGENCES_P;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;N2120;0.8;;;
URGENCES_P;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;N2500;2;;;
URGENCES_P;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;N9999;17;;;
URGENCES_P;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;NINF;9.75;;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;M1140;;2;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;M9999;0.23;15;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N1220;12.27;;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2120;1;0;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2500;2.24;;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N2620;6.8;1;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;N9999;40.72;1;;
URGENCES_P;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;NINF;18.41;;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;M1140;;16;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;M3020;;2;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;M9999;2.3;20;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;N1220;5.2;;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;N2120;1;;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;N2500;9.6;;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;N2620;4;;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;N9999;36.6;1;;
URGENCES_P;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;NINF;16.8;;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;M9999;0;5;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;N1220;2.6;;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;N2120;0.25;0;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;N2500;2.42;;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;N2620;0.4;;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;N3120;;1;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;N9999;12.36;1;;
URGENCES_P;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;NINF;6.69;;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;M9999;0;4;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N1220;3;0;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2120;1;0;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2500;2;0;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2620;1;0;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N9999;12.66;0;;
URGENCES_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;NINF;5.66;0;;
URGENCES_P;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;M9999;4.31;0;;
URGENCES_P;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;N1220;1.6;;;
URGENCES_P;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;N2120;0.38;;;
URGENCES_P;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;N2500;2.8;;;
URGENCES_P;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;N9999;12.28;;;
URGENCES_P;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;M9999;2.5;8;;0
URGENCES_P;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;N1220;6;;;0
URGENCES_P;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;N2500;5.1;;;
URGENCES_P;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;N9999;28.1;;;
URGENCES_P;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;NINF;17;;;0
URGENCES_P;2023;340780717;CL ST LOUIS GANGES;340023225;M9999;0;4;;
URGENCES_P;2023;340780717;CL ST LOUIS GANGES;340023225;N1220;2;0;;
URGENCES_P;2023;340780717;CL ST LOUIS GANGES;340023225;N2120;1;0;;
URGENCES_P;2023;340780717;CL ST LOUIS GANGES;340023225;N2500;5;0;;
URGENCES_P;2023;340780717;CL ST LOUIS GANGES;340023225;N9999;17.4;;;
URGENCES_P;2023;340780717;CL ST LOUIS GANGES;340023225;NINF;9.4;0;;
URGENCES_P;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;M9999;1.4;;;
URGENCES_P;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;N1220;3.4;0;;
URGENCES_P;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;N2120;1;0;;
URGENCES_P;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;N2500;6.3;0;;
URGENCES_P;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;N9999;26.9;0;;
URGENCES_P;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;NINF;16.1;0;;
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1140;4.63;;1;1
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M3020;4;;;
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M9999;34.06;;1;1
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N1220;11;;;0
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2120;5;;;0
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2500;81.1;;;
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N3120;2;;;
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N9999;218.8;;;
URGENCES_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;NINF;119.7;;;0
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;M9999;;8;;
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;N1220;4.65;;;
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;N2120;1;;;
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;N2500;6.49;;;
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;N2620;2.2;;;
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;N9999;41.3;;;
URGENCES_P;2023;350000121;CHP SAINT GREGOIRE;350000303;NINF;26.92;;;
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M9999;20.04;;3;1
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N1220;2.08;;;
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2120;1.5;;3;1
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2500;35.24;;;
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2620;3.59;;;
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N3120;0.29;;;
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N9999;90.58;;;
URGENCES_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;NINF;45.99;;3;1
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;M9999;4.92;;2;1
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;N1220;6.16;;2;1
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;N2120;0.96;;2;1
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;N2500;14.6;;;
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;N2620;1.85;;;0
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;N3120;0.42;;;
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;N9999;44.02;;;
URGENCES_P;2023;350000154;C.H FOUGERES;350000030;NINF;19.73;;;0
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;M1140;0.1;;;1
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;M9999;5.48;;3;1
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;N1220;4.76;;2;1
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;N2120;0.95;;;1
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;N2500;13.95;;;
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;N9999;36.95;;;
URGENCES_P;2023;350000162;CHIRC SITE REDON;350000048;NINF;16.54;;3;1
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;M9999;3.3;;;0
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N1220;4.31;;;0
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N2120;0.67;;;0
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N2500;12.27;;;
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N2620;2.04;;;0
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N9999;29.61;;;
URGENCES_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;NINF;9.67;;;0
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1140;;;3;1
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M9999;24.09;;3;1
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N1220;0.79;;3;1
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2120;2;;3;1
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2500;52.34;;;
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2620;;;3;1
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N9999;136.01;;;
URGENCES_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NINF;65.04;;3;1
URGENCES_P;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;M9999;;6;;
URGENCES_P;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;N1220;3;;;
URGENCES_P;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;N2120;1;;;
URGENCES_P;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;N2500;7.09;;;
URGENCES_P;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;N9999;27.65;;;
URGENCES_P;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;NINF;16.56;;;
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M1140;7.36;;;0
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M9999;7.36;;;0
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N2120;1.1;;;0
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N2500;18.88;;;
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N3120;0.2;;;
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N9999;66.11;;;
URGENCES_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;NINF;40.94;;;0
URGENCES_P;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;M9999;5.88;0;;
URGENCES_P;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N2120;0.6;;;
URGENCES_P;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N2500;9.73;;;
URGENCES_P;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N3120;0.09;;;
URGENCES_P;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;N9999;21.77;;;
URGENCES_P;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;NINF;11.35;;;
