BOR;AN;FI;RS;FI_EJ;INTMED;DOCJU_MED;INTPHA;DOCJU_PHA;INTODO;DOCJU_ODO;INTGEN;INTURG;DOCJU_URG;INT;DOCJU;FFI;dtSTAG
Q22;2023;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;1;1;;;;;;;;1;1;;
Q22;2023;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;1;;0;;0;;0;0;;1;;;
Q22;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;;2;;;;;17;;;17;2;4;
Q22;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;4;;1;1;;;12;;;17;1;10;
Q22;2023;300000023;CH ALES CEVENNES;300780046;4;0;3;1;0;0;19;4;0;30;1;9;8
Q22;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;10;0;1;0;0;0;0;0;0;11;0;34;32
Q22;2023;300000056;CH PONT ST ESPRIT;300780079;;;;;;;;;;;;2;2
Q22;2023;300000064;CH UZES;300780087;;;;;;;3;;;3;;;
Q22;2023;300000080;CHS LE MAS CAREIRON UZES;300780103;3;2;;1;;;;;;3;3;1;1
Q22;2023;300012481;USLD LES CIGALES CH ALES;300780046;0;0;0;0;0;0;0;0;0;0;0;1;1
Q22;2023;300013778;HAD 3G SANTE NIMES;300013760;1;;;;;;;;;1;;;
Q22;2023;300782117;CHU NIMES CAREMEAU;300780038;156;39;12;2;;;48;22;10;238;51;50;24
Q22;2023;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;5;;;;;;9;;;14;;2;2
Q22;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;;;;;;;11;;;11;;1;
Q22;2023;310000369;CH GERARD MARCHANT TOULOUSE;310780754;15;5;1;;;;;;;16;5;3;
Q22;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;87;32;;;11;;;;;98;32;8;1
Q22;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;42;10;;;;;;;;42;10;4;
Q22;2023;310021571;CL DES MINIMES TOULOUSE;310021563;;1;;1;;;4;;;4;2;;
Q22;2023;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;5;;;;;;;;;5;;1;
Q22;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;20;7;;;;;2;;;22;7;1;
Q22;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;2;;;;;;1;;;3;;;
Q22;2023;310780259;CL PASTEUR TOULOUSE;310000096;2;;;;;;;;;2;;;
Q22;2023;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;1;;;;;;2;;;3;;;
Q22;2023;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;;;;;;;2;;;2;;;
Q22;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;;0;;1;;0;;2;0;2;1;0;0
Q22;2023;310781422;CENTRE PAUL DOTTIN RAMONVILLE ST AGNE;310781562;1;;;;;;;;;1;;;
Q22;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;;;;;;;1;;;1;;;
Q22;2023;310782065;AAIR UDM TOULOUSE LE GOFF;310000633;;1;;;;;;;;;1;;
Q22;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;27;;6;;;;;;;33;;5;
Q22;2023;310782446;ARSEAA;310782446;3;1;;;;;;;;3;1;;
Q22;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;235;73;;;;;16;;;251;73;17;6
Q22;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;179;53;69;1;21;;6;;;275;54;21;6
Q22;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;24;5;;;;;;;;24;5;1;
Q22;2023;320000086;CH AUCH EN GASCOGNE;320780117;13;2;0;0;0;0;3;4;0;20;2;11;10
Q22;2023;320000102;CH CONDOM;320780133;;;;;;;;;;;;1;
Q22;2023;320780323;CTRE PEDIA ST JACQUES MPR MONTEGUT;750810590;1;;;;;;;;;1;;;
Q22;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;4;1;;;;;6;;;10;1;1;0
Q22;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;3;3;1;;0;;7;4;;15;3;;
Q22;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;5;1;1;;;;11;1;;18;1;2;
Q22;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;0;0;0;0;0;0;1;0;0;1;0;0;0
Q22;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;16;3;;;;;;;;16;3;4;
Q22;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;38;18;1;1;0;0;25;6;1;70;20;11;2
Q22;2023;330000639;CH CHARLES PERRENS;330781287;44;9;1;2;;;3;;;48;11;2;0
Q22;2023;330000647;CH DE CADILLAC;330781295;6;3;1;0;;;;;;7;3;1;0
Q22;2023;330000662;INSTITUT BERGONIE;330781329;35;7;2;1;;;;;;37;8;;
Q22;2023;330780115;CLINIQUE TIVOLI-DUCOS;330000076;;1;;;;;;;;;1;;
Q22;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;;;;;;;2;;3;;;
Q22;2023;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;2;;;;;;;;;2;;;
Q22;2023;330781139;CRF LA TOUR DE GASSIES;330056540;2;;;;0;0;0;;;2;0;0;
Q22;2023;330781303;HIA ROBERT PICQUE;750821092;1;;;;;;3;;;4;;;
Q22;2023;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;4;1;;;1;;5;;;10;1;1;
Q22;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;48;44;7;6;2;1;10;9;2;76;53;2;
Q22;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;286;73;35;5;20;1;22;42;9;405;88;17;
Q22;2023;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;;;;;;;;;1;;;
Q22;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;121;30;23;2;;;;;;144;32;15;
Q22;2023;330783721;HOPITAL GARDEROSE;330781253;3;2;0;0;0;0;0;0;0;3;2;0;0
Q22;2023;330802752;CENTRE JEAN ABADIE - CHU;330781196;5;;;;;;;;;5;;;
Q22;2023;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;2;;;;;;;;;2;;;
Q22;2023;340000033;CH BEZIERS;340780055;18;;5;2;;;25;;;48;2;54;40
Q22;2023;340000207;ICM MONTPELLIER;340780493;20;10;3;;;;;;;23;10;8;4
Q22;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;5;4;2;0;0;0;17;0;0;24;4;13;7
Q22;2023;340000231;CH POLE DE SANTE DE LUNEL;340780535;;;;;;;1;;;1;;1;1
Q22;2023;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;4;1;;;;;;;;4;1;;
Q22;2023;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;6;4;;;;;4;1;;11;4;;
Q22;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;1;;;1;;;;;;1;1;;
Q22;2023;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;2;;;;;;;;;2;;;
Q22;2023;340017839;ADENE HAD MONTPELLIER;340027937;;;;;;;1;;;1;;;
Q22;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;;;2;;;;;1;;3;;;
Q22;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;;;;;;;2;;;2;;1;
Q22;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;;;;;;;;;;;;2;2
Q22;2023;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;;;;;;;;;;;;;1
Q22;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;39;6;;;;;2;1;;42;6;1;
Q22;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;9;5;;;;;5;;;14;5;2;1
Q22;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;2;1;0;1;0;;0;0;0;2;2;0;0
Q22;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;;;;;;;;;;;;1;
Q22;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;57;19;12;;;;4;3;;76;19;27;
Q22;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;64;22;;;22;;2;;;88;22;17;
Q22;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;166;74;26;;;;41;26;;259;74;35;
Q22;2023;340789981;CL FONTFROIDE MONTPELLIER;340001866;1;1;;;;;;;;1;1;;
Q22;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;90;31;10;;;;9;2;;111;31;13;
Q22;2023;350000121;CHP SAINT GREGOIRE;350000303;3;;1;;;;1;;;5;;;
Q22;2023;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;5;;;;;;2;;;7;;;
Q22;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;28;5;1;;;;19;1;2;49;7;5;
Q22;2023;350000154;C.H FOUGERES;350000030;;1;;;;;16;;;16;1;0;0
Q22;2023;350000162;CHIRC SITE REDON;350000048;;;;;;;12;;;12;;;
Q22;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;;1;;;;;3;4;;7;1;;
Q22;2023;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;33;6;;;;;;;;33;6;1;
Q22;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;;;;;;;1;;;1;;;
Q22;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;222;63;31;2;19;;12;;;284;65;24;6
Q22;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;;;;;;;1;;;1;;;
Q22;2023;350002564;POLE MPR SAINT HELIER;350046199;1;;;;;;;;;1;;;
Q22;2023;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;12;6;;;;;;;;12;6;;
Q22;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;8;;;;;;;;;8;;;
Q22;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;;;;;;;;;;;;1;
Q22;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;9;1;;;;;6;;;15;1;;
Q22;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;83;18;2;;;;20;;;105;18;5;1
Q22;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;;;;;;;3;;;3;;;
Q22;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;2;1;0;0;0;0;6;0;0;8;1;0;0
Q22;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;;;;;;;3;;;3;;5;5
Q22;2023;360000137;CH CHATEAUROUX;360000053;3;1;1;;;;4;1;;9;1;25;
Q22;2023;360000160;CH DU BLANC;360000053;1;;;;;;1;;;2;;2;
Q22;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;;;;;;;1;;;1;;;
Q22;2023;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;;;;;;;;;1;;;
Q22;2023;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;3;0;0;0;0;0;0;0;0;3;0;0;0
Q22;2023;370000499;CHRU CLOCHEVILLE - TOURS;370000481;40;11;3;3;;;7;5;;55;14;1;
Q22;2023;370000515;CTRE CONVAL. L'ERMITAGE CHRU TOURS;370000481;1;1;;;;;6;;;7;1;;
Q22;2023;370000531;CH DU CHINONAIS;370000606;7;2;1;;;;6;7;;21;2;1;1
Q22;2023;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;4;;;;;;;;;4;;;
Q22;2023;370000861;CHRU BRETONNEAU - TOURS;370000481;161;44;21;4;;;18;6;;206;48;12;8
Q22;2023;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;8;1;;1;;;2;;;10;2;;
Q22;2023;370000903;CH PAUL MARTINAIS - LOCHES;370000614;;;;;;;2;4;;6;;;
Q22;2023;370000986;CH LOUIS SEVESTRE;370000713;1;;;;;;;;;1;;;
Q22;2023;370001109;CH DE LUYNES - ET;370002701;3;;;;;;;;;3;;;
Q22;2023;370001158;CH SAINTE MAURE DE TOURAINE;370004327;;;;;;;1;;;1;;;
Q22;2023;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;122;25;14;2;;;16;9;6;161;33;9;4
Q22;2023;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;14;2;;;;;1;;;15;2;1;1
Q22;2023;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;;;1;;;;4;;5;1;;
Q22;2023;370009938;HAD VAL DE LOIRE;440052041;;;1;;;;2;;;3;;;
Q22;2023;370013450;CORT37 (RADIOTHE) SITE PSLV;370002149;2;;;;;;;;;2;;;
Q22;2023;380000018;CH RHUMATOLOGIQUE D'URIAGE;380780023;2;;;;;;;;;2;;;4
Q22;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;39;5;;;;;2;;2;41;7;6;
Q22;2023;380000042;CH YVES TOURAINE;380780056;;;;;;;;;;;;2;
Q22;2023;380000059;CH DE RIVES;380780072;0;0;0;0;0;0;0;0;0;0;0;2;2
Q22;2023;380000067;HOPITAL NORD - CHU38;380780080;298;86;40;16;0;;31;;;369;102;38;14
Q22;2023;380000075;CH DE TULLINS SITE PERRET;380780098;;;;;;;;;;;;1;1
Q22;2023;380000091;CH INTERCOMMUNAL VERCORS ISERE;380780171;;;;;;;2;;;2;;3;3
Q22;2023;380000133;CH ALPES ISERE;380780247;21;;;;;;;;;21;;;
Q22;2023;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;13;3;3;0;0;0;25;1;1;42;4;12;7
Q22;2023;380000406;HOPITAL DE VOIRON - CHU38;380780080;13;4;2;;;;16;;;31;4;3;3
Q22;2023;380009928;CENTRE MEDICAL ROCHEPLANE;380804542;;;;;;;6;;;6;;;
Q22;2023;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;8;;2;;;;16;;;26;;;
Q22;2023;380020123;CLINIQUE DES COTES DU RHONE;380021139;;;;;;;;;;;;3;3
Q22;2023;380024257;PSYPRO GRENOBLE;690048798;1;;;;;;;;;1;;;
Q22;2023;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;4;1;;;;;;;;4;1;;
Q22;2023;380782722;HOPITAL SUD - CHU38;380780080;21;7;;;;;5;;;26;7;3;2
Q22;2023;390000040;CH LONS;390780146;21;2;0;;0;;21;0;;42;2;13;9
Q22;2023;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;;;;;;;;;;;;6;6
Q22;2023;390000073;CHI PAYS REVERMONT SITE SALINS;390780179;2;;;;;;;;;2;;;
Q22;2023;390000164;CHS SAINT YLIE JURA;390780476;6;;0;;0;;2;;;8;;2;0
Q22;2023;390000222;CH LOUIS PASTEUR DOLE;390780609;5;6;;;;;17;4;;26;6;6;
Q22;2023;400000105;CENTRE HOSPITALIER DAX;400780193;17;6;;;;;16;;;33;6;14;12
Q22;2023;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;1;;;;;;;;;1;;1;
Q22;2023;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;8;4;0;1;0;;16;2;;26;5;34;34
Q22;2023;400780250;CENTRE NOUVIELLE;400011177;0;0;0;0;0;0;0;0;0;0;0;1;1
Q22;2023;400787354;CH DE DAX - SITE DU LANOT;400780193;;;;;;;;;;;;1;1
Q22;2023;400791018;CTRE. EUROPEEN REEDUCATION DU SPORTIF;400790994;1;;;;;;;;;1;;1;
Q22;2023;410000020;CH BLOIS SIMONE VEIL;410000087;51;11;;;0;;17;0;;68;11;21;
Q22;2023;410000038;CH VENDOME - MONTOIRE;410000095;0;0;0;0;0;0;3;0;0;3;0;1;0
Q22;2023;410000046;CH ROMORANTIN-LANTHENAY;410000103;0;0;2;0;0;0;3;4;0;9;0;1;0
Q22;2023;410000053;CH SAINT AIGNAN;410000111;1;;;;;;;;;1;;;
Q22;2023;410000202;POLYCLINIQUE BLOIS;410000319;;1;;;;;;;;;1;;
Q22;2023;410000293;CLINIQUE DE CHAILLES;410000491;1;;;;;;;;;1;;;
Q22;2023;410003768;SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME;410000095;1;0;0;0;0;0;0;0;0;1;0;0;0
Q22;2023;420000010;CH DE ROANNE;420780033;27;4;;;;;33;4;2;64;6;17;15
Q22;2023;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;;3;;;;;17;;;17;3;8;8
Q22;2023;420000234;CH DE FIRMINY;420780652;9;2;1;;;;23;;1;33;3;;
Q22;2023;420000242;CH GEORGES CLAUDINON;420780660;;;;;;;2;;;2;;;
Q22;2023;420000267;CH DU FOREZ SITE DE FEURS;420013831;0;1;0;0;0;0;10;0;0;10;1;3;0
Q22;2023;420002479;ADENE HOSPITALISATION A DOMICILE;340027937;;;;;;;1;;;1;;;
Q22;2023;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;;;;;;;1;;;1;;;
Q22;2023;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;12;;;;;;;;;12;;;
Q22;2023;420010241;INSTITUT DE CANCERO ET HEMATO - CHU42;420784878;13;4;2;1;;;1;1;;17;5;4;4
Q22;2023;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;4;;;;;;;1;;5;;;
Q22;2023;420780637;CH DU GIER - MCO;420002495;6;;;;;;12;;;18;;5;0
Q22;2023;420780678;HOPITAL DU GIER - SITE MARREL SSR;420002495;0;0;0;0;0;0;4;0;0;4;0;4;0
Q22;2023;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;8;;3;;;;3;;;14;;1;1
Q22;2023;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;9;;;;;;10;1;;20;;;
Q22;2023;420784845;ANNEXE BONVERT - CH DE ROANNE;420780033;;;;;;;5;;;5;;1;1
Q22;2023;420785354;HOPITAL NORD - CHU42;420784878;220;63;9;1;;;37;15;4;281;68;23;12
Q22;2023;430000117;CH EMILE ROUX LE PUY;430000018;28;3;1;0;0;0;21;1;0;51;3;13;14
Q22;2023;430000190;CH DE BRIOUDE;430000034;;;;;;;5;;;5;;2;
Q22;2023;430000216;CENTRE MEDICAL D'OUSSOULX;750811820;;;;;;;;;;;;1;
Q22;2023;440000016;CH DE SAINT NAZAIRE;440000057;50;7;1;;;;30;3;2;84;9;;
Q22;2023;440000024;CH REEDAPTATION DE MAUBREUIL;440000065;;;;;;;;;;;;;1
Q22;2023;440000180;CHS EPSYLAN BLAIN;440000263;6;1;;;;;;;;6;1;;
Q22;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;227;76;28;3;16;1;57;31;7;359;87;15;9
Q22;2023;440000396;CH ERDRE ET LOIRE;440053643;2;;;;;;4;5;;11;;;
Q22;2023;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;5;1;0;0;0;0;2;0;0;7;1;0;0
Q22;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;0;;0;;0;;12;0;;12;;9;9
Q22;2023;440000560;CH LVO SITE DE MACHECOUL;850009010;;;;;;;2;;;2;;;
Q22;2023;440000883;CH SEVRE ET LOIRE - VERTOU;440042141;;;1;;;;2;;;3;;;
Q22;2023;440001113;ICO - SITE GAUDUCHEAU;490017258;23;3;4;;;;;;;27;3;;
Q22;2023;440001253;HIC DE LA PRESQU'ILE-SITE DE GUERANDE;440028538;;;;;;;1;;;1;;;
Q22;2023;440001287;HIC PAYS DE RETZ - PORNIC;440041531;;;;;;;1;;;1;;;
Q22;2023;440001964;CH PIERRE DELAROCHE;440003267;;;;;;;;;;;;;1
Q22;2023;440001972;CH GEORGES DAUMEZON;440003309;6;;;;;;2;;;8;;3;3
Q22;2023;440003291;CHU DE NANTES SITE SAINT JACQUES;440000289;12;2;4;0;0;0;1;0;0;17;2;1;0
Q22;2023;440007607;CH ST NAZAIRE HEINLEX;440000057;5;1;;;;;;;;5;1;;
Q22;2023;440017598;CHU DE NANTES SITE LAENNEC;440000289;86;13;2;1;0;0;11;4;0;103;14;5;1
Q22;2023;440021392;HOP PSY STJACQUES CHU NANTES;440000289;33;6;0;0;0;0;1;0;0;34;6;1;1
Q22;2023;440033819;SANTE ATLANTIQUE;440006344;;;;1;;;;;;;1;;
Q22;2023;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;2;;;1;;;;1;1;3;2;5;
Q22;2023;440050433;CLINIQUE MUTUALISTE DE L'ESTUAIRE;440053429;4;1;0;0;0;0;0;0;0;4;1;0;0
Q22;2023;440050466;SSR PIRMIL CHU NANTES;440000289;1;0;0;0;0;0;0;0;0;1;0;0;0
Q22;2023;450000047;CH DEZARNAULDS - GIEN;450000096;;;;;;;5;;;5;;;
Q22;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;6;;1;;;;5;;;12;;50;32
Q22;2023;450000070;CH PITHIVIERS;450000112;;;;;;;;;;;;8;8
Q22;2023;450000294;ORELIANCE - REINE BLANCHE;450000591;;;;;;;;2;;2;;;
Q22;2023;450000526;CMPR L'A.D.A.P.T. LOIRET;930019484;;;;;;;;;;;;1;
Q22;2023;450000930;EPSM DU LOIRET G. DAUMEZON;450002423;3;;;;;;;;;3;;6;
Q22;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;128;23;4;1;0;0;19;35;4;186;28;23;23
Q22;2023;450018536;HAD ORLEANS MONTARGIS;440052041;;;;;;;1;;;1;;;
Q22;2023;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;;;;;;;3;;;3;;;
Q22;2023;460000110;CH JEAN ROUGIER CAHORS;460780216;16;4;0;0;0;0;12;0;0;28;4;12;10
Q22;2023;460780042;CL DU QUERCY SSR BELLEVUE CAHORS;460000029;5;;;;;;;;;5;;2;
Q22;2023;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;;1;;;;;;;;;1;;
Q22;2023;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;12;3;1;1;;;23;4;1;40;5;18;17
Q22;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;;;;;;;15;5;;20;;12;12
Q22;2023;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;;;;;;;8;2;;10;;6;3
Q22;2023;470000563;CH DEPARTEMENTAL DE LA CANDELIE;470000381;3;1;;;;;;;;3;1;5;5
Q22;2023;470000571;CENTRE HOSPITALIER DE FUMEL;470000407;;;;;;;;;;;;2;
Q22;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;;;;;;;6;;7;;4;4
Q22;2023;480780279;SSR HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;;;;;;;;;1;1
Q22;2023;490000049;CHR ANGERS SITE LARREY;490000031;261;72;16;2;0;0;47;23;7;347;81;13;10
Q22;2023;490000106;CESAME CHS STE GEMMES SUR LOIRE;490000163;9;3;1;;;;;;;10;3;;
Q22;2023;490000155;ICO - SITE PAUL PAPIN;490017258;22;;2;;;;;;;24;;;
Q22;2023;490000239;ESBV-SITE DE BAUGE;490015765;;;1;;;;;;;1;;;
Q22;2023;490000320;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;;;;;;;1;;;1;;;
Q22;2023;490000601;SSR LES RECOLLETS;750052037;;;;;;;2;;;2;;;
Q22;2023;490000635;CH DE CHOLET;490000676;30;13;2;0;;;33;11;2;76;15;;
Q22;2023;490000643;CSSR LES EUMENIDES - SITE ANGERS;440042844;1;;;;;;1;;;2;;;
Q22;2023;490000650;CHI LYS HYROME-CHEMILLE;490007689;0;0;0;0;0;0;0;0;0;0;0;1;0
Q22;2023;490001765;CH DE SAUMUR;490528452;10;2;1;;;;8;8;1;27;3;2;
Q22;2023;490002979;INSTITUT PSYCHOTHERAPIQUE;490535705;1;;;;;;;;;1;;;
Q22;2023;490007549;SSR CTRE BASSE VISION ET AUDITION;490535168;1;;;;;;;;;1;;;
Q22;2023;490009248;SSR SAINT CLAUDE;490535168;;;;;;;2;;;2;;;
Q22;2023;490014909;CLINIQUE DE L'ANJOU;490008109;1;;;;;;1;2;;4;;;
Q22;2023;490016334;HAD MAUGES BOCAGE CHOLETAIS;490016326;;;;;;;1;;;1;;;
Q22;2023;490016870;HAD OUEST ANJOU SAUMUROIS;440052041;1;;;;;;;;;1;;;
Q22;2023;490529005;SSR CHR D ANGERS;490000031;1;;;;;;6;;;7;;;
Q22;2023;490531910;SSR LES CAPUCINS;490535093;10;;;;;;;;;10;;;
Q22;2023;500000021;CHAG - SITE AVRANCHES;500000054;11;5;;1;;;15;3;1;29;7;3;1
Q22;2023;500000146;HOPITAL PRIVE DE LA BAIE;500000500;2;;;;;;;;;2;;;
Q22;2023;500000187;CHPC - SITE CHERBOURG;500000013;56;8;;;;;;;;56;8;14;
Q22;2023;500000229;CRF  LE NORMANDY  - GRANVILLE;500000567;1;;;;;;;;;1;;;
Q22;2023;500000260;CHAG - SITE GRANVILLE;500000054;;;;;;;5;;;5;;1;
Q22;2023;500000427;CH DE SAINT HILAIRE DU HARCOUET;500000096;;;;;;;;;;;;1;
Q22;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;26;5;1;;0;;12;5;1;44;6;2;2
Q22;2023;500000468;CHPC - SITE VALOGNES;500000013;;;;;;;;;;;;7;
Q22;2023;500000575;CENTRE HOSPITALIER DE L'ESTRAN;500000245;;;;;;;;;;;;5;5
Q22;2023;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;2;;;;;;4;2;;8;;;
Q22;2023;500010384;FONDATION BON SAUVEUR DE LA MANCHE;500010384;5;;;;;;;;;5;;;
Q22;2023;500021449;CENTRE DE RADIOTHERAPIE DE LA BAIE;500018296;1;;;;;;;;;1;;;
Q22;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;23;8;1;;;;23;;1;47;9;2;
Q22;2023;510000219;ETABT PUBLIC DE SANTE MENTALE MARNE;510000052;19;5;;;;;;;;19;5;3;
Q22;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;7;4;1;;;;16;;;24;4;3;
Q22;2023;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;;;;;;;3;;;3;;1;
Q22;2023;510000292;EHSSR STE MARTHE;750720534;;;;;;;2;;;2;;;
Q22;2023;510000516;INSTITUT GODINOT;510000136;30;;2;;;;;;;32;;0;
Q22;2023;510002298;HAD DE REIMS CROIX ROUGE FRANCAISE;750721334;;0;;0;;0;1;;0;1;0;0;0
Q22;2023;510002447;HOPITAL ROBERT DEBRE CHU REIMS;510000029;180;49;27;4;1;;7;;;215;53;10;
Q22;2023;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;6;2;;;;;11;;;17;2;;
Q22;2023;510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;510000029;21;7;;;;;5;9;;35;7;;
Q22;2023;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;77;32;2;;14;;17;5;;115;32;15;
Q22;2023;510011679;RESIDENCE ROUX (USLD) CHU DE REIMS;510000029;;;;;;;2;;;2;;;
Q22;2023;510024359;CLINIQUE TERRE DE FRANCE CLINEA;920030269;;;;;;;2;;;2;;;
Q22;2023;510025091;HOSPITALISATION REMOISE-SITE 2-USCAR;510000052;1;;;;;;1;;;2;;1;
