BOR;AN;FI;RS;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFLIB_PM;EFFLIB_GER;ETPSAL_PM;ETPSAL_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFLIB_INF;EFFLIB_AID;EFFLIB_ERG;EFFLIB_PMT;EFFLIB_APNM;ETPSAL_INF;ETPSAL_AID;ETPSAL_ERG;ETPSAL_PMT;ETPSAL_APNM
MCOGER;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;790;38;718;2.63;1;30;;879;305;10540;;;5.93;5.93;0;0;1;1;;;;;;11.61;17.24;0.4;;2.26
MCOGER;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;283;741;672;3.1;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;1;283;741;672;3.1;1;12;3;36;18;605;;;1.7;0;0;0;0;0;;;;;;3.98;7.9;;;0.64
MCOGER;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;447;2;409;1.96;1;56;5;1305;335;12065;0;0;4.8;4.8;0;0;1;1;;;;;;23.4;25.49;3.19;1;25.7
MCOGER;2023;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;0;;;;;1;11;;432;0;3965;0;0;3;2;;;;;0;0;0;0;0;12.91;20.25;0;0;10.56
MCOGER;2023;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;1;;;;2;1;22;0;565;0;5368;;;3.69;3.69;0;;1;;;;;;;8.13;13.58;0.2;0;1
MCOGER;2023;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;0;;;;;1;;3;0;648;0;;;1.51;1.31;0;0;0;0;;;;;;1;;;;3.25
MCOGER;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;39;67;106;2.77;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;1;3133;1682;2273;17.71;1;60;4;439;294;9830;;;12.15;6.79;0;0;1;1;;;;;;25.53;32.11;1.5;0;27.87
MCOGER;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;0;;;;;1;16;;377;0;4656;;;1.7;1.7;1;0;1;0;;;;;;10.04;13.59;0;3.34;
MCOGER;2023;340000033;CH BEZIERS;340780055;1;918;0;814;3.46;1;33;;1148;0;11698;;;6.12;;;;1;1;;;;;;16.54;12.65;;;7.96
MCOGER;2023;340000207;ICM MONTPELLIER;340780493;1;456;;408;0.93;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;0;;;;;1;22;;782;0;8027;0;0;3.5;0.83;;;;;0;0;0;0;0;10.92;12.7;0;0;6.5
MCOGER;2023;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;1;1158;437;965;15.4;1;54;6;1303;1256;15403;;;7.94;3.89;1;1;1;1;;;;;;26.87;28.82;2.01;;8.33
MCOGER;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;0;;;;;1;13;0;366;0;2752;2;2;1.51;0;0;0;1;1;0;0;0;0;0;17.62;19.2;0;0;10.23
MCOGER;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;0;;;;;1;20;5;339;36;2817;;;2;1;0;0;1;1;;;;;;9.58;6.9;;;1.01
MCOGER;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;0;;;;;1;10;;258;0;3524;0;0;1.45;0.45;;;;;0;0;0;0;0;6.86;7.61;0;0;3.03
MCOGER;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;0;;;;;1;;5;0;155;0;;;0.4;0.4;0;0;1;1;;;;;;0.4;0.45;0.3;0;1.15
MCOGER;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;1407;388;1476;4.6;1;40;0;851;76;15540;;;4.94;4;0;0;0;0;;;;;;25.28;30.03;1.28;;12.55
MCOGER;2023;350000154;C.H FOUGERES;350000030;1;642;0;370;2.1;1;35;;782;0;11504;;;4.3;4.3;0;0;1;1;;;;;;11.48;17.04;0;0;4.21
MCOGER;2023;350000162;CHIRC SITE REDON;350000048;1;123;63;153;2.17;1;30;1;921;47;9833;;;1.82;0.78;0;0;1;1;;;;;;11.51;16.57;;;4.96
MCOGER;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;1;173;0;167;0.75;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;999;15;891;4;1;42;5;805;554;15785;;;6.28;6.28;1;1;0;0;;;;;;28.05;20.91;;;15.16
MCOGER;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;0;;;;;1;70;7;1191;1408;22230;;;11.2;4.67;1;1;1;1;;;;;;32.12;31.76;;;15.24
MCOGER;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;1;529;0;516;1.5;1;20;0;248;0;3824;0;0;2;2;0;0;1;1;0;0;0;0;0;8.63;8.91;0.2;0;0.8
MCOGER;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;0;;;;;1;20;;298;0;5224;;;14.77;0.48;0;0;1;0;;;;;;8.77;10.07;;;5.16
MCOGER;2023;360000137;CH CHATEAUROUX;360000053;1;210;0;210;1.5;1;10;0;226;0;3582;;;1;1;;;;;;;;;;4.98;7.93;0.08;;6.03
MCOGER;2023;370000531;CH DU CHINONAIS;370000606;0;;;;;1;24;1;630;3;8184;;;2;2;0;0;0;0;;;;;;10.45;12.68;0.86;;7.77
MCOGER;2023;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;0;;;;;1;25;0;726;0;6929;;;1.75;;0;;1;;;;;;;10.33;16.09;;;6.84
MCOGER;2023;370000861;CHRU BRETONNEAU - TOURS;370000481;1;;;;9.99;1;42;0;1178;0;14494;;;7.53;3.36;;;;;;;;;;17.8;26.56;0;0;16.26
MCOGER;2023;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;0;;;;;1;28;2;455;37;4819;;;1.02;1;0;0;1;1;;;;;;11.4;14.47;;;6.54
MCOGER;2023;370000903;CH PAUL MARTINAIS - LOCHES;370000614;0;;;;;1;0;3;0;110;0;;;0.2;0.2;0;0;0;0;;;;;;0.2;;;;0.79
MCOGER;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;569;146;146;5.01;1;37;1;777;4;13399;;;6.07;4.66;0;0;1;1;;;;;;13.11;19.29;;;4.39
MCOGER;2023;380000042;CH YVES TOURAINE;380780056;0;;;;;1;26;;688;0;9039;;;2.5;2.5;0;0;1;1;;;;;;8.45;12.34;;;7.34
MCOGER;2023;380000067;HOPITAL NORD - CHU38;380780080;1;;;;;1;28;4;568;828;7269;;;4.09;2.23;0;0;1;1;;;;;;15.53;12.12;0.88;0;13.7
MCOGER;2023;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;1;951;413;145;3.77;1;28;0;581;0;10339;;;3.33;3.33;0;0;;0;;;;;;10.11;10.38;1.46;0;13.83
MCOGER;2023;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;;;;;1;30;1;702;195;9023;;;8.06;5.26;0;0;1;0;;;;;;16.31;15.43;0.4;;3.3
MCOGER;2023;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;1;582;0;559;1.1;1;18;0;517;0;6504;;;2.4;1.6;0;0;1;1;0;0;0;0;0;9.85;7.1;0;0;0.5
MCOGER;2023;380782722;HOPITAL SUD - CHU38;380780080;1;;;;1.2;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;380785956;CLINIQUE DES CEDRES;380795211;0;;;;;1;28;0;505;0;5717;;;2.8;1;;;1;1;;;;;;6;;;;1
MCOGER;2023;390000040;CH LONS;390780146;1;1813;664;1198;5.3;1;27;0;600;0;9863;;;4;4;0;0;1;1;;;;;;13.73;14.3;0.36;;3.04
MCOGER;2023;390000222;CH LOUIS PASTEUR DOLE;390780609;1;250;15;239;1.73;1;30;;861;0;9250;;;5.31;1.9;0;0;0;0;;;;;;11.08;10.77;0.1;;10.4
MCOGER;2023;400000105;CENTRE HOSPITALIER DAX;400780193;1;104;308;412;3.31;1;29;;845;0;10084;;;3.54;3.54;0;0;1;1;;;;;;14.63;15.05;0;0;6.66
MCOGER;2023;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;1;345;7;304;1.88;1;30;1;1027;111;11671;0;0;4.01;4.01;0;0;1;1;;;;;;14.95;17.02;0;0;7.03
MCOGER;2023;400000147;CENTRE HOSPITALIER DE SAINT SEVER;400780268;0;;;;;1;15;;570;0;3736;;;1.6;1.6;1;1;0;0;;;;;;5;9;0.25;0.5;1
MCOGER;2023;400000261;INSTITUT HÉLIO- MARIN LABENNE;400780458;0;;;;;1;;1;0;13;0;;;0.3;0.3;0;;0;;;;;;;0.3;;;;0.2
MCOGER;2023;400787354;CH DE DAX - SITE DU LANOT;400780193;0;;;;;1;;2;0;208;0;;;1.78;1.38;;;;;;;;;;1.25;0;0;0;2.02
MCOGER;2023;410000020;CH BLOIS SIMONE VEIL;410000087;1;475;0;511;1.3;1;30;0;786;0;10976;0;0;1.56;0.05;0;0;0;0;0;0;0;0;0;12.79;15.39;0;0;2.47
MCOGER;2023;410000038;CH VENDOME - MONTOIRE;410000095;0;;;;;1;15;0;359;0;5196;0;0;2;2;0;0;1;1;0;0;0;0;0;4.1;8.8;0;0;1.75
MCOGER;2023;420000010;CH DE ROANNE;420780033;1;225;99;442;3.3;1;24;2;544;101;7616;0;0;2.98;0.6;0;0;0;0;;;;;;11.17;9.69;;;6.82
MCOGER;2023;420000192;CLINIQUE MEDICALE LA BUISSONNIERE;750034589;0;;;;;1;20;5;515;10;7084;;;3.18;0.52;0;0;1;1;;;;;;6.28;5.73;0;0;0.25
MCOGER;2023;420000234;CH DE FIRMINY;420780652;1;478;70;492;4.63;1;10;6;614;40;7405;;;1.24;0.45;;;1;1;;;;;;9.19;9.26;;;5.07
MCOGER;2023;420000267;CH DU FOREZ SITE DE FEURS;420013831;1;286;394;574;4.32;1;14;2;326;300;5066;0;0;1.15;0.7;0;0;0;0;0;0;0;0;0;7.26;9.55;0;0;6.91
MCOGER;2023;420009599;CH DU GIER - SITE PINAY GERIATRIE;420002495;0;;;;;1;3;0;74;0;808;0;0;0.98;0.98;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0.77
MCOGER;2023;420010050;CLINIQUE MUTUALISTE MFL SSAM;420787061;0;;;;;1;24;;407;0;5063;;;1.95;1.65;0;0;0;0;;;;;;3.94;5.48;0.15;;1.01
MCOGER;2023;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;0;;;;;1;10;0;233;0;4284;;;3;1.8;0;0;1;1;;;;;;;12.8;12.8;;1.2
MCOGER;2023;420780637;CH DU GIER - MCO;420002495;1;208;132;289;2.4;1;26;0;814;0;8803;0;0;2.65;1.2;0;0;;;0;0;0;0;0;10.1;14.78;0;0;3.25
MCOGER;2023;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;1;0;236;236;4.43;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;0;;;;;1;52;3;1180;83;13230;;;4.87;1.44;0;0;1;1;26;29;1;0;30;13.82;17.77;0.4;0;11.77
MCOGER;2023;420785354;HOPITAL NORD - CHU42;420784878;1;1080;0;1050;3.7;1;11;0;383;0;3673;;;1.85;;0;;1;;10;16;0;0;8;5.56;8.76;0;0;1.39
MCOGER;2023;430000117;CH EMILE ROUX LE PUY;430000018;1;297;0;297;0.7;1;32;1;1194;143;11245;0;0;2.35;1.9;0;0;1;1;0;0;0;0;0;16.4;18.61;0;0;6.18
MCOGER;2023;430000190;CH DE BRIOUDE;430000034;1;10;25;35;1.36;1;20;2;615;10;6854;;;4.9;1.27;;;;;;;;;;16.14;19.32;;;13.55
MCOGER;2023;440000016;CH DE SAINT NAZAIRE;440000057;1;1995;1238;2594;5.6;1;70;0;1565;0;25723;;;6.91;3.7;0;0;1;1;;;;;;31.84;41.31;2.13;;15.63
MCOGER;2023;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;1;2400;284;1725;2.54;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;440000396;CH ERDRE ET LOIRE;440053643;1;159;0;156;1.25;1;16;;272;0;4332;;;2.86;1.31;;;;;;;;;;8.06;8.19;0.23;;2.89
MCOGER;2023;440000412;CLINIQUE BRETECHE VIAUD;440000941;0;;;;;1;6;0;103;0;1366;;;0.2;0;0;0;0;0;;;;;1;0.25;0.15;0;0;0.15
MCOGER;2023;440000453;CHU DE NANTES SITE HOPITAL BELLIER;440000289;0;;;;;1;36;5;1171;981;12961;;;4.86;3.66;;0;1;1;;;;;;16.62;25.09;0;0.5;12.05
MCOGER;2023;440000503;CH CNP SITE CHATEAUBRIANT;440000313;1;;;;1.45;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;440000560;CH LVO SITE DE MACHECOUL;850009010;0;;;;;1;22;3;707;953;8535;;;3.1;2.5;0;;1;;;;;;;10.25;13.56;;;6.14
MCOGER;2023;440017598;CHU DE NANTES SITE LAENNEC;440000289;0;;;;;1;60;0;1720;13;21111;;;7.45;4.65;1;0;1;1;;;;;;29.67;33.78;0;0.47;11.91
MCOGER;2023;440029338;CLINIQUE MUTUALISTE JULES VERNE;440053411;1;103;647;495;2.4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;450000047;CH DEZARNAULDS - GIEN;450000096;1;493;0;462;1.5;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;450000062;CH AGGLOMERATION MONTARGOISE;450000104;1;633;;310;1.56;1;30;;1094;0;10707;;;3.55;3.55;1;1;0;0;;;;;;8.3;10;;;11.14
MCOGER;2023;450000070;CH PITHIVIERS;450000112;0;;;;;1;12;;3;0;1;;;1.05;1.05;;;;;;;;;;2.5;5;;;0.4
MCOGER;2023;450000120;CH LOUR PICOU - BEAUGENCY;450000138;0;;;;;1;12;0;156;0;1968;;;0.5;0.5;0;0;1;1;;;;;;2.9;5;;;1.99
MCOGER;2023;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;1;;;691;2.5;1;30;1;691;50;11436;;;4.1;2.1;;;;;;;;;;15.62;22.62;0;1.05;4.84
MCOGER;2023;460000045;CH FIGEAC SITE MARTIN MALVY;460780083;1;105;122;192;0.8;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;460000052;CH ST JACQUES ST CERE;460780091;0;;;;;1;29;;730;0;6476;;;1.48;;;;1;;;;;;;9.68;11.23;;;4.96
MCOGER;2023;460000102;CH JEAN COULON GOURDON;460780208;1;154;996;576;2.77;1;7;2;226;201;2576;0;0;1.21;0.78;0;0;1;1;;;;;;5.94;7.77;;;3.06
MCOGER;2023;460000110;CH JEAN ROUGIER CAHORS;460780216;1;631;4;635;3.25;1;20;1;795;43;8235;0;0;3.91;2.49;0;0;1;1;0;0;0;0;0;13;17.8;0;0;8.85
MCOGER;2023;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;0;;;;;1;30;0;1000;0;10569;0;0;2.95;2.95;;;1;1;0;0;0;0;0;14.8;17.48;0;0;6.03
MCOGER;2023;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;1;670;116;786;4.4;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;1;446;73;370;2.2;1;31;;1022;0;12148;;;4.8;4;0;0;1;1;;;;;;17.22;21.92;;;11.23
MCOGER;2023;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;362;9;289;1.8;1;14;;412;0;4994;;;2.21;0.05;0;0;1;0;;;;;;6.48;9.41;0;0;1.95
MCOGER;2023;490000049;CHR ANGERS SITE LARREY;490000031;1;1692;401;1947;4.5;1;44;2;1217;610;14406;;;11.06;8.46;0;0;1;1;;;;;;26.54;29.5;1.44;0;17.44
MCOGER;2023;490000635;CH DE CHOLET;490000676;1;507;103;610;4.24;1;30;5;736;58;10818;;;3.4;;0;;0;;;;;;;14.78;20.24;;;5.19
MCOGER;2023;490001765;CH DE SAUMUR;490528452;1;612;155;540;2.41;1;34;1;1081;114;11479;;;6.14;5.14;0;0;1;1;;;;;;12.95;14.27;;;7.06
MCOGER;2023;500000021;CHAG - SITE AVRANCHES;500000054;1;749;119;335;1.68;1;26;;822;0;9574;;;2.83;1.6;0;0;0;0;;;;;;10.87;15.01;;;7.2
MCOGER;2023;500000187;CHPC - SITE CHERBOURG;500000013;1;594;294;698;2.2;1;30;;824;0;11203;;;4.49;1.2;;;;;;;;;;13.47;21.72;;;5.94
MCOGER;2023;500000260;CHAG - SITE GRANVILLE;500000054;1;1159;222;621;3.12;1;20;;353;0;3884;;;1.12;0.97;0;0;0;0;;;;;;3.93;5.38;;;2.37
MCOGER;2023;500000450;CH MEMORIAL - SAINT-LO;500000112;1;353;18;286;;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;500000468;CHPC - SITE VALOGNES;500000013;0;;;;;1;1;;56;0;564;;;0.35;;;;;;;;;;;2.1;2.55;0.2;;0.5
MCOGER;2023;500000591;CENTRE HOSPITALIER DE COUTANCES;500000393;0;;;;;1;30;0;599;0;10476;;;3.3;2.87;;;;;;;;;;11.61;21.59;0.7;;7.91
MCOGER;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;1;32;4;36;0.23;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;80;46;230;2.16;1;27;6;994;48;8854;;;5.05;;;;;;;;;;;14.38;14.25;;;3.15
MCOGER;2023;510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;510000078;1;158;0;169;1.05;1;11;;281;0;3489;;;1;1;0;0;1;0;;;;;;;;;;0.3
MCOGER;2023;510004302;HOPITAL MAISON BLANCHE CHU REIMS;510000029;1;162;28;749;3.29;1;59;5;1309;1221;18494;;;9.37;7.98;0;0;0;0;0;0;0;0;0;31.06;30.72;1.34;0;22.04
MCOGER;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;189;57;246;2.14;1;21;0;501;0;7434;;;2.9;2.9;;;;1;;;;;;10.92;14.08;;;4
MCOGER;2023;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;;;;1.63;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;1;428;148;576;2.67;1;27;;1125;0;11490;;;4.93;3.93;0;0;1;1;;;;;;15.02;14.29;1.63;0;4.19
MCOGER;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;573;63;550;2.4;1;10;1;311;59;3851;;;2.38;1.78;;;;;;;;;;2;3.95;;;2.99
MCOGER;2023;530000173;CH DU NORD MAYENNE;530000074;1;276;1;248;3.32;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;937;276;1098;3.1;1;29;;776;0;10764;0;0;2.3;2.3;0;0;0;0;;;;;;11.9;17.61;0;0;3.61
MCOGER;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;1;932;;;1.54;1;17;0;316;0;5651;;;1.92;1.92;0;0;1;0;;;;;;4.44;6.09;0;0;0.54
MCOGER;2023;540000395;LES MAISONS HOSPITALI. SITE NANCY;540000122;0;;;;;1;20;5;294;336;6360;;;1.81;1.4;1;1;1;1;;;;;;6;9.9;0.7;;0.7
MCOGER;2023;540001070;CH DE BRIEY - HOPITAL MAILLOT;540000767;1;261;54;369;1.4;1;15;0;313;0;5386;;;2.36;1.8;0;0;1;1;;;;;;6.38;9.68;0.25;;4.35
MCOGER;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;0;;;;;1;24;1;503;64;6721;10;;31.62;3;;;;;;;;;;57.55;48.17;;;
MCOGER;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;2474;496;2388;6.75;1;62;5;924;1102;16829;;;7.89;6.89;0;0;1;1;;;;;;33.06;33.77;;;30.75
MCOGER;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;485;44;432;1.25;1;20;0;633;0;6611;0;0;2;2;0;0;1;1;0;0;0;0;1;7.75;10.8;;;2.65
MCOGER;2023;550000434;CH BLD FV SITE BLD;550003354;1;337;0;323;2.61;1;18;1;462;111;6736;;;1.04;1.04;0;0;1;1;;;;;;7.64;11.81;0.4;;3.05
MCOGER;2023;560000127;CHBA SITE DE VANNES;560023210;1;2064;676;2183;3.27;1;40;0;1232;0;15889;;;6.51;6.51;0;0;1;1;;;;;;19.11;22.4;;0.02;0.97
MCOGER;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;797;956;1256;4.6;1;52;0;1220;0;20191;;;6.15;2.45;0;0;1;1;;;;;;32.19;27.74;;;3.32
MCOGER;2023;560000143;CHCB- SITE KÉRIO;560014748;1;1220;439;1068;3.34;1;29;;700;12;9998;;;2.1;1.7;1;1;0;0;;;;;;9.68;15.15;;;1.9
MCOGER;2023;560000184;CLINIQUE DES AUGUSTINES;560006017;0;;;;;1;26;3;638;677;8092;;;2.87;1.81;0;0;1;1;;;;;;11.1;11.58;0.2;;5.19
MCOGER;2023;560000192;CENTRE HOSPITALIER DE PLOERMEL;560000044;1;758;0;661;2.14;0;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2023;560000275;GHBS - HOPITAL DE KERLIVIO;560005746;0;;;;;1;;10;0;910;0;;;1.9;1.44;0;0;0;0;;;;;;0.86;0.44;0.1;;1.46
MCOGER;2023;560000465;GHBS - HOPITAL LE FAOUET;560005746;0;;;;;1;15;0;89;0;2133;;;0.56;0.3;0;0;1;1;;;;;;4.8;7.35;;;2.55
MCOGER;2023;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;0;;;;;1;12;0;210;0;4074;;;0.9;;0;;1;;;;;;;5.94;5.8;;;1.53
MCOGER;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;529;176;616;4.2;1;6;;77;0;1202;;;0.6;0.6;;;;;;;;;;2;2.91;0.2;;1.38
MCOGER;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;235;0;229;2.2;1;8;0;51;0;437;;;0.5;;;;;;;;;;;3.6;3.6;;;2
MCOGER;2023;570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;570010181;0;;;;;1;;5;0;755;0;;;0.76;;0;;0;;;;;;;1;;0.2;;2.1
MCOGER;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;0;;;;;1;30;5;848;157;10536;;;5.6;3.6;0;0;0;0;;;;;;13.74;15.73;0.8;;5.88
MCOGER;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;252;0;223;1;1;38;3;1082;256;13815;;;1.2;1.2;0;0;0;0;;;;;;14.9;21.05;0;0;3.53
MCOGER;2023;570000687;CH LEMIRE DE SAINT-AVOLD;570025254;0;;;;;1;20;5;343;1046;6405;;;2.14;2.14;1;1;0;0;0;0;0;0;0;10.25;11.74;0.83;0;12.48
MCOGER;2023;570001057;HOPITAL BELLE-ISLE DE METZ - HPM;570023630;0;;;;;1;30;;855;0;9936;;;2.74;2.74;1;;1;;;;;;;13.95;15.43;;;3.7
MCOGER;2023;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;0;;;;;1;39;;1083;0;11738;;;5;2;0;0;1;1;;;;;;10.38;18.11;;;8.47
MCOGER;2023;570005215;CENTRE FELIX MARECHAL DE METZ - CHR;570005165;0;;;;;1;;5;0;351;0;;;0.96;0.96;0;0;1;1;;;;;;0.75;0.8;;;1.79
MCOGER;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;632;0;530;1;1;33;;1382;0;14930;;;5.51;5.51;0;0;1;1;;;;;;19.23;22.71;;;10.16
MCOGER;2023;580004836;CENTRE COLBERT MEDECINE ET SSR;580780039;1;1130;1214;1126;7;1;23;5;607;242;7631;;;2.68;2.68;0;;1;;;;;;;11.73;10.37;0.15;;8.61
MCOGER;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;0;;;;;1;3;;4;0;64;;;3.39;;0;0;;;;;;;;;;;;
MCOGER;2023;580972685;CH DECIZE;580780096;0;;;;;1;14;;376;0;4465;;;0.52;0.52;0;;;;;;;;;5.85;6.97;0.05;;1.04
MCOGER;2023;590000014;CH SOMAIN;590780052;0;;;;;1;18;0;358;;;0;0;1.8;;1;1;0;0;0;0;0;0;0;10;11;0;0;3.35
MCOGER;2023;590000121;CH SECLIN;590780227;1;375;5;366;2.1;1;40;1;1083;165;12187;;;5.05;5;1;0;0;0;;;;;;24.89;24.81;;;5.95
MCOGER;2023;590000337;CH DUNKERQUE;590781415;1;1017;130;996;2.8;1;25;2;862;369;8792;;;4.45;4.25;0;0;1;1;;;;;;16.14;12.11;;;7.04
MCOGER;2023;590000428;CH CAMBRAI;590781605;1;447;0;371;1;1;24;0;749;0;7738;0;0;3.61;3.61;0;0;1;;;;;;;14.49;14.16;;;1.75
MCOGER;2023;590000436;CH LE CATEAU;590781621;0;;;;;1;20;;648;0;7088;;;2.24;1.37;;;;;;;;;;9.71;10.52;;;1.69
MCOGER;2023;590000469;CH FOURMIES;590781662;0;;;;;1;30;0;695;0;6942;0;0;1.79;0.25;;;;;0;0;0;0;0;11.84;16.69;0;0;1.49
MCOGER;2023;590000477;CH LE QUESNOY;590781670;1;170;;170;0.4;1;20;3;500;186;6643;;;2.8;1.9;1;1;0;0;;;;;;10.6;10.9;0.06;;9.39
MCOGER;2023;590000527;CH AVESNES;590781795;0;;;;;1;28;5;974;107;12420;;;1.11;0.41;;;;;;;;;;13.6;9.68;0.32;0.9;9
MCOGER;2023;590000535;CH DE MAUBEUGE MCO;590781803;1;760;0;657;3.25;1;34;0;732;25;10039;;;6.4;5.4;0;0;1;1;;;;;;15.43;18.7;0.31;;3
MCOGER;2023;590000592;CH DENAIN;590782165;1;173;271;294;2.94;1;35;0;1069;0;12497;;;5;5;0;0;0;0;;;;;;16.51;21.97;;;8.23
MCOGER;2023;590000600;CH SAINT- AMAND LES EAUX;590782207;0;;;;;1;20;0;527;0;5845;0;0;2;1;1;1;0;0;0;0;0;0;0;12.22;14.87;0;0;4.21
MCOGER;2023;590000618;CH VALENCIENNES;590782215;1;1333;0;1205;6.5;1;56;4;1639;669;16911;;;6.11;4.19;0;0;1;1;;;;;;32.01;28.51;1.9;;16.14
MCOGER;2023;590000758;CH ARMENTIERES;590782637;1;;;;2.48;1;20;1;653;127;7767;;;2.59;2.03;0;0;1;1;;;;;;12;13.43;;;4
MCOGER;2023;590000766;CH BAILLEUL;590782645;0;;;;;1;24;0;609;0;7313;;;1.94;0.94;1;0;1;1;;;;;;11.77;16.44;;;2.64
MCOGER;2023;590001004;CH DOUAI DECHY;590783239;1;844;243;1003;3.4;1;41;;1715;0;14595;;;6.43;4.64;0;0;1;1;;;;;;23.59;23.42;0.8;;6.72
MCOGER;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;0;;;;;1;22;2;685;71;7611;;;2.47;2.47;;;1;0;;;;;;12.05;11.83;0.21;0.22;4.44
