BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALHYB;SAL24HYB;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;2;18;3;0;0;2;0;0;0;4;0;1;0;25;3;;2;;;34;;;10732;14685;25417;21573;;1;0;1;1;;1344;16;1360;1183;;418;652;1070;398;;3020;10817;13837;7727;;42;839;881;23;
BLOCS;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;1;5;1;1;1;0;0;0;0;0;0;0;0;6;2;0;1;1;0;10;10;0;2014;1859;3873;3327;;1704;577;2281;968;;0;0;0;0;;0;0;0;0;;506;1866;2372;1173;;1;12;13;4;
BLOCS;2023;310781505;CL D'OCCITANIE MURET;310000492;1;10;1;1;1;0;0;0;0;3;;2;;16;2;;1;;;21;;;6833;6596;13429;11351;;149;26;175;163;;159;1;160;93;;405;210;615;373;;2786;9370;12156;7292;;85;732;817;24;
BLOCS;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;3;6;1;0;0;0;0;0;0;0;0;4;0;10;1;;1;;;12;;;4153;3869;8022;4460;837;0;0;0;0;;0;0;0;0;;0;0;0;0;;309;414;723;398;;3;6;9;0;
BLOCS;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;20;2;;;2;;;;;;1;;23;2;;4;1;;53;5;;12817;11879;24696;21572;;6;0;6;6;;4;3;7;2;;85;8;93;40;;690;162;852;318;;34;92;126;25;
BLOCS;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;4;21;2;;;6;;;;;;;;27;2;3;5;1;1;44;4;4;14803;3250;18053;14640;;11;1;12;10;;5289;149;5438;942;;2066;526;2592;1643;;8258;5636;13894;7897;;294;60;354;102;
BLOCS;2023;320000086;CH AUCH EN GASCOGNE;320780117;1;5;1;1;1;0;0;0;0;1;0;0;0;7;2;0;1;1;0;9;3;0;2376;2495;4871;4278;609;558;121;679;302;7;80;0;80;2;0;4;17;21;1;0;991;1797;2788;1601;831;4;2;6;0;0
BLOCS;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;1;;;;;;;;1;;;;2;;;1;;;4;;;113;150;263;32;73;0;0;0;0;;0;0;0;0;;0;5;5;0;;703;1452;2155;1205;106;0;0;0;0;
BLOCS;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;3;11;1;1;1;;;;;3;1;1;;16;3;;2;2;;27;4;;4078;5718;9796;8315;;1513;272;1785;687;;3;0;3;2;;427;720;1147;445;;1565;5493;7058;4770;;41;202;243;44;
BLOCS;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;5;;1;;0;;0;;1;;0;;7;;;1;;;8;;;2374;1600;3974;3437;;722;165;887;382;;91;0;91;5;;91;129;220;86;;573;1214;1787;1058;;4;11;15;0;
BLOCS;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;1;3;1;;;;;;;1;;;;4;1;;1;1;;6;6;;714;1551;2265;1255;;212;53;265;118;;1;0;1;1;;0;28;28;0;;160;1171;1331;830;;0;1;1;0;
BLOCS;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;4;1;;;;;;;;;;;4;1;;1;;;6;;;1504;1241;2745;1879;;504;133;637;302;;0;0;0;0;;2;0;2;1;;230;498;728;454;;3;48;51;0;
BLOCS;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;4;10;1;1;0;4;1;0;0;3;0;3;0;21;2;;1;1;;18;4;;6484;4657;11141;8064;1556;1279;292;1571;701;4;1625;97;1722;5;;658;95;753;239;4;3408;2006;5414;3409;1851;8;10;18;1;32
BLOCS;2023;330000662;INSTITUT BERGONIE;330781329;1;5;;;;2;;;;1;;;;8;;;1;;;6;;;5671;5443;11114;6449;;0;0;0;0;;1;4;5;0;;66;3;69;19;;532;1202;1734;961;;166;2;168;122;
BLOCS;2023;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;1;5;0;0;0;0;0;0;0;2;0;0;0;7;0;;1;0;0;9;0;0;1357;7716;9073;7351;;0;0;0;0;;0;0;0;0;;1;547;548;12;;419;3770;4189;1809;;0;92;92;0;
BLOCS;2023;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;4;12;0;0;0;0;0;0;0;2;0;2;0;16;0;0;2;0;1;20;0;4;2811;19722;22533;20552;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1512;716;2228;2051;;18;35;53;3;
BLOCS;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;1;10;2;;;3;1;;;1;1;;;14;4;;2;;;15;;;6625;4312;10937;9205;1311;0;0;0;0;;3333;399;3732;3140;;802;253;1055;765;87;2270;2334;4604;3591;822;6;25;31;1;
BLOCS;2023;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;12;;;;;;;;1;;;;13;;;1;;;20;;;9996;9225;19221;17726;;2;22;24;24;;1;1;2;0;;106;240;346;110;;644;4201;4845;3634;;10;160;170;101;
BLOCS;2023;330780206;CLINIQUE D'ARCACHON;330000126;2;7;0;;;;;;;1;0;;;8;0;;2;0;;16;0;;1808;7345;9153;8087;;0;0;0;0;0;53;0;53;0;;5;74;79;8;;739;4482;5221;3777;;2;57;59;42;
BLOCS;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;3;11;0;1;1;0;0;0;0;2;0;0;0;14;1;;3;0;;21;0;;5345;8184;13529;11326;;388;55;443;255;;0;0;0;0;;95;298;393;161;;1191;8615;9806;5942;;1;112;113;71;
BLOCS;2023;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;1;9;;0;;0;;0;;0;;0;;9;;;1;;;14;;;4359;16146;20505;20262;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;5;22;2;2;2;3;;1;;5;;2;1;35;5;;5;1;;55;4;;10179;10738;20917;17722;;836;114;950;700;;1313;7;1320;990;;610;416;1026;610;;2382;7640;10022;5624;;18;65;83;2;
BLOCS;2023;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;1;5;;;;;;;;;;1;;6;;6;1;;1;8;;8;313;9324;9637;9021;;0;0;0;0;;0;0;0;0;;0;0;0;0;;115;109;224;0;;0;1;1;0;
BLOCS;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;2;3;;;;;;;;2;;;;5;;;1;;;6;;;1600;2872;4472;4177;;64;13;77;77;;0;0;0;0;;1;43;44;5;;187;1875;2062;1073;;2;6;8;3;
BLOCS;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;2;16;1;;;1;;;;1;;;;18;1;;2;;;27;;;7891;25985;33876;30355;;0;0;0;0;;1281;7;1288;1129;;149;266;415;182;;325;2278;2603;1536;;2;22;24;0;
BLOCS;2023;330780511;CLINIQUE SAINTE-ANNE;330000316;1;5;;;;;;;;1;;;;6;;0;1;;;12;;;1424;5254;6678;5841;;0;0;0;0;;0;0;0;0;;33;373;406;35;;725;3746;4471;3039;;3;19;22;7;
BLOCS;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;2;9;2;;;1;;;;2;1;;;12;3;;1;;;14;;;4088;7398;11486;10416;;1;1;2;2;;0;1;1;0;;47;250;297;44;;1743;6289;8032;5271;;4;53;57;47;
BLOCS;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;4;4;;;;;;;1;;;;5;4;;1;1;;8;8;;1565;3884;5449;4425;1387;160;87;247;176;0;67;1;68;1;0;10;265;275;2;1;387;1771;2158;1347;319;0;16;16;2;6
BLOCS;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;;;;;;;;;;;1;;1;;;;;;;;;561;643;1204;41;;0;0;0;0;;159;2;161;2;;164;81;245;8;;632;12;644;152;;15;112;127;5;
BLOCS;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;10;34;5;3;1;4;;1;;1;;1;;44;6;3;7;1;1;61;7;10;23357;16391;39748;28649;;4128;1198;5326;2573;;25;6;31;1;;1577;736;2313;942;;4123;2712;6835;3605;;106;291;397;93;
BLOCS;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;10;;0;0;1;0;0;0;1;;0;0;12;0;;1;;;18;;;4727;11353;16080;14045;;1;1;2;2;;0;2;2;2;;234;408;642;382;;1220;4923;6143;3483;;28;60;88;10;
BLOCS;2023;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;11;;1;1;;;;;3;;1;;16;1;;1;;;20;;;4659;9923;14582;13012;;276;245;521;484;;0;0;0;0;;11;177;188;0;;1676;8776;10452;6765;;0;50;50;21;
BLOCS;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;5;14;;;;11;;1;;5;;;;31;;;1;;;22;;;13310;622;13932;11619;;0;1;1;1;;6263;224;6487;1547;;924;326;1250;243;;3667;3622;7289;3630;;176;1334;1510;40;
BLOCS;2023;340000033;CH BEZIERS;340780055;2;8;7;1;1;1;1;;;2;2;1;;13;11;1;2;2;1;19;19;2;5326;1955;7281;5768;;851;295;1146;589;;267;18;285;33;;530;679;1209;439;;2314;1660;3974;2226;;4;8;12;5;
BLOCS;2023;340000207;ICM MONTPELLIER;340780493;1;9;;;;;;;;1;;1;;11;;3;1;;0;15;;0;5321;3032;8353;5008;;0;0;0;0;;3;0;3;2;;19;0;19;3;;474;1072;1546;833;;62;3;65;22;
BLOCS;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;5;1;1;1;;;;;1;1;;;7;3;;1;1;;11;6;;2331;1829;4160;2822;;338;98;436;225;;90;0;90;9;;1;28;29;0;;1423;1860;3283;1725;;3;45;48;0;
BLOCS;2023;340009885;POLYCL CHAMPEAU BEZIERS;340009877;1;5;0;1;1;1;0;0;0;1;0;1;0;9;1;;1;1;;12;12;;4218;5761;9979;8132;;873;144;1017;443;;9;0;9;0;;0;95;95;0;;216;2048;2264;1305;;31;16;47;3;
BLOCS;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;2;11;1;0;0;3;1;1;0;4;1;0;0;19;3;0;2;1;0;19;5;0;7759;2351;10110;8378;;0;0;0;0;;3524;18;3542;2874;;436;636;1072;734;;2613;12457;15070;8236;;32;408;440;21;
BLOCS;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;1;13;1;;;1;;;;2;;1;;17;1;;2;1;;30;18;;6215;7756;13971;12026;;0;0;0;0;;56;0;56;1;;188;374;562;180;;4663;8641;13304;9423;;12;125;137;74;
BLOCS;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;2;22;2;2;2;0;0;0;0;0;0;0;0;24;4;;2;1;;25;3;;7876;29995;37871;33073;;1181;295;1476;1053;;0;0;0;0;;0;0;0;0;;271;771;1042;881;;5;126;131;13;
BLOCS;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;19;2;0;;2;;;;;;2;;23;2;;2;;;54;;;10585;25207;35792;30940;;0;0;0;0;;6;0;6;4;;889;745;1634;1246;;2125;7232;9357;5765;;17;635;652;125;
BLOCS;2023;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;2;10;;0;;0;;0;;1;;1;;12;;;2;;;12;;;3188;8966;12154;10469;;0;0;0;0;;0;0;0;0;;0;13;13;0;;251;1072;1323;624;;26;15;41;33;
BLOCS;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;1;3;1;0;0;0;0;0;0;1;1;0;0;4;2;;2;2;;6;6;;671;1679;2350;1358;;1;0;1;1;;0;0;0;0;;0;0;0;0;;380;926;1306;669;;1;32;33;2;
BLOCS;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;1;3;1;0;0;0;0;0;0;1;1;0;0;4;2;0;2;2;;7;7;;529;3831;4360;2419;;0;0;0;0;;0;0;0;0;;0;19;19;0;;598;2571;3169;1720;;4;36;40;4;
BLOCS;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;1;9;1;0;0;0;0;0;0;4;0;0;0;13;1;0;2;1;0;20;20;0;3114;5300;8414;5724;;0;0;0;0;;1;0;1;0;;4;251;255;2;;2193;7774;9967;6433;;29;151;180;75;
BLOCS;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;3;11;0;0;0;4;0;0;0;3;0;1;0;19;0;0;3;0;0;21;0;0;8770;8907;17677;12527;;0;0;0;0;;1697;69;1766;1468;;956;1204;2160;1830;;2543;8069;10612;5493;;49;121;170;72;
BLOCS;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;2;8;0;2;2;0;0;0;0;2;0;0;0;12;2;;2;2;;16;3;;3598;5449;9047;7358;;1030;214;1244;601;;0;0;0;0;;0;283;283;0;;349;4524;4873;2911;;6;240;246;25;
BLOCS;2023;340780717;CL ST LOUIS GANGES;340023225;1;4;;1;1;0;;;;1;;;;6;1;;1;1;;8;8;;2076;3448;5524;4996;;0;1;1;1;;0;1;1;0;;2;118;120;0;;406;2085;2491;1534;;1;5;6;0;
BLOCS;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;1;5;;;;;;;;1;;;;6;;;1;;;10;;;1410;4698;6108;4874;;0;0;0;0;;0;0;0;0;;2;103;105;2;;144;3905;4049;2272;;4;156;160;4;
BLOCS;2023;340780741;POLYCL STE THERESE SETE;340000348;3;5;1;1;1;;;;;2;;1;;9;2;;3;;;14;;;1629;6182;7811;6508;;104;64;168;165;;0;0;0;0;;1;57;58;0;;434;5187;5621;3131;;2;44;46;24;
BLOCS;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;6;;;;1;;;;5;;;;12;;;1;;;10;;;4445;1629;6074;4055;;0;0;0;0;;37;2;39;1;;528;254;782;148;;3729;4615;8344;4843;;146;83;229;0;
BLOCS;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;1;15;;;;;;;;;;;;15;;;1;;;17;;;6140;4102;10242;8838;;0;0;0;0;;6;0;6;0;;39;95;134;9;;839;753;1592;1020;;35;135;170;2;
BLOCS;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;18;1;;;;;;;;;;;18;1;;2;;;26;;;13075;6061;19136;15556;;0;0;0;0;;82;5;87;6;;169;3;172;26;;2341;851;3192;2087;;52;207;259;70;
BLOCS;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;2;10;;1;;1;;1;;;;;;13;;;2;;;14;;;5315;2596;7911;6275;;3028;728;3756;1880;;3751;258;4009;662;;973;517;1490;580;;1202;1148;2350;960;;44;101;145;0;
BLOCS;2023;350000121;CHP SAINT GREGOIRE;350000303;1;23;;1;;0;;1;;6;;2;;33;;15;2;;0;50;;0;19194;34654;53848;49661;;449;212;661;639;;0;0;0;0;;593;667;1260;757;;3115;8959;12074;10422;;14;136;150;80;
BLOCS;2023;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;1;15;1;1;1;0;0;;;1;;;;17;2;;1;;;18;;;5996;9637;15633;13162;;2255;230;2485;912;;0;0;0;0;;6;0;6;6;;528;3902;4430;3765;;4;151;155;0;
BLOCS;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;3;7;1;1;1;;;;;;;;;8;2;;1;1;;12;12;;5545;3532;9077;6803;;1066;164;1230;511;;1629;27;1656;9;;23;1;24;9;;1698;2219;3917;2266;;7;112;119;7;
BLOCS;2023;350000154;C.H FOUGERES;350000030;3;4;1;1;0;0;0;0;0;2;0;1;0;8;1;;1;1;0;7;7;0;1555;1619;3174;2357;;501;45;546;155;;1;0;1;0;;1;187;188;0;;720;1382;2102;1266;;0;1;1;0;
BLOCS;2023;350000162;CHIRC SITE REDON;350000048;1;3;3;1;1;;;;;1;0;;;5;4;;1;1;;5;5;;1267;2096;3363;1869;30;204;55;259;137;;7;0;7;0;;0;0;0;0;;235;519;754;450;206;0;0;0;0;
BLOCS;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;1;3;0;1;0;0;0;0;0;2;0;0;0;6;0;0;1;0;0;6;0;0;1065;1498;2563;1770;;431;44;475;214;;5;0;5;1;;1;0;1;0;;395;1238;1633;1073;;3;20;23;1;
BLOCS;2023;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;6;0;0;;0;;0;;2;;;;8;0;;1;;;11;;;3411;8189;11600;10394;;0;0;0;0;;0;0;0;0;;81;387;468;90;;959;4334;5293;3638;;3;117;120;113;
BLOCS;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;18;28;3;;;9;3;;;6;1;1;;44;7;;5;1;;41;10;;16522;8437;24959;20368;6547;5;0;5;5;;3546;121;3667;432;;1595;946;2541;1189;155;5218;3072;8290;4809;5909;171;156;327;88;1143
BLOCS;2023;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;2;3;;;;1;;;;;;;;4;;;1;;;4;;;1425;1984;3409;1667;;0;0;0;0;;0;1;1;0;;163;92;255;9;;16;1;17;8;;73;288;361;4;
BLOCS;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;14;1;;;2;;;;;;;;16;1;;2;;;24;;;7294;17810;25104;22423;;1;0;1;1;;35;0;35;0;;135;598;733;127;;1713;5929;7642;6032;;7;206;213;46;
BLOCS;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;4;8;1;3;3;2;1;;;;;;;13;5;;3;1;;19;6;;5315;4129;9444;8055;1404;2791;958;3749;1338;141;144;0;144;103;;139;4;143;96;;484;509;993;481;300;10;80;90;1;79
BLOCS;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;1;6;0;0;0;3;2;0;0;1;0;1;0;11;2;0;2;0;0;16;0;0;2661;6944;9605;8749;;0;0;0;0;;1858;7;1865;1440;;136;293;429;170;;714;1136;1850;837;;1;0;1;0;
BLOCS;2023;360000129;CLINIQUE SAINT FRANCOIS;360000269;1;5;;0;;0;;0;;2;;;;7;;;2;;;12;;;1744;5543;7287;6285;;0;0;0;0;;11;0;11;0;;0;25;25;0;;477;4151;4628;3116;;0;7;7;3;
BLOCS;2023;360000137;CH CHATEAUROUX;360000053;3;6;1;1;1;1;;;;3;;1;;12;2;;1;;;8;;;3156;1963;5119;3971;;800;66;866;334;;250;0;250;1;;283;115;398;181;;1454;1680;3134;1479;;1;14;15;4;
BLOCS;2023;360000160;CH DU BLANC;360000053;1;3;3;0;0;0;0;0;0;1;1;0;0;4;4;;1;1;;6;6;;216;315;531;332;;0;0;0;0;;0;0;0;0;;1;52;53;0;;71;678;749;517;;0;0;0;0;
BLOCS;2023;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;1;5;1;1;1;;;;;1;;;;7;2;;1;1;;12;2;;865;1589;2454;1971;;3;0;3;3;;0;0;0;0;;0;125;125;0;;171;3457;3628;2188;;1;15;16;6;
BLOCS;2023;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;18;9;;;4;2;1;1;2;;;;25;12;;2;;;36;;;8738;16196;24934;23044;528;0;0;0;0;;2911;42;2953;2433;;423;1497;1920;576;;2359;7657;10016;6908;2855;12;50;62;23;2
BLOCS;2023;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;8;0;0;0;2;0;0;0;0;0;1;0;11;0;0;1;0;0;7;0;0;3067;2075;5142;4149;4926;0;0;0;0;0;85;1;86;35;0;8;0;8;2;0;411;340;751;175;5;19;34;53;0;11
BLOCS;2023;370000861;CHRU BRETONNEAU - TOURS;370000481;2;13;4;6;0;4;0;0;0;0;0;0;0;23;4;0;2;2;0;30;10;0;5739;6804;12543;7287;721;2819;1044;3863;1347;78;11;0;11;2;0;154;125;279;190;0;2198;1414;3612;2113;3901;28;166;194;24;682
BLOCS;2023;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;3;;;;;;;;1;;;;4;;;1;;;6;;;956;1767;2723;2531;;1;23;24;24;;0;0;0;0;;0;0;0;0;;355;680;1035;771;;0;17;17;17;
BLOCS;2023;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;3;0;0;0;0;0;0;0;1;0;0;0;4;0;0;1;0;0;6;0;0;660;794;1454;1237;40;0;7;7;7;0;0;0;0;0;0;6;46;52;0;0;192;491;683;454;0;3;6;9;0;0
BLOCS;2023;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;4;19;6;0;0;7;2;1;1;4;0;1;0;32;9;4;2;1;1;21;5;6;17061;5041;22102;17952;8804;0;0;0;0;0;3873;437;4310;707;0;1298;164;1462;687;0;2530;2664;5194;2751;1158;4;1;5;0;58
BLOCS;2023;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;8;;1;;1;;;;3;;1;;14;;8;1;;0;27;;0;8232;15278;23510;20511;;619;143;762;602;;0;0;0;0;;10;100;110;6;;2390;11269;13659;9455;;18;179;197;30;
BLOCS;2023;380000026;CH FABRICE MARCHIOL LA MURE;380780031;1;1;;;;;;;;1;;;;2;;0;1;;;2;;;9;0;9;9;;0;0;0;0;;0;0;0;0;;0;0;0;0;;103;637;740;483;;2;0;2;0;
BLOCS;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;6;1;1;1;2;;;;3;;;;12;2;;1;1;;12;12;;3012;2319;5331;4361;;821;218;1039;546;;141;0;141;3;;34;39;73;38;;2242;1856;4098;2282;;15;45;60;1;
BLOCS;2023;380000042;CH YVES TOURAINE;380780056;1;0;;;;;;;;0;;;;0;;1;;;1;;;4;38;31;69;69;;0;0;0;0;;8;0;8;2;;0;0;0;0;;30;148;178;110;;0;0;0;0;
BLOCS;2023;380000067;HOPITAL NORD - CHU38;380780080;2;37;6;2;1;6;;;;2;;;;47;7;;3;2;;55;10;;22526;10305;32831;24403;;1930;872;2802;1478;;3494;69;3563;1798;;1650;650;2300;824;;6671;3450;10121;5438;;268;134;402;106;
BLOCS;2023;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;5;4;;1;1;;;;;1;1;;;6;2;;1;1;;8;8;;2475;2103;4578;3211;2700;899;189;1088;465;1;59;0;59;4;0;44;15;59;38;0;1257;1592;2849;1510;1036;5;54;59;8;493
BLOCS;2023;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;3;1;1;;;;;;1;;;;5;1;;1;;;11;;;2562;1870;4432;3543;;861;209;1070;460;;7;0;7;4;;44;0;44;4;;679;1239;1918;1227;;2;28;30;0;
BLOCS;2023;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;4;14;2;2;2;3;1;0;0;4;0;0;0;23;5;0;2;1;0;30;2;0;5052;11718;16770;15120;48;911;124;1035;380;;895;277;1172;50;40;192;860;1052;406;;1427;6812;8239;5301;;13;204;217;72;
BLOCS;2023;380013037;CENTRE D'ENDOSCOPIE NORD ISERE;380013011;1;1;;;;;;;;1;;;;2;;1;1;;1;8;;8;0;921;921;797;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;6166;6166;4206;;0;1;1;1;
BLOCS;2023;380020123;CLINIQUE DES COTES DU RHONE;380021139;1;3;0;0;0;;0;;;1;;;;4;0;5;1;;1;8;;8;246;3325;3571;2997;;0;0;0;0;;2;0;2;1;;3;25;28;0;;193;2517;2710;1667;;0;4;4;1;
BLOCS;2023;380780197;CLINIQUE ST VINCENT DE PAUL MATERNITE;380798173;1;7;;1;1;1;;0;;1;;;;10;1;0;1;;0;12;;0;3603;10702;14305;12315;;730;43;773;296;;0;1;1;1;;14;178;192;14;;954;1289;2243;1345;;3;37;40;22;
BLOCS;2023;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;2;6;;0;;0;;0;;2;;1;;9;;;2;;;12;;;728;6203;6931;6351;;1;1;2;2;;2;2;4;0;;0;0;0;0;;351;3514;3865;2635;;0;30;30;2;
BLOCS;2023;380782722;HOPITAL SUD - CHU38;380780080;1;4;;;;;;;;;;;;4;;;1;;;5;;;3638;1716;5354;4198;;0;0;0;0;;0;0;0;0;;2;0;2;2;;3;0;3;1;;0;0;0;0;
BLOCS;2023;380785956;CLINIQUE DES CEDRES;380795211;1;12;12;1;1;0;0;0;0;3;3;0;0;16;16;0;1;1;0;14;14;0;5974;11435;17409;15556;;234;79;313;290;;2;0;2;0;;2;102;104;2;;2275;9847;12122;7798;;8;62;70;60;
BLOCS;2023;380786442;CLINIQUE BELLEDONNE;380798025;4;15;2;2;1;2;2;;;3;;;;22;5;;3;;0;36;;0;7729;14701;22430;20241;;1114;114;1228;501;;1437;24;1461;1290;;346;101;447;376;;1325;10789;12114;7692;;2;64;66;59;
BLOCS;2023;390000040;CH LONS;390780146;2;4;1;1;1;0;0;0;0;1;0;1;0;7;2;0;2;1;0;9;6;0;2449;1462;3911;3070;1954;648;91;739;244;8;69;0;69;24;0;3;0;3;1;0;1202;1004;2206;1503;1159;10;44;54;25;529
BLOCS;2023;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;6;14;384;398;353;227;0;6;6;6;;3;0;3;1;;0;0;0;0;;64;460;524;354;100;0;3;3;0;22
BLOCS;2023;390000222;CH LOUIS PASTEUR DOLE;390780609;1;2;0;1;1;0;0;0;0;1;0;0;0;4;1;3;1;1;;6;6;;300;965;1265;662;543;526;64;590;195;0;60;1;61;12;0;2;205;207;1;;327;986;1313;748;348;7;46;53;0;84
BLOCS;2023;390780559;CLINIQUE DU JURA;390000180;1;3;0;;;;;;;1;0;;;4;0;;1;0;;5;0;;360;3365;3725;3353;;0;0;0;0;;0;0;0;0;;3;49;52;0;;11;400;411;276;;3;12;15;0;
BLOCS;2023;390780575;POLYCLINIQUE DU PARC;690046339;1;5;;;;;;;;1;;;;6;;;1;;;12;;;1069;4348;5417;3398;;0;7;7;7;;0;0;0;0;;6;202;208;1;;1217;1064;2281;2003;;10;107;117;69;
BLOCS;2023;400000105;CENTRE HOSPITALIER DAX;400780193;1;9;1;1;1;;;2;;;;;;12;2;;1;;;10;;;5451;4969;10420;8055;5146;669;123;792;379;3;92;0;92;29;;288;55;343;277;;3662;2170;5832;4069;2468;18;53;71;7;322
BLOCS;2023;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;3;6;2;1;1;1;;;;3;;1;;12;3;;1;;;10;;;6171;4151;10322;7623;;798;142;940;367;;928;10;938;3;;307;189;496;327;;2163;3144;5307;3433;;11;36;47;0;
BLOCS;2023;400015103;GCS PAYS DE L'ADOUR;400015095;1;3;1;0;;0;;0;;1;;1;;5;1;;1;1;;6;1;;921;3610;4531;2893;;0;0;0;0;;3;0;3;0;;1;54;55;0;;238;3357;3595;2240;;0;4;4;0;
BLOCS;2023;400015236;GCS DU MARSAN;400015145;1;4;0;0;0;1;0;0;0;1;0;0;0;6;0;;1;0;;15;;;1574;5415;6989;6373;;2;23;25;25;;0;0;0;0;;0;55;55;0;;127;3716;3843;2459;;1;38;39;1;
