BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;1;0;0;13;0;9;31;0;1;;;;10;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;1;0;1;6694;0;5948;5269;0;1;;;;5823;0;3;5691;;;;;;;;;;;;;;;;;;;;;;;0;5720;0;0;0;0;0;0;0;0;;;;;;;;0;0;;;;;;;
CANCERO;2023;130785389;CLINIQUE CHANTECLER;130002173;0;0;0;295;0;172;455;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;130785652;HOPITAL SAINT JOSEPH;130014228;1;0;1;11617;37;9849;10484;103;1;;;;9995;37;525;9342;;;;;;;;;;;;;;;;;;;1;28;;;238;9348;0;0;0;0;0;0;2577;0;4.07;2.91;15.69;;;;12.87;0;0;;;;;;;
CANCERO;2023;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;1;0;1;13575;0;12038;9541;0;1;;;;11675;0;94;11406;;;;;;;;;;;;;;;;;;;25;25;;;880;11159;0;0;0;0;0;0;7850;0;;;6.83;;1.43;;;0;0;6;0;;;;;
CANCERO;2023;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;0;0;0;244;0;158;181;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;130786742;HIA LAVERAN;750821092;1;0;0;92;0;19;821;0;1;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;1;1;1;4011;0;3193;8182;0;1;;;;3301;0;482;2595;0;;;0;0;23;0;0;6.72;;;;;;;;;;20;1;;;1068;6511;0;0;1068;6511;0;0;5574;0;;;2.61;0.85;2.77;;1;5574;0;;;;;;;
CANCERO;2023;130810740;CLINIQUE AXIUM;130007362;0;0;0;745;0;404;1838;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1;0;0;981;10;911;910;78;1;;;;925;10;2;907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;1;0;1;19546;0;15733;30435;0;1;;;;17317;0;1158;15253;;;;;;;;;;;;;;;;;;;18;4;;;337;2093;0;0;329;1956;0;0;1190;0;0;3.07;7.98;2.68;0.64;0.99;4.26;1174;0;;;;;;;
CANCERO;2023;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;0;0;0;130;0;65;169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140000373;CENTRE HOSPITALIER DE VIRE;140000159;1;0;0;175;3;174;1;57;0;610780165;;;175;3;0;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;1;1;1;77984;0;75102;17198;0;1;;;;25798;0;887;24291;7;;8;3139;45654;797;324;500;16.39;11.95;50.23;10.64;14.87;;;;;;86;66;27;15;3382;27483;2274;3824;3;8;1;0;23895;6311;31.1;;168.07;79.22;3.02;3.11;74.56;12;2;;;;;;;
CANCERO;2023;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;1;0;1;9191;0;7883;7232;0;1;;;;8175;0;400;7688;;;;;;;;;;;;;;;;;;;;15;;;0;7570;0;0;0;0;0;0;0;0;;;26.89;25.25;1;0.7;;0;0;2;7;;;;;
CANCERO;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;0;0;0;1004;0;285;2645;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140018730;POLYCLINIQUE DE LISIEUX;140000415;1;0;0;810;0;477;1301;0;0;140000027;;;102;0;0;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;1;0;1;2035;0;1895;1266;0;1;;;;1863;0;6;1822;;;;;;;;;;;;;;;;;;;;6;;;0;1965;0;0;0;0;0;0;0;0;1.35;0.29;3.54;;0.1;0.5;1.98;0;0;;;;;;;
CANCERO;2023;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;1;0;0;325;6;238;346;262;0;140000209;140000027;;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140027731;CENTRE MAURICE TUBIANA;720020171;0;1;0;18147;;17485;0;;;;;;;;;;2;0;;662;17485;;;;;2.6;7.9;1.6;4.26;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;140030891;UNITE RADIOTHERAPIE EXTERNE CFB;140000639;0;1;0;4554;0;4554;0;0;;;;;;;;;1;;;0;4554;0;0;0;1.55;3.07;6.34;1;1.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;150000032;CH DE SAINT-FLOUR;150780088;1;0;0;541;0;513;293;0;0;150780096;630780989;630000479;518;0;1;508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;150000040;CH HENRI MONDOR;150780096;1;0;1;5008;273;4456;5530;457;1;;;;4675;273;134;4419;;;;;;;;;;;;;;;;;;;;7;;;0;3526;0;0;0;0;0;0;0;0;1;;5.56;5.21;0.18;0.13;3.5;0;0;;1;;;;;
CANCERO;2023;150003713;SELARL U2R - SITE CMC DE TRONQUIERES;630011831;0;1;0;10673;;10049;0;;;;;;;;;;1;;0;624;10049;;0;;;2.47;5.4;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;1;0;1;2578;0;2254;3126;0;1;;;;1832;0;26;1774;;;;;;;;;;;;;;;;;;;18;6;;;262;1783;0;0;0;0;0;0;3527;0;;;9.36;8.1;;0.3;2.19;0;0;1;2;;;1;;
CANCERO;2023;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;0;0;0;227;0;193;132;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;1;0;1;7803;0;7175;5558;0;1;;;;7125;0;106;6931;;;;;;;;;;;;;;;;;;;17;15;;;356;6924;0;0;0;1;0;0;3769;0;1.48;1.59;17.37;8.91;0.81;;8.65;0;0;;;;;;;
CANCERO;2023;160000279;POLYCLINIQUE DE GRAND COGNAC;160000212;0;0;0;188;0;104;510;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;160013207;CENTRE CLINICAL SA;160001632;1;0;1;6853;0;6073;3722;0;1;;;;5623;0;94;5477;;;;;;;;;;;;;;;;;;;;22;;;0;5460;0;0;0;0;0;0;0;0;;;3.48;;1.47;0.47;;0;0;4;;;;;;
CANCERO;2023;160015368;HOPITAUX DU GRAND COGNAC;160014411;1;0;1;1593;0;1550;749;0;1;;;;1589;0;11;1543;;;;;;;;;;;;;;;;;;;6;10;;;30;2307;0;0;0;1;0;0;282;0;1.99;;4.07;2.53;0.21;0.15;3.29;0;0;;;;;;;
CANCERO;2023;170000038;CENTRE HOSPITALIER JONZAC;170780050;1;0;0;745;0;692;761;0;0;170000103;;;685;0;0;667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1;0;1;20156;138;18499;12452;1919;1;;;;18699;138;354;17847;;;;;;;;;;;;;;;;;;;30;59;;;1050;17327;0;0;0;0;0;0;9717;0;8.4;5;38.99;17.52;1.24;0.75;7.23;0;0;;;;;;;
CANCERO;2023;170000103;CH DE SAINTONGE - SAINTES;170780175;1;1;1;34505;429;33691;8722;1493;1;;;;10879;429;4;10647;2;;;1436;21303;0;0;0;4.27;3.5;10.5;;4.29;;;;;;20;14;;;822;10716;0;0;0;0;0;0;10531;0;1.3;;7.79;1.64;0.78;;0.79;0;0;;;;;;;
CANCERO;2023;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1;0;0;3750;0;3693;1088;0;0;170000103;;;3747;0;10;3681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;0;0;3916;0;3558;3204;0;1;;;;3625;0;92;3417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;1;0;0;1049;0;526;2452;0;0;170780563;;;380;0;0;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;170780621;POLYCLINIQUE SAINT GEORGES;170000285;0;0;0;195;0;171;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;1;0;1;1746;0;1051;2553;0;0;170023279;;;86;0;0;85;;;;;;;;;;;;;;;;;;;;;;;0;3;0;0;0;0;0;0;0;0;;;;;;;;0;0;;;;;;;
CANCERO;2023;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;0;1;0;32076;;30694;0;;;;;;;;;;3;0;0;1382;30694;;0;;0;4;14.75;3;11;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;180000010;CH BOURGES - JACQUES COEUR;180000028;1;0;0;4555;135;4081;5569;368;1;;;;4207;135;101;4037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;180000200;CH DE VIERZON;180000051;1;0;0;1446;0;1358;985;0;0;180004145;;;1375;0;5;1340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;180000358;CLINIQUE DES GRAINETIERES;180000739;1;0;1;58;0;17;177;0;1;180004145;;;14;0;0;14;;;;;;;;;;;;;;;;;;;;0;;;0;14;0;0;0;0;0;0;0;0;0.01;;;;;;;0;0;;;;;;;
CANCERO;2023;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;1;1;1;10049;0;9396;4825;0;1;;;;9200;0;13;8972;0;;;0;0;6;0;0;0;;;;;;;;;;;22;;;0;9178;0;0;0;0;0;0;0;0;0;;9.9;1;;;1;0;0;3;2;;;;;
CANCERO;2023;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;0;1;0;28890;;27293;0;0;;;;;;;;;3;0;0;1597;27293;0;0;0;0;4.76;18.57;3.98;20.65;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;1;1;1;37513;0;36223;8477;0;1;;;;13554;0;557;12756;3;;;1218;22039;257;0;0;2.6;3.74;19.27;2;0.93;;;;;;30;21;0;0;1333;12850;0;0;0;0;0;0;8951;0;7.2;;20.48;15.57;1;0.4;3.09;0;0;;;;;;;
CANCERO;2023;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;1;1;0;386;0;190;1369;0;0;190000042;;;177;0;0;177;;0;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1;0;0;406;0;368;425;0;0;190000042;;;369;0;0;363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;190000224;CLINIQUE LES CEDRES BRIVE;190000901;1;0;0;520;0;234;2021;0;0;;;;114;0;0;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;190010629;HAD RELAIS SANTE ONCORESE;190010579;1;0;0;0;1057;0;0;2591;0;190000018;;;0;1057;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;190013482;CH BRIVE - SAINT GERMAIN;190000042;0;0;0;249;0;130;550;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210781266;1;0;0;0;17;0;0;786;0;210001111;;;0;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;210005559;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;0;1;0;25738;;24477;;;;;;;;;;;2;0;1;1261;24369;;108;55;;3;11.6;3;12.39;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;210011847;POLYCLINIQUE DU PARC DREVON;210011839;1;0;1;7308;0;7029;1977;0;1;;;;6954;0;126;6756;;;;;;;;;;;;;;;;;;;0;0;0;40;0;0;0;6918;0;0;0;0;0;0;0;0;6.22;1.94;0.2;0.2;0.2;0;0;3;2;;;;;
CANCERO;2023;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;0;0;0;724;0;205;1809;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;1;0;1;3994;10;3416;2961;335;1;;;;3268;10;5;3241;;;;;;;;;;;;;;;;;;;;18;;;0;3233;0;0;0;0;0;0;0;0;;;4.22;0.5;;;0.5;0;0;3;5;;;;;
CANCERO;2023;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;0;1;26732;0;23320;29853;0;1;;;;24385;0;787;21805;;;;;;;;;;;;;;;;;;;8;58;0;0;36;25912;0;0;35;1303;0;0;119;0;5.34;1.9;34.27;14.35;2.39;0.91;19.4;118;0;;;;;;;
CANCERO;2023;210987657;HOSPICES CIVILS DE BEAUNE;210012175;1;0;0;1349;0;1207;1040;0;1;;;;1170;0;7;1141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;1;0;0;483;0;441;290;0;0;210780581;210780417;;269;0;0;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;1;1;1;54618;192;47866;21127;503;1;;;;22507;192;4736;17050;5;1;2;2467;28319;660;193;319;10.15;9.85;16.8;4;21.8;0;0;0;0;0;101;36;24;8;7337;17601;1949;2775;1;0;0;0;26024;4894;18.63;10.6;121.8;15.6;2;6;95.6;2;0;;;;;;;
CANCERO;2023;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;1;0;0;12766;0;11499;10651;0;1;;;;11889;0;439;11170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220000095;CTRE HOSPITALIER DINAN;220000046;1;0;0;2750;0;2666;1599;0;0;350000022;;;2714;0;0;2649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220000111;POLYCLINIQUE DU TREGOR;220000376;1;0;1;2706;0;2562;653;0;0;220000269;;;1954;0;1;1941;;;;;;;;;;;;;;;;;;;;14;;;0;1924;0;0;0;0;0;0;0;0;;;3;;;;0.4;0;0;5;;;;1;;2
CANCERO;2023;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;0;0;767;0;710;491;0;1;;;;689;0;1;690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220000368;CENTRE HOSPITALIER LANNION;220000103;1;0;1;3662;19;3569;1337;1461;1;;;;3552;19;13;3486;;;;;;;;;;;;;;;;;;;;15;;;0;3518;0;0;0;0;0;0;0;0;0.4;1.51;5.48;1;;;1.23;0;0;;;;;;;
CANCERO;2023;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;1;0;0;998;0;996;21;0;0;220000012;;;997;0;0;1024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;1;0;0;749;0;464;1162;0;0;350002812;220020697;;33;0;1;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220020341;HAD DU PAYS DE GUINGAMP AUB SANTE;350000626;1;0;0;0;8;0;0;372;0;220000343;;;0;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220020697;CARIO;220020895;0;1;0;35760;;35760;0;;;;;;;;;;4;0;1;0;35664;0;96;0;0;4;21;5;12;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;1;0;1;14061;0;12769;7124;0;1;;;;12279;0;197;11954;;;;;;;;;;;;;;;;;;;34;20;;;778;11763;0;0;0;0;0;0;5631;0;0;0;18.17;14.42;0.6;0.5;0;0;0;5;0;0;0;0;0;0
CANCERO;2023;230000820;CENTRE HOSPITALIER GUERET;230780041;1;1;1;5344;0;5152;1654;0;0;230780082;;;1036;0;8;1033;1;0;0;194;3900;8;0;0;1.09;2;4;;1.63;;;;;;7;5;0;0;29;1031;0;0;0;0;0;0;310;0;;1.33;0.89;;;;0.34;0;0;;;;;;;
CANCERO;2023;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;1;0;1;2977;0;2935;570;0;1;;;;2972;0;5;2935;;;;;;;;;;;;;;;;;;;;4;;;0;2935;0;0;0;0;0;0;0;0;1.4;;;;;;;0;0;;;;;;;
CANCERO;2023;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;0;0;0;36;0;21;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;230782617;CRRF ANDRE LALANDE;920028560;1;0;0;0;105;0;0;849;0;870000064;230000820;;0;105;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;1;0;1;8646;0;7863;4692;0;1;;;;7641;0;17;7525;;;;;;;;;;;;;;;;;;;18;21;;;500;7534;0;0;0;0;0;0;5862;0;;1.5;12.55;8.05;1.13;0.5;0.4;0;0;2;;;;;;
CANCERO;2023;240000208;CLINIQUE PASTEUR;240000612;0;0;0;193;0;77;615;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;240000372;C.H DE BERGERAC;240000059;1;0;1;793;0;742;509;0;0;240000117;;;703;0;0;698;;;;;;;;;;;;;;;;;;;;5;;;0;714;0;0;0;0;0;0;0;0;0.1;0.1;0.2;;0.8;;;0;0;;;;;;;
CANCERO;2023;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;1;0;1;9871;435;8977;8476;1553;1;;;;8928;435;80;8612;;;;;;;;;;;;;;;;;;;9;20;0;0;318;9652;0;0;0;0;0;0;3145;0;4;;10.27;3.74;0.6;0;3.38;0;0;0;;0;0;0;0;0
CANCERO;2023;240011668;HAD DE LA CLINIQUE PASTEUR;240000612;1;0;0;0;14;0;0;299;1;;;;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;240017061;IMAGERIE MED - SITE FRANCHEVILLE;240009837;0;1;0;23087;;21940;;;;;;;;;;;3;;0;1147;21940;;0;;0;3;12;1;7;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;0;0;0;846;0;393;1842;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;1;0;1;2722;0;2555;1441;0;1;;;;2540;0;7;2463;;;;;;;;;;;;;;;;;;;;9;;;0;917;0;0;0;0;0;0;0;0;1;;2.07;;;;2.88;0;0;;;;;;;
CANCERO;2023;250004009;LE MITTAN ANNEXE DU HNFC;900000365;1;1;1;37478;0;36852;3279;0;1;;;;11322;0;482;10749;3;;1;1410;24153;232;0;22;2.46;5;12.5;4;8;0;;;;;24;31;;;921;11126;0;0;0;0;0;0;6633;0;4.12;1.5;10.79;6.6;1;0;0;0;0;0;0;;;;;
CANCERO;2023;250006954;CHU JEAN MINJOZ BESANCON;250000015;1;1;1;60720;0;57638;26356;0;1;;;;27379;0;1007;26029;4;0;4;2078;28745;19;103;161;4.66;5.68;24.24;4.6;17.56;6;;;;;18;53;0;0;1120;28665;0;0;361;220;0;0;3957;0;4.89;2.04;22.38;8.64;0.65;1;15.93;1215;0;;;;;;;
CANCERO;2023;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;1;0;1;2021;0;1494;1771;0;0;250000015;;;1494;0;0;1494;;;;;;;;;;;;;;;;;;;0;6;3;;0;1487;522;0;0;0;0;0;0;1771;0.6;0;1;0.5;0.3;0;1;0;0;0;27;0;0;0;0;0
CANCERO;2023;260000013;CH DE VALENCE;260000021;1;0;1;13034;0;11614;10360;0;1;;;;11800;0;410;11113;;;;;;;;;;;;;;;;;;;15;27;;;10;10693;0;0;0;0;0;0;99;0;1.7;2.72;6.33;1.62;;;6.61;0;0;;;;;;;
CANCERO;2023;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;1;0;1;3742;0;3498;1505;0;1;;;;3386;0;9;3319;;;;;;;;;;;;;;;;;;;1;20;;;10;3561;0;0;0;3;0;0;30;0;1.35;0;8.63;3.2;0.8;;4.05;0;0;0;0;;;;;
CANCERO;2023;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;1;1;1;19639;55;19010;5422;377;1;;;;6054;55;221;5665;2;1;0;609;12609;57;0;0;4.83;2.56;8.39;2.9;0;0;0;0;0;0;20;12;;;697;5751;0;0;0;0;0;0;6599;0;3.43;4.43;20.36;14.85;0.49;0;0.5;0;0;0;0;0;0;0;0;0
CANCERO;2023;260000146;CH DE CREST;260000054;1;0;0;156;422;151;99;2358;0;260000013;690000880;;147;422;1;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;260000260;CLINIQUE LA PARISIERE;260000377;0;0;0;310;0;176;481;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;260003017;CLINIQUE KENNEDY;260000781;0;0;0;194;0;61;585;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;260003157;CENTRE MARIE CURIE;070001649;0;1;0;39869;0;37554;0;0;;;;;;;;;3;0;0;2315;37554;0;0;0;;3.75;16.25;3;7.8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;260006267;CLINIQUE GENERALE VALENCE;070000245;1;0;1;6233;0;6028;1612;0;1;;;;6177;0;125;5918;;;;;;;;;;;;;;;;;;;;16;;;0;6278;0;0;0;0;0;0;0;0;2;;6.57;;;;;0;0;0;0;;;;;
CANCERO;2023;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;1;0;1;4882;0;4445;2475;0;1;;;;4309;0;127;4132;;;;;;;;;;;;;;;;;;;2;17;;;127;4136;0;0;0;0;0;0;308;0;;;15.26;12.62;0.5;;7.2;0;0;2;;;;;;
CANCERO;2023;270000359;CH EVREUX CH EURE-SEINE;270023724;1;0;1;5114;0;4083;6434;0;1;;;;4710;0;605;3887;;;;;;;;;;;;;;;;;;;23;;;;1097;0;0;0;0;0;0;0;5876;0;4.7;;10.7;11.69;0.5;;4.5;0;0;;;;;;;
CANCERO;2023;270000458;CH VERNON CH EURE-SEINE;270023724;1;0;0;964;0;864;706;0;1;;;;856;0;0;842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;270016058;HAD EURE SEINE;750047367;1;0;0;0;20;0;0;1134;1;;;;0;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;270021439;CENTRE DE RADIOTHERAPIE D'EVREUX;270002652;0;1;0;21579;;20559;0;;;;;;;;;;2;0;0;1020;20559;0;0;0;0;2;10;1;5;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2023;280000084;CH DREUX;280000183;1;0;1;2745;0;2237;3433;0;1;;;;2479;0;211;2199;;;;;;;;;;;;;;;;;;;10;13;;;1069;2278;0;0;2;0;0;0;7466;0;1.3;0.02;8.43;5.99;0.34;0;5.13;5;0;;;;;;;
CANCERO;2023;280000662;CH CHATEAUDUN;280500075;1;0;1;700;0;691;139;0;0;280000134;410000202;450002613;634;0;0;625;;;;;;;;;;;;;;;;;;;;4;;;0;978;0;0;0;0;0;0;0;0;0.05;;1;1;;;1.12;0;0;;;;;;;
CANCERO;2023;280001678;ASSAD HAD D'EURE ET LOIR;370001638;1;0;0;0;219;0;0;1510;0;280000134;920120011;780000329;0;219;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
