BOR;AN;FI;RS;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2023;290000363;CLINIQUE DE KERFRIDEN;920030269;616;;;;;;;;;;;;;28565;;;;;;;3889;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;1034;;;;;;;;;;;;;2693;;;;;;;1226;;;;;;;1643;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;290000736;CLINIQUE DE L'IROISE;290000991;691;;;;;;;;;;;;;25576;;;;;;;3109;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;290000744;CLINIQUE PEN AN DALAR;290001007;1271;;;;;;;;;;;;;43706;;;;;;;10720;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;411;;;;;;;;;;;;;6295;;;;;;;;;;;;;;292;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;11850;65;6;;;234;72;69;6;;;278;80;54589;4003;818;;;6192;1004;24510;149;80;;;235;32;107989;578;128;;;1295;149;1;1.65;1;3.8;1;2;0;;0;;0;0
PSY2;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;138;;;;;10;;;;;;;;3701;;;;;349;;;;;;;0;;;;;;;0;;1;;1;;0;;0;;0;;0;0
PSY2;2023;290003995;GHBS - HOPITAL KERGLANCHARD;560005746;2669;27;2;0;0;73;6;2;0;;;14;0;9277;594;107;;;1356;0;3423;69;0;;;112;0;18961;569;1;;;185;22;1;;1;;0;;0;;0;;0;0
PSY2;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1.8;0;;0;;0;;0;;0;0
PSY2;2023;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;29.65;1;3.21;1;;0;;0;;0;0
PSY2;2023;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;1720;27;4;1;13;106;105;52;4;1;13;127;120;25931;4407;418;8;60;3794;3022;;;;;;;;;;;;;;;1;1;0;;0;;1;;0;;0;0
PSY2;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;3745;;;;;;;;;;;;;9843;;;;;;;2002;;;;;;;50134;;;;;;;0;;0;;1;11.3;0;;0;;0;0
PSY2;2023;2B0003016;CLINIQUE DU CAP;2B0003990;235;;;;;;;;;;;;;16167;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;398;;;;;;;;;;;;;;;;;;;;14482;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;359;44;1;4;37;73;37;53;1;4;54;85;38;22314;3408;365;92;2851;4282;1796;;;;;;;;;;;;;;;0;;0;;1;8.5;0;;0;;0;0
PSY2;2023;300000023;CH ALES CEVENNES;300780046;3874;98;8;1;1;224;14;48;8;1;1;176;9;17900;2730;;;;2539;162;2884;106;;;;88;;29003;262;16;6;2;544;24;1;1;0;;0;;0;;0;;0;0
PSY2;2023;300000080;CHS LE MAS CAREIRON UZES;300780103;8498;100;10;;52;300;116;107;9;;65;376;125;32429;3308;1020;;1201;9787;2906;11048;185;1;;;781;111;97382;1238;53;;33;2774;895;0;;1;34.59;0;;0;;0;;0;0
PSY2;2023;300000387;AEMC;300000387;803;;;;;;;;;;;;;5103;;;;;;;5035;;;;;;;455;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;300000759;CIGALIERES;300000759;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684;0;0;0;0;0;0;5819;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2023;300780210;CL BELLE RIVE VILLENEUVE LES AVIGNON;300000148;1513;;;;;;;;;;;;;46875;;;;;;;16724;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;300780244;CL DU PONT DU GARD REMOULINS;920030269;470;;;;;;;;;;;;;23401;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;300780251;CL NEURO PSYCHIATRIQUE QUISSAC;300000189;630;;;;;;;;;;;;;64825;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;300780269;CL LES SOPHORAS NIMES;300000197;908;;;;;;;;;;;;;33850;;;;;;;3825;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;300780384;CTRE PROTECTION INFANTILE MONTAURY CRF;750721334;393;;;;;;;;;;;;;679;;;;;;;912;;;;;;;5695;;;;;;;0;;0;;0;;;;;;;
PSY2;2023;300781424;CL LA CAMARGUE BOUILLARGUES;300000692;510;;;;;;;;;;;;;21278;;;;;;;4697;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;300782117;CHU NIMES CAREMEAU;300780038;6759;113;;;;289;34;;;;;;;7356;2130;;;;6505;919;4234;68;;;;27;3;31305;369;;;;453;8;1;14.59;1;24.79;1;31.2;1;37.47;0;;0;0
PSY2;2023;310000187;SA CL DE BEAUPUY;310000187;1126;;;;;346;28;;;;;382;28;45503;;;;;10389;955;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;310000369;CH GERARD MARCHANT TOULOUSE;310780754;11428;211;65;3;111;394;59;186;9;3;52;300;40;57056;10880;8740;74;4719;19323;2847;26231;210;408;;36;259;9;164397;2508;1292;;73;2720;154;1;1.2;0;;0;;0;;1;45.15;1;0
PSY2;2023;310000427;SA AUFRERY;310000427;1333;;;;;;;;;;;;;52882;;;;;;;8003;;;;;;;;;;;;;;0;;1;1;0;;0;;0;;0;0
PSY2;2023;310018650;SECTORISATION PSY NEBOUZAN ASEI;310781562;116;;;;;;;;;;;;;;;;;;;;;;;;;;;1694;;;;;;;;;0;;1;3.34;0;;0;;0;0
PSY2;2023;310780119;CL DE MONTBERON;310000047;762;;;;;;;;;;;;;42548;;;;;;;1251;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;310780143;CL DU CHATEAU DE SEYSSES;920030269;2062;;;;;;;;;;;;;92230;;;;;;;6154;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;310780358;MAISON DE SANTE DE MAILHOL LABASTIDE;310000146;839;;;;;;;;;;;;;35875;;;;;;;1225;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;1631;;;;;;;;;;;;;44879;;;;;;;4455;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;310781141;CL DU VIEUX CHATEAU D'OC CASTELMAUROU;310000435;1381;;;;;;;;;;;;;51623;;;;;;;3353;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2023;310781430;CTRE POST CURE ROUTE NOUVELLE TOULOUSE;310788906;86;;;;;;;;;;;;;;;;;;;;12236;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;310782446;ARSEAA;310782446;3912;;;;;;;;;;;;;;;;;;;;7280;;;;;;;58159;;;;;;;0;;0;;1;29;0;;0;;0;0
PSY2;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;5727;13;5;;4;161;16;17;6;;4;191;20;25098;722;508;;26;8193;501;10512;;;;;2;;82839;133;238;;2;568;27;0;;;;;;0;;0;;0;0
PSY2;2023;310783097;CENTRE DE SANTE MENTALE MGEN TOULOUSE;750005068;210;;;;;;;;;;;;;;;;;;;;12422;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;310795463;CENTRE DE POST CURE APRES TOULOUSE;310785068;74;;;;;;;;;;;;;4539;;;;;;;4378;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;320000094;CHS DU GERS;320780125;4880;44;1;1;0;117;161;41;1;1;0;99;196;25184;1955;365;30;0;7433;4504;5294;24;0;0;0;64;21;55822;741;0;0;0;1008;772;1;0.6;1;33.8;1;24.6;0;;0;;0;0
PSY2;2023;320780109;CL PSY D'EMBATS AUCH;320000078;462;;;;;;;;;;;;;21583;;;;;;;7127;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330000431;MONTALIER;330000431;71;;;;;;;;;;;;;22641;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2023;330000639;CH CHARLES PERRENS;330781287;28080;278;10;11;0;743;130;392;15;12;0;795;140;115928;16108;748;243;0;28898;4026;28644;298;112;1;0;;16;236242;5399;327;64;0;1746;339;1;4.83;1;26.5;1;23.08;0;;1;19.01;0;0
PSY2;2023;330000647;CH DE CADILLAC;330781295;14281;300;44;1;117;524;161;319;46;1;121;586;178;62515;27140;9023;11;5234;21262;5279;16906;744;180;0;0;346;213;149444;3265;494;1;8;4802;1185;1;1.1;1;40.48;1;31.31;1;190.16;0;;1;0
PSY2;2023;330000779;SOCIETE D'HYGIENE MENTALE D'AQUITAINE;330000779;389;;;;;;;;;;;;;;;;;;;;12146;;;;;;;6884;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330058504;CENTRE AMBULATOIRE DE CENON;330059825;219;;;;;;;;;;;;;;;;;;;;;;;;;;;500;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330058603;ESAP LA RENCONTRE;240000265;33;;;;;;;;;;;;;5654;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330780289;HOPITAL DE JOUR L'OISEAU LYRE;330790809;33;;;;;;;;;;;;;;;;;;;;5135;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330780297;CLINIQUE ANOUSTE;330000175;469;;;;;;;;;;;;;12822;;;;;;;7006;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330780313;MAISON DE SANTE LES PINS;330000191;700;;;;;;;;;;;;;32391;;;;;;;221;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330780321;CLINIQUE BETHANIE;330000209;1607;;;;;;;;;;;;;30198;;;;;;;20999;;;;;;;;;;;;;;0;;0;;1;17.4;0;;0;;0;0
PSY2;2023;330780636;CSMI RENOVATION - CMP BORDEAUX-NORD;330785072;1723;;;;;;;;;;;;;;;;;;;;;;;;;;;24259;;;;;;;0;;0;;1;5.89;0;;0;;0;0
PSY2;2023;330780776;CLINIQUE LES HORIZONS;330056839;483;0;0;0;0;0;0;0;0;0;0;0;0;25913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2023;330781170;CENTRE READAPT PASTEUR - RENOVATION;330785072;95;;;;;;;;;;;;;10705;;;;;;;575;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330781188;CTRE DE REHABILITATION PSYCHO-SOCIALE;330056540;279;;;;;;;;;;;;;4218;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330781303;HIA ROBERT PICQUE;750821092;1590;;;;;;;;;;;;;3672;;;;;;;0;;;;;;;3665;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330782350;CENTRE PSYCHOTHERAPIQUE LES PLATANES;330000480;85;;;;;;;;;;;;;;;;;;;;8898;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330783614;HOPITAL DE JOUR DU PARC - RENOVATION;330785072;218;;;;;;;;;;;;;;;;;;;;10505;;;;;;;;;;;;;;0;;0;;1;38.96;0;;0;;0;0
PSY2;2023;330783721;HOPITAL GARDEROSE;330781253;5951;74;;2;1;202;41;27;;2;1;97;22;20001;3120;;;1;4294;858;11314;109;;;;195;51;59495;1561;;19;19;2513;442;0;;0;;1;7.7;0;;0;;0;0
PSY2;2023;330783960;HOPITAL DE JOUR CENTRE SANTE MENT MGEN;750005068;826;;;;;;;;;;;;;;;;;;;;9725;;;;;;;3217;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;330802752;CENTRE JEAN ABADIE - CHU;330781196;101;;;;;;;;;;;;;2131;;;;;;;275;;;;;;;220;;;;;;;0;;0;;1;81.38;0;;0;;0;0
PSY2;2023;340000033;CH BEZIERS;340780055;3934;22;2;;24;140;22;22;2;;24;140;22;3382;;;;;;1;;;;;;;;20649;360;53;;76;935;342;1;0.61;1;4.91;1;3.08;0;;0;;0;0
PSY2;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1321;1;2;;;112;12;18;4;;;117;11;4057;380;;;;2495;272;4544;;;;;119;;28648;241;20;;;461;24;1;2;1;1.1;0;;0;;0;;0;0
PSY2;2023;340010149;CL ST CLEMENT;340010099;341;;;;;;;;;;;;;23846;;;;;;;5259;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;340016732;HJ PSY GEN SITE PERREAL CH BEZIERS;340780055;5755;74;16;;32;297;69;94;75;;37;280;73;17573;4649;1477;;368;10240;2590;23498;729;278;;;1074;873;51438;1248;177;;;2097;509;1;0.61;1;4.91;1;3.08;0;;0;;0;0
PSY2;2023;340780121;CL LA PERGOLA BEZIERS;340000082;603;;;;;;;;;;;;;40190;;;;;;;13115;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;20591;193;30;0;66;1093;215;283;35;0;124;1780;445;21862;5894;1955;0;787;34737;5544;25040;653;761;0;0;2517;547;184225;5088;2548;0;29;15519;4529;1;0.2;0;;1;32.1;1;30.9;0;;;0
PSY2;2023;340780758;CL RECH MONTPELLIER;340000355;840;;;;;;;;;;;;;67196;;;;;;;5071;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;340780766;CL LA LIRONDE ST CLEMENT DE RIVIERE;920030269;755;;;;;;;;;;;;;41266;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;340780782;CL STELLA VERARGUES;340000371;743;;;;;;;;;;;;;55205;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;340780790;CL ST ANTOINE;340000389;451;;;;;;;;;;;;;26546;;;;;;;;;;;;;;;;;;;;;0;;1;50;0;;0;;0;;0;0
PSY2;2023;340780931;CL ST MARTIN VIGNOGOUL PIGNAN;340000454;382;;;;;;;;;;;;;31255;;;;;;;4393;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1922;;;;;;;;;;;;;2763;;;;;;;6489;;;;;;;6015;;;;;;;1;0.05;0;;1;41.5;0;;0;;0;0
PSY2;2023;340787266;HJ PIJ SETE HBT;340011295;1176;;;;;;;;;;;;;18;;;;;;;1641;;;;;;;11916;;;;;;;1;0.3;0;;1;0.2;0;;0;;0;0
PSY2;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;6853;6;0;0;0;93;51;3;3;0;0;82;45;24129;862;0;0;0;1969;984;6136;0;0;0;0;59;25;63918;46;0;0;0;480;137;1;0.52;1;2;1;18.54;0;;0;;0;1
PSY2;2023;350000162;CHIRC SITE REDON;350000048;2421;24;11;;;116;;6;2;;;49;11;3594;442;433;;;1320;;1214;173;152;;;70;;16322;317;77;;;732;;1;;0;;0;;0;;0;;0;0
PSY2;2023;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;27225;118;61;4;89;743;421;121;61;4;108;845;507;136469;7909;3955;44;3553;23418;12454;21545;390;249;0;68;399;124;301247;826;1088;;122;2954;1106;0;;1;;1;;0;;1;26.52;1;1
PSY2;2023;350002119;CLINIQUE DU MOULIN;350000386;364;;;;;;;;;;;;;28957;;;;;;;4658;;;;;;;;;;;;;;0;;0;;0;;;;;;;
PSY2;2023;350002176;CLINIQUE DE L'ESPERANCE;350000402;557;;;;;;;;;;;;;26276;;;;;;;2836;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;59;;;;;;;;;;;;;2079;;;;;;;1588;;;;;;;;;;;;;;0;;0;;1;9.63;0;;0;;0;0
PSY2;2023;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;103;;;;;;;;;;;;;8965;;;;;;;3617;;;;;;;897;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;682;;;;;;;;;;;;;25826;;;;;;;1988;;;;;;;;;;;;;;0;;1;0.6;0;;0;;0;;0;0
PSY2;2023;350055547;SAS UNITÉ DE JOUR PÉRINATALITÉ;350055539;25;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;360000137;CH CHATEAUROUX;360000053;5828;43;1;;8;314;66;6;1;;8;161;36;30990;1445;276;;48;7146;1529;2970;;;;;30;;67865;647;1;;6;2439;547;1;1;0;;0;;0;;0;;0;0
PSY2;2023;370000119;CLINIQUE VONTES;370013062;1729;;;;;;;;;;;;;54276;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;370000127;CLINIQUE RONSARD;370000259;840;;;;;;;;;;;;;33788;;;;;;;;;;;;;;;;;;;;;0;;1;0.6;0;;0;;0;;0;0
PSY2;2023;370000143;CLINIQUE DU VAL DE LOIRE;370000291;426;0;0;0;0;0;0;0;0;0;0;0;0;19131;0;0;0;0;0;0;2681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2023;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1600;;;;;;;;;;;;;119;;;;;;;;;;;;;;16953;;;;;;;;;;;;;;;;;;
PSY2;2023;370000531;CH DU CHINONAIS;370000606;2721;13;;;;42;9;13;;;;42;9;23098;106;;;;1005;367;13195;8;;;;147;;40868;256;;;;582;112;0;;0;;1;15.61;0;;0;;0;0
PSY2;2023;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;1032;10;1;;;41;5;12;1;;;47;5;10783;1229;344;;;2333;153;1536;41;;;;;;7920;125;;;;64;11;0;;0;;0;;0;;0;;0;0
PSY2;2023;370000861;CHRU BRETONNEAU - TOURS;370000481;2576;43;7;;4;237;33;15;6;;4;129;9;6508;1194;320;;19;2978;338;8396;128;21;;;420;7;38510;444;189;;;3333;367;;;;;;;;;;;;
PSY2;2023;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1400;;1;;;4;;;1;;;5;;645;;;;;;;2869;;54;;;118;;13787;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;370000903;CH PAUL MARTINAIS - LOCHES;370000614;785;2;0;0;0;12;4;2;0;0;0;12;4;0;0;0;0;0;0;0;2891;77;0;0;0;38;0;6840;10;0;0;0;57;40;1;0.85;0;;0;;0;;0;;0;0
PSY2;2023;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1764;29;6;;2;223;31;32;5;;2;305;43;14197;2542;609;;8;12647;1814;8513;283;113;;;714;74;33468;809;259;;;4550;987;;;;;;;;;;;;
PSY2;2023;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS;370000481;2611;15;1;;2;140;24;14;1;;2;159;23;13079;793;100;;8;4132;468;;;;;;;;10165;9;;;;49;7;;;;;;;;;;;;
PSY2;2023;370015976;CENTRE AMBULATOIRE DE TOURS;370016065;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2023;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1464;;;;;;;;;;;;;0;;;;;;;1916;;;;;;;12627;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2023;380000067;HOPITAL NORD - CHU38;380780080;3019;3;;;;20;3;3;;;;23;3;6509;262;;;;2219;324;761;;;;;;;9102;1;;;;9;2;0;;0;;0;;0;;0;;0;0
PSY2;2023;380000133;CH ALPES ISERE;380780247;17385;302;10;5;9;663;244;248;17;2;6;585;210;41396;14957;1304;43;367;28849;10982;25942;202;0;0;0;387;344;191195;3764;132;22;100;6510;1987;0;;1;40.68;1;71.5;0;;1;10.3;0;1
PSY2;2023;380024257;PSYPRO GRENOBLE;690048798;420;;;;;;;;;;;;;;;;;;;;9161;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;380780312;CLINIQUE FSEF GRENOBLE LA TRONCHE;750720575;399;;;;;;;;;;;;;25219;;;;;;;4202;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;380784462;ETAB. DE SANTE MENTALE DE GRENOBLE;750005068;196;;;;;;;;;;;;;;;;;;;;6078;;;;;;;786;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;380794297;FONDATION GEORGES BOISSEL;380794297;7373;79;5;1;;241;142;38;1;1;;202;132;26464;3381;523;10;;6804;3665;8048;247;;;;186;;80049;1097;184;3;;1546;471;0;;1;3.25;1;15.77;0;;0;;0;0
PSY2;2023;380795773;CTRE SOCIAL LUTTE CONTRE L'ISOLEMENT;380795765;238;;;;;;;;;;;;;;;;;;;;330;;;;;;;4083;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;390000164;CHS SAINT YLIE JURA;390780476;8606;41;6;5;1;227;169;46;6;5;1;253;185;49595;2459;420;148;9;17869;7131;17283;129;44;0;0;309;75;91709;351;183;38;0;692;498;1;1.7;1;81.08;1;31.7;0;;0;;0;0
PSY2;2023;390008019;CLINIQUE VAL JURA;710016387;295;;;;;12;6;;;;;12;6;9415;;;;;100;45;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;400000105;CENTRE HOSPITALIER DAX;400780193;5868;4;;;;50;15;4;;;;54;17;3407;102;;;;1473;597;6333;;;;;;;65483;;;;;;;1;9.23;1;6.85;1;12.87;0;;0;;0;0
PSY2;2023;400000113;CH MONT DE MARSAN - SITE DE STE ANNE;400011177;1021;30;4;2;32;190;53;41;4;2;41;191;61;14707;2458;499;0;302;6057;2294;13820;542;0;0;0;995;447;94660;930;177;34;532;3189;1078;1;3.3;1;6.56;1;10.34;0;;0;;0;0
PSY2;2023;400014072;HOPITAL DE JOUR CMPA;400014064;311;;;;;;;;;;;;;;;;;;;;6953;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;400015533;HOPITAL DE JOUR HEGALDIA SUD LANDES;400015491;313;;;;;;;;;;;;;;;;;;;;5469;;;;;;;;;;;;;;0;;1;1;0;;0;;0;;0;0
PSY2;2023;400015863;CENTRE AMBULATOIRE BENESSE MAREMNE;400013801;126;;;;;;;;;;;;;;;;;;;;626;;;;;;;;;;;;;;0;;0;;1;8;0;;0;;;0
PSY2;2023;400780367;CLINIQUE FSEF AIRE-SUR-L'ADOUR;750720575;279;;;;;;;;;;;;;11625;;;;;;;1764;;;;;;;2338;;;;;;;;;0;;1;116.29;0;;0;;0;0
PSY2;2023;400780375;CLINIQUE MAYLIS;400013801;617;;;;;;;;;;;;;23897;;;;;;;6956;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;410000020;CH BLOIS SIMONE VEIL;410000087;4168;21;2;0;4;108;22;19;2;0;3;102;19;5484;850;543;0;16;3665;248;1535;13;8;0;0;103;0;38997;89;0;0;;348;102;1;0.8;0;;1;13.06;0;;0;;0;0
PSY2;2023;410000046;CH ROMORANTIN-LANTHENAY;410000103;2690;8;;8;;39;14;9;;1;;56;21;15250;464;;49;;1169;365;6215;0;;35;;0;0;25600;2;;54;;21;18;0;;0;;0;;0;;0;;0;0
PSY2;2023;410000277;CLINIQUE DE COUR CHEVERNY;410000467;577;;;;;;;;;;;;;37773;;;;;;;7630;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;410000293;CLINIQUE DE CHAILLES;410000491;188;;;;;;;;;;;;;37209;;;;;;;8480;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;410000475;CLINIQUE MEDICALE DU CENTRE DE SAUMERY;410000475;242;;;;;;;;;;;;;18962;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0
PSY2;2023;410003768;SERVICE PSYCHIATRIE-ANNEXE-CH VENDOME;410000095;150;7;;;;19;4;9;;;;21;6;6582;474;;;;1139;397;14115;91;;;;72;;3865;5;7;;;8;;1;3.3;0;;0;;0;;0;;0;0
PSY2;2023;420000010;CH DE ROANNE;420780033;5317;14;1;;2;115;20;297;2;;2;770;93;8613;595;18;;9;3003;423;7912;502;;;;871;;49687;;;;;;;1;0.44;1;3.29;1;8.85;0;;0;;0;0
PSY2;2023;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;4066;11;1;0;0;88;9;11;1;0;0;95;9;7318;445;249;;;2255;50;7101;;;;;;;39514;383;149;;;41;;0;;0;;0;;0;;0;;0;0
PSY2;2023;420781767;CLINIQUE DES MONTS DU FOREZ;420000523;424;;;;;;;;;;;;;24388;;;;;;;;;;;;;;;;;;;;;0;;1;2;0;;;;;;;
PSY2;2023;420782559;HOPITAL DE BELLEVUE - CHU42;420784878;2073;8;0;12;2;59;10;;;;;;;0;0;0;0;0;0;0;2300;0;0;0;0;0;0;20748;25;0;73;4;580;37;0;;0;;1;23.39;0;;0;;0;0
PSY2;2023;420782567;HOPITAL DE LA CHARITE - CHU42;420784878;2353;12;;11;1;77;10;;;;;;;;;;;;;;2048;;;;;9;4;16021;40;;49;1;282;22;0;;1;4.43;0;;0;;0;;0;0
PSY2;2023;420783102;CENTRE DE POST-CURE LA MUSARDIÈRE;420000929;205;;;;;;;;;;;;;12680;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;420785354;HOPITAL NORD - CHU42;420784878;8493;60;8;8;316;305;43;;;;;;;41299;3972;530;46;47;12094;1338;10503;298;2;0;0;169;27;54504;29;7;17;1283;159;15;1;5.41;0;;1;5.92;0;;0;;0;0
PSY2;2023;420788440;CLINIQUE DE SAINT VICTOR;420001794;897;;;;;;;;;;;;;38065;;;;;;;7151;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2023;420790081;KORIAN LE CLOS MONTAIGNE;750071292;575;;;;;;;;;;;;;28943;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
