BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_ETPSAL;SMUR_EFFLIB;SMUR_COMSU;SAMU_ETPSAL;SAMU_EFFLIB
SMURSAMU_P;2023;270000458;CH VERNON CH EURE-SEINE;270023724;N2223;5.84;;;;
SMURSAMU_P;2023;270000458;CH VERNON CH EURE-SEINE;270023724;N2500;4.83;;;;
SMURSAMU_P;2023;270000458;CH VERNON CH EURE-SEINE;270023724;N9999;11.87;;;;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;M9999;7.81;;;7.81;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;MREG;7.81;;;7.81;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;N2223;10.54;;;0;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;N2500;6.44;;;3;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;N9999;17.38;;;18.27;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;NARM;0;;;14.77;
SMURSAMU_P;2023;280000084;CH DREUX;280000183;NSEC;0.4;;;0.5;
SMURSAMU_P;2023;280000662;CH CHATEAUDUN;280500075;M9999;2;;;;
SMURSAMU_P;2023;280000662;CH CHATEAUDUN;280500075;N2223;2;;;;
SMURSAMU_P;2023;280000662;CH CHATEAUDUN;280500075;N2500;2;;;;
SMURSAMU_P;2023;280000662;CH CHATEAUDUN;280500075;N9999;4.5;;;;
SMURSAMU_P;2023;280000662;CH CHATEAUDUN;280500075;NSEC;0.5;;;;
SMURSAMU_P;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;M9999;8.05;;1;;
SMURSAMU_P;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2120;0.84;;1;;
SMURSAMU_P;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2223;16.4;;1;;
SMURSAMU_P;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2500;14.17;;;;
SMURSAMU_P;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N9999;35.9;;1;;
SMURSAMU_P;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;NSEC;2.97;;1;;
SMURSAMU_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M9999;3.53;0;1;;
SMURSAMU_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2223;14.04;0;0;;
SMURSAMU_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2500;1;0;;;
SMURSAMU_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N5140;7.29;0;0;;
SMURSAMU_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N9999;24.08;0;;;
SMURSAMU_P;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NSEC;1;0;0;;
SMURSAMU_P;2023;290000025;CHIC QUIMPER;290020700;M9999;5.44;;1;;
SMURSAMU_P;2023;290000025;CHIC QUIMPER;290020700;N2223;8.31;;0;;
SMURSAMU_P;2023;290000025;CHIC QUIMPER;290020700;N2500;1.71;;;;
SMURSAMU_P;2023;290000025;CHIC QUIMPER;290020700;N5140;8.55;;0;;
SMURSAMU_P;2023;290000025;CHIC QUIMPER;290020700;N9999;18.57;;0;;
SMURSAMU_P;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;M9999;4.89;;;;
SMURSAMU_P;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2223;5.72;;;;
SMURSAMU_P;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;N5140;6;;;;
SMURSAMU_P;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;N9999;11.72;;;;
SMURSAMU_P;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;M9999;4.41;;1;;
SMURSAMU_P;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;N2223;4.52;;0;;
SMURSAMU_P;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;N2500;0.93;;;;
SMURSAMU_P;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;N5140;4.65;;0;;
SMURSAMU_P;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;N9999;10.1;;0;;
SMURSAMU_P;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M9999;;;1;;
SMURSAMU_P;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2120;0.52;;;;
SMURSAMU_P;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2223;0.26;;;;
SMURSAMU_P;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2500;0.07;;;;
SMURSAMU_P;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N9999;6.83;;;;
SMURSAMU_P;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M9999;0.54;;1;;
SMURSAMU_P;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2120;;;1;;
SMURSAMU_P;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2223;0.56;;1;;
SMURSAMU_P;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2500;0.56;;;;
SMURSAMU_P;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N9999;1.12;;;;
SMURSAMU_P;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;M9999;1.29;;1;;
SMURSAMU_P;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2120;0.1;;1;;
SMURSAMU_P;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2223;5.82;;1;;
SMURSAMU_P;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2500;5.82;;;;
SMURSAMU_P;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N9999;11.74;;1;;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M9999;6.61;;1;7.53;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;MREG;6.61;;1;7.53;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2120;0.35;;;0.5;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2223;15.97;;;;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2500;2;;;;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N9999;31.39;;;53.28;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NARM;;;;24.27;
SMURSAMU_P;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NSEC;;;;27.8;
SMURSAMU_P;2023;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;M9999;0.27;;1;;
SMURSAMU_P;2023;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N2223;1.6;;0;;
SMURSAMU_P;2023;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N2500;0.33;;;;
SMURSAMU_P;2023;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N5140;1.65;;0;;
SMURSAMU_P;2023;290029982;SMUR SITE CH DOUARNENEZ - CHIC;290020700;N9999;3.58;;0;;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;M9999;17.69;;0;5.75;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;N2120;0.8;;0;0.2;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;N2223;32.24;;0;;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;N2500;;;;0.36;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;N5140;36.99;;0;;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;N9999;73.2;;0;16.12;
SMURSAMU_P;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;NARM;2.43;;0;15.03;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M9999;21.92;;1;2.41;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MREG;;;1;;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2120;1.67;;0;0.37;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2223;12.55;;0;0.1;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2500;;;;1.09;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N5140;;;0;1;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N9999;16.21;;0;16.68;
SMURSAMU_P;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NARM;1;;0;14.13;
SMURSAMU_P;2023;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;M9999;5.9;0;1;0;
SMURSAMU_P;2023;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;N2120;0.05;;;;
SMURSAMU_P;2023;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;N2223;6;;1;;
SMURSAMU_P;2023;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;N9999;6.1;;1;;
SMURSAMU_P;2023;2B0003420;ANTENNE SMUR DE CALVI;2B0000020;NARM;0.05;;;;
SMURSAMU_P;2023;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;M9999;5.9;;1;0;
SMURSAMU_P;2023;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;N2120;0.05;;1;;
SMURSAMU_P;2023;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;N2223;6;;0;;
SMURSAMU_P;2023;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;N9999;6.1;;1;;
SMURSAMU_P;2023;2B0004907;ANTENNE SMUR DE CORTE;2B0000020;NARM;0.05;;1;;
SMURSAMU_P;2023;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;M9999;5.9;;1;0;
SMURSAMU_P;2023;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;N2120;0.05;;1;;
SMURSAMU_P;2023;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;N2223;6;;;;
SMURSAMU_P;2023;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;N9999;6.1;;1;;
SMURSAMU_P;2023;2B0005409;ANTENNE SMUR GHISONACCIA;2B0000020;NARM;0.05;;1;;
SMURSAMU_P;2023;300000023;CH ALES CEVENNES;300780046;M9999;4.8;0;1;;
SMURSAMU_P;2023;300000023;CH ALES CEVENNES;300780046;MREG;4.8;0;1;;
SMURSAMU_P;2023;300000023;CH ALES CEVENNES;300780046;N2223;5.48;0;1;0;0
SMURSAMU_P;2023;300000023;CH ALES CEVENNES;300780046;N9999;5.58;0;1;0;0
SMURSAMU_P;2023;300000023;CH ALES CEVENNES;300780046;NSEC;0.09;0;1;0;0
SMURSAMU_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M9999;3.62;0;1;;
SMURSAMU_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2223;2.78;;;;
SMURSAMU_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N5140;2.65;;;;
SMURSAMU_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N9999;5.43;;;;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;M9999;3.31;;1;1.8;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;MREG;3.31;;1;;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;N2120;0.21;;;0.15;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;N2223;17.76;;;0.25;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;N2500;1;;;0.83;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;N5140;18;;;;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;N9999;38.98;;;45.45;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;NARM;;;;38.97;
SMURSAMU_P;2023;300782117;CHU NIMES CAREMEAU;300780038;NSEC;;;;4.26;
SMURSAMU_P;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M9999;5.45;;1;;
SMURSAMU_P;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2223;6.3;;1;;
SMURSAMU_P;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N9999;6.3;;1;;
SMURSAMU_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2120;0.2;;;;
SMURSAMU_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2223;6.81;;;;
SMURSAMU_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N9999;7.01;;;;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M1140;0.1;;;0.17;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;M9999;18.46;;;16.08;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2120;0.54;;;0.65;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2223;30.6;;;0;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N2500;3.49;;;3.02;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N5140;32.08;;;0.68;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;N9999;70.03;;;62.37;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NARM;0;;;55.76;
SMURSAMU_P;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;NSEC;2.33;;;0;
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;M1140;0;0;1;0;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;M9999;5;0;1;2;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;MREG;0.4;0;1;0.4;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;N2120;0;0;1;0;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;N2223;0.5;0;1;0.23;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;N2500;7.61;0;;0;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;N5140;0;0;1;0;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;N9999;8.11;0;1;13.53;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;NARM;0;0;1;11.38;0
SMURSAMU_P;2023;320000086;CH AUCH EN GASCOGNE;320780117;NSEC;0;0;1;0.06;0
SMURSAMU_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M9999;6.1;;;;
SMURSAMU_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2120;0.15;;;;
SMURSAMU_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2223;6;;;;
SMURSAMU_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N5140;5;;;;
SMURSAMU_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N9999;11.25;;;;
SMURSAMU_P;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NSEC;0.1;;;;
SMURSAMU_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;M9999;3.43;0;1;0;0
SMURSAMU_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N2223;0.9;0;1;0;0
SMURSAMU_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N2500;1.05;0;;0;0
SMURSAMU_P;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;N9999;1.95;0;1;0;0
SMURSAMU_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;12.22;0;1;0;0
SMURSAMU_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MREG;12.22;0;1;;
SMURSAMU_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;0.25;;;;
SMURSAMU_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2223;6.46;;;;
SMURSAMU_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N5140;5.75;;;;
SMURSAMU_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;12.46;;;;
SMURSAMU_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M9999;1.73;0;1;;
SMURSAMU_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2223;7.49;;1;;
SMURSAMU_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2500;5;;;;
SMURSAMU_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N5140;1;;0;;
SMURSAMU_P;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N9999;13.88;;1;;
SMURSAMU_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;M9999;1.28;0;1;;
SMURSAMU_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2223;4.97;;;;
SMURSAMU_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N2500;3.82;;;;
SMURSAMU_P;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;N9999;8.79;;;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M9999;6.22;;1;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2223;8.62;;1;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2500;3.67;;;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N5140;0.13;;1;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N9999;13.54;;1;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NARM;;;1;;
SMURSAMU_P;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NSEC;1.12;;1;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;M9999;11.42;;;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2120;1;;;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2223;11.92;;;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N2500;0.51;;;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N5140;1.07;;;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;N9999;16.54;;;;
SMURSAMU_P;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;NARM;2;;;;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1140;4;;;;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M9999;22.79;;;13.3;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MREG;14;;;13.3;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2120;1;;;1;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2223;19.81;;;0;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2500;0.49;;;0;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N5140;21.99;;;0;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N9999;46.25;;;79.97;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NARM;0;;;72.97;
SMURSAMU_P;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NSEC;0;;;2;
SMURSAMU_P;2023;340000033;CH BEZIERS;340780055;M9999;9.11;;1;;
SMURSAMU_P;2023;340000033;CH BEZIERS;340780055;N2223;3.97;;1;;
SMURSAMU_P;2023;340000033;CH BEZIERS;340780055;N2500;3.67;;;;
SMURSAMU_P;2023;340000033;CH BEZIERS;340780055;N5140;9.5;;0;;
SMURSAMU_P;2023;340000033;CH BEZIERS;340780055;N9999;17.14;;1;;
SMURSAMU_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2120;0.25;0;;0;0
SMURSAMU_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2223;6.17;0;;0;0
SMURSAMU_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;6.42;0;;0;0
SMURSAMU_P;2023;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;M9999;5;;1;;
SMURSAMU_P;2023;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;N2223;5.6;;0;;
SMURSAMU_P;2023;340022763;CHU MTP SMUR ANTENNE LUNEL;340780477;N9999;5.6;;0;;
SMURSAMU_P;2023;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;M9999;5;;1;;
SMURSAMU_P;2023;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N2120;0.1;;0;;
SMURSAMU_P;2023;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N2223;4.8;;0;;
SMURSAMU_P;2023;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N5140;2;;0;;
SMURSAMU_P;2023;340022771;CHU MTP SMUR ANTENNE GANGES;340780477;N9999;6.9;;0;;
SMURSAMU_P;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;M9999;;;;11;
SMURSAMU_P;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;MREG;;;;11;
SMURSAMU_P;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N2120;;;;1;
SMURSAMU_P;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;N9999;;;;51;
SMURSAMU_P;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;NARM;;;;47.5;
SMURSAMU_P;2023;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES;340780477;NSEC;;;;2.5;
SMURSAMU_P;2023;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;M9999;4;;0;;
SMURSAMU_P;2023;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N2223;6;;0;;
SMURSAMU_P;2023;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N5140;6;;0;;
SMURSAMU_P;2023;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT;340780477;N9999;12;;0;;
SMURSAMU_P;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;M9999;5;0;;0;0
SMURSAMU_P;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;N2120;0.25;0;;0;0
SMURSAMU_P;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;N2223;4.94;0;;0;0
SMURSAMU_P;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;N9999;5.19;0;;0;0
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1140;5.2;;1;;
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M9999;19.2;;1;;
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2120;1;;0;;
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2223;23;;0;;
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N2500;1.38;;;;
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N5140;37.65;;0;;
SMURSAMU_P;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N9999;64.03;;;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M9999;5.22;;1;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2120;0;;1;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2223;2.04;;1;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2500;1;;;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N5140;5;;0;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N9999;8.04;;1;;
SMURSAMU_P;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;NARM;0;;1;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;M9999;0.78;;1;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;N2120;0;;1;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;N2223;1.12;;0;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;N2500;4.55;;;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;N5140;4.95;;1;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;N9999;10.72;;1;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;NARM;0.1;;1;;
SMURSAMU_P;2023;350000154;C.H FOUGERES;350000030;NSEC;;;1;;
SMURSAMU_P;2023;350000162;CHIRC SITE REDON;350000048;M9999;1.83;;1;;
SMURSAMU_P;2023;350000162;CHIRC SITE REDON;350000048;N2223;2.94;;1;;
SMURSAMU_P;2023;350000162;CHIRC SITE REDON;350000048;N2500;2.94;;;;
SMURSAMU_P;2023;350000162;CHIRC SITE REDON;350000048;N9999;5.88;;1;;
SMURSAMU_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;M9999;2.15;;0;;
SMURSAMU_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N2223;2.8;;0;;
SMURSAMU_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N2500;0.09;;;;
SMURSAMU_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N5140;0.31;;0;;
SMURSAMU_P;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;N9999;3.29;;0;;
SMURSAMU_P;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1140;;;1;;
