BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO
MCO;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;80;29200;5663;1010;32618;30;10950;4485;2858;8962;14;5110;778;100;2496;124;45260;10926;3968;44076;10;264;;;2263;15;992;;0;;;25;1256;;;2263
MCO;2023;310013628;CH MURET;310786256;15;5475;301;2;3725;;;0;0;0;;;0;0;0;15;5475;301;2;3725;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;227;81212;14820;4233;56494;36;13140;2468;37;9337;115;41692;8657;674;35733;378;136044;25945;4944;101564;28;6645;;;3811;22;3553;12;2965;;;62;13163;;;3811
MCO;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;95;31257;6138;836;26984;40;14593;2159;205;6483;;;0;0;0;135;45850;8297;1041;33467;34;4772;2;617;29787;11;2052;;0;;;45;6824;2;617;29787
MCO;2023;310021571;CL DES MINIMES TOULOUSE;310021563;14;5110;767;210;3900;0;0;0;0;0;0;0;0;0;0;14;5110;767;210;3900;5;0;0;0;49;0;0;0;0;0;0;5;0;0;0;49
MCO;2023;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;18;6570;1476;969;6405;;;0;0;0;;;0;0;0;18;6570;1476;969;6405;;0;;;172;;0;;0;;;;0;;;172
MCO;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;94;33509;3376;25;28995;14;5110;748;4;4128;;;0;0;0;108;38619;4124;29;33123;37;2671;;;13814;5;515;;0;;;42;3186;;;13814
MCO;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;15;5475;2364;134;6677;107;39055;2694;40;6201;51;18615;4446;142;17116;173;63145;9504;316;29994;7;5022;;;548;51;16716;7;1538;;;65;23276;;;548
MCO;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;118;43070;6012;380;30021;112;40880;8391;149;29029;35;12775;1856;41;7288;265;96725;16259;570;66338;9;1224;;;7609;63;31121;1;68;;;73;32413;;;7609
MCO;2023;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;12;4380;1196;2;2539;105;38325;7062;2;13727;0;0;0;0;0;117;42705;8258;4;16266;4;361;0;0;993;44;17271;0;0;0;0;48;17632;0;0;993
MCO;2023;310780259;CL PASTEUR TOULOUSE;310000096;217;72493;14620;1803;59655;108;36072;8645;1348;30155;;;0;0;0;325;108565;23265;3151;89810;30;20449;;;12574;15;6933;;0;;;45;27382;;;12574
MCO;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;130;46176;7527;233;36078;131;42588;6554;33;23589;21;7644;3;0;52;282;96408;14084;266;59719;22;2116;;;6987;69;31502;2;812;;;93;34430;;;6987
MCO;2023;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;40;9000;1021;7;7744;;;0;0;0;;;0;0;0;40;9000;1021;7;7744;2;2117;;;253;;0;;0;;;2;2117;;;253
MCO;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;73;26645;2027;19;12499;66;24090;3557;143;10399;44;16060;1756;0;8160;183;66795;7340;162;31058;;0;;;1465;15;11551;;0;;;15;11551;;;1465
MCO;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;128;46720;10130;2116;35772;135;49275;7611;161;30055;1;365;83;0;141;264;96360;17824;2277;65968;6;3891;;;5281;23;23701;;0;;;29;27592;;;5281
MCO;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;50;18250;1801;176;12365;30;10950;1444;32;8657;37;13505;2569;97;9940;117;42705;5814;305;30962;5;2023;;;744;9;2765;4;739;;;18;5527;;;744
MCO;2023;310781505;CL D'OCCITANIE MURET;310000492;75;27378;5265;648;14993;94;34310;7115;612;24098;12;4380;498;23;2048;181;66068;12878;1283;41139;12;9641;;;4704;49;7974;;0;;;61;17615;;;4704
MCO;2023;310781695;POLYCL MEDICALE DE LA LEZE;920030269;20;7300;328;0;5480;;;0;0;0;;;0;0;0;20;7300;328;0;5480;5;58;;;4;;0;;0;;;5;58;;;4
MCO;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;62;21232;2951;31;16734;;;0;0;0;;;0;0;0;62;21232;2951;31;16734;10;1271;;;42137;;0;;0;;;10;1271;;;42137
MCO;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;60;21528;3004;17;18949;34;11894;1943;10;8404;;;0;0;0;94;33422;4947;27;27353;6;1240;;;84563;10;2859;;0;;;16;4099;;;84563
MCO;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;419;152001;33321;8660;131152;220;81026;11529;341;56781;;;0;0;0;639;233027;44850;9001;187933;98;11554;5;1156;14191;28;10239;;0;;;126;21793;5;1156;14191
MCO;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;529;188632;34706;6084;147115;177;63237;10699;531;49635;;;0;0;0;706;251869;45405;6615;196750;117;22437;;;14368;15;3638;;0;;;132;26075;;;14368
MCO;2023;310783063;HOPITAL LA GRAVE CHU TOULOUSE;310781406;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;8;2521;;;0;;0;;0;;;8;2521;;;0
MCO;2023;310786389;CL DES PYRENEES COLOMIERS;310001433;5;1825;186;0;1464;;;0;0;0;;;0;0;0;5;1825;186;0;1464;;42;;;0;;0;;0;;;;42;;;0
MCO;2023;320000086;CH AUCH EN GASCOGNE;320780117;167;59245;9786;2003;50116;42;15330;1828;41;11729;20;7300;1337;253;4335;229;81875;12951;2297;66180;6;1383;0;0;9771;13;3313;0;0;0;0;19;4696;0;0;9771
MCO;2023;320000102;CH CONDOM;320780133;20;7300;1786;609;6977;;;0;0;0;;;0;0;0;20;7300;1786;609;6977;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;320000110;EPS LOMAGNE SITE DE FLEURANCE;320004310;28;10220;408;4;7076;;;0;0;0;;;0;0;0;28;10220;408;4;7076;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;320000128;CH GIMONT;320780158;15;5475;207;1;3925;;;0;0;0;;;0;0;0;15;5475;207;1;3925;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;320000144;CHI LOMBEZ SAMATAN;320780174;28;10220;418;3;7931;;;0;0;0;;;0;0;0;28;10220;418;3;7931;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;320000151;CH DE MAUVEZIN;320780182;5;1825;61;1;1296;;;0;0;0;;;0;0;0;5;1825;61;1;1296;0;0;0;0;0;;0;;0;;;0;0;0;0;0
MCO;2023;320000177;CH NOGARO;320780208;10;3650;177;4;3635;;;0;0;0;;;0;0;0;10;3650;177;4;3635;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;330000217;MAISON DE SANTE MARIE GALENE;330780347;12;4380;243;4;3268;;;0;0;0;;;0;0;0;12;4380;243;4;3268;3;434;;;0;;0;;0;;;3;434;;;0
MCO;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;73;26400;2799;13;21485;;;0;0;0;;;0;0;0;73;26400;2799;13;21485;8;2026;;;813;;0;;0;;;8;2026;;;813
MCO;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;130;47138;6796;1128;40510;62;22203;3758;54;14205;41;14976;2684;349;9733;233;84317;13238;1531;64448;24;4753;;;4202;35;6568;;0;;;59;11321;;;4202
MCO;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;120;43800;8905;2050;41430;28;10220;1714;68;9815;22;8030;1466;121;4814;170;62050;12085;2239;56059;10;2133;;;3819;7;1158;3;741;;;20;4032;;;3819
MCO;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;64;23725;4734;1791;19318;18;6570;677;34;4163;14;5475;604;176;1389;96;35770;6015;2001;24870;3;78;;;458;7;2397;1;137;;;11;2612;;;458
MCO;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;60;21900;6739;2627;26227;30;10950;1062;38;6107;15;5475;1323;145;4093;105;38325;9124;2810;36427;5;491;;;1609;5;804;3;642;;;13;1937;;;1609
MCO;2023;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;34;12410;556;6;7548;;;0;0;0;;;0;0;0;34;12410;556;6;7548;3;18;;;0;;0;;18;;;3;36;;;0
MCO;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;378;136146;20126;3433;100000;113;41245;6089;284;27593;33;12045;2309;341;8329;524;189436;28524;4058;135922;42;3845;0;0;44994;12;4927;0;0;;;54;8772;0;0;44994
MCO;2023;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;25;7665;924;33;7520;;;0;0;0;;;0;0;0;25;7665;924;33;7520;;0;;;14;;0;;0;;;;0;;;14
MCO;2023;330000662;INSTITUT BERGONIE;330781329;83;26157;3421;150;22280;41;13320;2492;75;9477;;;0;0;0;124;39477;5913;225;31757;8;4067;;;53456;10;5104;;0;;;18;9171;;;53456
MCO;2023;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;2;730;1316;880;482;;;0;0;0;;;0;0;0;2;730;1316;880;482;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;;;0;0;0;35;12775;955;4;1869;;;0;0;0;35;12775;955;4;1869;;0;;;59;38;9557;;0;;;38;9557;;;59
MCO;2023;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;15;5475;2847;0;3410;37;13505;2912;21;5256;;;0;0;0;52;18980;5759;21;8666;2;347;;;3;62;18052;;0;;;64;18399;;;3
MCO;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;53;19345;6523;1262;20558;114;41610;5796;149;20941;;;0;0;0;167;60955;12319;1411;41499;12;860;;;116;30;6266;;0;;;42;7126;;;116
MCO;2023;330780115;CLINIQUE TIVOLI-DUCOS;330000076;23;8395;792;45;7903;68;24580;4925;6;10773;;;0;0;0;91;32975;5717;51;18676;;0;;;11838;43;11363;;0;;;43;11363;;;11838
MCO;2023;330780206;CLINIQUE D'ARCACHON;330000126;14;5110;1057;8;3669;25;8600;1944;206;3550;0;0;0;0;0;39;13710;3001;214;7219;5;0;;;2111;26;10682;0;0;;;31;10682;;;2111
MCO;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;53;19345;10120;3975;22294;87;31755;3646;148;14392;30;10950;1530;151;5529;170;62050;15296;4274;42215;1;1;;;4024;51;12556;;0;;;52;12557;;;4024
MCO;2023;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;;;0;0;0;45;14675;3034;29;5612;;;0;0;0;45;14675;3034;29;5612;;0;;;167;40;9856;;0;;;40;9856;;;167
MCO;2023;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;46;16790;1227;13;8726;;;0;0;0;;;0;0;0;46;16790;1227;13;8726;16;3512;;;232;;0;;0;;;16;3512;;;232
MCO;2023;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;648;;;0;;0;;0;;;3;648;;;0
MCO;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;153;55845;17299;6798;43860;120;43800;5931;69;23143;58;21170;2917;52;12517;331;120815;26147;6919;79520;40;2604;;;12995;45;15258;1;18;;;86;17880;;;12995
MCO;2023;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;;;0;0;0;4;1460;396;161;237;;;0;0;0;4;1460;396;161;237;;0;;;0;20;8668;;0;;;20;8668;;;0
MCO;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;42;14700;5528;2606;13817;20;6680;928;9;3825;9;3285;420;164;957;71;24665;6876;2779;18599;1;22;;;3848;22;3313;1;77;;;24;3412;;;3848
MCO;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;36;14965;3175;36;8851;88;32120;5068;47;14291;;;0;0;0;124;47085;8243;83;23142;0;512;;;252;36;19025;;0;;;36;19537;;;252
MCO;2023;330780511;CLINIQUE SAINTE-ANNE;330000316;15;5475;303;0;1968;19;6935;1265;0;2689;;;0;0;0;34;12410;1568;0;4657;6;403;;;3007;18;7766;;0;;;24;8169;;;3007
MCO;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;80;25941;6851;3031;25189;50;20984;3378;119;11226;;;0;0;0;130;46925;10229;3150;36415;7;5594;;;2112;39;6953;;0;;;46;12547;;;2112
MCO;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;60;22630;5074;2110;18448;47;17155;1614;124;6531;13;4745;367;0;1372;120;44530;7055;2234;26351;2;59;;;304;15;5120;3;59;;;20;5238;;;304
MCO;2023;330781139;CRF LA TOUR DE GASSIES;330056540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;208;;;94;;0;;0;;;2;208;;;94
MCO;2023;330781303;HIA ROBERT PICQUE;750821092;9;3285;324;9;2075;0;0;5;0;5;0;;0;0;0;9;3285;329;9;2080;2;20;;;0;0;5;;0;;;2;25;;;0
MCO;2023;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;60;10146;439;3;9830;;;0;0;0;;;0;0;0;60;10146;439;3;9830;4;224;;;70;;0;;0;;;4;224;;;70
MCO;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;245;68778;12191;1713;62878;;;0;0;0;;;0;0;0;245;68778;12191;1713;62878;54;6606;;;12870;;0;;0;;;54;6606;;;12870
MCO;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;560;165810;39531;9103;185666;485;116229;15234;1784;68140;147;50205;9124;358;40801;1192;332244;63889;11245;294607;86;20243;6;1276;34224;57;14989;25;5657;;;168;40889;6;1276;34224
MCO;2023;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;31;12775;2704;19;11193;58;21170;3946;143;7904;0;0;0;0;0;89;33945;6650;162;19097;8;1119;0;0;1258;47;14199;0;0;0;0;55;15318;0;0;1258
MCO;2023;330782582;POLYCLINIQUE JEAN VILLAR;330000928;101;36865;1867;68;13328;52;18980;2833;40;7174;40;14600;1189;80;4258;193;70445;5889;188;24760;10;1263;;;1758;21;15459;;0;;;31;16722;;;1758
MCO;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;442;126087;21981;1602;134444;251;73995;5993;88;38134;;;0;0;0;693;200082;27974;1690;172578;119;22357;;;53381;13;3772;;0;;;132;26129;;;53381
MCO;2023;330802752;CENTRE JEAN ABADIE - CHU;330781196;22;7217;363;5;5860;;;0;0;0;;;0;0;0;22;7217;363;5;5860;6;2488;;;0;;0;;0;;;6;2488;;;0
MCO;2023;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;18;6570;546;17;4954;;;0;0;0;;;0;0;0;18;6570;546;17;4954;;0;;;5;;0;;0;;;;0;;;5
MCO;2023;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3436;0;0;0;0;0;0;0;0;0;12;3436;0;0;0
MCO;2023;340000033;CH BEZIERS;340780055;292;105164;16091;2500;93337;95;34564;5403;149;29053;26;9490;1948;90;7765;413;149218;23442;2739;130155;27;2897;;;9052;21;2750;4;1117;;;52;6764;;;9052
MCO;2023;340000173;CH PEZENAS;340780451;25;9125;325;4;4936;;;0;0;0;;;0;0;0;25;9125;325;4;4936;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;340000207;ICM MONTPELLIER;340780493;97;30486;4018;91;23564;58;18660;2680;33;13266;0;0;0;0;0;155;49146;6698;124;36830;21;4860;0;0;72961;17;3052;0;0;0;0;38;7912;0;0;72961
MCO;2023;340000215;CH LODEVE;340780519;22;7810;625;16;4447;;;0;0;0;;;0;0;0;22;7810;625;16;4447;;0;;;73;;0;;0;;;;0;;;73
MCO;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;100;47405;8307;1066;47405;33;12084;2111;88;9062;17;6205;1064;295;2711;150;65694;11482;1449;59178;13;2221;;;2556;33;2668;2;148;;;48;5037;;;2556
MCO;2023;340000231;CH POLE DE SANTE DE LUNEL;340780535;50;18250;1169;30;13521;;;0;0;0;;;0;0;0;50;18250;1169;30;13521;;0;;;12;;0;;0;;;;0;;;12
MCO;2023;340000249;CH CLERMONT L'HERAULT;340780543;13;4745;237;3;2752;;;0;0;0;;;0;0;0;13;4745;237;3;2752;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;54;19710;1303;8;15403;;;0;0;0;;;0;0;0;54;19710;1303;8;15403;6;1127;;;116;;0;;0;;;6;1127;;;116
MCO;2023;340009885;POLYCL CHAMPEAU BEZIERS;340009877;20;7300;1411;106;7613;40;14600;2383;29;7124;32;11680;1437;6;5333;92;33580;5231;141;20070;1;0;2;207;2296;15;7449;1;119;;;17;7568;2;207;2296
MCO;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;168;54544;13986;3353;46598;113;33781;5307;51;25978;;;0;0;0;281;88325;19293;3404;72576;2;844;;;757;37;12203;;0;;;39;13047;;;757
MCO;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;33;12045;2770;140;15274;180;65700;7484;257;26031;;;0;0;0;213;77745;10254;397;41305;0;9;;;7562;35;13288;;0;;;35;13297;;;7562
MCO;2023;340019603;GCS HELP HOP LAPEYRONIE MONTPELLIER;340019587;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8415;;0;;0;;;;0;;;8415
MCO;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;26;9490;3037;1569;8040;91;33215;5923;1055;13266;62;22630;3422;85;14431;179;65335;12382;2709;35737;5;33;;;247;69;21280;4;1716;;;78;23029;;;247
MCO;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;65;23725;5883;2449;22816;108;39420;7819;253;20248;;;0;0;0;173;63145;13702;2702;43064;3;60;;;1880;91;26117;;0;;;94;26177;;;1880
MCO;2023;340780139;CL DU DR JEAN CAUSSE COLOMBIERS;340000090;;;0;0;0;84;30660;2953;184;8260;;;0;0;0;84;30660;2953;184;8260;;0;;;13;10;7066;;0;;;10;7066;;;13
MCO;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;20;7300;1922;603;5741;19;6935;572;22;2666;;;0;0;0;39;14235;2494;625;8407;;0;;;110;9;1871;;0;;;9;1871;;;110
MCO;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;23;8395;2762;1003;7818;20;7300;358;21;1477;0;0;0;0;0;43;15695;3120;1024;9295;0;0;0;0;125;17;5177;0;0;0;0;17;5177;0;0;125
MCO;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;42;15330;1008;9;14302;;;0;0;0;;;0;0;0;42;15330;1008;9;14302;;0;;;16;;0;;0;;;;0;;;16
MCO;2023;340780444;CH BEDARIEUX;340009893;10;3650;68;0;2453;0;0;0;0;0;0;0;0;0;0;10;3650;68;0;2453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2023;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;35;12775;1653;27;15001;;;0;0;0;;;0;0;0;35;12775;1653;27;15001;3;702;;;71;;0;;0;;;3;702;;;71
MCO;2023;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;17;6205;1050;9;5512;;;0;0;0;;;0;0;0;17;6205;1050;9;5512;;0;;;14;;0;;0;;;;0;;;14
MCO;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;42;15330;385;61;1801;53;19345;5596;61;21328;0;0;0;0;0;95;34675;5981;122;23129;6;7806;0;0;3362;20;5696;0;0;0;0;26;13502;0;0;3362
MCO;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;126;45990;6551;247;44235;86;31390;5506;144;17288;0;0;0;0;0;212;77380;12057;391;61523;15;4572;0;0;10772;22;16711;0;0;;;37;21283;0;0;10772
MCO;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;59;21535;2074;33;23716;36;12600;1513;23;3758;38;13870;2567;51;10245;133;48005;6154;107;37719;1;512;;;15929;32;7961;1;290;;;34;8763;;;15929
MCO;2023;340780717;CL ST LOUIS GANGES;340023225;32;10220;1988;341;7522;23;9125;1497;47;5100;12;4380;25;3;41;67;23725;3510;391;12663;;0;;;308;12;4545;0;0;;;12;4545;;;308
MCO;2023;340780725;CL VIA DOMITIA POLE SANTE DE LUNEL;340000330;6;2190;1139;188;1074;13;4745;978;1;2207;;;0;0;0;19;6935;2117;189;3281;;0;;;0;19;6924;;0;;;19;6924;;;0
MCO;2023;340780741;POLYCL STE THERESE SETE;340000348;;;0;0;0;19;6935;1616;166;4027;23;8395;658;63;2172;42;15330;2274;229;6199;8;12;;;502;17;8647;2;138;;;27;8797;;;502
MCO;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;46;16790;699;5;13086;;;0;0;0;;;0;0;0;46;16790;699;5;13086;;0;;;108;;0;;0;;;;0;;;108
MCO;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;279;98159;9123;164;75511;54;19492;2655;55;15320;;;0;0;0;333;117651;11778;219;90831;73;11542;;;21085;7;1035;;0;;;80;12577;;;21085
MCO;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;123;42348;5819;137;34244;106;37473;7151;320;24441;;;0;0;0;229;79821;12970;457;58685;15;2636;;;2233;29;8365;;0;;;44;11001;;;2233
MCO;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;273;86597;17296;2106;73934;133;48349;8783;647;36715;;;0;0;0;406;134946;26079;2753;110649;44;10768;;;4022;22;4404;;0;;;66;15172;;;4022
MCO;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;270;93260;12939;537;69329;56;20440;2345;20;14631;88;32120;5877;383;26707;414;145820;21161;940;110667;44;6726;;;6370;8;1300;18;4898;;;70;12924;;;6370
MCO;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;33;12045;471;6;8247;;;0;0;0;;;0;0;0;33;12045;471;6;8247;5;138;;;47;;0;;0;;;5;138;;;47
MCO;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;22;8030;508;8;6773;;;0;0;0;;;0;0;0;22;8030;508;8;6773;1;12;;;24;;0;;0;;;1;12;;;24
MCO;2023;350000121;CHP SAINT GREGOIRE;350000303;107;39055;5143;309;40618;162;59130;12472;1607;36820;43;15695;2157;78;9392;312;113880;19772;1994;86830;23;5178;;;13007;75;29758;0;0;;;98;34936;;;13007
MCO;2023;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;18;6570;2047;592;7582;62;22630;3482;277;9072;59;21535;5242;418;19561;139;50735;10771;1287;36215;3;4070;;;398;39;6232;4;1727;;;46;12029;;;398
MCO;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;249;88487;20668;5036;99192;53;19345;3972;500;15653;31;11315;2078;334;6999;333;119147;26718;5870;121844;43;8435;;;14820;15;1938;2;737;;;60;11110;;;14820
MCO;2023;350000154;C.H FOUGERES;350000030;134;46277;7099;1173;44845;28;9972;1284;101;6975;18;6570;887;47;3568;180;62819;9270;1321;55388;8;1260;0;0;633;5;1130;1;256;0;0;14;2646;0;0;633
MCO;2023;350000162;CHIRC SITE REDON;350000048;89;31547;5459;1290;27638;30;10440;1063;42;6122;15;5475;516;43;1931;134;47462;7038;1375;35691;13;1625;1;50;851;10;1767;1;123;;;24;3515;1;50;851
MCO;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;82;29930;3852;381;24096;21;7665;1171;281;5171;16;5840;837;41;3649;119;43435;5860;703;32916;14;2046;;;998;0;0;0;27;;;14;2073;;;998
MCO;2023;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;5;1825;163;0;765;40;14600;3013;244;6272;;;0;0;0;45;16425;3176;244;7037;8;996;;;3549;28;10342;;0;;;36;11338;;;3549
MCO;2023;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;15;5475;461;3;5695;0;0;0;0;0;0;0;0;0;0;15;5475;461;3;5695;3;134;0;0;35;;0;;0;;;3;134;0;0;35
MCO;2023;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;20;7300;290;5;4721;;;0;0;0;;;0;0;0;20;7300;290;5;4721;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;15;5475;238;2;4376;0;0;0;0;0;0;0;0;0;0;15;5475;238;2;4376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2023;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;16;4827;236;1;4748;0;;0;0;0;0;;0;0;0;16;4827;236;1;4748;0;0;;;0;0;0;0;0;;;0;0;;;0
MCO;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;12;4380;189;5;2924;;;0;0;0;;;0;0;0;12;4380;189;5;2924;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;606;211018;39169;8195;200465;287;98406;12683;599;74286;;;0;0;0;893;309424;51852;8794;274751;95;9801;4;408;25855;34;8151;;0;;;129;17952;4;408;25855
MCO;2023;350002200;CLINIQUE SAINT YVES;350029948;7;2555;262;2;2557;;;0;0;0;;;0;0;0;7;2555;262;2;2557;;0;;;2;;0;;0;;;;0;;;2
MCO;2023;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;38;13870;2070;203;9441;7;2485;622;0;1394;;;0;0;0;45;16355;2692;203;10835;7;1666;;;52150;10;1345;;0;;;17;3011;;;52150
MCO;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;70;25550;1187;3;22227;0;0;0;0;0;0;0;0;0;0;70;25550;1187;3;22227;7;1351;0;0;61;0;0;0;0;0;0;7;1351;0;0;61
MCO;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;52;18980;2998;172;18528;109;39785;5020;142;16372;;;0;0;0;161;58765;8018;314;34900;21;14;;;7570;47;18962;;0;;;68;18976;;;7570
MCO;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;16;5412;364;13;7414;;;0;0;0;;;0;0;0;16;5412;364;13;7414;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;253;96701;10512;805;79412;31;9763;4449;427;20160;94;33070;5948;182;28695;378;139534;20909;1414;128267;51;10102;;;4606;20;4075;16;1611;;;87;15788;;;4606
MCO;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;21;7665;716;5;7771;;;0;0;0;;;0;0;0;21;7665;716;5;7771;;0;;;0;;0;;0;;;;0;;;0
MCO;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;163;59495;7070;672;38375;32;11680;1451;49;3900;0;0;0;0;0;195;71175;8521;721;42275;12;5797;10;2338;810;31;10028;0;0;0;0;43;15825;10;2338;810
