BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACT;ACTINT
IMAGES;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;SCAN;1;;;;;;;
IMAGES;2023;270000862;CLINIQUE BERGOUIGNAN;270000953;VASC;1;;;;;;;
IMAGES;2023;280000084;CH DREUX;280000183;IRM;2;2;1286;;;9097;10383;0
IMAGES;2023;280000084;CH DREUX;280000183;MAMM;1;1;;;;772;772;
IMAGES;2023;280000084;CH DREUX;280000183;RADIO;5;5;8328;;;40670;48998;
IMAGES;2023;280000084;CH DREUX;280000183;SCAN;2;2;4151;;;14576;18727;0
IMAGES;2023;280000084;CH DREUX;280000183;dtIRM2;1;;;;;;;
IMAGES;2023;280000449;INSTITUT MEDICAL SPECIALISE;920030269;RADIO;1;;;;;;;
IMAGES;2023;280000662;CH CHATEAUDUN;280500075;MAMM;1;1;;;;717;717;
IMAGES;2023;280000662;CH CHATEAUDUN;280500075;RADIO;2;2;2878;194;155;10819;14046;
IMAGES;2023;280000662;CH CHATEAUDUN;280500075;SCAN;1;1;2856;84;103;3155;6198;
IMAGES;2023;280007121;COREL - CISEL;720002294;CAM;2;2;0;0;4972;;4972;
IMAGES;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;MAMM;1;1;;;;587;587;
IMAGES;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;RADIO;2;2;1739;0;0;10253;11992;0
IMAGES;2023;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;SCAN;1;1;3019;0;0;7265;10284;0
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;IRM;2;2;1131;86;;3772;4989;1
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;MAMM;1;1;;;;63;63;
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;RADIO;7;7;9219;162;;27205;36586;0
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SCAN;2;2;4713;115;;15323;20151;1
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TOMO;1;0;;;;;;0
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;VASC;1;1;5643;;;;5643;1
IMAGES;2023;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;dtIRM2;1;1;422;43;;1921;2386;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;IRM;2;2;1559;;;8136;9695;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;LITHO;1;1;277;;;855;1132;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;MAMM;1;1;;;;1414;1414;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;RADIO;7;7;13463;;;19553;33016;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;SCAN;2;2;8032;;;14078;22110;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;VASC;1;1;2739;;;46;2785;
IMAGES;2023;290000025;CHIC QUIMPER;290020700;dtIRM2;1;1;1230;;;3620;4850;
IMAGES;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;IRM;1;1;652;;;4324;4976;
IMAGES;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;MAMM;1;1;;;;451;451;
IMAGES;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;RADIO;4;4;9157;241;;25907;35305;
IMAGES;2023;290000033;C.H. DES PAYS DE MORLAIX;290021542;SCAN;2;2;8130;;;10424;18554;
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;CAM;2;2;128;;;5672;5800;0
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;IRM;1;1;706;;;5127;5833;0
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;MAMM;1;1;;;;1710;1710;
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;RADIO;5;5;3631;;;14963;18594;1
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;SCAN;1;1;1990;;;6848;8838;0
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TOMO;2;2;838;;;13017;13855;0
IMAGES;2023;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;VASC;1;1;462;;;337;799;0
IMAGES;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;IRM;1;1;32;;;5085;5117;
IMAGES;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;MAMM;1;1;;;;1453;1453;
IMAGES;2023;290000066;CHIC SITE DE CONCARNEAU;290020700;RADIO;1;1;377;;;12504;12881;
IMAGES;2023;290000140;CLINIQUE PASTEUR LANROZE;290000447;RADIO;2;0;0;;;;0;
IMAGES;2023;290000140;CLINIQUE PASTEUR LANROZE;290000447;SCAN;1;0;0;;;;0;
IMAGES;2023;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;RADIO;2;2;4035;;;13723;17758;0
IMAGES;2023;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;SCAN;1;1;2839;;;5632;8471;
IMAGES;2023;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;VASC;1;1;301;;;1839;2140;1
IMAGES;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;MAMM;1;1;;;;302;302;
IMAGES;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;RADIO;2;2;3359;119;;9302;12780;0
IMAGES;2023;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;SCAN;1;1;2578;50;;2998;5626;0
IMAGES;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;IRM;1;1;128;;;1635;1763;0
IMAGES;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;RADIO;3;3;3541;;;9708;13249;0
IMAGES;2023;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;SCAN;1;1;2110;;;4057;6167;0
IMAGES;2023;290000272;CENTRE HOSPITALIER CROZON;290000090;RADIO;1;0;;;;;;
IMAGES;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;IRM;1;1;138;25;1;5172;5336;0
IMAGES;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;RADIO;3;3;4435;175;0;15536;20146;0
IMAGES;2023;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;SCAN;1;1;2749;7;0;5084;7840;0
IMAGES;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;RADIO;2;2;1897;;;19611;21508;0
IMAGES;2023;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;SCAN;1;1;1817;;;5978;7795;0
IMAGES;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;MAMM;1;1;;;;732;732;
IMAGES;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;RADIO;2;2;1018;243;26;14726;16013;0
IMAGES;2023;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;SCAN;1;1;1259;41;7;9520;10827;1
IMAGES;2023;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;RADIO;1;1;1541;;;1036;2577;
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;CAM;3;3;1047;;;5929;6976;0
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;IRM;3;3;3936;;;10472;14408;0
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;LITHO;1;1;283;;;;283;0
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;RADIO;9;9;33755;;;30662;64417;1
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;SCAN;3;3;18795;;;13528;32323;0
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;VASC;4;4;1357;;;7453;8810;1
IMAGES;2023;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;dtIRM2;2;2;2951;;;6366;9317;0
IMAGES;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;IRM;2;;;;;;;
IMAGES;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;SCAN;1;;;;;;;
IMAGES;2023;290019777;POLYCLINIQUE DE KERAUDREN;290022508;VASC;1;1;1189;;;;1189;
IMAGES;2023;290023431;SAS CLINIQUE DE LA BAIE;290001049;IRM;1;;;;;;;
IMAGES;2023;290023431;SAS CLINIQUE DE LA BAIE;290001049;MAMM;1;;;;;;;
IMAGES;2023;290023431;SAS CLINIQUE DE LA BAIE;290001049;RADIO;2;;;;;;;
IMAGES;2023;290023431;SAS CLINIQUE DE LA BAIE;290001049;SCAN;1;;;;;;;
IMAGES;2023;2A0000139;CLINISUD;2A0000063;LITHO;1;1;506;;;;506;0
IMAGES;2023;2A0000139;CLINISUD;2A0000063;RADIO;1;;;;;;;
IMAGES;2023;2A0000139;CLINISUD;2A0000063;SCAN;1;;;;;;;
IMAGES;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;IRM;1;1;221;;;7910;8131;
IMAGES;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;MAMM;1;1;;;;727;727;
IMAGES;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;RADIO;2;2;1825;;;11015;12840;
IMAGES;2023;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;SCAN;1;1;2795;;;13161;15956;
IMAGES;2023;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;RADIO;1;1;289;278;0;2209;2776;0
IMAGES;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;RADIO;1;1;208;;;2686;2894;0
IMAGES;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;IRM;1;1;1190;;;3767;4957;1
IMAGES;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;LITHO;1;1;97;;;;97;1
IMAGES;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;RADIO;2;2;10380;;;15085;25465;1
IMAGES;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;SCAN;1;1;7940;;;8095;16035;1
IMAGES;2023;2A0004842;CH ND LA MISERICORDE;2A0000014;VASC;1;1;4757;;;35;4792;1
IMAGES;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;IRM;1;1;1195;;;4988;6183;0
IMAGES;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MAMM;1;1;;;;1536;1536;
IMAGES;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;RADIO;2;2;8014;;;17402;25416;1
IMAGES;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;SCAN;1;1;4940;;;14628;19568;1
IMAGES;2023;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;VASC;1;1;;;;;;0
IMAGES;2023;2B0000038;CH CORTE;2B0004246;MAMM;1;1;;;;312;312;
IMAGES;2023;2B0000038;CH CORTE;2B0004246;RADIO;1;1;660;;;6001;6661;1
IMAGES;2023;2B0000038;CH CORTE;2B0004246;SCAN;1;1;1200;;;3532;4732;0
IMAGES;2023;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;LITHO;1;1;44;0;0;0;44;
IMAGES;2023;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;RADIO;2;2;327;;;;327;
IMAGES;2023;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;SCAN;1;1;102;;;4422;4524;
IMAGES;2023;2B0005359;CH CALVI;2B0005342;RADIO;1;1;702;;;3123;3825;
IMAGES;2023;2B0005359;CH CALVI;2B0005342;SCAN;1;1;1784;;;5269;7053;
IMAGES;2023;300000023;CH ALES CEVENNES;300780046;IRM;1;1;1007;91;0;12501;13599;0
IMAGES;2023;300000023;CH ALES CEVENNES;300780046;MAMM;1;1;;;;3779;3779;
IMAGES;2023;300000023;CH ALES CEVENNES;300780046;RADIO;2;2;5007;346;0;26209;31562;0
IMAGES;2023;300000023;CH ALES CEVENNES;300780046;SCAN;2;2;5927;419;0;26947;33293;1
IMAGES;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;IRM;2;2;338;;;7012;7350;0
IMAGES;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;MAMM;1;1;;;;3435;3435;
IMAGES;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;RADIO;4;4;5310;;;23054;28364;1
IMAGES;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;SCAN;2;2;5177;;;8401;13578;1
IMAGES;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;dtIRM2;1;1;252;;;5220;5472;
IMAGES;2023;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;RADIO;2;2;133;;;398;531;
IMAGES;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;IRM;2;;;0;0;;0;0
IMAGES;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;MAMM;1;;;;;0;0;
IMAGES;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;RADIO;3;;;0;0;;0;1
IMAGES;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;SCAN;2;;;0;0;;0;1
IMAGES;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;VASC;1;;;0;0;0;0;1
IMAGES;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;IRM;1;0;;;;;;
IMAGES;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;RADIO;2;0;;;;;;
IMAGES;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;SCAN;1;0;;;;;;
IMAGES;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;VASC;4;0;;;;;;
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;CAM;2;2;761;;;7105;7866;
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;IRM;4;4;5336;;;21878;27214;0
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;MAMM;1;1;;;;2369;2369;
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;RADIO;4;4;29588;;;34244;63832;0
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;SCAN;5;5;31246;;;34446;65692;1
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;TOMO;2;2;515;;;6680;7195;
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;VASC;4;4;6010;;;3715;9725;1
IMAGES;2023;300782117;CHU NIMES CAREMEAU;300780038;dtIRM2;1;1;146;;;14344;14490;0
IMAGES;2023;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;SCAN;1;1;471;;;3170;3641;0
IMAGES;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;IRM;1;;;;;;;
IMAGES;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;MAMM;1;;;;;;;
IMAGES;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;RADIO;3;;;;;;;
IMAGES;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;SCAN;1;;;;;;;
IMAGES;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;dtIRM1;1;;;;;;;
IMAGES;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;IRM;1;1;305;;640;5254;6199;
IMAGES;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;MAMM;1;1;;;;813;813;
IMAGES;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;RADIO;3;3;5222;;;13358;18580;
IMAGES;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;SCAN;1;1;4197;;2083;5928;12208;
IMAGES;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;VASC;1;1;812;;;;812;
IMAGES;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;IRM;1;1;160;;;6133;6293;0
IMAGES;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;RADIO;5;5;245;;2;10184;10431;1
IMAGES;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;SCAN;1;1;2293;;5;3458;5756;1
IMAGES;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;VASC;1;1;;;;;;
IMAGES;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;RADIO;2;2;5884;;;2372;8256;0
IMAGES;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;SCAN;1;1;3415;;;5969;9384;0
IMAGES;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;IRM;2;;;;;;;0
IMAGES;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;MAMM;3;;;;;;;
IMAGES;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;RADIO;7;;;;;;;0
IMAGES;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;SCAN;1;;;;;;;0
IMAGES;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;VASC;1;1;2672;;;;2672;0
IMAGES;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;dtIRM1;1;;;;;;;0
IMAGES;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;IRM;1;1;404;;;10988;11392;0
IMAGES;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;LITHO;1;1;595;;;;595;
IMAGES;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;MAMM;1;1;;;;8472;8472;
IMAGES;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;RADIO;3;3;11057;;;29699;40756;0
IMAGES;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;SCAN;2;2;9310;;;21854;31164;1
IMAGES;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;VASC;3;;;;;;;
IMAGES;2023;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;IRM;2;0;;;;;;
IMAGES;2023;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;RADIO;5;0;;;;;;
IMAGES;2023;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;SCAN;1;0;;;;;;
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;CAM;3;;;;;;;
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;IRM;2;;;;;;;0
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;LITHO;1;1;34;;;;34;1
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;MAMM;1;;;;;;;
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;RADIO;2;;;;;;;1
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;SCAN;2;;;;;;;1
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;TOMO;1;;;;;;;
IMAGES;2023;310780259;CL PASTEUR TOULOUSE;310000096;VASC;8;8;17979;;;;17979;1
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;IRM;2;;;;;;;
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;LITHO;1;1;448;;;;448;
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;MAMM;1;;;;;;;
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;RADIO;5;;;;;;;
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;SCAN;2;;;;;;;
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;VASC;1;;;;;;;
IMAGES;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;dtIRM1;2;;;;;;;
IMAGES;2023;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;RADIO;2;;;;;;;0
IMAGES;2023;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;SCAN;1;0;;;;;;0
IMAGES;2023;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;RADIO;1;1;114;;;;114;0
IMAGES;2023;310780374;CL DU CHATEAU DE VERNHES BONDIGOUX;310000161;VASC;1;1;490;;;;490;0
IMAGES;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;IRM;1;;;;;;;
IMAGES;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;LITHO;1;;;;;;;
IMAGES;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;MAMM;1;;;;;;;
IMAGES;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;RADIO;5;;;;;;;
IMAGES;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;SCAN;1;;;;;;;
IMAGES;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;IRM;2;2;1887;;;17688;19575;0
IMAGES;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;LITHO;1;1;265;;;;265;1
IMAGES;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;MAMM;1;1;;;;279;279;
IMAGES;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;RADIO;5;5;12390;;;25472;37862;0
IMAGES;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SCAN;2;2;9939;;;19076;29015;1
IMAGES;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;VASC;2;2;3180;;;;3180;1
IMAGES;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;MAMM;1;1;;;;1853;1853;
IMAGES;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;RADIO;3;3;2946;0;0;18307;21253;0
IMAGES;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;SCAN;1;1;1998;0;77;9112;11187;0
IMAGES;2023;310781505;CL D'OCCITANIE MURET;310000492;IRM;2;;;;;;;
IMAGES;2023;310781505;CL D'OCCITANIE MURET;310000492;LITHO;1;;;;;;;
IMAGES;2023;310781505;CL D'OCCITANIE MURET;310000492;MAMM;1;;;;;;;
IMAGES;2023;310781505;CL D'OCCITANIE MURET;310000492;RADIO;2;;;;;;;
IMAGES;2023;310781505;CL D'OCCITANIE MURET;310000492;SCAN;2;;;;;;;
IMAGES;2023;310781505;CL D'OCCITANIE MURET;310000492;VASC;1;;;;;;;
IMAGES;2023;310781984;CL DE VERDAICH GAILLAC TOULZA;310014378;RADIO;1;1;894;;;;894;0
IMAGES;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;IRM;1;;;;;;;
IMAGES;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;RADIO;2;;;;;;;
IMAGES;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;SCAN;2;;;;;;;
IMAGES;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;CAM;2;2;765;;1008;2617;4390;0
IMAGES;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;IRM;1;1;221;;104;4512;4837;1
IMAGES;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;MAMM;1;1;;;;3466;3466;
IMAGES;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;RADIO;2;2;1672;;1766;1545;4983;1
IMAGES;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;SCAN;1;1;1222;;1618;7355;10195;1
IMAGES;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;TOMO;2;2;103;;301;9362;9766;0
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;CAM;2;2;752;;123;6991;7866;0
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;IRM;3;3;5731;;109;14747;20587;0
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;MAMM;1;1;;;;1344;1344;
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;RADIO;9;9;4573;;13;31406;35992;1
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SCAN;3;3;14747;;95;27542;42384;1
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;TOMO;1;1;1489;;160;4031;5680;0
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;VASC;2;2;2411;;2;73;2486;1
IMAGES;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;dtIRM2;2;2;4837;;60;10183;15080;
IMAGES;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;CAM;2;2;4547;;138;5984;10669;0
IMAGES;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;IRM;2;2;1912;;4;8928;10844;
IMAGES;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;LITHO;1;1;359;;;;359;
IMAGES;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;RADIO;5;5;8715;;5;13891;22611;0
IMAGES;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SCAN;3;3;13783;;6;19534;33323;1
IMAGES;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;VASC;8;8;3440;;6;116;3562;0
IMAGES;2023;310784558;CRF LES HOPITAUX DE LUCHON;310180013;RADIO;1;1;650;;;1343;1993;
IMAGES;2023;310786389;CL DES PYRENEES COLOMIERS;310001433;RADIO;2;;;;;;;
IMAGES;2023;320000086;CH AUCH EN GASCOGNE;320780117;IRM;1;1;1169;0;7;13972;15148;0
IMAGES;2023;320000086;CH AUCH EN GASCOGNE;320780117;MAMM;1;1;;;;2853;2853;
IMAGES;2023;320000086;CH AUCH EN GASCOGNE;320780117;RADIO;2;2;3716;0;146;18394;22256;0
IMAGES;2023;320000086;CH AUCH EN GASCOGNE;320780117;SCAN;2;1;12331;0;269;22940;35540;0
IMAGES;2023;320000102;CH CONDOM;320780133;RADIO;1;1;164;;;5200;5364;
IMAGES;2023;320000102;CH CONDOM;320780133;SCAN;1;1;387;;;8589;8976;
IMAGES;2023;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;RADIO;1;1;1601;;;;1601;
IMAGES;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MAMM;1;1;;;;1410;1410;
IMAGES;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;RADIO;2;2;2838;;;6834;9672;0
IMAGES;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;VASC;1;1;0;;;0;0;0
IMAGES;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;IRM;1;1;202;;;8773;8975;
IMAGES;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;MAMM;1;1;;;;4201;4201;
IMAGES;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;RADIO;2;2;1020;;;2806;3826;
IMAGES;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;SCAN;1;1;1723;;;7422;9145;1
IMAGES;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;IRM;1;1;977;;;9235;10212;
IMAGES;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;RADIO;2;2;7247;;41;20229;27517;
