FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;EFFSAL;ETPSAL;EFFLIB;cf_at;cf_au
190010629;M9999;;;;;;;;;;;Q20;2023;HAD RELAIS SANTE ONCORESE;190010579;;;;1;;;;;;0.8;;1;0.8;;;
190010892;M1340;;;;;;;;;;;Q20;2023;CH TULLE - ANTENNE SMUR USSEL;190000059;1;;2;;;;;;1.61;0;;3;1.61;;;
190010892;M9999;;1.61;;;;;;;;0;Q20;2023;CH TULLE - ANTENNE SMUR USSEL;190000059;1;;2;;;;;;1.61;0;1.61;3;1.61;;;
190011197;M1180;;;;;;;;;;;Q20;2023;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;1;2;1;1;;;;;0.12;2.9;;5;3.02;;;
190011197;M9999;;2.9;;;;0.03;;;;0.09;Q20;2023;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;1;2;1;1;;;;;0.12;2.9;3.02;5;3.02;;;
190011601;M1010;;;;;;;;;;;Q20;2023;SITE SPECIALISE HENRI LABORIT;190000042;1;;;3;;;;;1;0.49;;4;1.49;;;
190011601;M3020;;;;;;;;;;;Q20;2023;SITE SPECIALISE HENRI LABORIT;190000042;3;1;2;4;;;;;3.4;4.3;;10;7.7;;;
190011601;M9999;;2.69;;;5.5;;;1;;1.776357E-15;Q20;2023;SITE SPECIALISE HENRI LABORIT;190000042;4;1;2;7;;;;;4.4;4.79;9.19;14;9.19;;;
190012476;M1010;;;;;;;;;;;Q20;2023;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;;;;1;;;;;;0.5;;1;0.5;;;
190012476;M9999;;0.5;;;;;;;;0;Q20;2023;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;;;;1;;;;;;0.5;0.5;1;0.5;;;
190013219;M1140;;;;;;;;;;;Q20;2023;CH DUBOIS - SITE CH COEUR CORREZE;190000042;1;;;;;;;;1;;;1;1;;;
190013219;M9999;;1;;;;;;;;0;Q20;2023;CH DUBOIS - SITE CH COEUR CORREZE;190000042;1;;;;;;;;1;;1;1;1;;;
190013482;M1030;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;1;;1;;2;;;;1.3;;;2;1.3;2;;
190013482;M1040;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;2;;;;;;0.6;;;2;0.6;;;
190013482;M1070;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;;2;;;;;;;;2;;
190013482;M1090;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;1;;;;;;;;;1;;
190013482;M1160;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;;2;;;;;;;;2;;
190013482;M2040;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;;1;;;;;;;;1;;
190013482;M2070;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;2;;;;;;;;;2;;
190013482;M2080;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;2;1;;;;;;;;3;;
190013482;M2100;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;1;;;;;;;;;1;;
190013482;M2120;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;;;;1;;;;;;;;;1;;
190013482;M3012;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;1;;;;;;;;1;;1;1;;;
190013482;M3030;;;;;;;;;;;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;;1;;4;;;;;;3.9;;5;3.9;;;
190013482;M9999;;2.7;;;2.1;;;0.4;;1.6;Q20;2023;CH BRIVE - SAINT GERMAIN;190000042;1;2;3;4;9;6;;;1.9;4.9;6.8;10;6.8;15;;
210003059;M1010;;;;;;;;;;;Q20;2023;SERVICE D'HOSPITALISATION A DOMICILE;210781266;;;3;;;;;;1.33;0;;3;1.33;;;
210003059;M3050;;;;;;;;;;;Q20;2023;SERVICE D'HOSPITALISATION A DOMICILE;210781266;;;;1;;;;;;0.6;;1;0.6;;;
210003059;M9999;;;;;;;;;;;Q20;2023;SERVICE D'HOSPITALISATION A DOMICILE;210781266;;;3;1;;;;;1.33;0.6;;4;1.93;;;
210005559;M1010;;;;;;;;;;;Q20;2023;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;;;;2;;;;;;1;;2;1;;;
210005559;M1170;;;;;;;;;;;Q20;2023;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;;;;;;;5;1;;;;;;6;;
210005559;M9999;;;;;;;;;;;Q20;2023;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;;;;2;;;5;1;;1;;2;1;6;;
210007399;M1010;;;;;;;;;;;Q20;2023;INICEA JOUVENCE NUTRITION;210013231;1;1;0;0;0;0;0;0;1;1;;2;2;0;;
210007399;M3020;;;;;;;;;;;Q20;2023;INICEA JOUVENCE NUTRITION;210013231;0;0;1;0;0;0;0;0;0.8;0;;1;0.8;0;;
210007399;M3050;;;;;;;;;;;Q20;2023;INICEA JOUVENCE NUTRITION;210013231;0;0;0;1;0;0;0;0;0;0.5;;1;0.5;0;;
210007399;M9999;;;;;;;;;;;Q20;2023;INICEA JOUVENCE NUTRITION;210013231;1;1;1;1;0;0;0;0;1.8;1.5;0;4;3.3;0;;
210010443;M1010;;;;;;;;;;;Q20;2023;CSSR  LE RENOUVEAU;210000337;;;;2;;;;;;1.2;;2;1.2;;;
210010443;M3020;;;;;;;;;;;Q20;2023;CSSR  LE RENOUVEAU;210000337;;;;1;;;;;;0.5;;1;0.5;;;
210010443;M9999;;;;;;;;;;;Q20;2023;CSSR  LE RENOUVEAU;210000337;;;;3;;;;;;1.7;;3;1.7;;;
210010484;M1110;;;;;;;;;;;Q20;2023;SANTELYS BFC ETABLISSEMENT SIEGE;210012290;1;2;28;14;;;;;6.1;4.9;;45;11;;;
210010484;M3050;;;;;;;;;;;Q20;2023;SANTELYS BFC ETABLISSEMENT SIEGE;210012290;1;0;0;1;;;;;1;0.8;;2;1.8;;;
210010484;M9999;;;;;;;;;;;Q20;2023;SANTELYS BFC ETABLISSEMENT SIEGE;210012290;2;2;28;15;;;;;7.1;5.7;;47;12.8;;;
210011847;M1030;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;18;3;0.31;0.11;;;0.42;21;;
210011847;M1090;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;3;1;;;;;;4;;
210011847;M1120;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;0;1;;;;;;1;;
210011847;M1130;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;0;3;;;;;;3;;
210011847;M1170;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;4;1;;;;;;5;;
210011847;M1330;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;0;20;;;;;;20;;
210011847;M2010;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;0;0;0;1;;;;;;1;;
210011847;M2020;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;1;0;8;1;;;;;;10;;
210011847;M2030;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;1;0;2;0;;;;;;3;;
210011847;M2040;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;3;1;3;0;;;;;;7;;
210011847;M2070;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;7;2;6;3;;;;;;18;;
210011847;M2080;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;;;;;1;0;2;3;;;;;;6;;
210011847;M3050;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;1;2;;;0;0;0;0;0.18;0.44;;3;0.62;0;;
210011847;M9999;;;;;;;;;;;Q20;2023;POLYCLINIQUE DU PARC DREVON;210011839;1;2;;;13;3;46;37;0.49;0.55;;3;1.04;99;;
210012472;M1110;;;;;;;;;;;Q20;2023;CENTRE DE DIALYSE MEDICALISE DE BEAUNE;210003208;;;1;;;;2;;0.07;;;1;0.07;2;;
210012472;M9999;;;;;;;;;;;Q20;2023;CENTRE DE DIALYSE MEDICALISE DE BEAUNE;210003208;;;1;;;;2;;0.07;;;1;0.07;2;;
210012670;M1030;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;17;3;;;;;;;;20;;
210012670;M1040;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;6;2;2;1;;;;;;11;;
210012670;M1070;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;1;1;;;;;;2;;
210012670;M1090;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;2;2;2;;;;;;;6;;
210012670;M1120;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;1;1;;;;;;2;;
210012670;M1140;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;2;;;1;;;;;;3;;
210012670;M1160;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;2;;;;;;;2;;
210012670;M1200;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;;1;;;;;;1;;
210012670;M1340;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;6;2;2;2;;;;;;12;;
210012670;M2020;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;2;;;;;;;2;;
210012670;M2030;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;13;;7;;;;;;;20;;
210012670;M2040;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;2;;;;;;;2;;
210012670;M2050;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;2;8;;;;;;;;10;;
210012670;M2070;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;5;2;1;2;;;;;;10;;
210012670;M2080;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;2;;;;;;;2;;
210012670;M2100;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;2;;3;;;;;;;5;;
210012670;M2120;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;3;2;;;;;;;;5;;
210012670;M2130;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;2;1;;;;;;3;;
210012670;M2150;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;;;;;;1;;;;;;;1;;
210012670;M3050;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;2;1;;;;;;1;1.93;;3;2.93;;;
210012670;M9999;;;;;;;;;;;Q20;2023;HOPITAL PRIVE DIJON BOURGOGNE;210011367;;2;1;;58;21;30;10;1;1.93;;3;2.93;119;;
210013157;M1200;;;;;;;;;;;Q20;2023;POLE PSYCHIATRIE SANTE MENTALE;210780706;1;0;0;0;;;;;1;0;;1;1;;;
210013157;M3020;;;;;;;;;;;Q20;2023;POLE PSYCHIATRIE SANTE MENTALE;210780706;3;1;3;1;;;;;3.14;1.34;;8;4.48;;;
210013157;M9999;;3;;;2.28;0.2;;;;8.881784E-16;Q20;2023;POLE PSYCHIATRIE SANTE MENTALE;210780706;4;1;3;1;;;;;4.14;1.34;5.48;9;5.48;;;
210780144;M1010;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;1;;;;;;;;1;;;1;1;;;
210780144;M1120;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;;;1;;;;;;0.1;;;1;0.1;;;
210780144;M1180;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;1;4;;1;;;;;1.78;4.68;;6;6.46;;;
210780144;M3020;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;;;1;;;;;;0.05;;;1;0.05;;;
210780144;M3040;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;;;;;;;;1;;;;;;1;;
210780144;M3050;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;1;;;;;;;;1.02;0.13;;1;1.15;;;
210780144;M9999;;;;;;;;;;;Q20;2023;CRF DIVIO DIJON;750721235;3;4;2;1;;;;1;3.95;4.81;;10;8.76;1;;
210780276;M1010;;;;;;;;;;;Q20;2023;SERVICE SOINS DE SUITE ET READAPTATION;210003208;;3;1;1;;;;;1.25;3.91;;5;5.16;;;
210780276;M3050;;;;;;;;;;;Q20;2023;SERVICE SOINS DE SUITE ET READAPTATION;210003208;1;;;;;;;;0.8;;;1;0.8;;;
210780276;M9999;;;;;;;;;;;Q20;2023;SERVICE SOINS DE SUITE ET READAPTATION;210003208;1;3;1;1;;;;;2.05;3.91;;6;5.96;;;
210780292;M1010;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;1;1;3;;;;;;2.5;1;;5;3.5;;;
210780292;M1040;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;;;;1;;;;;;0.7;;1;0.7;;;
210780292;M1070;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;;;1;;;;;;0.05;;;1;0.05;;;
210780292;M1150;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;;;1;;;;;;0.04;;;1;0.04;;;
210780292;M1180;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;;;2;3;;;;;1.2;2;;5;3.2;;;
210780292;M3050;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;;1;;;;;;;;1;;1;1;;;
210780292;M9999;;;;;;;;;;;Q20;2023;CLINIQUE SSR LES ROSIERS;210000105;1;2;7;4;;;;;3.79;4.7;;14;8.49;;;
210780425;M1010;;;;;;;;;;;Q20;2023;HÔPITAL DE JOUR LES CIGOGNES PEP21;210781282;;;;1;;;;;;0.05;;1;0.05;;;
210780425;M3020;;;;;;;;;;;Q20;2023;HÔPITAL DE JOUR LES CIGOGNES PEP21;210781282;;;1;;;;;;0.75;;;1;0.75;;;
210780425;M3040;;;;;;;;;;;Q20;2023;HÔPITAL DE JOUR LES CIGOGNES PEP21;210781282;;;;1;;;;;;0.02;;1;0.02;;;
210780425;M9999;;;;;;;;;;;Q20;2023;HÔPITAL DE JOUR LES CIGOGNES PEP21;210781282;;;1;2;;;;;0.75;0.07;;3;0.82;;;
210780789;M1010;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;1;1;;;;;;0.62;1;;2;1.62;;;
210780789;M1030;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;2;3;;;;;;5;;
210780789;M1040;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;1;;;;;;;1;;
210780789;M1070;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;1;2;;;;;;3;;
210780789;M1090;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;5;1;;;;;;6;;
210780789;M1110;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;1;;;;2;1;0.37;;;1;0.37;3;;
210780789;M1120;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;3;3;;;;;;6;;
210780789;M1130;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;;3;;;;;;3;;
210780789;M1150;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;3;2;;;;;;5;;
210780789;M1160;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;7;;;;;;;7;;
210780789;M1190;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;1;;;;;;;1;;
210780789;M1330;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;;1;;;;;;1;;
210780789;M2020;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;2;3;;;;;;5;;
210780789;M2030;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;7;1;;;;;;8;;
210780789;M2040;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;1;1;;;;;;2;;
210780789;M2060;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;7;;;;;;;7;;
210780789;M2080;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;2;2;;;;;;4;;
210780789;M2100;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;4;;;;;;;4;;
210780789;M2120;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;11;3;;;;;;14;;
210780789;M2130;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;;;;;;;3;1;;;;;;4;;
210780789;M3050;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;1;1;;;;;;;1;1;;2;2;;;
210780789;M9999;;;;;;;;;;;Q20;2023;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;1;2;2;;;;62;27;1.99;2;;5;3.99;89;;
210986089;M1320;;;;;;;;;;;Q20;2023;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;9;9;2;4;;;;;6.5;10.9;;24;17.4;;;
210986089;M9999;0.8;11;1.4;0.6;1.6;1.2;0.1;0.7;;-3.55271E-15;Q20;2023;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;210780581;9;9;2;4;;;;;6.5;10.9;17.4;24;17.4;;;
210986741;M1010;;;;;;;;;;;Q20;2023;SSR JOUVENCE READAPTATION;210986733;1;1;;;;;;;1;1;;2;2;;;
210986741;M1130;;;;;;;;;;;Q20;2023;SSR JOUVENCE READAPTATION;210986733;;;;;;;1;;;;;;;1;;
210986741;M1320;;;;;;;;;;;Q20;2023;SSR JOUVENCE READAPTATION;210986733;;;;1;;;;;;0.8;;1;0.8;;;
210986741;M3050;;;;;;;;;;;Q20;2023;SSR JOUVENCE READAPTATION;210986733;;;1;;;;;;0.5;;;1;0.5;;;
210986741;M9999;;;;;;;;;;;Q20;2023;SSR JOUVENCE READAPTATION;210986733;1;1;1;1;;;1;;1.5;1.8;;4;3.3;1;;
210987046;M1010;;;;;;;;;;;Q20;2023;CTRE CONVALESCENCE GERIATRIQUE;210987038;1;1;;;;;;;1;0.6;;2;1.6;;;
210987046;M1180;;;;;;;;;;;Q20;2023;CTRE CONVALESCENCE GERIATRIQUE;210987038;;1;;;;;;;;0.2;;1;0.2;;;
210987046;M1320;;;;;;;;;;;Q20;2023;CTRE CONVALESCENCE GERIATRIQUE;210987038;1;1;;;;;;;1;0.2;;2;1.2;;;
210987046;M3050;;;;;;;;;;;Q20;2023;CTRE CONVALESCENCE GERIATRIQUE;210987038;1;;;;;;;;1;;;1;1;;;
210987046;M9999;;;;;;;;;;;Q20;2023;CTRE CONVALESCENCE GERIATRIQUE;210987038;3;3;;;;;;;3;1;;6;4;;;
210987558;M1020;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;8;4;1;;;;;1.04;7.16;;14;8.2;;;
210987558;M1030;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;28;24;3;12;;;;;23.91;31.44;;67;55.35;;;
210987558;M1031;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;5;5;0;0;;;;;3.92;1.75;;10;5.67;;;
210987558;M1040;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;9;8;11;3;6;0;2;1;7.67;7.72;;31;15.39;9;;
210987558;M1050;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;5;1;4;;;;;0.6;6.77;;11;7.37;;;
210987558;M1070;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;3;9;1;10;;;;;1.8;9.28;;23;11.08;;;
210987558;M1090;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;8;7;8;3;;;;;7.47;6.48;;26;13.95;;;
210987558;M1100;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;11;6;6;1;;;;;8.55;6.75;;24;15.3;;;
210987558;M1110;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;5;4;2;0;;;;;4.6;3.49;;11;8.09;;;
210987558;M1120;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;9;15;4;6;;;;;6.93;12.84;;34;19.77;;;
210987558;M1130;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;3;4;0;1;;;;;1.78;3.57;;8;5.35;;;
210987558;M1140;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;11;20;1;12;;;;;10.87;23.98;;44;34.85;;;
210987558;M1150;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;11;4;5;6;;;;1;8.93;4;;26;12.93;1;;
210987558;M1160;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;18;6;8;5;;;;;15.07;8.39;;37;23.46;;;
210987558;M1180;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;4;8;2;1;;;;;4.61;6.09;;15;10.7;;;
210987558;M1190;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;2;3;2;11;;;;;1.5;5.52;;18;7.02;;;
210987558;M1200;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;25;18;6;10;;;;;18.35;22.88;;59;41.23;;;
210987558;M1310;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;6;0;1;;;;;1.25;3.85;;8;5.1;;;
210987558;M1330;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;2;2;0;0;;;;;3.34;0.84;;4;4.18;;;
210987558;M1340;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;15;4;5;4;;;;;15.88;7.86;;28;23.74;;;
210987558;M2020;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;3;4;2;1;;;;1;3.01;3.78;;10;6.79;1;;
210987558;M2030;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;6;1;2;0;;;;;3.97;0.5;;9;4.47;;;
210987558;M2050;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;5;17;3;10;;;;;4.51;15.45;;35;19.96;;;
210987558;M2060;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;8;1;3;0;;;;;6;1;;12;7;;;
210987558;M2070;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;4;3;3;1;1;;;;3.05;1.48;;11;4.53;1;;
210987558;M2080;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;2;1;1;2;;;1;;2.21;2.6;;6;4.81;1;;
210987558;M2100;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;2;3;2;1;;;;;1.37;2.36;;8;3.73;;;
210987558;M2120;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;11;2;0;0;1;;;;7.13;0.75;;13;7.88;1;;
210987558;M2130;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;3;1;1;0;;;;;3.09;0.65;;5;3.74;;;
210987558;M2140;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;6;3;0;0;;;;;5.75;3.08;;9;8.83;;;
210987558;M2150;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;2;3;2;0;;;;;3.35;2.63;;7;5.98;;;
210987558;M3011;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;27;30;1;1;;;;;22.86;24.86;;59;47.72;;;
210987558;M3012;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;2;0;0;;;;;1.5;2;;3;3.5;;;
210987558;M3020;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;17;11;0;3;;;;;10.67;6.95;;31;17.62;;;
210987558;M3030;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;3;2;6;0;;;;;4.43;2.19;;11;6.62;;;
210987558;M3040;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;15;13;1;9;;;;;8.71;18.08;;38;26.79;;;
210987558;M3050;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;10;20;0;7;;;;;5.41;21.16;;37;26.57;;;
210987558;M3060;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;0;2;0;1;0;0;0;0;0;2.86;;3;2.86;0;;
210987558;M3070;;;;;;;;;;;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;0;0;0;0;;;;;0.95;1.3;;0;2.25;;;
210987558;M9999;58.88;309.47;43.72;34.25;29.54;27.39;23.97;13.16;0;0;Q20;2023;HOPITAL LE BOCAGE CHRU DIJON;210780581;297;285;96;127;8;0;3;3;246.04;294.34;540.38;805;540.38;14;;
210987574;M1010;;;;;;;;;;;Q20;2023;CH ARNAY LE DUC;210012175;;;1;;;;3;1;0.1;;;1;0.1;4;;
210987574;M9999;;;;;;;;;;0.1;Q20;2023;CH ARNAY LE DUC;210012175;;;1;;;;3;1;0.1;;0.1;1;0.1;4;;
