BOR;AN;FI;RS;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;JOUHP;EMSSR
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A;;179;65335;30;1457;57582;5348;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A50;1;0;;;;0;0;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A51;1;119;;30;;38242;5348;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_A57;1;60;;;;19340;0;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_E;;8;2920;10;91;1216;315;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_E50;1;;;;;0;0;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_E57;1;8;;10;;1216;315;
SSR;2023;340780212;CRF STER LAMALOU LES BAINS;340796069;SSR_TOT;;187;68255;40;1548;58798;5663;0
SSR;2023;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A;;113;41245;19;859;36832;7186;
SSR;2023;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A51;1;30;;8;;11320;3588;
SSR;2023;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_A52;1;83;;11;;25512;3598;
SSR;2023;340780220;CH PAUL COSTE FLORET LAMALOU LES BAINS;340796358;SSR_TOT;;113;41245;19;859;36832;7186;0
SSR;2023;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_A;;56;20440;;589;18897;0;
SSR;2023;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_A50;1;24;;;;5695;0;
SSR;2023;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_A59;1;32;;;;13202;0;
SSR;2023;340780253;MR LE COLOMBIER LAMALOU LES BAINS;340001387;SSR_TOT;;56;20440;;589;18897;0;
SSR;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;SSR_A;;15;5475;;182;4805;0;
SSR;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;SSR_A50;1;15;;;;4805;0;
SSR;2023;340780436;HOPITAL ST LOUP AGDE HBT;340011295;SSR_TOT;;15;5475;;182;4805;0;
SSR;2023;340780444;CH BEDARIEUX;340009893;SSR_A;;30;10950;0;214;8435;0;
SSR;2023;340780444;CH BEDARIEUX;340009893;SSR_A50;1;10;;0;;2252;0;
SSR;2023;340780444;CH BEDARIEUX;340009893;SSR_A59;1;20;;;;6183;0;
SSR;2023;340780444;CH BEDARIEUX;340009893;SSR_TOT;;30;10950;0;214;8435;0;0
SSR;2023;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_A;;50;17885;10;973;23779;2133;
SSR;2023;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_A50;1;1;;;;100;0;
SSR;2023;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_A54;1;49;;10;;23679;2133;
SSR;2023;340780568;CL DU SOUFFLE LA VALLONIE LODEVE;340000256;SSR_TOT;;50;17885;10;973;23779;2133;0
SSR;2023;340780816;CL MUT JEAN LEON LA GRANDE MOTTE;340023209;SSR_A;;107;39055;;516;17844;0;
SSR;2023;340780816;CL MUT JEAN LEON LA GRANDE MOTTE;340023209;SSR_A50;1;10;;;;3211;0;
SSR;2023;340780816;CL MUT JEAN LEON LA GRANDE MOTTE;340023209;SSR_A59;1;97;;;;14633;0;
SSR;2023;340780816;CL MUT JEAN LEON LA GRANDE MOTTE;340023209;SSR_TOT;;107;39055;;516;17844;0;0
SSR;2023;340780857;CL LE CASTELET ST JEAN DE VEDAS;340000421;SSR_A;;106;38325;22;1107;33190;10781;
SSR;2023;340780857;CL LE CASTELET ST JEAN DE VEDAS;340000421;SSR_A50;1;7;;;;77;0;
SSR;2023;340780857;CL LE CASTELET ST JEAN DE VEDAS;340000421;SSR_A51;1;99;;22;;33113;10781;
SSR;2023;340780857;CL LE CASTELET ST JEAN DE VEDAS;340000421;SSR_TOT;;106;38325;22;1107;33190;10781;
SSR;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SSR_A;;60;21900;13;637;15825;3492;
SSR;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SSR_A50;1;22;;;;7581;0;
SSR;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SSR_A56;1;18;;;;1558;0;
SSR;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SSR_A59;1;20;;13;;6686;3492;
SSR;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SSR_TOT;;60;21900;13;637;15825;3492;0
SSR;2023;340782002;CRF LA PETITE PAIX LAMALOU LES BAINS;340000629;SSR_A;;73;29930;9;641;23192;2390;
SSR;2023;340782002;CRF LA PETITE PAIX LAMALOU LES BAINS;340000629;SSR_A50;1;;;;;0;0;
SSR;2023;340782002;CRF LA PETITE PAIX LAMALOU LES BAINS;340000629;SSR_A51;1;37;;4;;10742;1731;
SSR;2023;340782002;CRF LA PETITE PAIX LAMALOU LES BAINS;340000629;SSR_A52;1;36;;5;;12450;659;
SSR;2023;340782002;CRF LA PETITE PAIX LAMALOU LES BAINS;340000629;SSR_TOT;;73;29930;9;641;23192;2390;0
SSR;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SSR_A;;18;4755;20;594;3320;6345;
SSR;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SSR_A51;1;8;;13;;1065;4018;
SSR;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SSR_A52;1;10;;7;;2255;2327;
SSR;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SSR_TOT;;18;4755;20;594;3320;6345;1
SSR;2023;340789981;CL FONTFROIDE MONTPELLIER;340001866;SSR_A;;105;37960;28;1001;31330;10866;
SSR;2023;340789981;CL FONTFROIDE MONTPELLIER;340001866;SSR_A50;1;18;;;;4212;0;
SSR;2023;340789981;CL FONTFROIDE MONTPELLIER;340001866;SSR_A51;1;67;;20;;21380;6197;
SSR;2023;340789981;CL FONTFROIDE MONTPELLIER;340001866;SSR_A53;1;20;;8;;5738;4669;
SSR;2023;340789981;CL FONTFROIDE MONTPELLIER;340001866;SSR_TOT;;105;37960;28;1001;31330;10866;0
SSR;2023;340796051;USLD LES PERGOLINES SETE HBT;340011295;SSR_A;;57;20805;0;632;18338;0;
SSR;2023;340796051;USLD LES PERGOLINES SETE HBT;340011295;SSR_A50;1;20;;0;;5993;0;
SSR;2023;340796051;USLD LES PERGOLINES SETE HBT;340011295;SSR_A59;1;37;;0;;12345;0;
SSR;2023;340796051;USLD LES PERGOLINES SETE HBT;340011295;SSR_TOT;;57;20805;0;632;18338;0;0
SSR;2023;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;SSR_A;;90;30906;50;988;26441;10813;
SSR;2023;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;SSR_A50;1;0;;0;;0;0;
SSR;2023;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;SSR_A51;1;90;;50;;26441;10813;
SSR;2023;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;SSR_TOT;;90;30906;50;988;26441;10813;0
SSR;2023;340797596;CENTRE DU MELEZET MONTPELLIER;920030269;SSR_A;;73;26645;;545;26565;0;
SSR;2023;340797596;CENTRE DU MELEZET MONTPELLIER;920030269;SSR_A50;1;15;;;;3985;0;
SSR;2023;340797596;CENTRE DU MELEZET MONTPELLIER;920030269;SSR_A59;1;58;;;;22580;0;
SSR;2023;340797596;CENTRE DU MELEZET MONTPELLIER;920030269;SSR_TOT;;73;26645;;545;26565;0;0
SSR;2023;340798552;CTRE SSR LE PECH DU SOLEIL BOUJAN S/L;340798545;SSR_A;;80;29200;;808;28849;0;
SSR;2023;340798552;CTRE SSR LE PECH DU SOLEIL BOUJAN S/L;340798545;SSR_A50;1;10;;;;3568;0;
SSR;2023;340798552;CTRE SSR LE PECH DU SOLEIL BOUJAN S/L;340798545;SSR_A59;1;70;;;;25281;0;
SSR;2023;340798552;CTRE SSR LE PECH DU SOLEIL BOUJAN S/L;340798545;SSR_TOT;;80;29200;;808;28849;0;
SSR;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;SSR_A;;60;21900;0;505;18226;0;
SSR;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;SSR_A50;1;22;;0;;7167;0;
SSR;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;SSR_A58;1;18;;;;4945;0;
SSR;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;SSR_A59;1;20;;;;6114;0;
SSR;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;SSR_TOT;;60;21900;0;505;18226;0;0
SSR;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;SSR_A;;44;16060;15;272;7988;3924;
SSR;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;SSR_A50;1;20;;;;1231;0;
SSR;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;SSR_A53;1;;;15;;0;3924;
SSR;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;SSR_A59;1;24;;;;6757;0;
SSR;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;SSR_TOT;;44;16060;15;272;7988;3924;0
SSR;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SSR_A;;20;7300;8;156;5705;3138;
SSR;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SSR_A50;1;;;;;0;0;
SSR;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SSR_A51;1;8;;4;;891;970;
SSR;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SSR_A52;1;12;;4;;4814;2168;
SSR;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SSR_A59;1;;;;;0;0;
SSR;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SSR_TOT;;20;7300;8;156;5705;3138;0
SSR;2023;350000154;C.H FOUGERES;350000030;SSR_A;;28;10204;0;350;10134;0;
SSR;2023;350000154;C.H FOUGERES;350000030;SSR_A50;1;28;;0;;10134;0;
SSR;2023;350000154;C.H FOUGERES;350000030;SSR_TOT;;28;10204;0;350;10134;0;
SSR;2023;350000162;CHIRC SITE REDON;350000048;SSR_A;;50;16766;;487;14160;0;
SSR;2023;350000162;CHIRC SITE REDON;350000048;SSR_A50;1;12;;;;1373;0;
SSR;2023;350000162;CHIRC SITE REDON;350000048;SSR_A51;1;7;;;;3775;0;
SSR;2023;350000162;CHIRC SITE REDON;350000048;SSR_A52;1;7;;;;633;0;
SSR;2023;350000162;CHIRC SITE REDON;350000048;SSR_A59;1;24;;;;8379;0;
SSR;2023;350000162;CHIRC SITE REDON;350000048;SSR_TOT;;50;16766;;487;14160;0;0
SSR;2023;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;SSR_A;;25;9125;4;317;10110;683;
SSR;2023;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;SSR_A50;1;25;;4;;10110;683;
SSR;2023;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;SSR_TOT;;25;9125;4;317;10110;683;0
SSR;2023;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;SSR_A;;20;7300;;226;6284;0;
SSR;2023;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;SSR_A50;1;20;;;;6284;0;
SSR;2023;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;SSR_TOT;;20;7300;;226;6284;0;0
SSR;2023;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;SSR_A;;25;9125;0;269;9130;0;
SSR;2023;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;SSR_A50;1;25;;0;;9130;0;
SSR;2023;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;SSR_TOT;;25;9125;0;269;9130;0;0
SSR;2023;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY;350002309;SSR_A;;21;6685;;97;3870;0;
SSR;2023;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY;350002309;SSR_A50;1;21;;;;3870;0;
SSR;2023;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY;350002309;SSR_TOT;;21;6685;;97;3870;0;0
SSR;2023;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;SSR_A;;30;9701;;220;9672;0;
SSR;2023;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;SSR_A50;1;6;;;;2293;0;
SSR;2023;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;SSR_A59;1;24;;;;7379;0;
SSR;2023;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;SSR_TOT;;30;9701;;220;9672;0;0
SSR;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;SSR_A;;52;18980;10;452;13620;2752;
SSR;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;SSR_A50;1;12;;;;3537;0;
SSR;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;SSR_A51;1;30;;5;;5218;1482;
SSR;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;SSR_A52;1;10;;5;;4865;1270;
SSR;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;SSR_TOT;;52;18980;10;452;13620;2752;0
SSR;2023;350000451;CH BROCÉLIANDE SITE ST MEEN LE GRAND;350055166;SSR_A;;;;;2;728;0;
SSR;2023;350000451;CH BROCÉLIANDE SITE ST MEEN LE GRAND;350055166;SSR_A50;1;;;;;728;0;
SSR;2023;350000451;CH BROCÉLIANDE SITE ST MEEN LE GRAND;350055166;SSR_TOT;;;;;2;728;0;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_A;;30;10766;9;270;9947;5811;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_A50;0;0;;;;0;744;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_A51;1;4;;;;1333;0;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_A52;1;26;;9;;8614;5067;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_E;;15;3480;12;593;2263;2211;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_E51;1;5;;8;;707;571;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_E52;1;1;;4;;1354;1640;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_E55;1;9;;;;202;0;
SSR;2023;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SSR_TOT;;45;14246;21;863;12210;8022;1
SSR;2023;350002200;CLINIQUE SAINT YVES;350029948;SSR_A;;103;37595;45;1363;30703;9377;
SSR;2023;350002200;CLINIQUE SAINT YVES;350029948;SSR_A53;1;35;;35;;10285;7735;
SSR;2023;350002200;CLINIQUE SAINT YVES;350029948;SSR_A55;1;68;;10;;20418;1642;
SSR;2023;350002200;CLINIQUE SAINT YVES;350029948;SSR_TOT;;103;37595;45;1363;30703;9377;0
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_A;;35;12045;22;238;8862;6546;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_A51;1;15;;8;;4258;3114;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_A52;1;20;;14;;4604;3432;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_E;;20;5881;10;224;3992;2404;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_E50;1;11;;5;;1833;1077;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_E51;1;3;;2;;1120;458;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_E52;1;6;;3;;1039;869;
SSR;2023;350002234;CLINIQUE FSEF RENNES BEAULIEU;750720575;SSR_TOT;;55;17926;32;462;12854;8950;
SSR;2023;350002564;POLE MPR SAINT HELIER;350046199;SSR_A;;132;46920;95;1110;43454;35147;
SSR;2023;350002564;POLE MPR SAINT HELIER;350046199;SSR_A51;1;34;;42;;9657;12436;
SSR;2023;350002564;POLE MPR SAINT HELIER;350046199;SSR_A52;1;98;;53;;33797;22711;
SSR;2023;350002564;POLE MPR SAINT HELIER;350046199;SSR_TOT;;132;46920;95;1110;43454;35147;1
SSR;2023;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;SSR_A;;;;20;0;0;3992;
SSR;2023;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;SSR_A58;1;;;20;;0;3992;
SSR;2023;350002754;CENTRE RÉADAPTATION ESCALE THÉBAUDAIS;440042844;SSR_TOT;;;;20;0;0;3992;0
SSR;2023;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;SSR_A;;30;10950;5;276;7544;29;
SSR;2023;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;SSR_A50;1;30;;5;;7544;29;
SSR;2023;350002911;MRC ST THOMAS VILLENEUVE BAGUER;220020739;SSR_TOT;;30;10950;5;276;7544;29;0
SSR;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;SSR_A;;150;51100;10;888;41793;725;
SSR;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;SSR_A50;1;30;;;;918;0;
SSR;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;SSR_A51;1;30;;5;;10384;332;
SSR;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;SSR_A52;1;30;;5;;6969;393;
SSR;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;SSR_A59;1;60;;;;23522;0;
SSR;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;SSR_TOT;;150;51100;10;888;41793;725;0
SSR;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;SSR_A;;67;23395;;466;21581;0;
SSR;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;SSR_A50;1;21;;;;7239;0;
SSR;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;SSR_A59;1;46;;;;14342;0;
SSR;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;SSR_TOT;;67;23395;;466;21581;0;0
SSR;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SSR_A;;;;7;0;0;2758;
SSR;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SSR_A51;1;;;7;;0;2758;
SSR;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SSR_TOT;;;;7;0;0;2758;1
SSR;2023;350008579;CENTRE DE READAPTATION DU PATIS FRAUX;350039673;SSR_A;;24;8760;12;199;3079;7959;
SSR;2023;350008579;CENTRE DE READAPTATION DU PATIS FRAUX;350039673;SSR_A51;1;24;;12;;3079;7959;
SSR;2023;350008579;CENTRE DE READAPTATION DU PATIS FRAUX;350039673;SSR_TOT;;24;8760;12;199;3079;7959;
SSR;2023;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;SSR_A;;53;19345;;541;16667;0;
SSR;2023;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;SSR_A50;1;3;;;;1684;0;
SSR;2023;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;SSR_A59;1;50;;;;14983;0;
SSR;2023;350016135;SERVICE DE S.S.R. - CH VITRÉ;350000055;SSR_TOT;;53;19345;;541;16667;0;
SSR;2023;350040499;CH DES PRES BOSGERS CANCALE;350040291;SSR_A;;25;9125;;330;8622;0;
SSR;2023;350040499;CH DES PRES BOSGERS CANCALE;350040291;SSR_A50;1;25;;;;8622;0;
SSR;2023;350040499;CH DES PRES BOSGERS CANCALE;350040291;SSR_TOT;;25;9125;;330;8622;0;0
SSR;2023;350044756;CLINIQUE PHILAE;350044749;SSR_A;;38;13870;;344;11404;0;
SSR;2023;350044756;CLINIQUE PHILAE;350044749;SSR_A58;1;38;;;;11404;0;
SSR;2023;350044756;CLINIQUE PHILAE;350044749;SSR_TOT;;38;13870;;344;11404;0;0
SSR;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;SSR_E;;15;5235;5;336;2681;1154;
SSR;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;SSR_E50;0;0;;5;;0;0;
SSR;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;SSR_E51;1;2;;;;305;162;
SSR;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;SSR_E52;1;12;;;;2314;905;
SSR;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;SSR_E55;1;1;;;;62;87;
SSR;2023;350053013;CHU RENNES SITE SAINT LAURENT;350005179;SSR_TOT;;15;5235;5;336;2681;1154;0
SSR;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SSR_A;;87;31755;11;693;25689;1393;
SSR;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SSR_A50;1;42;;;;11684;0;
SSR;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SSR_A54;1;15;;6;;1325;856;
SSR;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SSR_A59;1;30;;5;;12680;537;
SSR;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;SSR_TOT;;87;31755;11;693;25689;1393;
SSR;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SSR_A;;122;44530;15;716;35797;5844;
SSR;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SSR_A50;1;20;;;;5370;0;
SSR;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SSR_A51;1;50;;9;;12409;3743;
SSR;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SSR_A52;1;34;;6;;13890;2101;
SSR;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SSR_A59;1;18;;;;4128;0;
SSR;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SSR_TOT;;122;44530;15;716;35797;5844;1
SSR;2023;360000129;CLINIQUE SAINT FRANCOIS;360000269;SSR_A;;15;5475;10;189;4243;182;
SSR;2023;360000129;CLINIQUE SAINT FRANCOIS;360000269;SSR_A50;1;15;;10;;4243;182;
SSR;2023;360000129;CLINIQUE SAINT FRANCOIS;360000269;SSR_TOT;;15;5475;10;189;4243;182;0
SSR;2023;360000145;CH LA CHATRE;360000061;SSR_A;;35;12775;;290;8743;0;
SSR;2023;360000145;CH LA CHATRE;360000061;SSR_A50;1;35;;;;8743;0;
SSR;2023;360000145;CH LA CHATRE;360000061;SSR_TOT;;35;12775;;290;8743;0;0
SSR;2023;360000160;CH DU BLANC;360000053;SSR_A;;50;18250;;340;11056;0;
SSR;2023;360000160;CH DU BLANC;360000053;SSR_A50;1;;;;;0;0;
SSR;2023;360000160;CH DU BLANC;360000053;SSR_A58;1;20;;;;2945;0;
SSR;2023;360000160;CH DU BLANC;360000053;SSR_A59;1;30;;;;8111;0;
SSR;2023;360000160;CH DU BLANC;360000053;SSR_TOT;;50;18250;;340;11056;0;0
SSR;2023;360000178;CH SAINT CHARLES DE VALENCAY;360000087;SSR_A;;30;10950;;278;9628;0;
SSR;2023;360000178;CH SAINT CHARLES DE VALENCAY;360000087;SSR_A50;1;30;;;;9628;0;
SSR;2023;360000178;CH SAINT CHARLES DE VALENCAY;360000087;SSR_TOT;;30;10950;;278;9628;0;0
SSR;2023;360000186;CH SAINT-ROCH BUZANCAIS;360000095;SSR_A;;28;10220;;221;8131;0;
SSR;2023;360000186;CH SAINT-ROCH BUZANCAIS;360000095;SSR_A50;1;28;;;;8131;0;
SSR;2023;360000186;CH SAINT-ROCH BUZANCAIS;360000095;SSR_TOT;;28;10220;;221;8131;0;0
SSR;2023;360000202;CH CHATILLON SUR INDRE;360000103;SSR_A;;35;12775;;347;10465;0;
SSR;2023;360000202;CH CHATILLON SUR INDRE;360000103;SSR_A50;1;35;;;;10465;0;
SSR;2023;360000202;CH CHATILLON SUR INDRE;360000103;SSR_TOT;;35;12775;;347;10465;0;0
SSR;2023;360000251;CH LEVROUX;360000111;SSR_A;;15;5475;;146;4501;0;
SSR;2023;360000251;CH LEVROUX;360000111;SSR_A50;1;15;;;;4501;0;
SSR;2023;360000251;CH LEVROUX;360000111;SSR_TOT;;15;5475;;146;4501;0;
SSR;2023;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;SSR_A;;92;33580;;1048;27484;0;
SSR;2023;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;SSR_A50;1;5;;;;360;0;
SSR;2023;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;SSR_A55;1;60;;;;17452;0;
SSR;2023;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;SSR_A59;1;27;;;;9672;0;
SSR;2023;360002232;CTRE CONV. & DIET.MANOIR EN BERRY;360000541;SSR_TOT;;92;33580;;1048;27484;0;0
SSR;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;SSR_A;;60;21900;15;614;21245;2815;
SSR;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;SSR_A50;1;30;;;;14730;0;
SSR;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;SSR_A53;1;;;5;;0;507;
SSR;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;SSR_A54;1;;;10;;0;2308;
SSR;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;SSR_A59;1;30;;;;6515;0;
SSR;2023;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS;360000053;SSR_TOT;;60;21900;15;614;21245;2815;0
SSR;2023;370000150;CLINIQUE VELPEAU;370000333;SSR_A;;101;36865;0;812;30106;0;
SSR;2023;370000150;CLINIQUE VELPEAU;370000333;SSR_A50;1;101;;0;;30106;0;
SSR;2023;370000150;CLINIQUE VELPEAU;370000333;SSR_TOT;;101;36865;0;812;30106;0;
SSR;2023;370000184;A. N. A. S. LE COURBAT;940805963;SSR_A;;56;20400;;486;17896;0;
SSR;2023;370000184;A. N. A. S. LE COURBAT;940805963;SSR_A50;1;;;;;0;0;
SSR;2023;370000184;A. N. A. S. LE COURBAT;940805963;SSR_A58;1;56;;;;17896;0;
SSR;2023;370000184;A. N. A. S. LE COURBAT;940805963;SSR_TOT;;56;20400;;486;17896;0;0
SSR;2023;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;SSR_A;;86;30904;12;717;26035;3101;
SSR;2023;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;SSR_A50;1;;;;;0;0;
SSR;2023;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;SSR_A51;1;48;;8;;15493;2418;
SSR;2023;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;SSR_A52;1;38;;4;;10542;683;
SSR;2023;370000218;CRF CLOS ST VICTOR - JOUÉ LÈS TOURS;450018106;SSR_TOT;;86;30904;12;717;26035;3101;
