BOR;AN;FI;RS;FI_EJ;PERSO;ETPS;NBLIB
HAD_P;2023;290032838;HAD DES PAYS DE MORLAIX;350000626;N2710;0.49;
HAD_P;2023;290032838;HAD DES PAYS DE MORLAIX;350000626;N3120;1.28;
HAD_P;2023;290032838;HAD DES PAYS DE MORLAIX;350000626;N9999;39.74;
HAD_P;2023;290032838;HAD DES PAYS DE MORLAIX;350000626;NAUT;7.27;
HAD_P;2023;290032838;HAD DES PAYS DE MORLAIX;350000626;Ncoor;1.38;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M3050;0.34;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M9999;3.48;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Mcoor;3.14;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2120;1;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2210;22.24;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2510;13.17;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2710;0.5;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N3120;0.97;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N9999;43.88;
HAD_P;2023;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Ncoor;6;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;M3050;;4
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;M9999;0.64;4
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;MAUT;0.14;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Mcoor;0.5;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2120;1;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2210;12;43
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2410;;35
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2510;4;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2710;0.4;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N3120;0.5;
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N9999;20.9;80
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;NAUT;1;2
HAD_P;2023;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Ncoor;2;
HAD_P;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;M9999;1.05;
HAD_P;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Mcoor;1.05;
HAD_P;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2710;0.25;
HAD_P;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N9999;3.6;
HAD_P;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;NAUT;0.85;
HAD_P;2023;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Ncoor;2.5;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;M9999;0.7;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;Mcoor;0.7;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;N2120;0.2;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;N2710;0.2;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;N3120;0.05;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;N9999;6.09;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;NAUT;0.8;
HAD_P;2023;2B0000038;CH CORTE;2B0004246;Ncoor;4.84;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;M3050;0.86;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;M9999;1.61;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;Mcoor;0.75;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N2120;0.6;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N2210;0;211
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N2410;0;76
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N2510;4.91;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N2710;0;1
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N3120;0.9;
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;N9999;22.87;292
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;NAUT;11.02;4
HAD_P;2023;2B0001739;HAD DE CORSE;2B0001689;Ncoor;5.44;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M3050;1;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M9999;1.5;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Mcoor;0.5;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N2710;0.4;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N9999;20.4;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;NAUT;11;
HAD_P;2023;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Ncoor;9;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;M9999;1.21;0
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;MAUT;0.21;0
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;Mcoor;1;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2120;0.75;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2210;4.2;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2510;1.8;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N2710;0.14;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N3120;0.03;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;N9999;8.61;
HAD_P;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;NAUT;1.69;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;M9999;0.24;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;Mcoor;0.24;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;N2120;0.38;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;N2210;3.86;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;N2510;1.5;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;N2710;0.05;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;N9999;5.94;
HAD_P;2023;300000056;CH PONT ST ESPRIT;300780079;NAUT;0.15;
HAD_P;2023;300000064;CH UZES;300780087;M9999;0.4;
HAD_P;2023;300000064;CH UZES;300780087;MAUT;0.4;
HAD_P;2023;300000064;CH UZES;300780087;N2120;0.6;
HAD_P;2023;300000064;CH UZES;300780087;N2210;3;
HAD_P;2023;300000064;CH UZES;300780087;N2710;0.2;
HAD_P;2023;300000064;CH UZES;300780087;N3120;0.2;
HAD_P;2023;300000064;CH UZES;300780087;N9999;5;
HAD_P;2023;300000064;CH UZES;300780087;NAUT;0.2;
HAD_P;2023;300000064;CH UZES;300780087;Ncoor;0.8;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;M3050;0.33;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;M9999;1.33;192
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;MAUT;;192
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;Mcoor;1;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;N2120;1;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;N2210;;361
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;N2410;;94
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;N2710;0.74;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;N3120;0.5;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;N9999;8.95;455
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;NAUT;1;
HAD_P;2023;300012309;ADENE HAD NIMES;340027937;Ncoor;5.71;
HAD_P;2023;300013745;ADENE HAD ALES;340027937;M3050;0.33;190
HAD_P;2023;300013745;ADENE HAD ALES;340027937;M9999;1.33;190
HAD_P;2023;300013745;ADENE HAD ALES;340027937;Mcoor;1;
HAD_P;2023;300013745;ADENE HAD ALES;340027937;N2120;1;
HAD_P;2023;300013745;ADENE HAD ALES;340027937;N2210;;361
HAD_P;2023;300013745;ADENE HAD ALES;340027937;N2410;;94
HAD_P;2023;300013745;ADENE HAD ALES;340027937;N2710;0.27;
HAD_P;2023;300013745;ADENE HAD ALES;340027937;N3120;0.4;
HAD_P;2023;300013745;ADENE HAD ALES;340027937;N9999;8.67;455
HAD_P;2023;300013745;ADENE HAD ALES;340027937;NAUT;2;
HAD_P;2023;300013745;ADENE HAD ALES;340027937;Ncoor;5;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;M3050;0.4;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;M9999;5.78;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;Mcoor;5.38;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;N2120;0.8;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;N2510;5.5;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;N2710;0.94;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;N3120;2;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;N9999;48.28;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;NAUT;21.63;
HAD_P;2023;300013778;HAD 3G SANTE NIMES;300013760;Ncoor;17.41;
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;M3050;0.11;283
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;M9999;3.94;433
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;MAUT;;150
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;Mcoor;3.83;
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2120;4.66;
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2210;8.12;809
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2410;0;185
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2460;0;1
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2510;8.98;
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2710;1.18;1
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N3120;2.51;
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;N9999;55.83;1121
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;NAUT;17.78;125
HAD_P;2023;310005459;HAD SANTE RELAIS DOMICILE;310021886;Ncoor;12.6;
HAD_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;M9999;0.3;
HAD_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;MAUT;0.3;
HAD_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N2210;2.5;
HAD_P;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;N9999;2.5;
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;M3050;;1
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;M9999;3.94;1
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;Mcoor;3.94;
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N2120;1.75;
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N2210;45.2;563
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N2410;0.3;179
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N2510;12.2;
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N2710;0.97;3
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N3120;0.83;
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;N9999;79.48;772
HAD_P;2023;310780259;CL PASTEUR TOULOUSE;310000096;NAUT;18.23;27
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;M9999;1.45;
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;Mcoor;1.45;
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N2120;0.4;
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N2210;21.89;217
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N2410;0;25
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N2510;8;
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N2710;0.36;
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N3120;0.22;
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;N9999;37.6;245
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;NAUT;4.13;3
HAD_P;2023;320004328;HAD GERS CL PASTEUR;310000096;Ncoor;2.6;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M3050;0;63
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M9999;5.8;165
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MAUT;;102
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Mcoor;5.8;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2120;3;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2210;35.5;517
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2410;0.8;142
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2460;0.5;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2510;22.1;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2710;1.3;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N3120;1.8;
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N9999;77.5;686
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;5.8;27
HAD_P;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Ncoor;6.7;
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;7.04;43
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;MAUT;5.04;43
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;Mcoor;2;
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;6.42;
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2210;81.43;1658
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2410;;25
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2510;15.42;
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N2710;1.9;
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N3120;4;
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;140.69;1683
HAD_P;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;31.52;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;1.2;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;Mcoor;1.2;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;0.45;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2210;15.48;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2710;0.5;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;24.17;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;3.94;
HAD_P;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;Ncoor;3.8;
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M3050;1.03;124
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M9999;6.77;457
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;MAUT;1.22;333
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Mcoor;4.52;
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2120;3;
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2210;12.75;635
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2410;0;63
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2460;0.11;1
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2510;18.77;
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2710;1.37;2
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N3120;1.97;
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N9999;66.08;723
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NAUT;16.97;22
HAD_P;2023;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Ncoor;11.14;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M3050;0.5;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;1.5;186
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;MAUT;;186
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Mcoor;1;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2120;1;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2210;;147
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2410;;25
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N2710;0.5;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N3120;0.5;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N9999;9.5;172
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NAUT;2.5;
HAD_P;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Ncoor;5;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;M3050;0.09;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;M9999;3.01;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;MAUT;0.49;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;Mcoor;2.43;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N2120;1;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N2210;0.62;900
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N2410;0;250
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N2460;0;7
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N2510;1.66;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N2710;0.7;0
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N3120;0.79;
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;N9999;17.44;1163
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;NAUT;5.12;6
HAD_P;2023;340016476;HAD BEZIERS HAD;340016468;Ncoor;7.55;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;M3050;0.34;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;M9999;3.74;336
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;MAUT;;336
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;Mcoor;3.4;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;N2120;1;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;N2210;;473
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;N2410;;78
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;N2710;0.8;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;N3120;0.6;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;N9999;15.35;551
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;NAUT;4.75;
HAD_P;2023;340017839;ADENE HAD MONTPELLIER;340027937;Ncoor;8.2;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;M9999;3.12;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;Mcoor;3.12;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;N2510;2.02;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;N2710;0.48;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;N3120;0.81;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;N9999;22.61;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;NAUT;9.02;
HAD_P;2023;340017847;HAD HOME SANTE 34;340018175;Ncoor;10.28;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;M9999;0.4;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;MAUT;0.4;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N2120;0.5;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N2210;7.51;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N2410;0.59;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N2460;0.58;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N2710;0.5;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N3120;0.4;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;N9999;12.35;
HAD_P;2023;340021211;HAD CH BEZIERS;340780055;NAUT;2.27;
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;M3050;0.4;
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;M9999;2.4;60
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;MAUT;;60
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;Mcoor;2;
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2120;1;
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2210;1;70
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2410;;25
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2460;;1
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2510;4;
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N2710;;1
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;N9999;12;99
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;NAUT;;2
HAD_P;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;Ncoor;6;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M3050;0.8;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M9999;4.9;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;MAUT;1;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;Mcoor;3.1;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2120;1;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N2510;3.3;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N9999;31.4;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;8.1;
HAD_P;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;Ncoor;19;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M9999;0.2;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;MAUT;0.2;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N2210;0.36;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N2710;0.15;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N3120;0.09;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N9999;2.37;
HAD_P;2023;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;NAUT;1.77;
HAD_P;2023;350042628;HAD 35;350042578;M3050;1.58;0
HAD_P;2023;350042628;HAD 35;350042578;M9999;12.93;0
HAD_P;2023;350042628;HAD 35;350042578;MAUT;2.76;0
HAD_P;2023;350042628;HAD 35;350042578;Mcoor;8.59;
HAD_P;2023;350042628;HAD 35;350042578;N2120;7.04;
HAD_P;2023;350042628;HAD 35;350042578;N2210;77.48;0
HAD_P;2023;350042628;HAD 35;350042578;N2410;6.95;0
HAD_P;2023;350042628;HAD 35;350042578;N2460;5.4;0
HAD_P;2023;350042628;HAD 35;350042578;N2510;17.13;
HAD_P;2023;350042628;HAD 35;350042578;N2710;2.45;
HAD_P;2023;350042628;HAD 35;350042578;N3120;3.57;
HAD_P;2023;350042628;HAD 35;350042578;N9999;173.73;0
HAD_P;2023;350042628;HAD 35;350042578;NAUT;21.78;
HAD_P;2023;350042628;HAD 35;350042578;Ncoor;31.93;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;M3050;0.5;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;M9999;4.34;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;Mcoor;3.84;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;N2120;0.16;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;N2210;21.85;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;N2510;20.37;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;N2710;0.55;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;N3120;1.33;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;N9999;55.95;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;NAUT;10.31;
HAD_P;2023;350044772;HAD SAINT MALO DINAN;350000626;Ncoor;1.38;
HAD_P;2023;360000137;CH CHATEAUROUX;360000053;M9999;2;
