BOR;AN;FI;RS;FI_EJ;UNI;LIT;LIT_PROXI;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;SITOT;6;0;2190;477;;;1520;;;;;;;;;;;;;;;
REA;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;SURVADU;6;0;2190;451;;;1467;;;;1.74;;;;15.56;;6.53;;0;;9.89;
REA;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;USIC;6;0;2190;477;;;1520;;;;1;;;;6.99;;6.33;;;;1.75;
REA;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;SURVADU;8;0;2920;167;;;851;;;;0;0;0;0;6.6;0;5.7;0;0;0;0.5;0
REA;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;REAADU;8;;2920;397;408;4;2486;5;31;26;;7;;;11.05;;5.23;;;;1.75;
REA;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;SITOT;8;;2920;985;;;2215;;;;;;;;;;;;;;;
REA;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;SURVADU;5;5;1825;673;;;1548;;;;;7;;;5.52;;2.61;;;;0.88;
REA;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;USIC;8;;2920;985;;;2215;;;;;20;;;11.05;;5.23;;;;1.75;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;AUTSI;14;;5110;497;;;4723;;;;1;;;;10.83;;8.55;;0.68;;1;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;REAADU;46;;16790;1699;1785;63;14205;2;46;142;11.85;;2.69;;114.74;;72.75;;2.84;;21.63;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;SITOT;38;;13870;3612;;;13314;;;;;;;;;;;;;;;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;SIUNV;12;;4380;980;;;4092;;;;1;;1;;14.86;;13.31;;0.49;;6.85;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;SURVADU;52;;18980;5713;;;16491;;;;6;;1.75;;51.64;;44.37;;1.2;;15.6;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;SURVENF;4;;1460;889;;;2265;;;;1;;;;;;;;;;;
REA;2023;300782117;CHU NIMES CAREMEAU;300780038;USIC;12;;4380;2135;;;4499;;;;1;;;;16.47;;15.79;;;;0.5;
REA;2023;300788502;POLYCLINIQUE GRAND SUD NIMES;300017985;SURVADU;8;8;2920;588;;;1967;;;;17;17;5;0;0;0;3;0;0;1;1;0
REA;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;REAADU;6;;2196;149;150;4;1913;2;40;34;3;;1;;12.2;;7.2;;;;0.05;
REA;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;SURVADU;3;3;1095;102;;;423;;;;0.78;;;;4.8;;4.8;;;;;
REA;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;AUTSI;18;18;6570;1573;;;5278;;;;7.57;;49.81;;32.32;;7.4;;0.3;;0.9;
REA;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;REAENF;12;;4380;901;947;33;4612;32;;;6.18;;14.62;;4.61;;23.37;;1;;1;
REA;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;SITOT;18;18;6570;1573;;;5278;;;;;;;;;;;;;;;
REA;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;SURVENF;23;23;8395;711;;;4479;;;;4.37;;3.49;;6.08;;9.26;;;;;
REA;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;AUTSI;12;;4373;1122;;;3746;;;;0.59;;0.61;;19.75;;20;;1;;0.42;
REA;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;SITOT;12;;4373;1122;;;3746;;;;;;;;;;;;;;;
REA;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;SURVADU;6;;2190;430;;;1357;;;;;;0.4;;12.5;;11;;;;;
REA;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;AUTSI;45;45;16422;1814;;;17688;;;;10;;;;69.34;;53.96;;;;;
REA;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;REAADU;8;;2920;371;381;13;2206;55;33;15;2.52;;;;27.91;;17.6;;1;;1;
REA;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;SITOT;45;45;16422;1814;;;17688;;;;;;;;;;;;;;;
REA;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;SURVADU;4;4;1460;273;;;1261;;;;0.3;;;;3.37;;3.44;;;;;
REA;2023;310026083;CL RIVE GAUCHE TOULOUSE;310026075;SURVADU;4;;1460;319;;;829;;;;;20;1;;5;;5;;;5;0.5;
REA;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;REAADU;8;;2920;193;198;6;1982;23;46;48;;9;;;15.2;;9.6;;;1;0.1;
REA;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;SITOT;12;;4380;1654;;;4106;;;;;;;;;;;;;;;
REA;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;SURVADU;28;12;10220;1242;;;6431;;;;;;;;20.44;;17.36;;;;0.2;
REA;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;USIC;12;;4380;1654;;;4106;;;;;10;;;12;;7.2;;;;0.2;
REA;2023;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;SURVADU;5;;1825;358;;;650;;;;;10;;;3;;0.5;;;1;1;
REA;2023;310780150;CL MEDIPOLE GARONNE TOULOUSE;310788799;SURVENF;2;;730;46;;;76;;;;;4;;;3;;0.5;;;1;1;
REA;2023;310780259;CL PASTEUR TOULOUSE;310000096;REAADU;16;;5840;1158;1194;24;5138;11;26;100;;;0.7;;36.7;;17;;;;5.3;
REA;2023;310780259;CL PASTEUR TOULOUSE;310000096;SITOT;14;14;5110;2053;;;4338;;;;;;;;;;;;;;;
REA;2023;310780259;CL PASTEUR TOULOUSE;310000096;SURVADU;17;17;6205;1661;;;5625;;;;;;0.3;;20.7;;9.8;;;;2;
REA;2023;310780259;CL PASTEUR TOULOUSE;310000096;USIC;14;14;5110;2053;;;4338;;;;;;;;19.7;;6.5;;;;3.5;
REA;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;REAADU;8;;2920;245;257;6;1847;15;45;27;0;19;;;13.28;;9.43;;;;0.49;
REA;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;SURVADU;16;;5840;714;;;3480;;;;0;0;;;6.18;;6.32;;;;0.48;
REA;2023;310780382;CL AMBROISE PARE TOULOUSE;310000179;SURVADU;10;;3650;499;;;2123;;;;;9;;;8.14;;;;;;;
REA;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;REAADU;14;;5110;485;523;54;4276;14;37;89;;;;;26.98;;20.56;;;;2.15;
REA;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SITOT;17;0;6205;1948;;;5760;;;;;;;;;;;;;;;
REA;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SIUNV;5;0;1825;367;;;1963;;;;;;;;6.36;;5.54;;;;0.09;
REA;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;SURVADU;12;0;4380;866;;;4359;;;;;;;;13.34;;13.52;;;;2.51;
REA;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;USIC;12;0;4380;1581;;;3797;;;;;;;;12.4;;9.64;;;;1.87;
REA;2023;310781505;CL D'OCCITANIE MURET;310000492;REAADU;10;;3650;590;599;5;4054;5;33;160;0;5;0.33;;11.31;;6.62;;;;2;
REA;2023;310781505;CL D'OCCITANIE MURET;310000492;SURVADU;10;10;3650;542;;;2213;;;;0;5;0.33;;11.31;;6.62;;;;2;
REA;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;AUTSI;8;;2920;450;;;2551;;;;;9;;;9.92;;4.95;;;2;0.2;
REA;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;SITOT;8;;2920;450;;;2551;;;;;;;;;;;;;;;
REA;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;SURVADU;24;;8562;1022;;;7161;;;;;9;;;13.11;;12.12;;;2;0.1;
REA;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;AUTSI;6;6;2190;2429;;;3483;;;;0.58;;0.5;;16.49;;7.79;;1;;0.45;
REA;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;REAADU;36;;13140;1350;2035;699;10400;7;48;103;13.41;;3.9;;108.85;;76.71;;3;;1.2;
REA;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SITOT;22;22;8030;3842;;;8660;;;;;;;;;;;;;;;
REA;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SIUNV;16;16;5840;1413;;;5177;;;;3.05;;;;23.14;;23.16;;1;;0.2;
REA;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;SURVADU;26;26;9490;1937;;;8327;;;;1.62;;0.91;;27.67;;22.53;;2;;0.5;
REA;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;AUTSI;16;16;5840;3269;;;6638;;;;1.39;;;;27.09;;23.04;;1;;2;
REA;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;REAADU;53;;19345;2736;3376;685;16905;7;39;182;8.33;;;;161.93;;106.81;;5;;9.4;
REA;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SITOT;36;36;13056;5802;;;12473;;;;;;;;;;;;;;;
REA;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;SURVADU;108;108;39420;7193;;;37127;;;;6.37;;0.11;;50.3;;52.01;;3;;1.5;
REA;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;USIC;20;20;7216;2533;;;5835;;;;1.9;;;;38.28;;33.06;;0.5;;0.2;
REA;2023;320000086;CH AUCH EN GASCOGNE;320780117;REAADU;8;;2920;301;305;10;1983;8;37;37;4;0;0;0;19.57;0;11.64;0;0;0;4;0
REA;2023;320000086;CH AUCH EN GASCOGNE;320780117;SITOT;4;0;1460;329;;;1097;;;;;;;;;;;;;;;
REA;2023;320000086;CH AUCH EN GASCOGNE;320780117;SIUNV;4;0;1460;329;;;1097;;;;0.4;0;0;0;2.19;0;2.39;0;0;0;1.03;0
REA;2023;320000086;CH AUCH EN GASCOGNE;320780117;SURVADU;8;4;2920;845;;;1833;;;;0.2;0;0;0;2.13;0;1.95;0;0;0;0.76;0
REA;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;SURVADU;6;0;2190;442;;;1204;;;;;;;;13.11;;3;;;;0.83;
REA;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SITOT;4;;1460;420;;;1230;;;;;;;;;;;;;;;
REA;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SIUNV;4;;1460;420;;;1230;;;;0.74;;;;3.87;;4.16;;;;1.4;
REA;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;SURVADU;8;;2920;687;;;2614;;;;4.4;;;;12.19;;12.01;;;;0.4;
REA;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;SURVADU;6;;2190;1031;;;2534;;;;2.04;0;0;0;6.06;0;4.19;0;0.16;0;2.53;0
REA;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;SURVADU;6;;2190;507;;;1715;;;;4.4;;0.25;;8.59;;5.89;;;;0.7;
REA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;REAADU;15;;5475;539;569;54;3208;5;52;53;5.93;0;0.6;;34.7;;23.77;;;;8.12;
REA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SITOT;12;12;4380;1583;;;3976;;;;;;;;;;;;;;;
REA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SIUNV;4;4;1460;370;;;1398;;;;0.36;0;0.35;;6.36;;7.63;;;;1.1;
REA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SURVADU;8;8;2920;522;;;2182;;;;1.84;0;0.4;;7.8;;7;;;;3.77;
REA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;SURVENF;4;4;1460;394;;;1268;;;;0.3;0;1.89;;1;;2.48;;;;0.38;
REA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;USIC;8;8;2920;1213;;;2578;;;;0.35;0;0.25;;10.78;;6.28;;;;1.5;
REA;2023;330000662;INSTITUT BERGONIE;330781329;SURVADU;7;;2190;630;;;1449;;;;8.58;;19.06;;13.58;;5.41;;;;3.77;
REA;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;REAADU;13;;4745;1328;1361;16;2909;10;24;86;;4;;;14.4;;7.4;;;2;;
REA;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SITOT;14;;5110;1878;;;3853;;;;;;;;;;;;;;;
REA;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;SURVADU;10;;3650;1137;;;2193;;;;;9;;;13.52;;4.1;;;1;;
REA;2023;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;USIC;14;;5110;1878;;;3853;;;;;9;;;16.58;;7.4;;;2;;
REA;2023;330780115;CLINIQUE TIVOLI-DUCOS;330000076;SURVADU;6;;2010;656;;;1617;;;;;9;0.2;;5.6;;5.1;;;3;;
REA;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;SURVADU;8;0;2920;617;;;2221;;;;;14;1;;9.19;;4.28;;;;2;
REA;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;REAADU;15;;5475;420;438;22;5032;18;46;50;1.04;;;;30.77;;20;;;;1.5;
REA;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SITOT;16;;5840;1382;;;4983;;;;;;;;;;;;;;;
REA;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SURVADU;30;;10950;1499;;;7810;;;;;;;;17.63;;11;;;;1;
REA;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;USIC;16;;5840;1382;;;4983;;;;;;;;2.61;;4.8;;;;;
REA;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SURVADU;6;;2190;346;;;1452;;;;;;9.89;;;;7.75;;;;;
REA;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SITOT;12;;4380;1082;;;2281;;;;;;;;;;;;;;;
REA;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SURVADU;6;;2190;513;;;1422;;;;;;1;;6;;5.5;;;;;
REA;2023;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;USIC;12;;4380;1082;;;2281;;;;;10;1;;12;;7.5;;;;;
REA;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SURVADU;6;;2004;469;;;1882;;;;1.5;;0.41;;11.88;;3.43;;;1;;
REA;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;SURVADU;8;0;2920;616;;;2382;;;;4;;;;7.41;;5.43;;;;2;
REA;2023;330781303;HIA ROBERT PICQUE;750821092;REAADU;9;;3285;324;324;9;2075;81;44;51;6.68;;;;29.01;;16.17;;;;2;
REA;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;REAADU;8;;2920;390;395;43;2188;26;44;16;3.55;;1.75;;29.62;;21.66;;0;;5.97;
REA;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SITOT;8;8;2264;505;;;1611;;;;;;;;;;;;;;;
REA;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SURVADU;6;6;2190;473;;;1650;;;;1.13;;;;;;;;;;;
REA;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;USIC;8;8;2264;505;;;1611;;;;0.15;;;;12.56;;11.64;;;;5.02;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;AUTSI;6;6;1751;58;;;1624;;;;10.04;;2.46;;2.52;;6.08;;;;1.98;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAADU;79;;26423;4708;5873;2047;22376;21;33;401;81.31;;3;;199.12;;133.83;;;;26.04;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;REAENF;10;;3386;534;579;51;3051;28;;;21.06;;;;;;;;;;;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SITOT;22;22;7587;1536;;;6736;;;;;;;;;;;;;;;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SIUNV;16;16;5836;1478;;;5112;;;;4.07;;;;20.66;;20.82;;;;5.09;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVADU;50;50;16203;4329;;;11241;;;;3.3;;2;;52.42;;47.85;;;;11.54;
REA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SURVENF;16;16;4063;1046;;;3161;;;;;;4;;3;;6.7;;;;0;
REA;2023;330782582;POLYCLINIQUE JEAN VILLAR;330000928;REAADU;12;;4380;370;377;7;3030;35;24;65;;3;1;;19.2;;12.4;;;;;
REA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;AUTSI;27;27;9416;814;;;8057;;;;;;;;24.14;;23.62;;;;9.5;
REA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAADU;44;;13196;2522;2825;349;14553;19;37;314;35.72;;61.8;;2;;7.92;;;;5.8;
REA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;REAENF;8;;2551;381;390;16;2266;12;;;5.78;;6.95;;19.25;;8.13;;;;3.88;
REA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SITOT;53;53;18899;3416;;;15695;;;;;;;;;;;;;;;
REA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SURVADU;47;47;14730;2647;;;16939;;;;5.02;;;;153.14;;90.59;;;;12.2;
REA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;USIC;26;26;9483;2602;;;7638;;;;5.08;;4.09;;49.22;;40.03;;;;12.62;
REA;2023;340000033;CH BEZIERS;340780055;AUTSI;2;;730;45;;;594;;;;0.31;;0.09;;0.95;;0.92;;;;0.38;
REA;2023;340000033;CH BEZIERS;340780055;REAADU;12;;4380;481;488;22;3166;3;43;53;6.17;;2.14;;26.85;;18.04;;0.5;;4.42;
REA;2023;340000033;CH BEZIERS;340780055;SITOT;18;;6570;1549;;;5616;;;;;;;;;;;;;;;
REA;2023;340000033;CH BEZIERS;340780055;SIUNV;8;;2920;554;;;2423;;;;0.95;;0.12;;7.96;;5.99;;0.16;;2.75;
REA;2023;340000033;CH BEZIERS;340780055;SURVADU;6;;2190;485;;;1494;;;;0.5;;;;4.8;;3.97;;;;0.91;
REA;2023;340000033;CH BEZIERS;340780055;USIC;8;;2920;950;;;2599;;;;1.96;;0.57;;11.62;;7.82;;0.5;;1.67;
REA;2023;340000207;ICM MONTPELLIER;340780493;AUTSI;4;0;1460;287;;;1275;;;;0.75;;;;6.9;;5.03;;;;0.91;
REA;2023;340000207;ICM MONTPELLIER;340780493;SITOT;4;0;1460;287;;;1275;;;;;;;;;;;;;;;
REA;2023;340000207;ICM MONTPELLIER;340780493;SURVADU;4;0;1460;299;;;1291;;;;0.75;;;;6.9;;5.03;;;;0.91;
REA;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;REAADU;8;;2920;368;375;20;2708;2;43;71;5.81;0;0.75;0;18.65;0;12.58;0;0;0;2.86;0
REA;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SITOT;6;;2190;579;;;1736;;;;;;;;;;;;;;;
REA;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SURVADU;4;;1460;224;;;815;;;;0.66;0;0.15;0;4.8;0;5.56;0;0;0;0.5;0
REA;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;USIC;6;;2190;579;;;1736;;;;0;0;0;0;0;0;0;0;0;0;0;0
REA;2023;340009885;POLYCL CHAMPEAU BEZIERS;340009877;SURVADU;4;0;1460;591;;;1982;;;;0.7;;;;8.25;;8.25;;0.35;;1.84;
REA;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;REAADU;18;;5807;966;997;21;4726;7;39;103;;18;1;;34.23;;19.18;;;2;3.15;
REA;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SITOT;16;16;5840;1699;;;4813;;;;;;;;;;;;;;;
REA;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SIUNV;6;6;2190;523;;;1665;;;;;7;1;;4.8;;4.8;;;1;0.89;
REA;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;SURVADU;20;20;6383;2636;;;6053;;;;;18;1;;16.51;;14.79;;;1;2.02;
REA;2023;340015502;CL DU MILLENAIRE MONTPELLIER;340000512;USIC;10;10;3650;1176;;;3148;;;;;23;1;;12.74;;8.4;;;1;1.75;
REA;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;SURVADU;12;;4380;776;;;2545;;;;;11;;;7.77;;4;;;;2;
REA;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;SURVADU;6;;2190;616;;;883;;;;;29;;;5.64;;4.8;;;2;;
REA;2023;340022979;POLYCL ST ROCH MONTPELLIER;340000306;SURVENF;4;;1460;73;;;121;;;;;6;4.82;;0.52;;4.95;;;;0.2;
REA;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;REAADU;12;;4380;775;792;7;4129;18;33;160;;10;1;;27.9;;16.45;;;4;7.28;
REA;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;SURVADU;20;6;7300;992;;;6700;;;;;;1;;5.8;;6.2;;;;5.2;
REA;2023;340780642;CL BEAU SOLEIL MONTPELLIER;340785856;SURVADU;6;0;2190;378;;;1662;;;;1;;;;5.45;;5.45;;;;0.37;
REA;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;AUTSI;6;0;2190;96;;;1824;;;;0;4;0;0;1.5;0;1.5;0;0;0;0;0
REA;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;REAADU;15;;5475;375;387;22;3327;20;38;75;0;5;0;0;35.03;0;18.03;0;0;1;0;1
REA;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SITOT;14;0;5110;686;;;4601;;;;;;;;;;;;;;;
REA;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;SURVADU;39;0;14235;1924;;;11265;;;;0;5;0;0;10.1;0;8.9;0;0;1;0;1
REA;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;USIC;8;0;2920;590;;;2777;;;;0;9;0;0;14;0;7.4;0;0;1;0;0
REA;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;AUTSI;6;;2190;310;;;1203;;;;;20;;;8.21;;0.84;;;;0.6;
REA;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SITOT;6;;2190;310;;;1203;;;;;;;;;;;;;;;
REA;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;SURVADU;12;;4380;414;;;3786;;;;;17;;;7.14;;4;;;;0.6;
REA;2023;340780717;CL ST LOUIS GANGES;340023225;SURVADU;5;;1825;184;;;975;;;;;1;;;1.5;;;;;;;
REA;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;AUTSI;2;;732;6;;;147;;;;0.1;0;;;0.75;0;0.65;0;;;;
REA;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;SITOT;2;;732;6;;;147;;;;;;;;;;;;;;;
REA;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;AUTSI;32;;11680;712;;;10389;;;;6.79;;;;39.03;;32.2;;;;4.78;
REA;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;REAADU;20;;7300;693;739;24;6101;18;40;68;9.03;;2.94;;47.89;;29.03;;;;2.73;
REA;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SITOT;32;;11680;712;;;10389;;;;;;;;;;;;;;;
REA;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SURVADU;18;;6570;1381;;;5800;;;;2.81;;0.68;;21.06;;16.97;;;;0.7;
REA;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;AUTSI;3;;1095;116;;;592;;;;0.55;;;;;;;;;;;
REA;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;REAADU;16;;5840;392;417;13;5260;10;42;17;8.55;;3;;36.02;;23.52;;;;1.33;
REA;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SITOT;19;;6935;1446;;;5639;;;;;;;;;;;;;;;
REA;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SIUNV;16;;5840;1330;;;5047;;;;2.78;;;;20.93;;21.67;;;;1.5;
REA;2023;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SURVADU;22;;8030;2003;;;6968;;;;0.06;;;;28.63;;26.09;;;;1;
REA;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;AUTSI;22;;8030;1338;;;6752;;;;3.01;;;;41.56;;30.16;;;;3.7;
REA;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;REAADU;34;;11475;1359;1392;200;10112;21;43;87;16.99;;7.07;;98.55;;71.93;;;;8.63;
REA;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SITOT;22;;8030;1338;;;6752;;;;;;;;;;;;;;;
REA;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVADU;18;;6570;656;;;4119;;;;0.88;;0.08;;14.33;;11.58;;;;1.84;
REA;2023;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SURVENF;7;;2737;303;;;1755;;;;1.24;;8.08;;5;;10.45;;;;0.33;
REA;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;AUTSI;22;;7894;883;;;5672;;;;3.9;;29.78;;8.4;;22.03;;;;3.54;
REA;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAADU;16;;5840;1111;1181;48;4306;22;35;75;9.65;;0.74;;48.73;;29.31;;;;1.58;
REA;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;REAENF;4;;1460;442;452;53;1653;41;;;1.52;;9.22;;5.54;;3.77;;;;1.1;
REA;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SITOT;37;;13369;2899;;;10270;;;;;;;;;;;;;;;
REA;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SURVADU;8;;2920;800;;;1891;;;;0.8;;;;9.32;;6.47;;;;0.5;
REA;2023;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SURVENF;8;;2920;341;;;1673;;;;;;3.8;;;;3.85;;;;0.5;
